po_id,vendor_id,po_date,company_code,currency,status
PO000477,VEND00078,2023-03-29,1000,BRL,Cancelled
PO000478,VEND00025,2023-01-13,1000,BRL,Open
PO000479,VEND00086,2024-10-15,1000,BRL,Partially Received
PO000480,VEND00017,2024-03-27,1000,BRL,Completed
PO000481,VEND00102,2023-07-08,1000,BRL,Completed
PO000482,VEND00088,2024-07-07,1000,BRL,Completed
PO000483,VEND00025,2024-09-13,1000,BRL,Partially Received
PO000484,VEND00106,2024-09-15,1000,BRL,Completed
PO000485,VEND00004,2024-10-26,1000,BRL,Open
PO000486,VEND00140,2024-05-30,1000,BRL,Cancelled
PO000487,VEND00138,2024-03-27,1000,BRL,Completed
PO000488,VEND00017,2023-08-25,1000,BRL,Completed
PO000489,VEND00094,2024-07-04,1000,BRL,Completed
PO000490,VEND00069,2024-08-12,1000,BRL,Completed
PO000491,VEND00100,2024-03-04,1000,BRL,Completed
PO000492,VEND00055,2024-02-16,1000,BRL,Completed
PO000493,VEND00006,2023-03-17,1000,BRL,Completed
PO000494,VEND00004,2023-06-05,1000,BRL,Partially Received
PO000495,VEND00117,2023-11-27,1000,BRL,Completed
PO000496,VEND00018,2024-06-15,1000,BRL,Completed
PO000497,VEND00150,2023-04-09,1000,BRL,Completed
PO000498,VEND00090,2024-04-09,1000,BRL,Completed
PO000499,VEND00099,2023-09-27,1000,BRL,Open
PO000500,VEND00020,2023-03-22,1000,BRL,Completed
PO000501,VEND00112,2024-04-09,1000,BRL,Completed
PO000502,VEND00056,2023-05-21,1000,BRL,Completed
PO000503,VEND00081,2024-05-23,1000,BRL,Completed
PO000504,VEND00071,2024-03-20,1000,BRL,Open
PO000505,VEND00043,2024-05-10,1000,BRL,Completed
PO000506,VEND00063,2024-10-07,1000,BRL,Completed
PO000507,VEND00027,2023-06-30,1000,BRL,Completed
PO000508,VEND00106,2023-01-30,1000,BRL,Completed
PO000509,VEND00128,2023-12-14,1000,BRL,Completed
PO000510,VEND00016,2024-10-02,1000,BRL,Open
PO000511,VEND00038,2024-07-20,1000,BRL,Open
PO000512,VEND00015,2023-06-10,1000,BRL,Partially Received
PO000513,VEND00102,2024-05-28,1000,BRL,Completed
PO000514,VEND00103,2023-10-04,1000,BRL,Partially Received
PO000515,VEND00128,2023-04-08,1000,BRL,Completed
PO000516,VEND00002,2024-01-21,1000,BRL,Completed
PO000517,VEND00068,2024-12-20,1000,BRL,Completed
PO000518,VEND00008,2024-07-13,1000,BRL,Completed
PO000519,VEND00096,2023-05-28,1000,BRL,Partially Received
PO000520,VEND00136,2024-02-17,1000,BRL,Completed
PO000521,VEND00029,2023-11-26,1000,BRL,Completed
PO000522,VEND00119,2024-03-11,1000,BRL,Completed
PO000523,VEND00060,2023-06-24,1000,BRL,Completed
PO000524,VEND00134,2023-10-25,1000,BRL,Completed
PO000525,VEND00082,2024-04-18,1000,BRL,Completed
PO000526,VEND00012,2023-11-16,1000,BRL,Completed
PO000527,VEND00050,2024-10-01,1000,BRL,Completed
PO000528,VEND00019,2023-07-17,1000,BRL,Completed
PO000529,VEND00149,2023-04-16,1000,BRL,Completed
PO000530,VEND00136,2023-08-03,1000,BRL,Completed
PO000531,VEND00056,2023-06-18,1000,BRL,Completed
PO000532,VEND00052,2024-11-11,1000,BRL,Completed
PO000533,VEND00150,2024-06-27,1000,BRL,Open
PO000534,VEND00082,2024-12-02,1000,BRL,Open
PO000535,VEND00116,2024-03-10,1000,BRL,Completed
PO000536,VEND00016,2024-01-13,1000,BRL,Cancelled
PO000537,VEND00027,2023-10-08,1000,BRL,Completed
PO000538,VEND00106,2023-03-26,1000,BRL,Completed
PO000539,VEND00064,2024-07-11,1000,BRL,Completed
PO000540,VEND00064,2024-08-23,1000,BRL,Completed
PO000541,VEND00085,2023-03-27,1000,BRL,Completed
PO000542,VEND00118,2024-10-12,1000,BRL,Completed
PO000543,VEND00097,2024-08-04,1000,BRL,Partially Received
PO000544,VEND00023,2023-07-10,1000,BRL,Completed
PO000545,VEND00121,2024-12-23,1000,BRL,Completed
PO000546,VEND00127,2023-04-05,1000,BRL,Completed
PO000547,VEND00003,2023-12-17,1000,BRL,Completed
PO000548,VEND00080,2024-11-05,1000,BRL,Completed
PO000549,VEND00111,2024-03-07,1000,BRL,Completed
PO000550,VEND00130,2024-08-30,1000,BRL,Completed
PO000551,VEND00026,2024-03-07,1000,BRL,Completed
PO000552,VEND00028,2023-05-14,1000,BRL,Completed
PO000553,VEND00087,2024-02-10,1000,BRL,Completed
PO000554,VEND00145,2023-07-09,1000,BRL,Completed
PO000555,VEND00142,2024-05-03,1000,BRL,Completed
PO000556,VEND00040,2024-11-15,1000,BRL,Completed
PO000557,VEND00072,2024-09-03,1000,BRL,Completed
PO000558,VEND00082,2024-09-15,1000,BRL,Completed
PO000559,VEND00053,2024-10-23,1000,BRL,Completed
PO000560,VEND00041,2024-02-01,1000,BRL,Completed
PO000561,VEND00027,2024-12-03,1000,BRL,Completed
PO000562,VEND00100,2023-11-07,1000,BRL,Completed
PO000563,VEND00052,2023-01-08,1000,BRL,Completed
PO000564,VEND00009,2024-03-11,1000,BRL,Completed
PO000565,VEND00082,2024-09-02,1000,BRL,Open
PO000566,VEND00079,2023-10-09,1000,BRL,Completed
PO000567,VEND00052,2024-06-08,1000,BRL,Cancelled
PO000568,VEND00043,2024-03-08,1000,BRL,Completed
PO000569,VEND00107,2023-04-30,1000,BRL,Partially Received
PO000570,VEND00041,2023-01-06,1000,BRL,Completed
PO000571,VEND00018,2024-09-05,1000,BRL,Partially Received
PO000572,VEND00103,2024-03-31,1000,BRL,Completed
PO000573,VEND00121,2023-11-19,1000,BRL,Completed
PO000574,VEND00129,2024-01-20,1000,BRL,Cancelled
PO000575,VEND00050,2024-02-10,1000,BRL,Completed
PO000576,VEND00089,2023-12-27,1000,BRL,Partially Received
PO000577,VEND00072,2023-07-01,1000,BRL,Completed
PO000578,VEND00034,2024-01-28,1000,BRL,Completed
PO000579,VEND00012,2023-11-29,1000,BRL,Completed
PO000580,VEND00139,2024-09-07,1000,BRL,Partially Received
PO000581,VEND00113,2023-07-01,1000,BRL,Cancelled
PO000582,VEND00018,2023-02-03,1000,BRL,Completed
PO000583,VEND00077,2024-03-25,1000,BRL,Completed
PO000584,VEND00120,2024-01-11,1000,BRL,Completed
PO000585,VEND00014,2023-09-08,1000,BRL,Partially Received
PO000586,VEND00045,2024-12-31,1000,BRL,Completed
PO000587,VEND00022,2024-08-20,1000,BRL,Completed
PO000588,VEND00132,2023-06-29,1000,BRL,Completed
PO000589,VEND00008,2024-01-01,1000,BRL,Completed
PO000590,VEND00106,2024-04-02,1000,BRL,Completed
PO000591,VEND00146,2024-12-07,1000,BRL,Completed
PO000592,VEND00047,2023-07-14,1000,BRL,Completed
PO000593,VEND00024,2023-08-22,1000,BRL,Completed
PO000594,VEND00118,2024-08-05,1000,BRL,Open
PO000595,VEND00042,2024-09-21,1000,BRL,Partially Received
PO000596,VEND00041,2024-06-03,1000,BRL,Completed
PO000597,VEND00045,2023-07-06,1000,BRL,Completed
PO000598,VEND00084,2023-12-17,1000,BRL,Completed
PO000599,VEND00147,2023-06-10,1000,BRL,Completed
PO000600,VEND00130,2023-08-23,1000,BRL,Cancelled
