po_id,po_item,material_id,quantity,unit_price,delivery_date,plant
PO000224,1,MAT00300,440,168.76,2024-09-06,PL02
PO000224,2,MAT00069,430,222.16,2024-09-28,PL01
PO000225,1,MAT00152,53,633.65,2024-10-08,PL02
PO000226,1,MAT00367,38,201.54,2023-06-05,PL02
PO000226,2,MAT00346,43,73.37,2023-05-17,PL03
PO000227,1,MAT00163,215,69.52,2023-03-24,PL02
PO000227,2,MAT00360,242,254.48,2023-03-25,PL02
PO000228,1,MAT00381,242,340.05,2024-11-20,PL01
PO000229,1,MAT00044,375,51.36,2023-05-21,PL01
PO000229,2,MAT00016,473,376.0,2023-05-16,PL03
PO000229,3,MAT00166,141,236.16,2023-05-11,PL03
PO000230,1,MAT00338,80,519.69,2024-10-03,PL01
PO000231,1,MAT00019,169,382.71,2024-07-01,PL01
PO000231,2,MAT00214,85,309.43,2024-07-03,PL02
PO000232,1,MAT00345,275,384.49,2023-11-21,PL01
PO000233,1,MAT00152,449,43.06,2024-06-19,PL01
PO000233,2,MAT00184,184,129.57,2024-06-23,PL03
PO000233,3,MAT00064,446,379.34,2024-06-18,PL03
PO000234,1,MAT00136,263,148.86,2023-04-23,PL03
PO000235,1,MAT00286,256,479.6,2024-05-07,PL03
PO000236,1,MAT00332,195,14.35,2024-03-01,PL01
PO000237,1,MAT00165,309,593.96,2023-11-10,PL01
PO000237,2,MAT00376,111,190.39,2023-11-06,PL02
PO000237,3,MAT00182,443,363.99,2023-11-04,PL01
PO000238,1,MAT00135,435,442.92,2023-10-13,PL03
PO000239,1,MAT00289,166,300.88,2023-05-10,PL02
PO000240,1,MAT00312,461,601.31,2025-01-28,PL01
PO000241,1,MAT00308,201,212.12,2023-08-03,PL03
PO000241,2,MAT00319,400,403.49,2023-07-27,PL03
PO000241,3,MAT00121,177,166.68,2023-08-10,PL02
PO000242,1,MAT00091,414,433.97,2023-08-10,PL01
PO000242,2,MAT00096,265,341.13,2023-08-13,PL02
PO000243,1,MAT00150,215,417.66,2024-06-20,PL03
PO000243,2,MAT00285,122,582.52,2024-06-09,PL01
PO000243,3,MAT00348,166,280.86,2024-06-07,PL03
PO000244,1,MAT00200,394,61.95,2023-10-07,PL03
PO000245,1,MAT00354,328,223.95,2024-09-08,PL02
PO000245,2,MAT00387,231,270.55,2024-09-19,PL02
PO000245,3,MAT00108,172,183.28,2024-08-25,PL01
PO000246,1,MAT00113,48,238.54,2024-04-04,PL02
PO000246,2,MAT00287,484,154.21,2024-04-05,PL01
PO000246,3,MAT00056,289,136.6,2024-04-08,PL03
PO000247,1,MAT00066,442,184.21,2023-12-03,PL03
PO000247,2,MAT00369,14,502.39,2023-11-20,PL02
PO000247,3,MAT00043,430,380.33,2023-12-01,PL01
PO000248,1,MAT00207,393,142.74,2024-02-24,PL03
PO000248,2,MAT00105,184,516.41,2024-02-27,PL01
PO000248,3,MAT00239,117,289.63,2024-03-05,PL01
PO000249,1,MAT00119,492,481.67,2024-09-03,PL03
PO000249,2,MAT00400,224,281.31,2024-09-12,PL02
PO000250,1,MAT00279,482,97.32,2024-09-08,PL03
PO000251,1,MAT00251,303,564.58,2024-10-23,PL01
PO000251,2,MAT00010,106,312.81,2024-10-21,PL03
PO000251,3,MAT00341,97,74.97,2024-10-28,PL01
PO000252,1,MAT00229,155,140.18,2023-07-25,PL03
PO000252,2,MAT00337,39,244.67,2023-07-16,PL01
PO000253,1,MAT00132,76,352.4,2024-02-25,PL03
PO000254,1,MAT00214,168,285.47,2023-08-27,PL03
PO000255,1,MAT00267,490,207.22,2024-05-12,PL03
PO000255,2,MAT00399,113,12.78,2024-05-10,PL02
PO000255,3,MAT00138,319,526.46,2024-05-22,PL02
PO000256,1,MAT00109,56,192.84,2024-05-07,PL02
PO000256,2,MAT00230,323,536.64,2024-04-28,PL02
PO000256,3,MAT00220,470,404.59,2024-05-06,PL02
PO000257,1,MAT00183,367,615.13,2024-12-28,PL01
PO000257,2,MAT00088,351,596.26,2025-01-12,PL03
PO000258,1,MAT00082,72,646.99,2024-03-04,PL01
PO000258,2,MAT00121,268,500.12,2024-03-12,PL02
PO000258,3,MAT00297,240,113.83,2024-03-08,PL03
PO000259,1,MAT00090,337,453.86,2023-03-15,PL02
PO000260,1,MAT00201,29,14.89,2024-02-21,PL03
PO000260,2,MAT00314,258,304.19,2024-02-20,PL03
PO000261,1,MAT00050,97,546.31,2024-05-21,PL01
PO000262,1,MAT00041,356,183.43,2023-07-11,PL02
PO000263,1,MAT00350,467,441.38,2023-07-13,PL02
PO000264,1,MAT00325,36,392.05,2024-02-10,PL02
PO000264,2,MAT00366,201,591.42,2024-02-15,PL01
PO000265,1,MAT00203,430,131.36,2023-02-24,PL01
PO000265,2,MAT00199,122,623.51,2023-02-06,PL03
PO000266,1,MAT00213,222,337.03,2023-07-06,PL02
PO000267,1,MAT00100,71,157.21,2024-07-16,PL02
PO000267,2,MAT00304,17,266.17,2024-07-23,PL01
PO000268,1,MAT00250,427,186.77,2024-05-08,PL02
PO000268,2,MAT00323,463,148.32,2024-04-28,PL03
PO000268,3,MAT00351,374,352.23,2024-05-07,PL01
PO000269,1,MAT00245,366,257.46,2024-10-05,PL03
PO000269,2,MAT00199,99,415.9,2024-10-03,PL02
PO000269,3,MAT00379,181,19.33,2024-09-29,PL02
PO000270,1,MAT00149,129,21.62,2024-06-28,PL01
PO000271,1,MAT00340,50,46.47,2024-03-30,PL02
PO000271,2,MAT00381,114,420.19,2024-03-26,PL03
PO000271,3,MAT00104,78,186.56,2024-04-08,PL01
PO000272,1,MAT00260,179,228.03,2023-02-05,PL03
PO000272,2,MAT00226,420,449.28,2023-02-22,PL01
PO000272,3,MAT00219,103,292.0,2023-01-30,PL01
PO000273,1,MAT00062,490,139.11,2023-07-24,PL01
PO000274,1,MAT00252,130,333.77,2024-09-16,PL03
PO000275,1,MAT00184,227,121.27,2023-06-30,PL02
PO000276,1,MAT00060,50,618.55,2024-10-28,PL02
PO000276,2,MAT00308,251,291.36,2024-11-02,PL03
PO000277,1,MAT00010,228,556.3,2024-06-06,PL02
PO000277,2,MAT00127,314,352.88,2024-05-30,PL03
PO000278,1,MAT00157,166,299.21,2023-07-16,PL03
PO000278,2,MAT00351,180,95.73,2023-07-19,PL01
PO000279,1,MAT00013,383,473.67,2023-01-25,PL02
PO000279,2,MAT00133,483,274.96,2023-01-22,PL03
PO000279,3,MAT00024,201,254.55,2023-01-19,PL03
PO000280,1,MAT00322,481,87.91,2024-09-17,PL01
PO000281,1,MAT00388,404,594.2,2023-08-15,PL02
PO000281,2,MAT00008,366,45.05,2023-08-04,PL02
PO000282,1,MAT00187,333,461.61,2023-02-10,PL03
PO000282,2,MAT00144,350,422.3,2023-02-18,PL03
PO000283,1,MAT00331,140,166.84,2024-05-04,PL03
PO000284,1,MAT00241,339,464.85,2023-07-02,PL02
PO000285,1,MAT00257,275,592.19,2025-01-11,PL01
PO000286,1,MAT00176,347,577.23,2025-01-01,PL02
PO000286,2,MAT00020,65,416.43,2025-01-07,PL02
PO000286,3,MAT00112,393,142.52,2025-01-06,PL02
PO000287,1,MAT00117,59,52.84,2023-07-19,PL02
PO000288,1,MAT00172,370,94.24,2023-07-14,PL01
PO000289,1,MAT00274,112,45.87,2024-08-13,PL01
PO000290,1,MAT00338,454,416.59,2024-10-10,PL02
PO000291,1,MAT00131,42,227.66,2023-04-21,PL01
PO000291,2,MAT00110,354,496.26,2023-04-03,PL01
PO000292,1,MAT00030,59,143.51,2024-12-12,PL01
PO000293,1,MAT00180,319,283.71,2024-05-28,PL03
PO000293,2,MAT00148,428,161.82,2024-05-28,PL03
PO000294,1,MAT00293,457,220.02,2024-09-25,PL01
PO000294,2,MAT00142,243,566.89,2024-10-04,PL03
PO000295,1,MAT00328,454,348.66,2023-06-19,PL01
PO000296,1,MAT00383,347,566.45,2024-02-03,PL02
PO000296,2,MAT00148,336,622.75,2024-01-28,PL01
PO000296,3,MAT00380,423,480.39,2024-02-08,PL02
PO000297,1,MAT00057,188,282.72,2024-03-05,PL03
PO000298,1,MAT00100,83,566.45,2023-11-20,PL03
PO000298,2,MAT00242,264,519.56,2023-11-11,PL03
PO000298,3,MAT00398,468,294.52,2023-11-05,PL02
PO000299,1,MAT00227,368,65.42,2023-08-23,PL03
PO000299,2,MAT00170,485,604.4,2023-08-22,PL02
PO000299,3,MAT00245,350,313.79,2023-08-31,PL01
PO000300,1,MAT00008,456,151.68,2023-04-26,PL03
PO000300,2,MAT00004,476,468.6,2023-05-01,PL03
PO000301,1,MAT00254,54,79.51,2023-09-01,PL03
PO000301,2,MAT00102,303,244.09,2023-09-01,PL02
PO000302,1,MAT00094,443,257.19,2023-03-23,PL02
PO000303,1,MAT00197,123,76.43,2024-06-21,PL03
PO000303,2,MAT00017,84,531.97,2024-06-30,PL01
PO000303,3,MAT00121,85,394.14,2024-06-25,PL03
PO000304,1,MAT00268,73,183.56,2023-12-10,PL03
PO000304,2,MAT00040,263,195.14,2023-11-30,PL01
PO000304,3,MAT00080,433,468.16,2023-12-11,PL01
PO000305,1,MAT00059,427,431.24,2024-05-24,PL01
PO000305,2,MAT00228,226,443.21,2024-05-30,PL02
PO000306,1,MAT00108,366,600.61,2024-07-21,PL03
PO000306,2,MAT00273,77,215.63,2024-07-24,PL03
PO000307,1,MAT00315,80,291.69,2024-05-03,PL02
PO000307,2,MAT00378,121,524.4,2024-04-24,PL03
PO000307,3,MAT00065,381,557.64,2024-04-21,PL03
PO000308,1,MAT00272,484,44.16,2024-03-29,PL02
PO000309,1,MAT00211,183,388.96,2023-05-10,PL03
PO000309,2,MAT00048,379,267.36,2023-05-07,PL01
PO000309,3,MAT00375,133,262.65,2023-05-15,PL03
PO000310,1,MAT00237,391,248.99,2024-09-29,PL03
PO000310,2,MAT00166,347,65.53,2024-09-21,PL03
PO000310,3,MAT00360,205,184.69,2024-09-27,PL02
PO000311,1,MAT00320,52,86.36,2024-02-06,PL03
PO000312,1,MAT00121,303,641.88,2024-06-25,PL02
PO000312,2,MAT00155,206,318.85,2024-06-30,PL03
PO000312,3,MAT00228,302,88.4,2024-06-20,PL01
PO000313,1,MAT00152,428,352.38,2025-01-17,PL03
PO000313,2,MAT00336,260,49.04,2025-01-10,PL03
PO000313,3,MAT00230,375,533.69,2025-01-12,PL01
PO000314,1,MAT00326,102,561.41,2023-08-28,PL01
PO000315,1,MAT00061,72,33.13,2023-01-29,PL01
PO000315,2,MAT00372,297,172.84,2023-02-04,PL01
PO000316,1,MAT00048,97,279.6,2024-06-28,PL01
PO000316,2,MAT00077,33,615.47,2024-06-23,PL02
PO000316,3,MAT00146,305,322.86,2024-06-17,PL03
PO000317,1,MAT00206,131,31.58,2024-12-14,PL02
PO000318,1,MAT00252,292,146.7,2023-08-25,PL02
PO000318,2,MAT00372,75,476.09,2023-08-27,PL01
PO000318,3,MAT00201,291,171.69,2023-08-26,PL03
PO000319,1,MAT00104,493,171.18,2023-07-05,PL03
PO000320,1,MAT00399,334,455.35,2023-03-25,PL03
PO000320,2,MAT00262,224,535.45,2023-03-29,PL02
PO000321,1,MAT00338,73,349.2,2024-10-06,PL03
PO000321,2,MAT00222,178,418.99,2024-09-26,PL02
PO000322,1,MAT00188,203,636.83,2023-09-01,PL02
PO000323,1,MAT00265,311,535.3,2023-07-19,PL01
PO000323,2,MAT00123,292,182.02,2023-07-07,PL01
PO000324,1,MAT00360,357,629.46,2024-02-25,PL03
PO000324,2,MAT00234,313,89.9,2024-02-08,PL03
PO000324,3,MAT00129,83,251.19,2024-03-02,PL02
PO000325,1,MAT00036,321,276.51,2025-01-13,PL01
PO000325,2,MAT00360,267,192.14,2025-01-12,PL03
PO000325,3,MAT00073,335,558.79,2025-01-08,PL02
PO000326,1,MAT00386,94,377.35,2023-03-27,PL03
PO000327,1,MAT00143,356,334.57,2023-02-08,PL01
PO000327,2,MAT00392,255,327.59,2023-02-06,PL03
PO000328,1,MAT00257,17,403.66,2024-07-27,PL01
PO000328,2,MAT00366,135,646.29,2024-07-25,PL03
PO000329,1,MAT00371,472,152.49,2023-06-29,PL02
PO000329,2,MAT00035,497,40.68,2023-07-12,PL02
PO000329,3,MAT00222,67,224.97,2023-07-18,PL01
PO000330,1,MAT00037,119,9.43,2023-11-28,PL03
PO000330,2,MAT00090,482,203.69,2023-11-28,PL03
PO000331,1,MAT00067,192,11.78,2024-10-13,PL02
PO000332,1,MAT00036,215,235.61,2024-01-02,PL02
PO000333,1,MAT00395,13,107.91,2024-03-22,PL02
PO000333,2,MAT00058,125,310.19,2024-03-12,PL02
PO000334,1,MAT00018,284,529.01,2024-01-17,PL02
PO000335,1,MAT00112,12,238.63,2023-06-20,PL01
PO000335,2,MAT00058,155,33.84,2023-06-10,PL02
PO000336,1,MAT00142,350,639.04,2023-06-22,PL02
PO000336,2,MAT00383,419,445.67,2023-06-23,PL02
PO000337,1,MAT00059,415,21.58,2023-05-24,PL02
PO000338,1,MAT00169,131,41.41,2024-06-11,PL02
PO000338,2,MAT00379,315,481.43,2024-06-14,PL02
PO000338,3,MAT00187,158,189.19,2024-06-03,PL02
PO000339,1,MAT00195,271,127.96,2023-09-24,PL01
PO000339,2,MAT00210,351,534.83,2023-09-22,PL02
PO000339,3,MAT00200,106,645.22,2023-10-04,PL03
PO000340,1,MAT00354,150,643.84,2023-05-13,PL02
PO000341,1,MAT00027,452,40.71,2023-02-06,PL03
PO000342,1,MAT00296,41,335.33,2023-09-10,PL01
PO000342,2,MAT00396,147,241.42,2023-09-01,PL03
PO000343,1,MAT00364,30,8.34,2023-12-20,PL03
PO000344,1,MAT00205,230,126.67,2023-11-03,PL02
PO000345,1,MAT00125,352,16.77,2023-12-31,PL01
PO000346,1,MAT00395,280,396.23,2024-01-18,PL03
PO000346,2,MAT00289,309,254.56,2024-01-14,PL01
PO000346,3,MAT00091,310,629.67,2024-01-31,PL01
PO000347,1,MAT00376,326,228.14,2023-05-10,PL02
PO000347,2,MAT00350,399,137.68,2023-05-10,PL01
PO000347,3,MAT00205,32,90.07,2023-04-30,PL03
PO000348,1,MAT00394,187,582.53,2025-01-17,PL03
PO000348,2,MAT00022,44,317.97,2025-01-19,PL03
PO000348,3,MAT00077,316,184.0,2025-01-07,PL02
PO000349,1,MAT00078,263,447.57,2025-01-01,PL01
PO000349,2,MAT00085,394,334.96,2025-01-02,PL02
PO000350,1,MAT00124,302,147.83,2023-08-27,PL01
PO000351,1,MAT00325,372,180.39,2023-11-15,PL01
PO000351,2,MAT00091,30,418.63,2023-11-20,PL01
PO000352,1,MAT00224,342,231.07,2023-08-28,PL02
PO000353,1,MAT00022,379,93.78,2025-01-16,PL02
PO000353,2,MAT00109,431,236.22,2025-01-20,PL02
PO000354,1,MAT00232,141,566.56,2024-12-30,PL03
PO000354,2,MAT00035,122,216.18,2024-12-16,PL03
PO000354,3,MAT00161,238,156.77,2025-01-02,PL02
PO000355,1,MAT00313,245,126.79,2024-05-15,PL01
PO000356,1,MAT00054,102,423.74,2024-08-11,PL02
PO000356,2,MAT00141,428,261.07,2024-08-30,PL01
PO000356,3,MAT00069,46,281.75,2024-08-25,PL03
PO000357,1,MAT00082,318,72.03,2024-07-10,PL01
PO000358,1,MAT00266,488,36.08,2023-05-05,PL01
PO000358,2,MAT00316,500,516.25,2023-05-15,PL03
PO000358,3,MAT00230,81,316.43,2023-05-16,PL02
PO000359,1,MAT00297,288,452.29,2024-05-30,PL03
PO000360,1,MAT00129,62,336.41,2023-03-05,PL01
PO000360,2,MAT00092,10,593.61,2023-02-20,PL01
PO000361,1,MAT00209,345,192.16,2024-04-08,PL02
PO000361,2,MAT00234,96,644.07,2024-03-25,PL01
PO000362,1,MAT00027,194,600.77,2023-03-27,PL01
PO000363,1,MAT00229,102,444.2,2024-03-23,PL03
PO000363,2,MAT00368,188,570.01,2024-03-27,PL02
PO000363,3,MAT00307,425,590.28,2024-04-13,PL01
PO000364,1,MAT00050,209,294.78,2024-12-02,PL02
PO000365,1,MAT00095,382,186.78,2023-03-17,PL02
PO000365,2,MAT00089,75,124.76,2023-03-27,PL02
PO000366,1,MAT00066,365,632.57,2023-12-17,PL03
PO000366,2,MAT00371,420,614.07,2023-12-05,PL02
PO000367,1,MAT00044,284,535.34,2024-07-22,PL01
PO000367,2,MAT00152,369,64.01,2024-07-21,PL01
PO000367,3,MAT00078,195,366.48,2024-07-14,PL01
PO000368,1,MAT00056,160,303.57,2024-01-27,PL02
PO000369,1,MAT00277,370,99.86,2023-06-19,PL01
PO000369,2,MAT00272,366,627.47,2023-06-07,PL01
PO000369,3,MAT00279,369,76.06,2023-06-14,PL01
PO000370,1,MAT00313,25,102.3,2024-05-12,PL01
PO000371,1,MAT00296,390,97.95,2023-06-24,PL03
PO000371,2,MAT00227,379,224.57,2023-07-03,PL03
PO000372,1,MAT00233,26,395.88,2023-06-19,PL03
PO000372,2,MAT00182,92,14.98,2023-06-27,PL03
PO000372,3,MAT00222,495,570.38,2023-07-01,PL03
PO000373,1,MAT00198,166,463.4,2023-10-10,PL01
PO000373,2,MAT00085,149,632.74,2023-10-13,PL02
PO000373,3,MAT00204,496,88.34,2023-10-03,PL02
PO000374,1,MAT00120,104,536.05,2024-10-17,PL03
PO000374,2,MAT00002,440,57.57,2024-10-22,PL02
PO000375,1,MAT00041,217,539.1,2024-05-13,PL01
PO000375,2,MAT00198,109,181.29,2024-05-11,PL01
PO000375,3,MAT00284,24,161.78,2024-05-13,PL03
PO000376,1,MAT00191,106,362.19,2023-08-30,PL01
PO000376,2,MAT00396,53,635.02,2023-08-28,PL01
PO000377,1,MAT00223,14,637.51,2023-03-20,PL02
PO000377,2,MAT00259,171,490.68,2023-03-19,PL02
PO000378,1,MAT00035,267,72.84,2024-01-05,PL01
PO000378,2,MAT00325,254,384.44,2023-12-12,PL02
PO000378,3,MAT00323,359,305.31,2023-12-31,PL01
PO000379,1,MAT00233,92,645.77,2024-12-19,PL03
PO000379,2,MAT00047,412,92.23,2024-12-12,PL02
PO000379,3,MAT00108,466,465.59,2024-12-24,PL02
PO000380,1,MAT00290,300,411.04,2024-10-07,PL01
PO000381,1,MAT00298,265,68.42,2023-11-28,PL01
PO000382,1,MAT00262,190,65.29,2023-03-21,PL03
PO000382,2,MAT00167,252,636.19,2023-04-09,PL02
PO000383,1,MAT00377,449,192.01,2024-08-23,PL03
PO000383,2,MAT00349,197,337.01,2024-08-29,PL02
PO000384,1,MAT00331,144,571.3,2024-12-25,PL01
PO000384,2,MAT00224,368,535.23,2024-12-04,PL01
PO000385,1,MAT00319,447,54.85,2024-02-06,PL02
PO000385,2,MAT00111,248,308.77,2024-02-11,PL02
PO000386,1,MAT00226,403,286.06,2023-07-21,PL02
PO000386,2,MAT00095,185,647.71,2023-07-24,PL01
PO000387,1,MAT00187,89,616.96,2023-10-22,PL03
PO000387,2,MAT00376,300,28.11,2023-11-06,PL02
PO000387,3,MAT00092,414,284.13,2023-11-02,PL01
PO000388,1,MAT00010,226,181.24,2023-02-18,PL01
PO000388,2,MAT00351,52,99.0,2023-02-06,PL02
PO000388,3,MAT00113,51,199.53,2023-02-20,PL02
PO000389,1,MAT00045,467,174.57,2024-03-11,PL01
PO000389,2,MAT00220,395,198.61,2024-03-16,PL02
PO000389,3,MAT00132,253,351.8,2024-04-04,PL01
PO000390,1,MAT00148,297,510.73,2025-01-03,PL01
PO000391,1,MAT00108,390,537.8,2023-12-26,PL02
PO000391,2,MAT00384,469,302.46,2023-12-07,PL02
PO000391,3,MAT00110,415,630.72,2023-12-16,PL02
PO000392,1,MAT00371,306,70.56,2023-05-20,PL03
PO000392,2,MAT00068,366,358.59,2023-05-19,PL03
PO000392,3,MAT00399,188,142.67,2023-05-20,PL03
PO000393,1,MAT00246,267,533.83,2024-01-16,PL03
PO000393,2,MAT00304,265,424.6,2024-01-27,PL02
PO000394,1,MAT00161,228,343.88,2024-03-25,PL02
PO000394,2,MAT00131,244,283.02,2024-03-06,PL03
PO000394,3,MAT00370,205,190.99,2024-03-22,PL03
PO000395,1,MAT00250,54,525.41,2024-12-27,PL01
PO000396,1,MAT00372,484,357.72,2023-05-12,PL02
PO000396,2,MAT00362,446,278.05,2023-04-29,PL02
PO000396,3,MAT00389,110,557.77,2023-04-25,PL02
PO000397,1,MAT00237,212,12.88,2024-11-07,PL01
PO000397,2,MAT00215,460,430.87,2024-11-05,PL02
PO000397,3,MAT00145,470,591.62,2024-10-28,PL01
PO000398,1,MAT00218,429,483.88,2024-02-03,PL02
PO000398,2,MAT00123,294,632.98,2024-01-30,PL03
PO000398,3,MAT00216,75,611.09,2024-02-05,PL03
PO000399,1,MAT00209,420,89.1,2024-03-31,PL03
PO000399,2,MAT00354,438,362.97,2024-04-07,PL01
PO000399,3,MAT00298,23,288.82,2024-04-17,PL03
PO000400,1,MAT00156,302,253.5,2024-10-22,PL03
PO000401,1,MAT00196,105,161.9,2024-10-23,PL02
PO000401,2,MAT00119,381,508.78,2024-11-10,PL02
PO000402,1,MAT00037,331,22.86,2023-11-01,PL01
PO000403,1,MAT00044,72,76.74,2023-05-08,PL02
PO000403,2,MAT00358,49,325.31,2023-05-10,PL01
PO000403,3,MAT00233,261,518.67,2023-05-12,PL01
PO000404,1,MAT00320,465,209.32,2023-08-23,PL01
PO000404,2,MAT00044,15,588.14,2023-08-30,PL03
PO000405,1,MAT00060,324,393.2,2023-12-23,PL01
PO000405,2,MAT00236,277,484.17,2023-12-26,PL01
PO000406,1,MAT00189,275,336.54,2024-09-21,PL01
PO000407,1,MAT00181,25,218.28,2024-01-21,PL01
PO000408,1,MAT00225,150,317.17,2024-12-16,PL02
PO000408,2,MAT00319,372,362.06,2024-12-23,PL02
PO000409,1,MAT00053,482,131.94,2024-06-01,PL01
PO000409,2,MAT00169,62,382.7,2024-06-20,PL03
PO000410,1,MAT00177,231,574.79,2023-08-17,PL03
PO000410,2,MAT00210,392,182.41,2023-08-14,PL03
PO000411,1,MAT00239,112,372.11,2023-05-07,PL03
PO000411,2,MAT00381,95,579.03,2023-05-12,PL02
PO000412,1,MAT00257,496,627.62,2024-09-26,PL02
PO000412,2,MAT00275,229,515.76,2024-09-26,PL01
PO000412,3,MAT00259,84,508.45,2024-09-18,PL01
PO000413,1,MAT00056,470,157.36,2023-08-14,PL02
PO000413,2,MAT00236,279,147.61,2023-08-29,PL02
PO000414,1,MAT00166,426,213.52,2024-12-10,PL01
PO000414,2,MAT00354,150,278.43,2024-12-07,PL02
PO000415,1,MAT00246,19,421.23,2023-09-23,PL01
PO000415,2,MAT00189,77,548.33,2023-09-17,PL01
PO000416,1,MAT00356,58,540.76,2024-11-09,PL03
PO000416,2,MAT00010,164,184.34,2024-11-20,PL02
PO000417,1,MAT00079,262,401.11,2024-03-02,PL02
PO000417,2,MAT00182,366,639.71,2024-03-05,PL03
PO000418,1,MAT00162,62,26.8,2023-05-11,PL01
PO000418,2,MAT00001,125,117.26,2023-05-16,PL03
PO000418,3,MAT00322,488,449.85,2023-05-11,PL02
PO000419,1,MAT00335,145,219.43,2023-03-15,PL02
PO000420,1,MAT00187,308,303.77,2023-10-13,PL02
PO000421,1,MAT00262,277,346.71,2024-11-06,PL02
PO000422,1,MAT00135,125,66.94,2023-12-25,PL02
PO000422,2,MAT00352,347,423.46,2023-12-07,PL03
PO000423,1,MAT00319,249,533.48,2023-08-17,PL02
PO000424,1,MAT00011,399,346.75,2023-05-03,PL02
PO000424,2,MAT00387,444,331.9,2023-04-27,PL01
PO000424,3,MAT00357,241,565.17,2023-05-09,PL01
PO000425,1,MAT00350,361,205.19,2023-04-04,PL03
PO000426,1,MAT00005,66,162.44,2024-05-06,PL01
PO000426,2,MAT00392,190,178.5,2024-05-09,PL01
PO000426,3,MAT00397,213,330.41,2024-05-08,PL02
PO000427,1,MAT00088,384,603.79,2023-04-22,PL02
PO000427,2,MAT00109,106,266.53,2023-05-05,PL02
PO000428,1,MAT00198,231,78.1,2024-07-02,PL03
PO000428,2,MAT00195,122,81.95,2024-07-02,PL03
PO000428,3,MAT00222,43,349.63,2024-07-09,PL01
PO000429,1,MAT00305,431,572.66,2024-02-20,PL02
PO000429,2,MAT00284,115,117.8,2024-02-18,PL02
PO000429,3,MAT00377,336,192.89,2024-03-02,PL02
PO000430,1,MAT00073,474,457.7,2023-01-24,PL03
PO000430,2,MAT00044,166,555.35,2023-01-31,PL01
PO000430,3,MAT00398,97,210.3,2023-01-11,PL01
PO000431,1,MAT00293,82,625.76,2023-08-06,PL02
PO000431,2,MAT00181,20,121.96,2023-07-24,PL01
PO000432,1,MAT00074,308,8.65,2024-09-12,PL02
PO000432,2,MAT00240,429,19.16,2024-09-26,PL02
PO000433,1,MAT00233,165,524.1,2023-06-15,PL02
PO000434,1,MAT00273,244,16.71,2024-11-26,PL02
PO000434,2,MAT00384,67,181.3,2024-12-01,PL03
PO000435,1,MAT00202,82,237.32,2024-03-01,PL01
PO000435,2,MAT00203,115,485.88,2024-03-07,PL02
PO000435,3,MAT00248,500,570.45,2024-03-06,PL02
PO000436,1,MAT00012,168,130.35,2024-02-28,PL03
PO000436,2,MAT00149,231,518.6,2024-02-28,PL02
PO000437,1,MAT00030,85,307.38,2023-01-18,PL03
PO000437,2,MAT00368,165,320.54,2023-01-16,PL02
PO000437,3,MAT00282,30,147.52,2023-02-01,PL01
PO000438,1,MAT00314,348,543.5,2023-11-16,PL02
PO000438,2,MAT00071,80,232.84,2023-11-24,PL03
PO000439,1,MAT00359,89,620.27,2024-12-09,PL02
PO000439,2,MAT00025,83,647.38,2024-11-23,PL02
PO000439,3,MAT00034,309,597.52,2024-11-26,PL01
PO000440,1,MAT00069,137,529.12,2023-02-27,PL02
PO000440,2,MAT00171,472,71.01,2023-02-15,PL02
PO000441,1,MAT00329,421,379.18,2024-08-26,PL01
PO000441,2,MAT00106,223,363.85,2024-08-14,PL02
PO000442,1,MAT00182,289,125.72,2024-09-02,PL02
PO000442,2,MAT00134,59,96.99,2024-08-22,PL03
PO000443,1,MAT00181,374,237.55,2023-12-03,PL02
PO000443,2,MAT00025,220,304.14,2023-12-09,PL01
PO000443,3,MAT00390,396,98.26,2023-12-01,PL01
PO000444,1,MAT00202,459,196.33,2024-10-26,PL02
PO000444,2,MAT00366,353,11.82,2024-10-27,PL03
PO000444,3,MAT00235,53,43.11,2024-10-22,PL01
PO000445,1,MAT00180,179,562.89,2023-11-02,PL03
PO000445,2,MAT00353,274,100.55,2023-11-22,PL02
PO000445,3,MAT00112,468,441.79,2023-11-03,PL02
PO000446,1,MAT00185,68,51.11,2024-05-20,PL03
PO000447,1,MAT00399,22,542.61,2023-09-30,PL02
PO000447,2,MAT00289,163,267.73,2023-09-21,PL01
PO000448,1,MAT00166,84,416.44,2024-11-14,PL01
PO000448,2,MAT00105,271,484.15,2024-11-26,PL01
PO000449,1,MAT00006,311,324.48,2023-11-19,PL02
PO000450,1,MAT00003,223,530.26,2024-12-24,PL01
PO000450,2,MAT00277,15,380.71,2024-12-21,PL03
PO000451,1,MAT00188,461,472.21,2024-01-12,PL01
PO000451,2,MAT00224,91,237.67,2024-01-20,PL01
PO000452,1,MAT00017,209,337.37,2024-01-03,PL03
PO000452,2,MAT00153,87,233.9,2024-01-21,PL03
PO000452,3,MAT00252,183,302.99,2024-01-23,PL01
PO000453,1,MAT00004,165,600.87,2023-10-20,PL03
PO000453,2,MAT00363,304,462.86,2023-11-03,PL03
PO000453,3,MAT00387,311,621.23,2023-10-29,PL03
PO000454,1,MAT00040,91,156.75,2023-03-14,PL01
PO000454,2,MAT00381,265,607.78,2023-03-08,PL02
PO000454,3,MAT00252,399,156.65,2023-03-17,PL03
PO000455,1,MAT00134,382,580.97,2023-09-29,PL02
PO000456,1,MAT00258,68,32.02,2023-04-04,PL01
