gr_id,po_id,po_item,material_id,quantity_received,gr_date,plant,warehouse
GR000398,PO000252,2,MAT00337,39,2023-07-18,PL01,WH07
GR000399,PO000253,1,MAT00132,76,2024-02-25,PL03,WH07
GR000400,PO000255,1,MAT00267,490,2024-05-15,PL03,WH05
GR000401,PO000255,2,MAT00399,113,2024-05-10,PL02,WH07
GR000402,PO000255,3,MAT00138,319,2024-05-25,PL02,WH08
GR000403,PO000256,1,MAT00109,56,2024-05-09,PL02,WH07
GR000404,PO000256,2,MAT00230,323,2024-04-29,PL02,WH03
GR000405,PO000256,3,MAT00220,470,2024-05-09,PL02,WH03
GR000406,PO000257,1,MAT00183,367,2024-12-30,PL01,WH05
GR000407,PO000257,2,MAT00088,351,2025-01-13,PL03,WH08
GR000408,PO000259,1,MAT00090,337,2023-03-18,PL02,WH06
GR000409,PO000260,1,MAT00201,25,2024-02-23,PL03,WH08
GR000410,PO000260,2,MAT00314,179,2024-02-23,PL03,WH03
GR000411,PO000261,1,MAT00050,39,2024-05-21,PL01,WH07
GR000412,PO000263,1,MAT00350,467,2023-07-13,PL02,WH02
GR000413,PO000264,1,MAT00325,36,2024-02-11,PL02,WH04
GR000414,PO000264,2,MAT00366,201,2024-02-15,PL01,WH07
GR000415,PO000266,1,MAT00213,222,2023-07-07,PL02,WH04
GR000416,PO000267,1,MAT00100,71,2024-07-18,PL02,WH03
GR000417,PO000267,2,MAT00304,17,2024-07-26,PL01,WH04
GR000418,PO000268,1,MAT00250,427,2024-05-08,PL02,WH02
GR000419,PO000268,2,MAT00323,463,2024-05-01,PL03,WH02
GR000420,PO000268,3,MAT00351,374,2024-05-09,PL01,WH02
GR000421,PO000269,1,MAT00245,366,2024-10-06,PL03,WH06
GR000422,PO000269,2,MAT00199,99,2024-10-06,PL02,WH02
GR000423,PO000269,3,MAT00379,181,2024-10-02,PL02,WH04
GR000424,PO000270,1,MAT00149,129,2024-06-30,PL01,WH04
GR000425,PO000271,1,MAT00340,24,2024-03-31,PL02,WH07
GR000426,PO000271,2,MAT00381,75,2024-03-29,PL03,WH06
GR000427,PO000271,3,MAT00104,48,2024-04-11,PL01,WH05
GR000428,PO000272,1,MAT00260,179,2023-02-05,PL03,WH04
GR000429,PO000272,2,MAT00226,420,2023-02-25,PL01,WH06
GR000430,PO000272,3,MAT00219,103,2023-02-02,PL01,WH02
GR000431,PO000274,1,MAT00252,130,2024-09-19,PL03,WH05
GR000432,PO000275,1,MAT00184,227,2023-07-02,PL02,WH08
GR000433,PO000276,1,MAT00060,50,2024-10-31,PL02,WH03
GR000434,PO000276,2,MAT00308,251,2024-11-05,PL03,WH03
GR000435,PO000278,1,MAT00157,166,2023-07-19,PL03,WH02
GR000436,PO000278,2,MAT00351,180,2023-07-20,PL01,WH04
GR000437,PO000281,1,MAT00388,245,2023-08-18,PL02,WH06
GR000438,PO000281,2,MAT00008,271,2023-08-05,PL02,WH08
GR000439,PO000285,1,MAT00257,275,2025-01-14,PL01,WH05
GR000440,PO000286,1,MAT00176,347,2025-01-04,PL02,WH02
GR000441,PO000286,2,MAT00020,65,2025-01-08,PL02,WH05
GR000442,PO000286,3,MAT00112,393,2025-01-08,PL02,WH01
GR000443,PO000287,1,MAT00117,36,2023-07-21,PL02,WH07
GR000444,PO000288,1,MAT00172,370,2023-07-14,PL01,WH08
GR000445,PO000289,1,MAT00274,51,2024-08-16,PL01,WH08
GR000446,PO000291,1,MAT00131,42,2023-04-24,PL01,WH08
GR000447,PO000291,2,MAT00110,354,2023-04-05,PL01,WH01
GR000448,PO000292,1,MAT00030,59,2024-12-15,PL01,WH05
GR000449,PO000293,1,MAT00180,319,2024-05-30,PL03,WH06
GR000450,PO000293,2,MAT00148,428,2024-05-31,PL03,WH07
GR000451,PO000296,1,MAT00383,347,2024-02-04,PL02,WH01
GR000452,PO000296,2,MAT00148,336,2024-01-30,PL01,WH01
GR000453,PO000296,3,MAT00380,423,2024-02-09,PL02,WH08
GR000454,PO000297,1,MAT00057,188,2024-03-05,PL03,WH07
GR000455,PO000298,1,MAT00100,83,2023-11-20,PL03,WH03
GR000456,PO000298,2,MAT00242,264,2023-11-14,PL03,WH03
GR000457,PO000298,3,MAT00398,468,2023-11-06,PL02,WH04
GR000458,PO000299,1,MAT00227,368,2023-08-23,PL03,WH03
GR000459,PO000299,2,MAT00170,485,2023-08-23,PL02,WH05
GR000460,PO000299,3,MAT00245,350,2023-09-01,PL01,WH08
GR000461,PO000300,1,MAT00008,154,2023-04-28,PL03,WH07
GR000462,PO000300,2,MAT00004,252,2023-05-04,PL03,WH04
GR000463,PO000301,1,MAT00254,54,2023-09-02,PL03,WH02
GR000464,PO000301,2,MAT00102,303,2023-09-01,PL02,WH05
GR000465,PO000302,1,MAT00094,443,2023-03-25,PL02,WH03
GR000466,PO000303,1,MAT00197,123,2024-06-24,PL03,WH06
GR000467,PO000303,2,MAT00017,84,2024-07-03,PL01,WH08
GR000468,PO000303,3,MAT00121,85,2024-06-25,PL03,WH06
GR000469,PO000304,1,MAT00268,73,2023-12-13,PL03,WH04
GR000470,PO000304,2,MAT00040,263,2023-12-02,PL01,WH03
GR000471,PO000304,3,MAT00080,433,2023-12-11,PL01,WH03
GR000472,PO000305,1,MAT00059,427,2024-05-27,PL01,WH06
GR000473,PO000305,2,MAT00228,226,2024-06-02,PL02,WH02
GR000474,PO000306,1,MAT00108,366,2024-07-24,PL03,WH02
GR000475,PO000306,2,MAT00273,77,2024-07-24,PL03,WH05
GR000476,PO000307,1,MAT00315,80,2024-05-04,PL02,WH04
GR000477,PO000307,2,MAT00378,121,2024-04-24,PL03,WH06
GR000478,PO000307,3,MAT00065,381,2024-04-22,PL03,WH07
GR000479,PO000308,1,MAT00272,484,2024-03-30,PL02,WH01
GR000480,PO000312,1,MAT00121,303,2024-06-25,PL02,WH03
GR000481,PO000312,2,MAT00155,206,2024-07-03,PL03,WH05
GR000482,PO000312,3,MAT00228,302,2024-06-21,PL01,WH07
GR000483,PO000315,1,MAT00061,72,2023-01-30,PL01,WH02
GR000484,PO000315,2,MAT00372,297,2023-02-04,PL01,WH02
GR000485,PO000316,1,MAT00048,97,2024-06-29,PL01,WH05
GR000486,PO000316,2,MAT00077,33,2024-06-26,PL02,WH03
GR000487,PO000316,3,MAT00146,305,2024-06-19,PL03,WH04
GR000488,PO000319,1,MAT00104,493,2023-07-06,PL03,WH04
GR000489,PO000320,1,MAT00399,334,2023-03-27,PL03,WH03
GR000490,PO000320,2,MAT00262,224,2023-04-01,PL02,WH01
GR000491,PO000321,1,MAT00338,73,2024-10-09,PL03,WH02
GR000492,PO000321,2,MAT00222,178,2024-09-28,PL02,WH03
GR000493,PO000322,1,MAT00188,203,2023-09-01,PL02,WH02
GR000494,PO000323,1,MAT00265,311,2023-07-21,PL01,WH05
GR000495,PO000323,2,MAT00123,292,2023-07-08,PL01,WH06
GR000496,PO000324,1,MAT00360,357,2024-02-28,PL03,WH08
GR000497,PO000324,2,MAT00234,313,2024-02-09,PL03,WH03
GR000498,PO000324,3,MAT00129,83,2024-03-02,PL02,WH06
GR000499,PO000325,1,MAT00036,181,2025-01-15,PL01,WH08
GR000500,PO000325,2,MAT00360,231,2025-01-13,PL03,WH05
GR000501,PO000325,3,MAT00073,255,2025-01-08,PL02,WH02
GR000502,PO000326,1,MAT00386,94,2023-03-29,PL03,WH08
GR000503,PO000328,1,MAT00257,17,2024-07-30,PL01,WH06
GR000504,PO000328,2,MAT00366,135,2024-07-25,PL03,WH08
GR000505,PO000329,1,MAT00371,472,2023-06-30,PL02,WH06
GR000506,PO000329,2,MAT00035,497,2023-07-13,PL02,WH06
GR000507,PO000329,3,MAT00222,67,2023-07-18,PL01,WH05
GR000508,PO000330,1,MAT00037,119,2023-12-01,PL03,WH04
GR000509,PO000330,2,MAT00090,482,2023-11-28,PL03,WH08
GR000510,PO000331,1,MAT00067,92,2024-10-13,PL02,WH01
GR000511,PO000332,1,MAT00036,128,2024-01-02,PL02,WH03
GR000512,PO000334,1,MAT00018,284,2024-01-20,PL02,WH03
GR000513,PO000335,1,MAT00112,12,2023-06-20,PL01,WH04
GR000514,PO000335,2,MAT00058,155,2023-06-12,PL02,WH01
GR000515,PO000336,1,MAT00142,350,2023-06-25,PL02,WH08
GR000516,PO000336,2,MAT00383,419,2023-06-26,PL02,WH07
GR000517,PO000339,1,MAT00195,271,2023-09-26,PL01,WH04
GR000518,PO000339,2,MAT00210,351,2023-09-22,PL02,WH03
GR000519,PO000339,3,MAT00200,106,2023-10-05,PL03,WH04
GR000520,PO000341,1,MAT00027,452,2023-02-08,PL03,WH04
GR000521,PO000342,1,MAT00296,41,2023-09-12,PL01,WH02
GR000522,PO000342,2,MAT00396,147,2023-09-04,PL03,WH04
GR000523,PO000343,1,MAT00364,15,2023-12-22,PL03,WH08
GR000524,PO000345,1,MAT00125,352,2024-01-02,PL01,WH06
GR000525,PO000346,1,MAT00395,280,2024-01-20,PL03,WH04
GR000526,PO000346,2,MAT00289,309,2024-01-14,PL01,WH01
GR000527,PO000346,3,MAT00091,310,2024-02-01,PL01,WH08
GR000528,PO000348,1,MAT00394,187,2025-01-17,PL03,WH07
GR000529,PO000348,2,MAT00022,44,2025-01-19,PL03,WH03
GR000530,PO000348,3,MAT00077,316,2025-01-07,PL02,WH01
GR000531,PO000349,1,MAT00078,263,2025-01-02,PL01,WH08
GR000532,PO000349,2,MAT00085,394,2025-01-05,PL02,WH05
GR000533,PO000350,1,MAT00124,302,2023-08-30,PL01,WH05
GR000534,PO000351,1,MAT00325,162,2023-11-16,PL01,WH05
GR000535,PO000351,2,MAT00091,14,2023-11-20,PL01,WH04
GR000536,PO000352,1,MAT00224,342,2023-08-30,PL02,WH02
GR000537,PO000353,1,MAT00022,188,2025-01-16,PL02,WH01
GR000538,PO000353,2,MAT00109,175,2025-01-20,PL02,WH02
GR000539,PO000354,1,MAT00232,141,2024-12-31,PL03,WH08
GR000540,PO000354,2,MAT00035,122,2024-12-19,PL03,WH03
GR000541,PO000354,3,MAT00161,238,2025-01-04,PL02,WH03
GR000542,PO000356,1,MAT00054,102,2024-08-12,PL02,WH03
GR000543,PO000356,2,MAT00141,428,2024-08-30,PL01,WH03
GR000544,PO000356,3,MAT00069,46,2024-08-28,PL03,WH02
GR000545,PO000358,1,MAT00266,225,2023-05-05,PL01,WH01
GR000546,PO000358,2,MAT00316,395,2023-05-15,PL03,WH04
GR000547,PO000358,3,MAT00230,64,2023-05-18,PL02,WH06
GR000548,PO000359,1,MAT00297,288,2024-05-30,PL03,WH01
GR000549,PO000361,1,MAT00209,345,2024-04-08,PL02,WH08
GR000550,PO000361,2,MAT00234,96,2024-03-27,PL01,WH06
GR000551,PO000362,1,MAT00027,194,2023-03-28,PL01,WH03
GR000552,PO000363,1,MAT00229,102,2024-03-25,PL03,WH05
GR000553,PO000363,2,MAT00368,188,2024-03-29,PL02,WH05
GR000554,PO000363,3,MAT00307,425,2024-04-13,PL01,WH03
GR000555,PO000366,1,MAT00066,365,2023-12-19,PL03,WH03
GR000556,PO000366,2,MAT00371,420,2023-12-08,PL02,WH08
GR000557,PO000367,1,MAT00044,284,2024-07-25,PL01,WH04
GR000558,PO000367,2,MAT00152,369,2024-07-22,PL01,WH01
GR000559,PO000367,3,MAT00078,195,2024-07-14,PL01,WH06
GR000560,PO000368,1,MAT00056,71,2024-01-28,PL02,WH01
GR000561,PO000370,1,MAT00313,11,2024-05-12,PL01,WH07
GR000562,PO000371,1,MAT00296,339,2023-06-27,PL03,WH07
GR000563,PO000371,2,MAT00227,272,2023-07-05,PL03,WH02
GR000564,PO000375,1,MAT00041,217,2024-05-15,PL01,WH07
GR000565,PO000375,2,MAT00198,109,2024-05-13,PL01,WH06
GR000566,PO000375,3,MAT00284,24,2024-05-13,PL03,WH02
GR000567,PO000376,1,MAT00191,106,2023-08-31,PL01,WH05
GR000568,PO000376,2,MAT00396,53,2023-08-31,PL01,WH01
GR000569,PO000377,1,MAT00223,14,2023-03-23,PL02,WH04
GR000570,PO000377,2,MAT00259,171,2023-03-20,PL02,WH02
GR000571,PO000378,1,MAT00035,267,2024-01-05,PL01,WH07
GR000572,PO000378,2,MAT00325,254,2023-12-13,PL02,WH03
GR000573,PO000378,3,MAT00323,359,2024-01-01,PL01,WH04
GR000574,PO000379,1,MAT00233,92,2024-12-21,PL03,WH08
GR000575,PO000379,2,MAT00047,412,2024-12-15,PL02,WH01
GR000576,PO000379,3,MAT00108,466,2024-12-25,PL02,WH04
GR000577,PO000380,1,MAT00290,300,2024-10-07,PL01,WH03
GR000578,PO000381,1,MAT00298,265,2023-11-30,PL01,WH03
GR000579,PO000382,1,MAT00262,190,2023-03-24,PL03,WH05
GR000580,PO000382,2,MAT00167,252,2023-04-10,PL02,WH02
GR000581,PO000383,1,MAT00377,449,2024-08-24,PL03,WH08
GR000582,PO000383,2,MAT00349,197,2024-08-31,PL02,WH02
GR000583,PO000384,1,MAT00331,144,2024-12-25,PL01,WH04
GR000584,PO000384,2,MAT00224,368,2024-12-04,PL01,WH05
GR000585,PO000385,1,MAT00319,447,2024-02-06,PL02,WH06
GR000586,PO000385,2,MAT00111,248,2024-02-11,PL02,WH02
GR000587,PO000386,1,MAT00226,403,2023-07-21,PL02,WH06
GR000588,PO000386,2,MAT00095,185,2023-07-27,PL01,WH02
GR000589,PO000387,1,MAT00187,89,2023-10-23,PL03,WH06
GR000590,PO000387,2,MAT00376,300,2023-11-06,PL02,WH06
GR000591,PO000387,3,MAT00092,414,2023-11-02,PL01,WH04
GR000592,PO000389,1,MAT00045,467,2024-03-14,PL01,WH06
GR000593,PO000389,2,MAT00220,395,2024-03-19,PL02,WH08
GR000594,PO000389,3,MAT00132,253,2024-04-07,PL01,WH06
GR000595,PO000390,1,MAT00148,297,2025-01-03,PL01,WH03
GR000596,PO000391,1,MAT00108,390,2023-12-26,PL02,WH03
GR000597,PO000391,2,MAT00384,469,2023-12-09,PL02,WH02
GR000598,PO000391,3,MAT00110,415,2023-12-16,PL02,WH08
GR000599,PO000392,1,MAT00371,306,2023-05-21,PL03,WH07
GR000600,PO000392,2,MAT00068,366,2023-05-22,PL03,WH04
GR000601,PO000392,3,MAT00399,188,2023-05-20,PL03,WH06
GR000602,PO000394,1,MAT00161,228,2024-03-25,PL02,WH03
GR000603,PO000394,2,MAT00131,244,2024-03-07,PL03,WH07
GR000604,PO000394,3,MAT00370,205,2024-03-25,PL03,WH05
GR000605,PO000395,1,MAT00250,54,2024-12-27,PL01,WH07
GR000606,PO000396,1,MAT00372,484,2023-05-12,PL02,WH05
GR000607,PO000396,2,MAT00362,446,2023-05-02,PL02,WH02
GR000608,PO000396,3,MAT00389,110,2023-04-28,PL02,WH07
GR000609,PO000397,1,MAT00237,212,2024-11-09,PL01,WH05
GR000610,PO000397,2,MAT00215,460,2024-11-06,PL02,WH01
GR000611,PO000397,3,MAT00145,470,2024-10-28,PL01,WH03
GR000612,PO000398,1,MAT00218,173,2024-02-06,PL02,WH04
GR000613,PO000398,2,MAT00123,202,2024-01-30,PL03,WH07
GR000614,PO000398,3,MAT00216,30,2024-02-07,PL03,WH03
GR000615,PO000399,1,MAT00209,420,2024-04-03,PL03,WH05
GR000616,PO000399,2,MAT00354,438,2024-04-07,PL01,WH02
GR000617,PO000399,3,MAT00298,23,2024-04-18,PL03,WH01
GR000618,PO000400,1,MAT00156,302,2024-10-23,PL03,WH08
GR000619,PO000401,1,MAT00196,105,2024-10-24,PL02,WH04
GR000620,PO000401,2,MAT00119,381,2024-11-12,PL02,WH01
GR000621,PO000403,1,MAT00044,72,2023-05-09,PL02,WH02
GR000622,PO000403,2,MAT00358,49,2023-05-13,PL01,WH02
GR000623,PO000403,3,MAT00233,261,2023-05-15,PL01,WH02
GR000624,PO000404,1,MAT00320,465,2023-08-24,PL01,WH05
GR000625,PO000404,2,MAT00044,15,2023-08-30,PL03,WH02
GR000626,PO000409,1,MAT00053,482,2024-06-03,PL01,WH07
GR000627,PO000409,2,MAT00169,62,2024-06-22,PL03,WH03
GR000628,PO000411,1,MAT00239,112,2023-05-07,PL03,WH08
GR000629,PO000411,2,MAT00381,95,2023-05-15,PL02,WH05
GR000630,PO000412,1,MAT00257,158,2024-09-27,PL02,WH06
GR000631,PO000412,2,MAT00275,79,2024-09-28,PL01,WH06
GR000632,PO000412,3,MAT00259,41,2024-09-18,PL01,WH06
GR000633,PO000413,1,MAT00056,470,2023-08-16,PL02,WH04
GR000634,PO000413,2,MAT00236,279,2023-08-29,PL02,WH07
GR000635,PO000414,1,MAT00166,333,2024-12-13,PL01,WH01
GR000636,PO000414,2,MAT00354,60,2024-12-09,PL02,WH07
GR000637,PO000415,1,MAT00246,19,2023-09-26,PL01,WH05
GR000638,PO000415,2,MAT00189,77,2023-09-17,PL01,WH06
GR000639,PO000418,1,MAT00162,24,2023-05-13,PL01,WH07
GR000640,PO000418,2,MAT00001,105,2023-05-18,PL03,WH01
GR000641,PO000418,3,MAT00322,405,2023-05-11,PL02,WH02
GR000642,PO000420,1,MAT00187,308,2023-10-14,PL02,WH07
GR000643,PO000421,1,MAT00262,277,2024-11-09,PL02,WH05
GR000644,PO000422,1,MAT00135,91,2023-12-27,PL02,WH04
GR000645,PO000422,2,MAT00352,120,2023-12-10,PL03,WH01
GR000646,PO000424,1,MAT00011,399,2023-05-06,PL02,WH03
GR000647,PO000424,2,MAT00387,444,2023-04-29,PL01,WH07
GR000648,PO000424,3,MAT00357,241,2023-05-12,PL01,WH04
GR000649,PO000425,1,MAT00350,361,2023-04-04,PL03,WH03
GR000650,PO000426,1,MAT00005,30,2024-05-09,PL01,WH08
GR000651,PO000426,2,MAT00392,97,2024-05-10,PL01,WH03
GR000652,PO000426,3,MAT00397,71,2024-05-10,PL02,WH06
GR000653,PO000428,1,MAT00198,231,2024-07-03,PL03,WH02
GR000654,PO000428,2,MAT00195,122,2024-07-04,PL03,WH04
GR000655,PO000428,3,MAT00222,43,2024-07-12,PL01,WH07
GR000656,PO000431,1,MAT00293,82,2023-08-09,PL02,WH06
GR000657,PO000431,2,MAT00181,20,2023-07-25,PL01,WH01
GR000658,PO000432,1,MAT00074,308,2024-09-12,PL02,WH01
GR000659,PO000432,2,MAT00240,429,2024-09-27,PL02,WH03
GR000660,PO000433,1,MAT00233,98,2023-06-17,PL02,WH05
GR000661,PO000434,1,MAT00273,244,2024-11-28,PL02,WH08
GR000662,PO000434,2,MAT00384,67,2024-12-01,PL03,WH03
GR000663,PO000435,1,MAT00202,53,2024-03-04,PL01,WH06
GR000664,PO000435,2,MAT00203,79,2024-03-09,PL02,WH08
GR000665,PO000435,3,MAT00248,423,2024-03-08,PL02,WH06
GR000666,PO000436,1,MAT00012,168,2024-03-01,PL03,WH02
GR000667,PO000436,2,MAT00149,231,2024-03-01,PL02,WH02
GR000668,PO000437,1,MAT00030,85,2023-01-20,PL03,WH03
GR000669,PO000437,2,MAT00368,165,2023-01-16,PL02,WH08
GR000670,PO000437,3,MAT00282,30,2023-02-01,PL01,WH08
GR000671,PO000440,1,MAT00069,137,2023-03-02,PL02,WH07
GR000672,PO000440,2,MAT00171,472,2023-02-17,PL02,WH03
GR000673,PO000441,1,MAT00329,421,2024-08-28,PL01,WH03
GR000674,PO000441,2,MAT00106,223,2024-08-14,PL02,WH05
GR000675,PO000443,1,MAT00181,374,2023-12-06,PL02,WH07
GR000676,PO000443,2,MAT00025,220,2023-12-12,PL01,WH02
GR000677,PO000443,3,MAT00390,396,2023-12-03,PL01,WH03
GR000678,PO000444,1,MAT00202,459,2024-10-27,PL02,WH07
GR000679,PO000444,2,MAT00366,353,2024-10-30,PL03,WH01
GR000680,PO000444,3,MAT00235,53,2024-10-24,PL01,WH02
GR000681,PO000445,1,MAT00180,179,2023-11-02,PL03,WH04
GR000682,PO000445,2,MAT00353,274,2023-11-23,PL02,WH04
GR000683,PO000445,3,MAT00112,468,2023-11-05,PL02,WH01
GR000684,PO000446,1,MAT00185,68,2024-05-20,PL03,WH02
GR000685,PO000447,1,MAT00399,22,2023-09-30,PL02,WH02
GR000686,PO000447,2,MAT00289,163,2023-09-23,PL01,WH08
GR000687,PO000448,1,MAT00166,84,2024-11-15,PL01,WH03
GR000688,PO000448,2,MAT00105,271,2024-11-29,PL01,WH08
GR000689,PO000449,1,MAT00006,311,2023-11-22,PL02,WH07
GR000690,PO000450,1,MAT00003,105,2024-12-24,PL01,WH07
GR000691,PO000450,2,MAT00277,10,2024-12-24,PL03,WH01
GR000692,PO000453,1,MAT00004,97,2023-10-23,PL03,WH03
GR000693,PO000453,2,MAT00363,187,2023-11-04,PL03,WH06
GR000694,PO000453,3,MAT00387,209,2023-11-01,PL03,WH02
GR000695,PO000458,1,MAT00150,156,2023-10-17,PL01,WH04
GR000696,PO000458,2,MAT00221,54,2023-10-11,PL03,WH04
GR000697,PO000458,3,MAT00378,27,2023-09-24,PL02,WH02
GR000698,PO000459,1,MAT00383,500,2024-01-12,PL03,WH04
GR000699,PO000459,2,MAT00042,436,2024-01-06,PL03,WH06
GR000700,PO000459,3,MAT00245,326,2023-12-27,PL01,WH07
GR000701,PO000460,1,MAT00131,301,2024-11-03,PL03,WH02
GR000702,PO000461,1,MAT00324,317,2023-05-08,PL01,WH05
GR000703,PO000462,1,MAT00343,456,2024-02-19,PL01,WH05
GR000704,PO000463,1,MAT00085,367,2024-03-09,PL02,WH01
GR000705,PO000463,2,MAT00102,26,2024-02-28,PL01,WH01
GR000706,PO000463,3,MAT00118,81,2024-03-12,PL02,WH04
GR000707,PO000466,1,MAT00028,20,2024-05-12,PL01,WH01
GR000708,PO000467,1,MAT00320,402,2024-07-31,PL02,WH03
GR000709,PO000467,2,MAT00076,69,2024-08-14,PL02,WH04
GR000710,PO000468,1,MAT00088,131,2024-01-11,PL01,WH07
GR000711,PO000469,1,MAT00124,457,2024-07-09,PL01,WH03
GR000712,PO000470,1,MAT00342,170,2024-04-21,PL01,WH03
GR000713,PO000471,1,MAT00340,72,2024-09-20,PL02,WH08
GR000714,PO000471,2,MAT00258,371,2024-10-01,PL01,WH05
GR000715,PO000471,3,MAT00040,492,2024-10-05,PL02,WH05
GR000716,PO000472,1,MAT00388,63,2023-12-14,PL03,WH05
GR000717,PO000472,2,MAT00336,50,2023-12-03,PL03,WH05
GR000718,PO000472,3,MAT00039,389,2023-12-02,PL02,WH01
GR000719,PO000473,1,MAT00058,401,2023-09-09,PL01,WH01
GR000720,PO000473,2,MAT00084,148,2023-09-15,PL02,WH01
GR000721,PO000473,3,MAT00215,152,2023-09-15,PL02,WH07
GR000722,PO000474,1,MAT00324,115,2024-02-24,PL02,WH05
GR000723,PO000475,1,MAT00012,489,2023-02-28,PL02,WH04
GR000724,PO000475,2,MAT00220,397,2023-03-05,PL03,WH07
GR000725,PO000476,1,MAT00283,170,2023-03-29,PL02,WH07
GR000726,PO000476,2,MAT00226,138,2023-04-01,PL03,WH08
GR000727,PO000476,3,MAT00269,330,2023-03-14,PL01,WH05
GR000728,PO000479,1,MAT00142,184,2024-10-24,PL02,WH02
GR000729,PO000480,1,MAT00302,142,2024-04-06,PL01,WH03
GR000730,PO000480,2,MAT00141,456,2024-04-02,PL01,WH01
GR000731,PO000481,1,MAT00210,306,2023-07-31,PL03,WH01
GR000732,PO000481,2,MAT00043,497,2023-07-21,PL02,WH06
GR000733,PO000482,1,MAT00103,130,2024-07-17,PL03,WH02
GR000734,PO000482,2,MAT00078,271,2024-07-20,PL02,WH07
GR000735,PO000482,3,MAT00351,46,2024-07-21,PL01,WH06
GR000736,PO000483,1,MAT00315,189,2024-10-01,PL02,WH01
GR000737,PO000483,2,MAT00117,78,2024-09-27,PL01,WH02
GR000738,PO000484,1,MAT00147,271,2024-10-15,PL03,WH04
GR000739,PO000484,2,MAT00088,203,2024-09-22,PL03,WH07
GR000740,PO000487,1,MAT00134,438,2024-04-09,PL02,WH06
GR000741,PO000488,1,MAT00349,69,2023-09-16,PL03,WH06
GR000742,PO000488,2,MAT00247,50,2023-09-17,PL01,WH08
GR000743,PO000488,3,MAT00102,319,2023-09-25,PL02,WH03
GR000744,PO000489,1,MAT00124,355,2024-07-15,PL03,WH05
GR000745,PO000489,2,MAT00212,184,2024-07-14,PL02,WH03
GR000746,PO000490,1,MAT00123,470,2024-09-01,PL01,WH02
GR000747,PO000491,1,MAT00274,374,2024-04-02,PL01,WH01
GR000748,PO000491,2,MAT00052,436,2024-03-31,PL01,WH03
GR000749,PO000491,3,MAT00305,273,2024-03-23,PL02,WH03
GR000750,PO000492,1,MAT00343,374,2024-03-02,PL02,WH01
GR000751,PO000493,1,MAT00197,496,2023-04-07,PL03,WH07
GR000752,PO000493,2,MAT00091,158,2023-04-14,PL01,WH02
GR000753,PO000494,1,MAT00067,165,2023-07-03,PL02,WH03
GR000754,PO000494,2,MAT00203,119,2023-06-21,PL01,WH06
GR000755,PO000494,3,MAT00102,21,2023-06-29,PL03,WH05
GR000756,PO000495,1,MAT00071,498,2023-12-26,PL03,WH07
GR000757,PO000496,1,MAT00201,170,2024-06-29,PL01,WH05
GR000758,PO000496,2,MAT00268,150,2024-06-29,PL01,WH05
GR000759,PO000496,3,MAT00113,320,2024-06-29,PL03,WH03
GR000760,PO000497,1,MAT00365,396,2023-05-04,PL01,WH01
GR000761,PO000497,2,MAT00235,260,2023-04-15,PL02,WH05
GR000762,PO000497,3,MAT00243,492,2023-04-30,PL03,WH03
GR000763,PO000498,1,MAT00114,376,2024-04-20,PL02,WH08
GR000764,PO000500,1,MAT00038,382,2023-04-03,PL03,WH05
GR000765,PO000501,1,MAT00206,354,2024-05-08,PL03,WH01
GR000766,PO000501,2,MAT00191,231,2024-05-08,PL03,WH04
GR000767,PO000501,3,MAT00298,440,2024-05-04,PL01,WH04
GR000768,PO000502,1,MAT00373,354,2023-06-13,PL01,WH03
GR000769,PO000503,1,MAT00305,335,2024-06-14,PL03,WH01
GR000770,PO000505,1,MAT00347,459,2024-05-25,PL02,WH08
GR000771,PO000506,1,MAT00018,288,2024-10-15,PL01,WH05
GR000772,PO000506,2,MAT00350,224,2024-10-25,PL01,WH02
GR000773,PO000507,1,MAT00362,348,2023-07-28,PL02,WH08
GR000774,PO000507,2,MAT00244,440,2023-07-23,PL03,WH04
GR000775,PO000508,1,MAT00052,120,2023-03-01,PL02,WH06
GR000776,PO000508,2,MAT00107,143,2023-02-20,PL02,WH07
GR000777,PO000508,3,MAT00354,214,2023-02-08,PL02,WH04
GR000778,PO000509,1,MAT00372,167,2023-12-27,PL03,WH04
GR000779,PO000512,1,MAT00160,381,2023-06-26,PL01,WH07
GR000780,PO000512,2,MAT00247,39,2023-06-22,PL01,WH02
GR000781,PO000513,1,MAT00375,31,2024-06-12,PL01,WH04
GR000782,PO000513,2,MAT00398,27,2024-06-08,PL02,WH03
GR000783,PO000514,1,MAT00051,26,2023-10-31,PL03,WH03
GR000784,PO000515,1,MAT00122,109,2023-04-25,PL02,WH01
GR000785,PO000515,2,MAT00002,164,2023-04-21,PL01,WH08
GR000786,PO000516,1,MAT00331,123,2024-02-15,PL02,WH05
GR000787,PO000517,1,MAT00372,205,2025-01-12,PL03,WH06
GR000788,PO000518,1,MAT00201,124,2024-07-19,PL02,WH08
GR000789,PO000518,2,MAT00144,199,2024-07-23,PL03,WH06
GR000790,PO000519,1,MAT00063,38,2023-06-08,PL02,WH03
GR000791,PO000520,1,MAT00218,277,2024-03-11,PL01,WH08
GR000792,PO000520,2,MAT00126,139,2024-03-17,PL02,WH01
GR000793,PO000521,1,MAT00057,218,2023-12-10,PL03,WH08
GR000794,PO000521,2,MAT00042,289,2023-12-23,PL01,WH08
GR000795,PO000521,3,MAT00302,372,2023-12-18,PL03,WH02
