production_order_id,material_id,plant,work_center_id,order_quantity,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status
PRO000267,MAT00288,PL03,WC001,1533,2023-02-10,2023-02-12,2023-02-12,,In Process
PRO000268,MAT00357,PL03,WC005,1911,2024-07-26,2024-07-30,2024-07-27,2024-08-01,Completed
PRO000269,MAT00234,PL01,WC013,1594,2023-08-05,2023-08-09,2023-08-05,2023-08-17,Confirmed
PRO000270,MAT00298,PL02,WC009,1180,2023-09-06,2023-09-16,2023-09-07,2023-09-11,Confirmed
PRO000271,MAT00214,PL02,WC002,681,2023-10-17,2023-10-24,2023-10-19,2023-10-25,Completed
PRO000272,MAT00339,PL02,WC001,1694,2024-01-04,2024-01-13,2024-01-05,2024-01-07,Confirmed
PRO000273,MAT00368,PL03,WC014,897,2024-04-25,2024-05-01,2024-04-26,2024-05-02,Confirmed
PRO000274,MAT00245,PL01,WC013,1183,2024-07-30,2024-08-03,2024-07-30,2024-08-04,Confirmed
PRO000275,MAT00141,PL03,WC001,725,2024-08-16,2024-08-23,2024-08-16,,In Process
PRO000276,MAT00067,PL01,WC015,1390,2024-01-24,2024-02-03,2024-01-25,2024-02-03,Confirmed
PRO000277,MAT00160,PL03,WC001,1364,2023-12-12,2023-12-17,2023-12-13,2023-12-25,Confirmed
PRO000278,MAT00045,PL03,WC005,396,2024-05-17,2024-05-25,2024-05-18,,In Process
PRO000279,MAT00395,PL01,WC013,1364,2024-07-13,2024-07-21,2024-07-15,,In Process
PRO000280,MAT00177,PL01,WC004,149,2024-06-20,2024-06-21,2024-06-20,2024-07-01,Confirmed
PRO000281,MAT00319,PL01,WC004,1498,2024-02-27,2024-03-01,2024-02-27,2024-02-29,Confirmed
PRO000282,MAT00026,PL01,WC003,1315,2023-01-10,2023-01-14,2023-01-11,2023-01-12,Completed
PRO000283,MAT00075,PL03,WC011,82,2024-11-13,2024-11-23,2024-11-15,2024-11-23,Confirmed
PRO000284,MAT00065,PL01,WC015,1529,2024-06-28,2024-07-07,2024-06-28,2024-07-07,Completed
PRO000285,MAT00259,PL02,WC002,1715,2024-07-02,2024-07-07,,,Planned
PRO000286,MAT00033,PL03,WC012,1930,2024-11-21,2024-11-28,2024-11-21,2024-11-23,Confirmed
PRO000287,MAT00219,PL01,WC015,1128,2024-06-20,2024-06-23,2024-06-22,,In Process
PRO000288,MAT00204,PL02,WC006,881,2023-12-29,2024-01-03,2023-12-29,2024-01-04,Confirmed
PRO000289,MAT00169,PL02,WC002,1450,2024-08-01,2024-08-05,2024-08-01,2024-08-06,Confirmed
PRO000290,MAT00201,PL01,WC009,826,2024-10-31,2024-11-01,,,Planned
PRO000291,MAT00101,PL02,WC009,69,2024-07-19,2024-07-27,,,Planned
PRO000292,MAT00023,PL03,WC010,1656,2023-06-25,2023-06-27,2023-06-26,2023-07-07,Completed
PRO000293,MAT00140,PL02,WC015,482,2024-08-02,2024-08-04,2024-08-02,2024-08-06,Confirmed
PRO000294,MAT00108,PL03,WC012,1451,2024-08-03,2024-08-11,2024-08-03,,In Process
PRO000295,MAT00011,PL02,WC010,82,2024-07-10,2024-07-20,2024-07-10,2024-07-16,Completed
PRO000296,MAT00319,PL01,WC003,1952,2024-08-24,2024-08-27,2024-08-26,2024-09-02,Confirmed
PRO000297,MAT00220,PL01,WC015,1436,2023-11-03,2023-11-06,2023-11-05,2023-11-12,Completed
PRO000298,MAT00140,PL03,WC001,1533,2023-12-06,2023-12-13,2023-12-06,2023-12-18,Confirmed
PRO000299,MAT00338,PL01,WC002,945,2024-05-27,2024-06-02,,,Planned
PRO000300,MAT00258,PL01,WC008,862,2023-03-19,2023-03-25,2023-03-21,2023-03-31,Completed
PRO000301,MAT00094,PL02,WC009,517,2023-01-31,2023-02-05,2023-02-01,2023-02-09,Confirmed
PRO000302,MAT00196,PL02,WC010,1403,2024-07-20,2024-07-27,2024-07-22,2024-08-01,Completed
PRO000303,MAT00287,PL02,WC002,1510,2023-03-29,2023-04-08,2023-03-29,,In Process
PRO000304,MAT00049,PL01,WC002,1655,2023-03-26,2023-03-31,2023-03-28,,In Process
PRO000305,MAT00064,PL03,WC012,237,2023-06-07,2023-06-14,2023-06-07,,In Process
PRO000306,MAT00261,PL01,WC015,321,2023-11-12,2023-11-20,2023-11-13,2023-11-15,Completed
PRO000307,MAT00008,PL01,WC004,885,2023-07-11,2023-07-18,2023-07-13,2023-07-22,Completed
PRO000308,MAT00123,PL01,WC003,1274,2023-01-27,2023-01-29,2023-01-27,2023-02-06,Completed
PRO000309,MAT00233,PL02,WC010,1645,2024-01-30,2024-01-31,2024-01-31,,In Process
PRO000310,MAT00147,PL01,WC008,829,2024-07-26,2024-07-30,2024-07-26,2024-08-06,Completed
PRO000311,MAT00056,PL01,WC007,348,2023-05-23,2023-05-28,2023-05-24,,In Process
PRO000312,MAT00202,PL01,WC009,1041,2023-06-21,2023-06-28,2023-06-22,,In Process
PRO000313,MAT00354,PL01,WC009,1065,2024-01-05,2024-01-10,2024-01-07,2024-01-18,Confirmed
PRO000314,MAT00121,PL03,WC010,63,2024-09-23,2024-09-27,2024-09-23,2024-09-28,Completed
PRO000315,MAT00216,PL02,WC010,735,2023-12-07,2023-12-17,2023-12-08,2023-12-16,Completed
PRO000316,MAT00033,PL02,WC014,706,2024-10-28,2024-11-07,,,Planned
PRO000317,MAT00369,PL03,WC001,703,2024-12-12,2024-12-16,2024-12-12,2024-12-19,Completed
PRO000318,MAT00272,PL02,WC004,820,2024-12-12,2024-12-20,2024-12-12,2024-12-18,Confirmed
PRO000319,MAT00096,PL02,WC009,1204,2024-02-07,2024-02-13,,,Planned
PRO000320,MAT00070,PL01,WC004,105,2024-08-29,2024-09-07,2024-08-31,,In Process
PRO000321,MAT00120,PL03,WC010,191,2024-04-17,2024-04-21,2024-04-18,2024-04-30,Completed
PRO000322,MAT00219,PL02,WC009,670,2024-11-20,2024-11-28,,,Planned
PRO000323,MAT00398,PL01,WC007,969,2023-09-16,2023-09-19,2023-09-17,2023-09-19,Confirmed
PRO000324,MAT00136,PL03,WC014,906,2024-05-05,2024-05-15,2024-05-07,2024-05-19,Completed
PRO000325,MAT00046,PL03,WC001,1356,2023-02-07,2023-02-13,2023-02-09,2023-02-19,Confirmed
PRO000326,MAT00094,PL01,WC004,1375,2023-04-22,2023-04-26,2023-04-23,2023-04-26,Completed
PRO000327,MAT00016,PL03,WC010,868,2023-02-15,2023-02-25,2023-02-17,2023-02-28,Confirmed
PRO000328,MAT00178,PL02,WC003,579,2024-03-16,2024-03-18,,,Planned
PRO000329,MAT00249,PL01,WC008,502,2024-06-06,2024-06-15,2024-06-08,2024-06-18,Completed
PRO000330,MAT00397,PL02,WC007,1464,2024-01-19,2024-01-26,2024-01-21,2024-01-31,Completed
PRO000331,MAT00295,PL03,WC010,655,2023-06-04,2023-06-10,2023-06-05,2023-06-07,Confirmed
PRO000332,MAT00241,PL02,WC013,763,2023-03-29,2023-03-31,2023-03-31,2023-04-03,Confirmed
PRO000333,MAT00041,PL02,WC010,763,2023-12-18,2023-12-26,2023-12-20,2023-12-28,Confirmed
PRO000334,MAT00303,PL02,WC005,187,2023-04-10,2023-04-18,2023-04-11,2023-04-17,Confirmed
PRO000335,MAT00142,PL02,WC003,752,2023-02-15,2023-02-17,,,Planned
PRO000336,MAT00199,PL03,WC006,1106,2023-04-22,2023-04-25,2023-04-24,2023-04-28,Confirmed
PRO000337,MAT00147,PL01,WC015,996,2024-07-19,2024-07-22,2024-07-20,,In Process
PRO000338,MAT00210,PL01,WC009,935,2024-02-19,2024-02-22,2024-02-21,,In Process
PRO000339,MAT00395,PL02,WC007,929,2023-01-30,2023-02-09,2023-01-31,2023-02-10,Confirmed
PRO000340,MAT00372,PL02,WC005,1706,2023-01-05,2023-01-09,2023-01-07,,In Process
PRO000341,MAT00213,PL01,WC002,799,2024-08-14,2024-08-16,2024-08-16,2024-08-19,Confirmed
PRO000342,MAT00336,PL02,WC015,1423,2023-07-21,2023-07-29,,,Planned
PRO000343,MAT00346,PL02,WC002,1252,2024-06-24,2024-06-30,2024-06-26,2024-07-03,Completed
PRO000344,MAT00362,PL01,WC008,1716,2023-12-23,2023-12-29,2023-12-25,2023-12-28,Confirmed
PRO000345,MAT00150,PL03,WC006,1426,2024-12-23,2024-12-28,2024-12-25,2024-12-27,Confirmed
PRO000346,MAT00079,PL01,WC008,424,2023-11-17,2023-11-19,2023-11-17,,In Process
PRO000347,MAT00034,PL02,WC015,332,2024-12-11,2024-12-14,2024-12-12,2024-12-22,Completed
PRO000348,MAT00263,PL03,WC001,1150,2024-01-28,2024-02-04,2024-01-30,,In Process
PRO000349,MAT00324,PL03,WC014,337,2024-10-22,2024-10-25,2024-10-23,2024-10-28,Completed
PRO000350,MAT00087,PL01,WC007,1042,2023-11-19,2023-11-27,2023-11-20,2023-11-21,Completed
PRO000351,MAT00114,PL01,WC015,1063,2023-07-19,2023-07-26,2023-07-21,2023-08-01,Confirmed
PRO000352,MAT00014,PL02,WC012,392,2024-12-02,2024-12-10,2024-12-03,2024-12-11,Completed
PRO000353,MAT00084,PL01,WC009,116,2024-08-01,2024-08-02,2024-08-01,2024-08-06,Confirmed
PRO000354,MAT00199,PL02,WC003,1208,2023-08-19,2023-08-28,2023-08-20,,In Process
PRO000355,MAT00164,PL03,WC010,598,2024-05-22,2024-05-31,2024-05-24,2024-05-26,Completed
PRO000356,MAT00223,PL03,WC005,953,2024-01-11,2024-01-20,2024-01-11,2024-01-23,Confirmed
PRO000357,MAT00396,PL03,WC010,1749,2023-08-12,2023-08-19,,,Planned
PRO000358,MAT00089,PL03,WC012,588,2023-09-11,2023-09-16,2023-09-11,2023-09-19,Confirmed
PRO000359,MAT00047,PL02,WC009,479,2023-03-31,2023-04-08,2023-03-31,2023-04-04,Confirmed
PRO000360,MAT00353,PL03,WC005,926,2024-08-25,2024-08-31,2024-08-27,2024-09-07,Confirmed
PRO000361,MAT00016,PL01,WC007,1217,2024-09-22,2024-09-25,2024-09-22,2024-09-23,Confirmed
PRO000362,MAT00072,PL02,WC007,1491,2024-06-29,2024-07-04,2024-06-29,2024-07-05,Completed
PRO000363,MAT00214,PL02,WC002,1893,2023-10-24,2023-11-03,2023-10-26,,In Process
PRO000364,MAT00292,PL03,WC011,617,2023-04-08,2023-04-11,2023-04-09,2023-04-10,Confirmed
PRO000365,MAT00038,PL03,WC012,709,2023-05-10,2023-05-13,2023-05-12,,In Process
PRO000366,MAT00280,PL01,WC008,600,2024-11-23,2024-11-30,2024-11-25,2024-12-06,Completed
PRO000367,MAT00084,PL03,WC011,875,2024-02-29,2024-03-07,2024-03-02,2024-03-04,Completed
PRO000368,MAT00161,PL03,WC014,1241,2023-10-12,2023-10-18,2023-10-13,2023-10-19,Completed
PRO000369,MAT00213,PL01,WC015,1791,2023-04-06,2023-04-14,2023-04-08,2023-04-14,Completed
PRO000370,MAT00361,PL01,WC002,1739,2024-07-01,2024-07-08,2024-07-02,,In Process
PRO000371,MAT00064,PL01,WC009,741,2024-05-21,2024-05-26,2024-05-22,,In Process
PRO000372,MAT00399,PL03,WC006,1881,2024-08-14,2024-08-17,2024-08-15,2024-08-21,Completed
PRO000373,MAT00177,PL03,WC011,1655,2023-02-19,2023-02-20,,,Planned
PRO000374,MAT00045,PL02,WC012,984,2023-01-17,2023-01-19,2023-01-17,2023-01-25,Confirmed
PRO000375,MAT00051,PL01,WC009,668,2024-03-14,2024-03-18,2024-03-14,2024-03-25,Confirmed
PRO000376,MAT00266,PL01,WC013,811,2023-10-08,2023-10-10,2023-10-09,2023-10-11,Completed
PRO000377,MAT00239,PL03,WC012,1331,2024-10-26,2024-10-29,,,Planned
PRO000378,MAT00356,PL02,WC005,244,2024-12-17,2024-12-21,2024-12-17,2024-12-29,Completed
PRO000379,MAT00064,PL01,WC013,1265,2023-08-07,2023-08-15,,,Planned
PRO000380,MAT00034,PL01,WC002,1474,2024-06-15,2024-06-23,,,Planned
PRO000381,MAT00174,PL02,WC008,518,2023-05-04,2023-05-11,2023-05-05,2023-05-07,Completed
PRO000382,MAT00307,PL02,WC015,802,2023-04-02,2023-04-04,,,Planned
PRO000383,MAT00231,PL02,WC005,1436,2023-05-21,2023-05-28,2023-05-21,2023-06-01,Confirmed
PRO000384,MAT00307,PL01,WC008,386,2023-03-12,2023-03-21,2023-03-14,2023-03-25,Completed
PRO000385,MAT00067,PL02,WC001,1311,2023-12-26,2023-12-30,2023-12-26,2024-01-02,Completed
PRO000386,MAT00106,PL03,WC006,255,2024-03-29,2024-04-02,,,Planned
PRO000387,MAT00282,PL01,WC008,694,2023-05-07,2023-05-17,2023-05-08,2023-05-15,Confirmed
PRO000388,MAT00395,PL01,WC008,1280,2023-09-11,2023-09-16,2023-09-11,2023-09-20,Completed
PRO000389,MAT00194,PL03,WC005,1786,2024-09-14,2024-09-19,2024-09-16,2024-09-17,Confirmed
PRO000390,MAT00032,PL03,WC010,1581,2023-11-05,2023-11-09,2023-11-07,2023-11-11,Completed
PRO000391,MAT00070,PL02,WC006,840,2023-10-30,2023-10-31,2023-10-30,2023-11-07,Confirmed
PRO000392,MAT00211,PL01,WC004,1870,2023-09-04,2023-09-12,2023-09-04,2023-09-13,Completed
PRO000393,MAT00318,PL01,WC003,1812,2024-01-05,2024-01-11,,,Planned
PRO000394,MAT00324,PL03,WC014,1627,2024-03-06,2024-03-12,2024-03-06,2024-03-14,Completed
PRO000395,MAT00394,PL01,WC003,586,2023-01-18,2023-01-28,,,Planned
PRO000396,MAT00380,PL01,WC013,636,2023-02-10,2023-02-11,2023-02-11,2023-02-20,Confirmed
PRO000397,MAT00060,PL03,WC012,873,2024-12-30,2025-01-08,2024-12-31,2025-01-12,Confirmed
PRO000398,MAT00362,PL01,WC004,221,2024-10-17,2024-10-26,2024-10-17,2024-10-22,Completed
PRO000399,MAT00332,PL02,WC008,719,2023-03-22,2023-03-31,2023-03-22,2023-03-31,Confirmed
PRO000400,MAT00282,PL02,WC008,1544,2024-08-23,2024-08-25,2024-08-24,,In Process
PRO000401,MAT00261,PL01,WC008,939,2023-03-01,2023-03-05,,,Planned
PRO000402,MAT00178,PL01,WC009,1568,2024-04-09,2024-04-19,2024-04-10,2024-04-21,Completed
PRO000403,MAT00203,PL03,WC012,331,2023-06-29,2023-07-01,,,Planned
PRO000404,MAT00210,PL03,WC005,1109,2023-01-12,2023-01-15,2023-01-13,2023-01-22,Completed
PRO000405,MAT00239,PL03,WC014,1551,2023-09-23,2023-09-26,2023-09-25,2023-09-30,Completed
PRO000406,MAT00253,PL01,WC008,180,2023-01-31,2023-02-06,2023-02-01,2023-02-10,Confirmed
PRO000407,MAT00174,PL02,WC013,1096,2024-12-30,2025-01-09,2024-12-31,2025-01-08,Completed
PRO000408,MAT00263,PL02,WC008,372,2023-02-26,2023-03-06,2023-02-26,2023-03-04,Confirmed
PRO000409,MAT00354,PL02,WC012,1567,2023-04-16,2023-04-26,2023-04-16,2023-04-20,Completed
PRO000410,MAT00001,PL03,WC014,144,2023-01-03,2023-01-04,2023-01-03,2023-01-07,Confirmed
PRO000411,MAT00299,PL02,WC006,1182,2024-01-08,2024-01-15,2024-01-08,2024-01-09,Confirmed
PRO000412,MAT00362,PL03,WC001,902,2024-11-02,2024-11-09,2024-11-02,,In Process
PRO000413,MAT00326,PL03,WC001,294,2023-11-24,2023-11-29,2023-11-26,2023-12-02,Confirmed
PRO000414,MAT00148,PL03,WC010,144,2024-11-20,2024-11-21,2024-11-22,,In Process
PRO000415,MAT00335,PL02,WC002,226,2023-03-12,2023-03-20,2023-03-13,2023-03-19,Confirmed
PRO000416,MAT00011,PL03,WC010,1656,2024-04-12,2024-04-13,2024-04-13,2024-04-23,Completed
PRO000417,MAT00316,PL02,WC014,1632,2024-09-29,2024-10-03,2024-10-01,2024-10-09,Completed
PRO000418,MAT00049,PL01,WC013,98,2024-07-13,2024-07-17,2024-07-14,,In Process
PRO000419,MAT00166,PL01,WC013,1997,2024-07-08,2024-07-14,2024-07-10,2024-07-11,Completed
PRO000420,MAT00131,PL02,WC015,262,2023-01-02,2023-01-09,2023-01-04,2023-01-09,Confirmed
PRO000421,MAT00370,PL01,WC003,1507,2024-06-26,2024-06-30,2024-06-26,2024-06-29,Completed
PRO000422,MAT00220,PL02,WC012,1485,2023-04-06,2023-04-07,2023-04-08,2023-04-15,Confirmed
PRO000423,MAT00387,PL02,WC014,1355,2024-04-14,2024-04-16,2024-04-16,2024-04-19,Completed
PRO000424,MAT00281,PL02,WC004,317,2023-03-18,2023-03-28,2023-03-19,2023-03-30,Completed
PRO000425,MAT00171,PL01,WC004,1753,2023-10-26,2023-10-31,2023-10-27,2023-11-08,Confirmed
PRO000426,MAT00399,PL03,WC001,1982,2023-12-01,2023-12-07,2023-12-01,2023-12-03,Completed
PRO000427,MAT00258,PL01,WC002,266,2023-05-20,2023-05-30,,,Planned
PRO000428,MAT00287,PL01,WC013,1147,2024-04-05,2024-04-13,2024-04-05,,In Process
PRO000429,MAT00108,PL02,WC009,1795,2023-08-01,2023-08-09,2023-08-02,,In Process
PRO000430,MAT00178,PL01,WC015,1477,2023-04-03,2023-04-06,2023-04-04,2023-04-16,Confirmed
PRO000431,MAT00049,PL03,WC006,236,2023-02-11,2023-02-15,2023-02-12,2023-02-15,Confirmed
PRO000432,MAT00243,PL03,WC014,662,2023-09-12,2023-09-18,2023-09-12,2023-09-23,Completed
PRO000433,MAT00149,PL02,WC001,1582,2023-06-28,2023-06-29,2023-06-29,2023-07-08,Confirmed
PRO000434,MAT00019,PL03,WC014,74,2023-09-13,2023-09-15,2023-09-13,2023-09-15,Completed
PRO000435,MAT00229,PL01,WC009,812,2023-08-16,2023-08-19,2023-08-17,,In Process
PRO000436,MAT00199,PL03,WC010,94,2024-10-07,2024-10-09,2024-10-08,2024-10-10,Completed
PRO000437,MAT00229,PL01,WC015,300,2023-07-22,2023-07-30,2023-07-22,2023-07-28,Confirmed
PRO000438,MAT00354,PL01,WC004,937,2024-04-17,2024-04-18,2024-04-19,,In Process
PRO000439,MAT00363,PL03,WC005,1449,2024-02-09,2024-02-17,,,Planned
PRO000440,MAT00369,PL02,WC008,613,2023-06-26,2023-07-02,2023-06-26,,In Process
PRO000441,MAT00266,PL02,WC015,1318,2024-04-01,2024-04-04,,,Planned
PRO000442,MAT00046,PL03,WC006,174,2023-09-09,2023-09-14,2023-09-11,2023-09-19,Completed
PRO000443,MAT00319,PL01,WC003,458,2023-10-14,2023-10-21,,,Planned
PRO000444,MAT00220,PL03,WC011,833,2024-06-22,2024-06-26,2024-06-24,2024-06-25,Completed
PRO000445,MAT00256,PL03,WC012,1919,2024-01-03,2024-01-11,2024-01-04,2024-01-10,Completed
PRO000446,MAT00262,PL03,WC005,703,2024-05-29,2024-06-04,2024-05-29,2024-05-30,Completed
PRO000447,MAT00168,PL03,WC010,1706,2023-08-13,2023-08-14,2023-08-14,2023-08-15,Confirmed
PRO000448,MAT00364,PL02,WC013,255,2024-06-26,2024-07-02,2024-06-26,2024-06-29,Confirmed
PRO000449,MAT00191,PL01,WC007,164,2024-11-03,2024-11-07,2024-11-05,,In Process
PRO000450,MAT00234,PL01,WC008,534,2024-08-12,2024-08-19,2024-08-12,2024-08-15,Completed
PRO000451,MAT00250,PL03,WC014,1484,2023-11-22,2023-11-28,2023-11-22,2023-12-04,Confirmed
PRO000452,MAT00060,PL02,WC005,1992,2024-08-04,2024-08-14,,,Planned
PRO000453,MAT00259,PL01,WC002,127,2024-05-19,2024-05-28,2024-05-20,,In Process
PRO000454,MAT00027,PL01,WC007,1028,2023-02-27,2023-03-03,2023-02-27,2023-03-08,Completed
PRO000455,MAT00019,PL01,WC002,747,2023-12-06,2023-12-16,2023-12-06,,In Process
PRO000456,MAT00134,PL03,WC012,352,2023-07-01,2023-07-07,,,Planned
PRO000457,MAT00120,PL03,WC014,198,2024-12-22,2024-12-25,2024-12-24,2024-12-30,Confirmed
PRO000458,MAT00276,PL02,WC012,710,2024-12-22,2024-12-29,2024-12-23,2024-12-28,Completed
PRO000459,MAT00399,PL01,WC002,699,2023-06-11,2023-06-18,2023-06-12,2023-06-23,Confirmed
PRO000460,MAT00396,PL01,WC009,507,2024-12-25,2025-01-03,2024-12-27,2025-01-02,Completed
PRO000461,MAT00391,PL03,WC012,653,2024-08-26,2024-08-29,2024-08-28,2024-09-09,Completed
PRO000462,MAT00089,PL01,WC015,1792,2023-07-01,2023-07-02,2023-07-03,2023-07-10,Confirmed
PRO000463,MAT00373,PL03,WC001,1359,2023-02-03,2023-02-06,2023-02-05,2023-02-09,Completed
PRO000464,MAT00223,PL03,WC001,1576,2023-04-17,2023-04-25,,,Planned
PRO000465,MAT00002,PL01,WC009,1863,2023-09-01,2023-09-07,2023-09-01,2023-09-12,Confirmed
PRO000466,MAT00103,PL01,WC004,561,2024-12-26,2025-01-01,2024-12-27,2024-12-31,Completed
PRO000467,MAT00024,PL03,WC011,1525,2023-03-11,2023-03-17,2023-03-11,,In Process
PRO000468,MAT00210,PL01,WC008,1861,2023-02-19,2023-02-26,2023-02-20,2023-02-23,Completed
PRO000469,MAT00182,PL02,WC008,1747,2024-05-19,2024-05-26,2024-05-20,2024-05-22,Completed
PRO000470,MAT00133,PL02,WC010,1686,2024-08-14,2024-08-18,2024-08-14,,In Process
PRO000471,MAT00108,PL01,WC009,201,2023-10-29,2023-10-30,2023-10-29,,In Process
PRO000472,MAT00104,PL02,WC004,1170,2023-06-24,2023-07-01,2023-06-24,,In Process
PRO000473,MAT00202,PL01,WC009,113,2023-12-13,2023-12-23,2023-12-14,2023-12-26,Confirmed
PRO000474,MAT00172,PL02,WC010,159,2024-10-31,2024-11-03,2024-11-01,2024-11-04,Completed
PRO000475,MAT00008,PL01,WC009,1184,2023-12-06,2023-12-10,2023-12-07,2023-12-19,Confirmed
PRO000476,MAT00315,PL03,WC001,246,2024-07-07,2024-07-12,2024-07-08,2024-07-12,Completed
PRO000477,MAT00314,PL01,WC003,161,2024-02-07,2024-02-17,2024-02-08,2024-02-11,Completed
PRO000478,MAT00092,PL02,WC005,1737,2023-01-04,2023-01-11,,,Planned
PRO000479,MAT00057,PL03,WC012,473,2024-10-02,2024-10-12,2024-10-02,2024-10-03,Completed
PRO000480,MAT00028,PL01,WC015,681,2024-10-15,2024-10-20,2024-10-16,2024-10-18,Confirmed
PRO000481,MAT00393,PL02,WC001,1364,2024-04-27,2024-05-05,2024-04-28,2024-04-30,Confirmed
PRO000482,MAT00049,PL03,WC010,432,2024-02-01,2024-02-04,2024-02-02,2024-02-08,Completed
PRO000483,MAT00147,PL02,WC004,1764,2023-02-15,2023-02-20,2023-02-16,2023-02-20,Completed
PRO000484,MAT00283,PL02,WC009,1416,2024-07-31,2024-08-01,2024-08-02,,In Process
PRO000485,MAT00292,PL01,WC004,515,2023-03-29,2023-04-04,2023-03-30,2023-04-09,Confirmed
PRO000486,MAT00033,PL03,WC011,1457,2023-03-04,2023-03-11,2023-03-05,2023-03-14,Confirmed
PRO000487,MAT00251,PL02,WC001,1898,2024-08-09,2024-08-13,2024-08-09,2024-08-16,Completed
PRO000488,MAT00182,PL03,WC014,1437,2023-02-05,2023-02-14,2023-02-07,2023-02-17,Completed
PRO000489,MAT00226,PL03,WC014,1993,2023-05-31,2023-06-02,2023-06-01,2023-06-04,Confirmed
PRO000490,MAT00035,PL01,WC013,917,2023-08-05,2023-08-09,,,Planned
PRO000491,MAT00146,PL01,WC002,352,2024-11-30,2024-12-07,2024-12-02,,In Process
PRO000492,MAT00213,PL03,WC014,844,2023-09-22,2023-09-28,2023-09-22,2023-09-24,Confirmed
PRO000493,MAT00104,PL03,WC011,1114,2024-02-11,2024-02-20,2024-02-12,,In Process
PRO000494,MAT00056,PL02,WC008,898,2023-01-13,2023-01-23,2023-01-14,2023-01-16,Completed
PRO000495,MAT00121,PL01,WC003,1202,2023-06-01,2023-06-11,2023-06-01,2023-06-03,Completed
PRO000496,MAT00250,PL01,WC015,834,2023-10-20,2023-10-29,2023-10-21,2023-10-26,Confirmed
PRO000497,MAT00373,PL03,WC001,614,2024-05-12,2024-05-22,2024-05-12,2024-05-15,Completed
PRO000498,MAT00388,PL02,WC014,129,2023-05-28,2023-06-07,2023-05-30,2023-06-06,Completed
PRO000499,MAT00131,PL02,WC004,1023,2023-12-06,2023-12-10,,,Planned
PRO000500,MAT00358,PL02,WC005,686,2024-01-17,2024-01-18,2024-01-18,,In Process
