invoice_id,order_id,customer_id,invoice_date,due_date,amount,currency,payment_status
ARINV000761,ORD000761,CUST001540,2024-12-03 16:37:32,2025-01-02 16:37:32,345.97,BRL,Paid
ARINV000762,ORD000762,CUST001329,2023-10-14 19:43:30,2023-11-13 19:43:30,559.72,BRL,Paid
ARINV000763,ORD000763,CUST000407,2023-10-02 09:08:46,2023-11-01 09:08:46,810.89,BRL,Paid
ARINV000764,ORD000764,CUST000048,2024-02-08 07:08:24,2024-03-09 07:08:24,834.68,BRL,Paid
ARINV000765,ORD000765,CUST001959,2024-10-11 04:50:45,2024-11-10 04:50:45,227.58,BRL,Open
ARINV000766,ORD000766,CUST000112,2024-02-05 08:05:23,2024-03-06 08:05:23,722.95,BRL,Cancelled
ARINV000767,ORD000767,CUST001181,2024-08-09 03:45:13,2024-09-08 03:45:13,1187.26,BRL,Paid
ARINV000768,ORD000768,CUST001027,2023-07-11 19:24:26,2023-08-10 19:24:26,1373.62,BRL,Paid
ARINV000769,ORD000769,CUST001524,2024-02-03 06:06:18,2024-03-04 06:06:18,815.52,BRL,Paid
ARINV000770,ORD000770,CUST001740,2024-08-26 08:04:12,2024-09-25 08:04:12,914.41,BRL,Cancelled
ARINV000771,ORD000771,CUST000124,2024-06-26 22:08:03,2024-07-26 22:08:03,627.31,BRL,Open
ARINV000772,ORD000772,CUST001560,2024-05-31 03:52:01,2024-06-30 03:52:01,1658.49,BRL,Paid
ARINV000773,ORD000773,CUST000157,2024-10-23 17:49:37,2024-11-22 17:49:37,515.07,BRL,Paid
ARINV000774,ORD000774,CUST001231,2024-09-16 11:40:00,2024-10-16 11:40:00,97.9,BRL,Paid
ARINV000775,ORD000775,CUST000668,2023-08-18 00:16:36,2023-09-17 00:16:36,2073.11,BRL,Open
ARINV000776,ORD000776,CUST001214,2024-08-13 02:42:46,2024-09-12 02:42:46,828.65,BRL,Cancelled
ARINV000777,ORD000777,CUST001630,2024-05-07 21:48:32,2024-06-06 21:48:32,670.68,BRL,Paid
ARINV000778,ORD000778,CUST001281,2024-08-18 08:35:35,2024-09-17 08:35:35,703.33,BRL,Paid
ARINV000779,ORD000779,CUST000430,2023-08-04 14:21:51,2023-09-03 14:21:51,1394.74,BRL,Paid
ARINV000780,ORD000780,CUST000554,2023-12-01 11:56:00,2023-12-31 11:56:00,264.44,BRL,Paid
ARINV000781,ORD000781,CUST001119,2024-09-26 07:48:30,2024-10-26 07:48:30,625.41,BRL,Paid
ARINV000782,ORD000782,CUST001537,2023-04-10 08:40:14,2023-05-10 08:40:14,595.57,BRL,Paid
ARINV000783,ORD000783,CUST000068,2023-01-17 22:36:05,2023-02-16 22:36:05,1726.45,BRL,Paid
ARINV000784,ORD000784,CUST001220,2023-10-18 03:10:21,2023-11-17 03:10:21,538.47,BRL,Paid
ARINV000785,ORD000785,CUST001977,2024-09-22 19:16:04,2024-10-22 19:16:04,1602.03,BRL,Paid
ARINV000786,ORD000786,CUST001850,2024-06-20 17:13:02,2024-07-20 17:13:02,1140.11,BRL,Paid
ARINV000787,ORD000787,CUST000932,2024-05-04 00:14:41,2024-06-03 00:14:41,648.67,BRL,Open
ARINV000788,ORD000788,CUST000781,2024-06-23 20:18:32,2024-07-23 20:18:32,807.17,BRL,Cancelled
ARINV000789,ORD000789,CUST000146,2023-06-16 04:58:57,2023-07-16 04:58:57,655.73,BRL,Paid
ARINV000790,ORD000790,CUST001612,2024-03-02 02:07:30,2024-04-01 02:07:30,906.98,BRL,Paid
ARINV000791,ORD000791,CUST001008,2024-03-01 16:22:33,2024-03-31 16:22:33,2109.05,BRL,Paid
ARINV000792,ORD000792,CUST001884,2023-05-22 17:56:20,2023-06-21 17:56:20,1060.18,BRL,Paid
ARINV000793,ORD000793,CUST000683,2024-07-08 23:01:00,2024-08-07 23:01:00,747.05,BRL,Paid
ARINV000794,ORD000794,CUST000237,2024-12-30 22:20:32,2025-01-29 22:20:32,931.52,BRL,Paid
ARINV000795,ORD000795,CUST001762,2023-03-26 15:35:12,2023-04-25 15:35:12,876.49,BRL,Paid
ARINV000796,ORD000796,CUST000453,2023-01-07 01:26:04,2023-02-06 01:26:04,830.11,BRL,Paid
ARINV000797,ORD000797,CUST001784,2024-08-23 23:34:08,2024-09-22 23:34:08,931.05,BRL,Cancelled
ARINV000798,ORD000798,CUST000250,2023-05-15 23:23:53,2023-06-14 23:23:53,767.3,BRL,Cancelled
ARINV000799,ORD000799,CUST000190,2023-11-21 02:31:15,2023-12-21 02:31:15,375.33,BRL,Open
ARINV000800,ORD000800,CUST000164,2024-06-18 07:25:50,2024-07-18 07:25:50,394.47,BRL,Paid
ARINV000801,ORD000801,CUST001741,2024-11-29 03:39:15,2024-12-29 03:39:15,914.66,BRL,Paid
ARINV000802,ORD000802,CUST000993,2024-01-31 21:21:05,2024-03-01 21:21:05,100.28,BRL,Open
ARINV000803,ORD000803,CUST001809,2024-12-07 08:05:09,2025-01-06 08:05:09,235.89,BRL,Open
ARINV000804,ORD000804,CUST000196,2024-10-20 15:02:49,2024-11-19 15:02:49,780.37,BRL,Paid
ARINV000805,ORD000805,CUST000219,2024-12-21 06:06:21,2025-01-20 06:06:21,336.4,BRL,Cancelled
ARINV000806,ORD000806,CUST001695,2023-08-03 02:32:01,2023-09-02 02:32:01,570.19,BRL,Paid
ARINV000807,ORD000807,CUST000270,2023-05-17 06:55:59,2023-06-16 06:55:59,474.73,BRL,Paid
ARINV000808,ORD000808,CUST001628,2024-10-22 00:15:28,2024-11-21 00:15:28,820.42,BRL,Paid
ARINV000809,ORD000809,CUST000497,2023-01-09 03:16:16,2023-02-08 03:16:16,297.24,BRL,Paid
ARINV000810,ORD000810,CUST001023,2023-07-28 20:07:29,2023-08-27 20:07:29,141.55,BRL,Paid
ARINV000811,ORD000811,CUST001616,2024-02-18 18:53:04,2024-03-19 18:53:04,904.93,BRL,Open
ARINV000812,ORD000812,CUST000946,2023-12-25 17:28:44,2024-01-24 17:28:44,721.58,BRL,Paid
ARINV000813,ORD000813,CUST001212,2024-10-04 09:40:16,2024-11-03 09:40:16,1092.3,BRL,Paid
ARINV000814,ORD000814,CUST000616,2023-02-03 11:50:55,2023-03-05 11:50:55,269.0,BRL,Paid
ARINV000815,ORD000815,CUST001830,2024-01-27 23:56:43,2024-02-26 23:56:43,602.53,BRL,Paid
ARINV000816,ORD000816,CUST000877,2024-07-16 06:36:49,2024-08-15 06:36:49,316.3,BRL,Paid
ARINV000817,ORD000817,CUST001101,2023-03-06 16:38:41,2023-04-05 16:38:41,669.11,BRL,Paid
ARINV000818,ORD000818,CUST000252,2024-08-01 23:51:44,2024-08-31 23:51:44,2073.58,BRL,Paid
ARINV000819,ORD000819,CUST001393,2023-06-26 05:39:01,2023-07-26 05:39:01,728.54,BRL,Paid
ARINV000820,ORD000820,CUST001699,2023-06-25 03:40:13,2023-07-25 03:40:13,506.95,BRL,Paid
ARINV000821,ORD000821,CUST000193,2023-03-19 23:18:52,2023-04-18 23:18:52,1226.83,BRL,Paid
ARINV000822,ORD000822,CUST000679,2023-06-20 11:50:11,2023-07-20 11:50:11,842.52,BRL,Paid
ARINV000823,ORD000823,CUST001599,2024-07-07 07:23:52,2024-08-06 07:23:52,491.99,BRL,Paid
ARINV000824,ORD000824,CUST001395,2024-05-15 23:28:09,2024-06-14 23:28:09,791.55,BRL,Open
ARINV000825,ORD000825,CUST000591,2024-02-07 10:33:10,2024-03-08 10:33:10,657.05,BRL,Paid
ARINV000826,ORD000826,CUST000903,2023-09-17 21:01:48,2023-10-17 21:01:48,418.36,BRL,Paid
ARINV000827,ORD000827,CUST001695,2023-07-04 16:16:06,2023-08-03 16:16:06,1591.37,BRL,Paid
ARINV000828,ORD000828,CUST000780,2024-08-07 06:20:49,2024-09-06 06:20:49,232.36,BRL,Paid
ARINV000829,ORD000829,CUST000732,2024-11-13 21:41:45,2024-12-13 21:41:45,271.03,BRL,Paid
ARINV000830,ORD000830,CUST001754,2023-08-08 17:51:08,2023-09-07 17:51:08,262.55,BRL,Open
ARINV000831,ORD000831,CUST000113,2024-06-15 08:50:54,2024-07-15 08:50:54,623.58,BRL,Paid
ARINV000832,ORD000832,CUST001427,2023-05-18 13:15:50,2023-06-17 13:15:50,749.63,BRL,Paid
ARINV000833,ORD000833,CUST000973,2023-06-27 01:22:15,2023-07-27 01:22:15,895.84,BRL,Cancelled
ARINV000834,ORD000834,CUST001183,2024-05-15 22:05:05,2024-06-14 22:05:05,198.06,BRL,Open
ARINV000835,ORD000835,CUST001318,2024-05-30 18:25:11,2024-06-29 18:25:11,394.48,BRL,Cancelled
ARINV000836,ORD000836,CUST000798,2024-12-01 07:40:01,2024-12-31 07:40:01,543.33,BRL,Paid
ARINV000837,ORD000837,CUST001962,2024-01-01 06:43:23,2024-01-31 06:43:23,794.21,BRL,Paid
ARINV000838,ORD000838,CUST001269,2023-07-26 00:37:52,2023-08-25 00:37:52,228.0,BRL,Paid
ARINV000839,ORD000839,CUST001957,2024-08-09 20:53:35,2024-09-08 20:53:35,413.01,BRL,Paid
ARINV000840,ORD000840,CUST000635,2023-08-04 20:46:18,2023-09-03 20:46:18,599.84,BRL,Cancelled
ARINV000841,ORD000841,CUST000616,2023-01-24 05:25:57,2023-02-23 05:25:57,573.54,BRL,Paid
ARINV000842,ORD000842,CUST001339,2024-11-10 00:52:29,2024-12-10 00:52:29,231.69,BRL,Paid
ARINV000843,ORD000843,CUST001263,2023-07-17 02:03:50,2023-08-16 02:03:50,875.33,BRL,Paid
ARINV000844,ORD000844,CUST000158,2024-04-26 03:00:32,2024-05-26 03:00:32,155.59,BRL,Paid
ARINV000845,ORD000845,CUST001352,2023-05-29 14:29:02,2023-06-28 14:29:02,1722.82,BRL,Paid
ARINV000846,ORD000846,CUST001925,2023-08-01 05:43:51,2023-08-31 05:43:51,1025.53,BRL,Paid
ARINV000847,ORD000847,CUST001278,2024-04-22 05:05:02,2024-05-22 05:05:02,798.17,BRL,Open
ARINV000848,ORD000848,CUST000114,2023-04-29 04:06:13,2023-05-29 04:06:13,1326.14,BRL,Paid
ARINV000849,ORD000849,CUST000773,2023-05-04 22:28:58,2023-06-03 22:28:58,974.09,BRL,Paid
ARINV000850,ORD000850,CUST000177,2024-11-08 19:15:57,2024-12-08 19:15:57,744.85,BRL,Paid
ARINV000851,ORD000851,CUST000008,2023-02-07 10:41:24,2023-03-09 10:41:24,442.18,BRL,Open
ARINV000852,ORD000852,CUST001017,2024-07-03 00:29:17,2024-08-02 00:29:17,570.74,BRL,Paid
ARINV000853,ORD000853,CUST001828,2024-06-17 03:46:22,2024-07-17 03:46:22,718.09,BRL,Paid
ARINV000854,ORD000854,CUST001684,2023-10-19 00:49:36,2023-11-18 00:49:36,430.38,BRL,Paid
ARINV000855,ORD000855,CUST000399,2023-05-24 12:16:31,2023-06-23 12:16:31,1864.12,BRL,Cancelled
ARINV000856,ORD000856,CUST001621,2023-05-18 05:27:57,2023-06-17 05:27:57,1706.63,BRL,Paid
ARINV000857,ORD000857,CUST000966,2023-07-18 13:21:07,2023-08-17 13:21:07,1976.23,BRL,Paid
ARINV000858,ORD000858,CUST001230,2023-03-09 23:51:12,2023-04-08 23:51:12,1829.54,BRL,Paid
ARINV000859,ORD000859,CUST001836,2024-09-02 12:34:11,2024-10-02 12:34:11,424.25,BRL,Open
ARINV000860,ORD000860,CUST001210,2023-04-10 08:19:57,2023-05-10 08:19:57,1231.35,BRL,Open
ARINV000861,ORD000861,CUST000695,2023-10-10 06:56:42,2023-11-09 06:56:42,316.27,BRL,Paid
ARINV000862,ORD000862,CUST000239,2024-01-11 14:06:13,2024-02-10 14:06:13,567.56,BRL,Paid
ARINV000863,ORD000863,CUST000829,2023-09-23 02:43:43,2023-10-23 02:43:43,371.85,BRL,Cancelled
ARINV000864,ORD000864,CUST000836,2023-05-25 17:32:37,2023-06-24 17:32:37,799.47,BRL,Paid
ARINV000865,ORD000865,CUST001143,2024-01-06 22:21:51,2024-02-05 22:21:51,858.23,BRL,Paid
ARINV000866,ORD000866,CUST001213,2023-03-03 06:03:24,2023-04-02 06:03:24,822.04,BRL,Paid
ARINV000867,ORD000867,CUST001156,2024-03-17 15:31:02,2024-04-16 15:31:02,526.3,BRL,Cancelled
ARINV000868,ORD000868,CUST000371,2023-08-22 04:43:57,2023-09-21 04:43:57,123.35,BRL,Paid
ARINV000869,ORD000869,CUST001361,2023-12-17 11:37:49,2024-01-16 11:37:49,105.91,BRL,Paid
ARINV000870,ORD000870,CUST000850,2023-08-16 10:23:35,2023-09-15 10:23:35,741.96,BRL,Paid
ARINV000871,ORD000871,CUST000794,2024-02-20 18:04:22,2024-03-21 18:04:22,727.59,BRL,Open
ARINV000872,ORD000872,CUST000958,2023-11-12 22:40:45,2023-12-12 22:40:45,630.05,BRL,Paid
ARINV000873,ORD000873,CUST001216,2024-01-16 10:22:41,2024-02-15 10:22:41,519.37,BRL,Paid
ARINV000874,ORD000874,CUST001037,2023-04-19 04:58:58,2023-05-19 04:58:58,683.44,BRL,Paid
ARINV000875,ORD000875,CUST001560,2023-01-03 04:01:31,2023-02-02 04:01:31,393.83,BRL,Open
ARINV000876,ORD000876,CUST001864,2023-05-06 01:24:36,2023-06-05 01:24:36,332.64,BRL,Paid
ARINV000877,ORD000877,CUST000827,2023-04-13 16:21:34,2023-05-13 16:21:34,1023.63,BRL,Paid
ARINV000878,ORD000878,CUST001572,2024-06-12 01:33:06,2024-07-12 01:33:06,2063.86,BRL,Paid
ARINV000879,ORD000879,CUST001565,2024-04-03 03:54:37,2024-05-03 03:54:37,380.01,BRL,Paid
ARINV000880,ORD000880,CUST001850,2024-12-22 02:12:49,2025-01-21 02:12:49,491.99,BRL,Paid
ARINV000881,ORD000881,CUST001684,2024-04-08 03:42:05,2024-05-08 03:42:05,203.82,BRL,Paid
ARINV000882,ORD000882,CUST000363,2023-03-23 01:44:25,2023-04-22 01:44:25,1368.42,BRL,Open
ARINV000883,ORD000883,CUST001303,2023-10-10 17:54:51,2023-11-09 17:54:51,648.11,BRL,Paid
ARINV000884,ORD000884,CUST000698,2023-01-26 00:38:04,2023-02-25 00:38:04,1282.18,BRL,Paid
ARINV000885,ORD000885,CUST001077,2024-11-23 12:56:14,2024-12-23 12:56:14,2094.33,BRL,Paid
ARINV000886,ORD000886,CUST001738,2024-05-23 01:04:50,2024-06-22 01:04:50,181.41,BRL,Paid
ARINV000887,ORD000887,CUST001181,2024-11-18 07:17:42,2024-12-18 07:17:42,851.51,BRL,Paid
ARINV000888,ORD000888,CUST000480,2024-02-08 15:54:13,2024-03-09 15:54:13,970.59,BRL,Open
ARINV000889,ORD000889,CUST000062,2023-03-07 19:06:02,2023-04-06 19:06:02,161.15,BRL,Paid
ARINV000890,ORD000890,CUST001702,2023-01-20 01:10:05,2023-02-19 01:10:05,426.35,BRL,Paid
ARINV000891,ORD000891,CUST000109,2023-04-13 11:18:31,2023-05-13 11:18:31,616.74,BRL,Paid
ARINV000892,ORD000892,CUST000780,2023-01-26 02:28:08,2023-02-25 02:28:08,839.19,BRL,Paid
ARINV000893,ORD000893,CUST000528,2024-05-12 17:00:57,2024-06-11 17:00:57,1520.04,BRL,Paid
ARINV000894,ORD000894,CUST000521,2024-08-22 08:35:26,2024-09-21 08:35:26,143.31,BRL,Paid
ARINV000895,ORD000895,CUST000851,2024-12-17 22:58:36,2025-01-16 22:58:36,894.98,BRL,Paid
ARINV000896,ORD000896,CUST001515,2024-11-14 02:23:41,2024-12-14 02:23:41,371.44,BRL,Paid
ARINV000897,ORD000897,CUST001426,2023-02-08 21:28:06,2023-03-10 21:28:06,714.86,BRL,Paid
ARINV000898,ORD000898,CUST000908,2024-05-19 23:15:39,2024-06-18 23:15:39,716.81,BRL,Paid
ARINV000899,ORD000899,CUST000082,2024-03-25 04:22:45,2024-04-24 04:22:45,1337.86,BRL,Paid
ARINV000900,ORD000900,CUST000477,2023-10-27 03:42:56,2023-11-26 03:42:56,739.8,BRL,Paid
ARINV000901,ORD000901,CUST000767,2024-05-11 10:26:12,2024-06-10 10:26:12,437.01,BRL,Paid
ARINV000902,ORD000902,CUST001419,2024-08-07 09:41:27,2024-09-06 09:41:27,534.76,BRL,Paid
ARINV000903,ORD000903,CUST000818,2023-08-04 18:45:52,2023-09-03 18:45:52,970.61,BRL,Paid
ARINV000904,ORD000904,CUST000276,2023-04-27 22:13:45,2023-05-27 22:13:45,359.9,BRL,Paid
ARINV000905,ORD000905,CUST000721,2023-06-19 15:41:04,2023-07-19 15:41:04,943.67,BRL,Cancelled
ARINV000906,ORD000906,CUST001242,2023-01-27 07:48:14,2023-02-26 07:48:14,931.72,BRL,Paid
ARINV000907,ORD000907,CUST000548,2023-06-25 03:50:53,2023-07-25 03:50:53,588.83,BRL,Paid
ARINV000908,ORD000908,CUST000083,2024-10-07 22:51:23,2024-11-06 22:51:23,636.58,BRL,Paid
ARINV000909,ORD000909,CUST001647,2024-12-01 22:23:56,2024-12-31 22:23:56,621.38,BRL,Paid
ARINV000910,ORD000910,CUST000160,2024-04-04 05:20:15,2024-05-04 05:20:15,242.15,BRL,Cancelled
ARINV000911,ORD000911,CUST000917,2024-03-31 00:48:57,2024-04-30 00:48:57,78.31,BRL,Open
ARINV000912,ORD000912,CUST000543,2023-10-24 18:30:13,2023-11-23 18:30:13,1692.28,BRL,Paid
ARINV000913,ORD000913,CUST001343,2023-11-08 19:28:57,2023-12-08 19:28:57,615.15,BRL,Paid
ARINV000914,ORD000914,CUST000270,2024-06-09 08:29:17,2024-07-09 08:29:17,648.18,BRL,Paid
ARINV000915,ORD000915,CUST001040,2023-01-12 19:37:40,2023-02-11 19:37:40,912.93,BRL,Paid
ARINV000916,ORD000916,CUST001118,2024-03-04 17:16:08,2024-04-03 17:16:08,1488.12,BRL,Paid
ARINV000917,ORD000917,CUST001379,2023-07-13 13:50:40,2023-08-12 13:50:40,1533.74,BRL,Paid
ARINV000918,ORD000918,CUST001329,2024-10-25 03:03:34,2024-11-24 03:03:34,1082.45,BRL,Paid
ARINV000919,ORD000919,CUST001755,2024-11-21 21:29:48,2024-12-21 21:29:48,1352.71,BRL,Paid
ARINV000920,ORD000920,CUST000267,2024-07-27 18:22:30,2024-08-26 18:22:30,387.98,BRL,Paid
ARINV000921,ORD000921,CUST001124,2024-11-11 23:08:01,2024-12-11 23:08:01,2360.78,BRL,Paid
ARINV000922,ORD000922,CUST000159,2024-12-31 04:17:35,2025-01-30 04:17:35,50.36,BRL,Paid
ARINV000923,ORD000923,CUST001082,2023-12-30 15:33:07,2024-01-29 15:33:07,1123.09,BRL,Paid
ARINV000924,ORD000924,CUST001850,2024-05-14 10:20:39,2024-06-13 10:20:39,1421.79,BRL,Paid
ARINV000925,ORD000925,CUST000894,2023-12-08 13:44:24,2024-01-07 13:44:24,1539.69,BRL,Paid
ARINV000926,ORD000926,CUST000301,2023-07-06 10:39:44,2023-08-05 10:39:44,745.52,BRL,Open
ARINV000927,ORD000927,CUST001975,2024-09-16 13:42:04,2024-10-16 13:42:04,776.77,BRL,Paid
ARINV000928,ORD000928,CUST001549,2023-01-27 09:40:18,2023-02-26 09:40:18,494.65,BRL,Paid
ARINV000929,ORD000929,CUST000953,2023-01-12 05:34:07,2023-02-11 05:34:07,530.41,BRL,Paid
ARINV000930,ORD000930,CUST000763,2023-12-31 21:07:01,2024-01-30 21:07:01,113.93,BRL,Paid
ARINV000931,ORD000931,CUST001294,2024-07-13 04:33:11,2024-08-12 04:33:11,515.82,BRL,Paid
ARINV000932,ORD000932,CUST000102,2024-02-14 19:23:42,2024-03-15 19:23:42,327.8,BRL,Paid
ARINV000933,ORD000933,CUST001499,2023-05-21 09:24:46,2023-06-20 09:24:46,792.51,BRL,Paid
ARINV000934,ORD000934,CUST001256,2023-03-11 15:28:14,2023-04-10 15:28:14,940.22,BRL,Paid
ARINV000935,ORD000935,CUST001145,2023-08-08 04:06:44,2023-09-07 04:06:44,149.05,BRL,Paid
ARINV000936,ORD000936,CUST000529,2023-07-29 14:49:56,2023-08-28 14:49:56,109.88,BRL,Paid
ARINV000937,ORD000937,CUST001293,2023-01-01 12:26:31,2023-01-31 12:26:31,612.82,BRL,Paid
ARINV000938,ORD000938,CUST001159,2024-07-23 18:36:23,2024-08-22 18:36:23,392.24,BRL,Paid
ARINV000939,ORD000939,CUST000965,2024-01-04 10:08:12,2024-02-03 10:08:12,508.81,BRL,Paid
ARINV000940,ORD000940,CUST001881,2024-09-23 03:32:41,2024-10-23 03:32:41,843.99,BRL,Paid
ARINV000941,ORD000941,CUST000079,2024-12-14 10:31:39,2025-01-13 10:31:39,1376.0,BRL,Open
ARINV000942,ORD000942,CUST001929,2024-04-26 17:37:50,2024-05-26 17:37:50,204.79,BRL,Cancelled
ARINV000943,ORD000943,CUST000740,2024-06-12 04:36:56,2024-07-12 04:36:56,775.51,BRL,Open
ARINV000944,ORD000944,CUST000558,2024-10-07 01:31:22,2024-11-06 01:31:22,196.24,BRL,Paid
ARINV000945,ORD000945,CUST001095,2024-04-17 20:04:00,2024-05-17 20:04:00,512.69,BRL,Paid
ARINV000946,ORD000946,CUST000729,2024-02-28 18:49:20,2024-03-29 18:49:20,838.18,BRL,Cancelled
ARINV000947,ORD000947,CUST001157,2023-12-01 22:39:58,2023-12-31 22:39:58,332.01,BRL,Paid
ARINV000948,ORD000948,CUST001100,2024-07-13 15:22:16,2024-08-12 15:22:16,628.78,BRL,Paid
ARINV000949,ORD000949,CUST000760,2024-12-16 21:10:53,2025-01-15 21:10:53,756.9,BRL,Paid
ARINV000950,ORD000950,CUST001122,2024-06-02 13:52:39,2024-07-02 13:52:39,694.1,BRL,Paid
ARINV000951,ORD000951,CUST001363,2024-08-25 09:30:38,2024-09-24 09:30:38,779.38,BRL,Paid
ARINV000952,ORD000952,CUST001416,2023-04-24 04:31:08,2023-05-24 04:31:08,678.31,BRL,Open
ARINV000953,ORD000953,CUST001606,2023-03-01 17:23:40,2023-03-31 17:23:40,729.58,BRL,Paid
ARINV000954,ORD000954,CUST001506,2024-12-12 01:37:11,2025-01-11 01:37:11,323.88,BRL,Paid
ARINV000955,ORD000955,CUST001543,2024-11-30 02:15:09,2024-12-30 02:15:09,1847.68,BRL,Paid
ARINV000956,ORD000956,CUST001773,2024-02-09 07:32:30,2024-03-10 07:32:30,776.03,BRL,Paid
ARINV000957,ORD000957,CUST000626,2023-04-13 18:44:18,2023-05-13 18:44:18,1434.44,BRL,Paid
ARINV000958,ORD000958,CUST000379,2024-01-24 17:40:36,2024-02-23 17:40:36,482.84,BRL,Paid
ARINV000959,ORD000959,CUST001654,2023-11-05 04:56:50,2023-12-05 04:56:50,2108.82,BRL,Paid
ARINV000960,ORD000960,CUST000513,2023-10-28 13:42:07,2023-11-27 13:42:07,159.64,BRL,Paid
ARINV000961,ORD000961,CUST000890,2024-07-24 22:19:58,2024-08-23 22:19:58,133.85,BRL,Paid
ARINV000962,ORD000962,CUST001811,2024-03-22 09:32:38,2024-04-21 09:32:38,661.29,BRL,Paid
ARINV000963,ORD000963,CUST001607,2024-05-16 16:07:57,2024-06-15 16:07:57,1864.64,BRL,Paid
ARINV000964,ORD000964,CUST000143,2023-11-23 08:02:11,2023-12-23 08:02:11,321.85,BRL,Paid
ARINV000965,ORD000965,CUST001800,2023-05-14 08:49:47,2023-06-13 08:49:47,1600.61,BRL,Cancelled
ARINV000966,ORD000966,CUST001373,2024-02-19 13:52:52,2024-03-20 13:52:52,1461.04,BRL,Paid
ARINV000967,ORD000967,CUST001593,2023-12-11 10:31:44,2024-01-10 10:31:44,842.14,BRL,Open
ARINV000968,ORD000968,CUST001312,2023-08-23 01:57:18,2023-09-22 01:57:18,566.39,BRL,Paid
ARINV000969,ORD000969,CUST000742,2023-05-02 06:22:05,2023-06-01 06:22:05,141.24,BRL,Paid
ARINV000970,ORD000970,CUST001624,2024-12-11 23:54:27,2025-01-10 23:54:27,882.87,BRL,Paid
ARINV000971,ORD000971,CUST001694,2024-09-19 02:27:05,2024-10-19 02:27:05,538.39,BRL,Paid
ARINV000972,ORD000972,CUST000363,2024-12-27 03:38:16,2025-01-26 03:38:16,205.44,BRL,Paid
ARINV000973,ORD000973,CUST001466,2024-10-16 14:08:08,2024-11-15 14:08:08,845.53,BRL,Paid
ARINV000974,ORD000974,CUST000379,2023-01-16 03:56:41,2023-02-15 03:56:41,1695.82,BRL,Open
ARINV000975,ORD000975,CUST001705,2024-07-26 04:39:17,2024-08-25 04:39:17,496.91,BRL,Paid
ARINV000976,ORD000976,CUST000664,2024-03-30 00:29:45,2024-04-29 00:29:45,770.63,BRL,Paid
ARINV000977,ORD000977,CUST000232,2023-05-19 14:52:29,2023-06-18 14:52:29,871.43,BRL,Paid
ARINV000978,ORD000978,CUST000811,2023-03-19 05:21:43,2023-04-18 05:21:43,694.66,BRL,Paid
ARINV000979,ORD000979,CUST001652,2023-09-15 08:19:50,2023-10-15 08:19:50,1554.89,BRL,Paid
ARINV000980,ORD000980,CUST001392,2023-12-21 21:26:07,2024-01-20 21:26:07,826.54,BRL,Paid
ARINV000981,ORD000981,CUST000074,2023-12-25 23:08:23,2024-01-24 23:08:23,107.57,BRL,Paid
ARINV000982,ORD000982,CUST000297,2023-05-11 04:29:35,2023-06-10 04:29:35,222.96,BRL,Paid
ARINV000983,ORD000983,CUST000699,2023-09-17 13:10:51,2023-10-17 13:10:51,170.94,BRL,Paid
ARINV000984,ORD000984,CUST000549,2024-11-23 15:37:40,2024-12-23 15:37:40,2027.79,BRL,Paid
ARINV000985,ORD000985,CUST000719,2023-12-13 05:18:09,2024-01-12 05:18:09,502.93,BRL,Cancelled
ARINV000986,ORD000986,CUST001699,2023-05-24 07:02:48,2023-06-23 07:02:48,215.01,BRL,Paid
ARINV000987,ORD000987,CUST000050,2024-09-21 17:53:09,2024-10-21 17:53:09,215.1,BRL,Paid
ARINV000988,ORD000988,CUST001769,2024-04-06 15:57:40,2024-05-06 15:57:40,1863.25,BRL,Cancelled
ARINV000989,ORD000989,CUST000268,2023-07-31 08:50:36,2023-08-30 08:50:36,1041.69,BRL,Paid
ARINV000990,ORD000990,CUST001985,2024-05-16 06:10:45,2024-06-15 06:10:45,914.63,BRL,Paid
ARINV000991,ORD000991,CUST000111,2023-03-16 17:17:04,2023-04-15 17:17:04,104.55,BRL,Paid
ARINV000992,ORD000992,CUST001353,2023-03-10 22:05:26,2023-04-09 22:05:26,217.42,BRL,Open
ARINV000993,ORD000993,CUST001405,2023-12-03 23:07:55,2024-01-02 23:07:55,801.68,BRL,Paid
ARINV000994,ORD000994,CUST000030,2023-11-29 19:51:16,2023-12-29 19:51:16,536.18,BRL,Open
ARINV000995,ORD000995,CUST000729,2023-12-05 08:21:23,2024-01-04 08:21:23,786.36,BRL,Cancelled
ARINV000996,ORD000996,CUST001704,2024-12-17 23:05:48,2025-01-16 23:05:48,307.27,BRL,Paid
ARINV000997,ORD000997,CUST000954,2024-03-27 17:15:50,2024-04-26 17:15:50,873.39,BRL,Paid
ARINV000998,ORD000998,CUST000961,2023-12-20 06:16:17,2024-01-19 06:16:17,729.23,BRL,Paid
ARINV000999,ORD000999,CUST001252,2023-09-26 15:33:52,2023-10-26 15:33:52,1177.51,BRL,Paid
ARINV001000,ORD001000,CUST000245,2024-01-06 02:24:05,2024-02-05 02:24:05,992.92,BRL,Paid
ARINV001001,ORD001001,CUST001634,2023-04-20 00:34:00,2023-05-20 00:34:00,1202.43,BRL,Paid
ARINV001002,ORD001002,CUST001506,2023-09-04 23:26:04,2023-10-04 23:26:04,1763.56,BRL,Paid
ARINV001003,ORD001003,CUST001609,2024-06-08 09:18:03,2024-07-08 09:18:03,138.89,BRL,Cancelled
