payroll_id,employee_id,pay_period,gross_pay,deductions,net_pay,pay_date
PAY000360,EMP00127,2024-03,9807.89,1366.83,8441.06,2024-03-28
PAY000361,EMP00128,2024-01,11956.27,2124.85,9831.42,2024-01-28
PAY000362,EMP00128,2024-02,11956.27,2107.27,9849.0,2024-02-28
PAY000363,EMP00128,2024-03,11956.27,1861.74,10094.53,2024-03-28
PAY000364,EMP00129,2024-01,13366.7,2378.05,10988.65,2024-01-28
PAY000365,EMP00129,2024-02,13366.7,1523.82,11842.88,2024-02-28
PAY000366,EMP00129,2024-03,13366.7,1409.41,11957.29,2024-03-28
PAY000367,EMP00130,2024-01,3076.79,675.39,2401.4,2024-01-28
PAY000368,EMP00130,2024-02,3076.79,350.55,2726.24,2024-02-28
PAY000369,EMP00130,2024-03,3076.79,394.37,2682.42,2024-03-28
PAY000370,EMP00131,2024-01,10831.97,1588.37,9243.6,2024-01-28
PAY000371,EMP00131,2024-02,10831.97,1565.45,9266.52,2024-02-28
PAY000372,EMP00131,2024-03,10831.97,2317.24,8514.73,2024-03-28
PAY000373,EMP00132,2024-01,13295.5,2191.41,11104.09,2024-01-28
PAY000374,EMP00132,2024-02,13295.5,2266.63,11028.87,2024-02-28
PAY000375,EMP00132,2024-03,13295.5,2488.81,10806.69,2024-03-28
PAY000376,EMP00133,2024-01,16223.91,2897.44,13326.47,2024-01-28
PAY000377,EMP00133,2024-02,16223.91,3245.48,12978.43,2024-02-28
PAY000378,EMP00133,2024-03,16223.91,2820.99,13402.92,2024-03-28
PAY000379,EMP00134,2024-01,17055.32,2278.06,14777.26,2024-01-28
PAY000380,EMP00134,2024-02,17055.32,3118.29,13937.03,2024-02-28
PAY000381,EMP00134,2024-03,17055.32,2150.2,14905.12,2024-03-28
PAY000382,EMP00135,2024-01,9392.79,1205.41,8187.38,2024-01-28
PAY000383,EMP00135,2024-02,9392.79,1348.08,8044.71,2024-02-28
PAY000384,EMP00135,2024-03,9392.79,2044.92,7347.87,2024-03-28
PAY000385,EMP00136,2024-01,8193.69,1705.96,6487.73,2024-01-28
PAY000386,EMP00136,2024-02,8193.69,1453.39,6740.3,2024-02-28
PAY000387,EMP00136,2024-03,8193.69,878.9,7314.79,2024-03-28
PAY000388,EMP00137,2024-01,6776.16,1464.9,5311.26,2024-01-28
PAY000389,EMP00137,2024-02,6776.16,1449.29,5326.87,2024-02-28
PAY000390,EMP00137,2024-03,6776.16,1347.8,5428.36,2024-03-28
PAY000391,EMP00138,2024-01,3920.94,491.89,3429.05,2024-01-28
PAY000392,EMP00138,2024-02,3920.94,692.98,3227.96,2024-02-28
PAY000393,EMP00138,2024-03,3920.94,849.01,3071.93,2024-03-28
PAY000394,EMP00139,2024-01,3283.97,459.83,2824.14,2024-01-28
PAY000395,EMP00139,2024-02,3283.97,718.07,2565.9,2024-02-28
PAY000396,EMP00139,2024-03,3283.97,638.53,2645.44,2024-03-28
PAY000397,EMP00140,2024-01,5680.69,1133.74,4546.95,2024-01-28
PAY000398,EMP00140,2024-02,5680.69,945.86,4734.83,2024-02-28
PAY000399,EMP00140,2024-03,5680.69,967.8,4712.89,2024-03-28
PAY000400,EMP00141,2024-01,15102.32,1932.49,13169.83,2024-01-28
PAY000401,EMP00141,2024-02,15102.32,2913.6,12188.72,2024-02-28
PAY000402,EMP00141,2024-03,15102.32,2939.47,12162.85,2024-03-28
PAY000403,EMP00142,2024-01,11737.72,1564.32,10173.4,2024-01-28
PAY000404,EMP00142,2024-02,11737.72,2559.8,9177.92,2024-02-28
PAY000405,EMP00142,2024-03,11737.72,2564.73,9172.99,2024-03-28
PAY000406,EMP00143,2024-01,10873.34,2129.24,8744.1,2024-01-28
PAY000407,EMP00143,2024-02,10873.34,1230.77,9642.57,2024-02-28
PAY000408,EMP00143,2024-03,10873.34,2217.88,8655.46,2024-03-28
PAY000409,EMP00144,2024-01,4542.95,649.59,3893.36,2024-01-28
PAY000410,EMP00144,2024-02,4542.95,884.11,3658.84,2024-02-28
PAY000411,EMP00144,2024-03,4542.95,775.31,3767.64,2024-03-28
PAY000412,EMP00145,2024-01,2744.61,361.86,2382.75,2024-01-28
PAY000413,EMP00145,2024-02,2744.61,316.21,2428.4,2024-02-28
PAY000414,EMP00145,2024-03,2744.61,413.11,2331.5,2024-03-28
PAY000415,EMP00146,2024-01,4261.56,458.66,3802.9,2024-01-28
PAY000416,EMP00146,2024-02,4261.56,655.4,3606.16,2024-02-28
PAY000417,EMP00146,2024-03,4261.56,611.3,3650.26,2024-03-28
PAY000418,EMP00147,2024-01,11701.82,1804.9,9896.92,2024-01-28
PAY000419,EMP00147,2024-02,11701.82,1481.29,10220.53,2024-02-28
PAY000420,EMP00147,2024-03,11701.82,2033.93,9667.89,2024-03-28
PAY000421,EMP00148,2024-01,13772.27,2879.1,10893.17,2024-01-28
PAY000422,EMP00148,2024-02,13772.27,2466.18,11306.09,2024-02-28
PAY000423,EMP00148,2024-03,13772.27,1875.72,11896.55,2024-03-28
PAY000424,EMP00149,2024-01,12471.78,1293.8,11177.98,2024-01-28
PAY000425,EMP00149,2024-02,12471.78,2741.68,9730.1,2024-02-28
PAY000426,EMP00149,2024-03,12471.78,2515.26,9956.52,2024-03-28
PAY000427,EMP00150,2024-01,9107.24,1028.71,8078.53,2024-01-28
PAY000428,EMP00150,2024-02,9107.24,1689.29,7417.95,2024-02-28
PAY000429,EMP00150,2024-03,9107.24,1395.48,7711.76,2024-03-28
PAY000430,EMP00151,2024-01,16438.63,2279.27,14159.36,2024-01-28
PAY000431,EMP00151,2024-02,16438.63,1936.47,14502.16,2024-02-28
PAY000432,EMP00151,2024-03,16438.63,1892.79,14545.84,2024-03-28
PAY000433,EMP00152,2024-01,12176.92,2073.04,10103.88,2024-01-28
PAY000434,EMP00152,2024-02,12176.92,2258.31,9918.61,2024-02-28
PAY000435,EMP00152,2024-03,12176.92,1774.28,10402.64,2024-03-28
PAY000436,EMP00153,2024-01,11759.57,1592.1,10167.47,2024-01-28
PAY000437,EMP00153,2024-02,11759.57,1889.36,9870.21,2024-02-28
PAY000438,EMP00153,2024-03,11759.57,1783.03,9976.54,2024-03-28
PAY000439,EMP00154,2024-01,14792.99,1682.4,13110.59,2024-01-28
PAY000440,EMP00154,2024-02,14792.99,2641.52,12151.47,2024-02-28
PAY000441,EMP00154,2024-03,14792.99,3037.37,11755.62,2024-03-28
PAY000442,EMP00155,2024-01,11045.7,2251.77,8793.93,2024-01-28
PAY000443,EMP00155,2024-02,11045.7,1674.62,9371.08,2024-02-28
PAY000444,EMP00155,2024-03,11045.7,2281.72,8763.98,2024-03-28
PAY000445,EMP00156,2024-01,8914.11,1776.5,7137.61,2024-01-28
PAY000446,EMP00156,2024-02,8914.11,1317.93,7596.18,2024-02-28
PAY000447,EMP00156,2024-03,8914.11,1671.87,7242.24,2024-03-28
PAY000448,EMP00157,2024-01,7344.5,1009.89,6334.61,2024-01-28
PAY000449,EMP00157,2024-02,7344.5,959.09,6385.41,2024-02-28
PAY000450,EMP00157,2024-03,7344.5,1574.89,5769.61,2024-03-28
PAY000451,EMP00158,2024-01,13145.73,2062.72,11083.01,2024-01-28
PAY000452,EMP00158,2024-02,13145.73,1458.48,11687.25,2024-02-28
PAY000453,EMP00158,2024-03,13145.73,1449.23,11696.5,2024-03-28
PAY000454,EMP00159,2024-01,9194.09,1740.91,7453.18,2024-01-28
PAY000455,EMP00159,2024-02,9194.09,1330.55,7863.54,2024-02-28
PAY000456,EMP00159,2024-03,9194.09,1062.96,8131.13,2024-03-28
PAY000457,EMP00161,2024-01,3429.71,736.68,2693.03,2024-01-28
PAY000458,EMP00161,2024-02,3429.71,574.14,2855.57,2024-02-28
PAY000459,EMP00161,2024-03,3429.71,618.73,2810.98,2024-03-28
PAY000460,EMP00162,2024-01,8867.53,1816.36,7051.17,2024-01-28
PAY000461,EMP00162,2024-02,8867.53,1888.21,6979.32,2024-02-28
PAY000462,EMP00162,2024-03,8867.53,1336.8,7530.73,2024-03-28
PAY000463,EMP00163,2024-01,16695.58,1772.63,14922.95,2024-01-28
PAY000464,EMP00163,2024-02,16695.58,2245.81,14449.77,2024-02-28
PAY000465,EMP00163,2024-03,16695.58,2295.54,14400.04,2024-03-28
PAY000466,EMP00164,2024-01,4105.81,660.58,3445.23,2024-01-28
PAY000467,EMP00164,2024-02,4105.81,486.82,3618.99,2024-02-28
PAY000468,EMP00164,2024-03,4105.81,648.15,3457.66,2024-03-28
PAY000469,EMP00165,2024-01,15632.76,2220.07,13412.69,2024-01-28
PAY000470,EMP00165,2024-02,15632.76,2606.79,13025.97,2024-02-28
PAY000471,EMP00165,2024-03,15632.76,1778.79,13853.97,2024-03-28
PAY000472,EMP00166,2024-01,6817.81,866.81,5951.0,2024-01-28
PAY000473,EMP00166,2024-02,6817.81,1032.85,5784.96,2024-02-28
PAY000474,EMP00166,2024-03,6817.81,1140.73,5677.08,2024-03-28
PAY000475,EMP00167,2024-01,14395.2,2513.5,11881.7,2024-01-28
PAY000476,EMP00167,2024-02,14395.2,2605.49,11789.71,2024-02-28
PAY000477,EMP00167,2024-03,14395.2,2401.25,11993.95,2024-03-28
PAY000478,EMP00168,2024-01,11939.42,2136.44,9802.98,2024-01-28
PAY000479,EMP00168,2024-02,11939.42,2187.5,9751.92,2024-02-28
PAY000480,EMP00168,2024-03,11939.42,1235.42,10704.0,2024-03-28
PAY000481,EMP00169,2024-01,6735.69,1289.81,5445.88,2024-01-28
PAY000482,EMP00169,2024-02,6735.69,1418.43,5317.26,2024-02-28
PAY000483,EMP00169,2024-03,6735.69,957.3,5778.39,2024-03-28
PAY000484,EMP00170,2024-01,5311.79,622.49,4689.3,2024-01-28
PAY000485,EMP00170,2024-02,5311.79,950.18,4361.61,2024-02-28
PAY000486,EMP00170,2024-03,5311.79,575.53,4736.26,2024-03-28
PAY000487,EMP00171,2024-01,13985.02,3029.4,10955.62,2024-01-28
PAY000488,EMP00171,2024-02,13985.02,1552.49,12432.53,2024-02-28
PAY000489,EMP00171,2024-03,13985.02,2288.76,11696.26,2024-03-28
PAY000490,EMP00172,2024-01,8331.01,1286.62,7044.39,2024-01-28
PAY000491,EMP00172,2024-02,8331.01,990.47,7340.54,2024-02-28
PAY000492,EMP00172,2024-03,8331.01,1144.65,7186.36,2024-03-28
PAY000493,EMP00173,2024-01,7527.93,1603.21,5924.72,2024-01-28
PAY000494,EMP00173,2024-02,7527.93,1291.39,6236.54,2024-02-28
PAY000495,EMP00173,2024-03,7527.93,1550.76,5977.17,2024-03-28
PAY000496,EMP00174,2024-01,4911.49,935.8,3975.69,2024-01-28
PAY000497,EMP00174,2024-02,4911.49,520.48,4391.01,2024-02-28
PAY000498,EMP00174,2024-03,4911.49,539.23,4372.26,2024-03-28
PAY000499,EMP00175,2024-01,9368.25,1413.5,7954.75,2024-01-28
PAY000500,EMP00175,2024-02,9368.25,1619.29,7748.96,2024-02-28
PAY000501,EMP00175,2024-03,9368.25,1402.45,7965.8,2024-03-28
PAY000502,EMP00176,2024-01,5841.32,943.27,4898.05,2024-01-28
PAY000503,EMP00176,2024-02,5841.32,826.08,5015.24,2024-02-28
PAY000504,EMP00176,2024-03,5841.32,661.86,5179.46,2024-03-28
PAY000505,EMP00177,2024-01,13012.38,2227.41,10784.97,2024-01-28
PAY000506,EMP00177,2024-02,13012.38,2124.04,10888.34,2024-02-28
PAY000507,EMP00177,2024-03,13012.38,1782.83,11229.55,2024-03-28
PAY000508,EMP00178,2024-01,5918.04,1290.92,4627.12,2024-01-28
PAY000509,EMP00178,2024-02,5918.04,630.71,5287.33,2024-02-28
PAY000510,EMP00178,2024-03,5918.04,736.98,5181.06,2024-03-28
PAY000511,EMP00179,2024-01,17152.52,3294.69,13857.83,2024-01-28
PAY000512,EMP00179,2024-02,17152.52,3288.13,13864.39,2024-02-28
PAY000513,EMP00179,2024-03,17152.52,2311.02,14841.5,2024-03-28
PAY000514,EMP00180,2024-01,4359.76,696.19,3663.57,2024-01-28
PAY000515,EMP00180,2024-02,4359.76,661.28,3698.48,2024-02-28
PAY000516,EMP00180,2024-03,4359.76,503.56,3856.2,2024-03-28
PAY000517,EMP00181,2024-01,10755.03,1372.48,9382.55,2024-01-28
PAY000518,EMP00181,2024-02,10755.03,1796.59,8958.44,2024-02-28
PAY000519,EMP00181,2024-03,10755.03,1937.69,8817.34,2024-03-28
PAY000520,EMP00182,2024-01,7989.59,1179.65,6809.94,2024-01-28
PAY000521,EMP00182,2024-02,7989.59,1510.39,6479.2,2024-02-28
PAY000522,EMP00182,2024-03,7989.59,1217.18,6772.41,2024-03-28
PAY000523,EMP00183,2024-01,9626.19,1052.56,8573.63,2024-01-28
PAY000524,EMP00183,2024-02,9626.19,1324.25,8301.94,2024-02-28
PAY000525,EMP00183,2024-03,9626.19,1458.5,8167.69,2024-03-28
PAY000526,EMP00184,2024-01,8768.55,1550.43,7218.12,2024-01-28
PAY000527,EMP00184,2024-02,8768.55,1181.49,7587.06,2024-02-28
PAY000528,EMP00184,2024-03,8768.55,1303.04,7465.51,2024-03-28
PAY000529,EMP00185,2024-01,17476.1,2108.05,15368.05,2024-01-28
PAY000530,EMP00185,2024-02,17476.1,3734.88,13741.22,2024-02-28
PAY000531,EMP00185,2024-03,17476.1,2712.49,14763.61,2024-03-28
PAY000532,EMP00186,2024-01,13188.96,1891.59,11297.37,2024-01-28
PAY000533,EMP00186,2024-02,13188.96,2010.07,11178.89,2024-02-28
PAY000534,EMP00186,2024-03,13188.96,1486.44,11702.52,2024-03-28
PAY000535,EMP00187,2024-01,9252.99,1369.94,7883.05,2024-01-28
PAY000536,EMP00187,2024-02,9252.99,1012.63,8240.36,2024-02-28
PAY000537,EMP00187,2024-03,9252.99,1891.89,7361.1,2024-03-28
PAY000538,EMP00188,2024-01,14059.97,1779.83,12280.14,2024-01-28
PAY000539,EMP00188,2024-02,14059.97,2720.52,11339.45,2024-02-28
PAY000540,EMP00188,2024-03,14059.97,1534.86,12525.11,2024-03-28
PAY000541,EMP00189,2024-01,12314.98,2015.62,10299.36,2024-01-28
PAY000542,EMP00189,2024-02,12314.98,1518.05,10796.93,2024-02-28
PAY000543,EMP00189,2024-03,12314.98,2378.61,9936.37,2024-03-28
PAY000544,EMP00190,2024-01,7942.05,1707.44,6234.61,2024-01-28
PAY000545,EMP00190,2024-02,7942.05,1409.34,6532.71,2024-02-28
PAY000546,EMP00190,2024-03,7942.05,934.96,7007.09,2024-03-28
PAY000547,EMP00191,2024-01,4093.47,535.08,3558.39,2024-01-28
PAY000548,EMP00191,2024-02,4093.47,494.57,3598.9,2024-02-28
PAY000549,EMP00191,2024-03,4093.47,484.44,3609.03,2024-03-28
PAY000550,EMP00192,2024-01,14266.86,1555.69,12711.17,2024-01-28
PAY000551,EMP00192,2024-02,14266.86,3055.32,11211.54,2024-02-28
PAY000552,EMP00192,2024-03,14266.86,2501.75,11765.11,2024-03-28
PAY000553,EMP00193,2024-01,9691.27,1624.72,8066.55,2024-01-28
PAY000554,EMP00193,2024-02,9691.27,1643.02,8048.25,2024-02-28
PAY000555,EMP00193,2024-03,9691.27,1761.25,7930.02,2024-03-28
PAY000556,EMP00194,2024-01,16171.75,2864.97,13306.78,2024-01-28
PAY000557,EMP00194,2024-02,16171.75,3531.65,12640.1,2024-02-28
PAY000558,EMP00194,2024-03,16171.75,2244.4,13927.35,2024-03-28
PAY000559,EMP00195,2024-01,17550.08,2420.8,15129.28,2024-01-28
PAY000560,EMP00195,2024-02,17550.08,2681.15,14868.93,2024-02-28
PAY000561,EMP00195,2024-03,17550.08,2742.56,14807.52,2024-03-28
PAY000562,EMP00196,2024-01,12286.47,2402.74,9883.73,2024-01-28
PAY000563,EMP00196,2024-02,12286.47,2100.62,10185.85,2024-02-28
PAY000564,EMP00196,2024-03,12286.47,1747.54,10538.93,2024-03-28
PAY000565,EMP00197,2024-01,3649.96,567.24,3082.72,2024-01-28
PAY000566,EMP00197,2024-02,3649.96,381.47,3268.49,2024-02-28
PAY000567,EMP00197,2024-03,3649.96,526.5,3123.46,2024-03-28
PAY000568,EMP00198,2024-01,6949.69,1232.6,5717.09,2024-01-28
PAY000569,EMP00198,2024-02,6949.69,1510.06,5439.63,2024-02-28
PAY000570,EMP00198,2024-03,6949.69,770.27,6179.42,2024-03-28
PAY000571,EMP00199,2024-01,11708.24,1711.02,9997.22,2024-01-28
PAY000572,EMP00199,2024-02,11708.24,1986.18,9722.06,2024-02-28
PAY000573,EMP00199,2024-03,11708.24,2511.51,9196.73,2024-03-28
PAY000574,EMP00200,2024-01,13953.28,1464.02,12489.26,2024-01-28
PAY000575,EMP00200,2024-02,13953.28,2917.44,11035.84,2024-02-28
PAY000576,EMP00200,2024-03,13953.28,2352.51,11600.77,2024-03-28
PAY000577,EMP00201,2024-01,5417.71,935.1,4482.61,2024-01-28
PAY000578,EMP00201,2024-02,5417.71,867.72,4549.99,2024-02-28
PAY000579,EMP00201,2024-03,5417.71,1164.41,4253.3,2024-03-28
PAY000580,EMP00202,2024-01,9483.11,1871.17,7611.94,2024-01-28
PAY000581,EMP00202,2024-02,9483.11,1901.22,7581.89,2024-02-28
PAY000582,EMP00202,2024-03,9483.11,2066.24,7416.87,2024-03-28
PAY000583,EMP00203,2024-01,3807.1,675.89,3131.21,2024-01-28
PAY000584,EMP00203,2024-02,3807.1,398.59,3408.51,2024-02-28
PAY000585,EMP00203,2024-03,3807.1,703.99,3103.11,2024-03-28
PAY000586,EMP00204,2024-01,17860.28,2909.23,14951.05,2024-01-28
PAY000587,EMP00204,2024-02,17860.28,3092.98,14767.3,2024-02-28
PAY000588,EMP00204,2024-03,17860.28,2565.95,15294.33,2024-03-28
PAY000589,EMP00205,2024-01,16728.02,2450.49,14277.53,2024-01-28
PAY000590,EMP00205,2024-02,16728.02,3227.43,13500.59,2024-02-28
PAY000591,EMP00205,2024-03,16728.02,3035.6,13692.42,2024-03-28
PAY000592,EMP00206,2024-01,3311.67,581.88,2729.79,2024-01-28
PAY000593,EMP00206,2024-02,3311.67,464.16,2847.51,2024-02-28
PAY000594,EMP00206,2024-03,3311.67,462.19,2849.48,2024-03-28
PAY000595,EMP00207,2024-01,11148.43,1631.99,9516.44,2024-01-28
PAY000596,EMP00207,2024-02,11148.43,1451.97,9696.46,2024-02-28
PAY000597,EMP00207,2024-03,11148.43,2254.08,8894.35,2024-03-28
PAY000598,EMP00208,2024-01,17448.36,3006.77,14441.59,2024-01-28
PAY000599,EMP00208,2024-02,17448.36,2059.69,15388.67,2024-02-28
PAY000600,EMP00208,2024-03,17448.36,1915.49,15532.87,2024-03-28
PAY000601,EMP00209,2024-01,12785.99,2685.18,10100.81,2024-01-28
PAY000602,EMP00209,2024-02,12785.99,1754.59,11031.4,2024-02-28
PAY000603,EMP00209,2024-03,12785.99,2285.2,10500.79,2024-03-28
PAY000604,EMP00210,2024-01,12763.09,1473.81,11289.28,2024-01-28
PAY000605,EMP00210,2024-02,12763.09,2361.94,10401.15,2024-02-28
PAY000606,EMP00210,2024-03,12763.09,1406.06,11357.03,2024-03-28
PAY000607,EMP00212,2024-01,11163.29,1978.35,9184.94,2024-01-28
PAY000608,EMP00212,2024-02,11163.29,1556.35,9606.94,2024-02-28
PAY000609,EMP00212,2024-03,11163.29,1287.52,9875.77,2024-03-28
PAY000610,EMP00213,2024-01,13393.88,2861.64,10532.24,2024-01-28
PAY000611,EMP00213,2024-02,13393.88,2942.1,10451.78,2024-02-28
PAY000612,EMP00213,2024-03,13393.88,2805.93,10587.95,2024-03-28
PAY000613,EMP00214,2024-01,3948.52,712.53,3235.99,2024-01-28
PAY000614,EMP00214,2024-02,3948.52,635.79,3312.73,2024-02-28
PAY000615,EMP00214,2024-03,3948.52,403.49,3545.03,2024-03-28
PAY000616,EMP00215,2024-01,7287.42,1560.53,5726.89,2024-01-28
PAY000617,EMP00215,2024-02,7287.42,1027.58,6259.84,2024-02-28
PAY000618,EMP00215,2024-03,7287.42,1398.74,5888.68,2024-03-28
PAY000619,EMP00216,2024-01,5476.08,1204.72,4271.36,2024-01-28
PAY000620,EMP00216,2024-02,5476.08,649.43,4826.65,2024-02-28
PAY000621,EMP00216,2024-03,5476.08,741.98,4734.1,2024-03-28
PAY000622,EMP00217,2024-01,14715.86,2368.12,12347.74,2024-01-28
PAY000623,EMP00217,2024-02,14715.86,2424.77,12291.09,2024-02-28
PAY000624,EMP00217,2024-03,14715.86,2775.96,11939.9,2024-03-28
PAY000625,EMP00218,2024-01,10661.24,1912.96,8748.28,2024-01-28
PAY000626,EMP00218,2024-02,10661.24,2187.34,8473.9,2024-02-28
PAY000627,EMP00218,2024-03,10661.24,1856.8,8804.44,2024-03-28
PAY000628,EMP00219,2024-01,11757.32,1393.36,10363.96,2024-01-28
PAY000629,EMP00219,2024-02,11757.32,1430.88,10326.44,2024-02-28
PAY000630,EMP00219,2024-03,11757.32,2153.25,9604.07,2024-03-28
PAY000631,EMP00220,2024-01,12183.48,2538.05,9645.43,2024-01-28
PAY000632,EMP00220,2024-02,12183.48,2272.73,9910.75,2024-02-28
PAY000633,EMP00220,2024-03,12183.48,1282.23,10901.25,2024-03-28
PAY000634,EMP00221,2024-01,8146.64,1518.13,6628.51,2024-01-28
PAY000635,EMP00221,2024-02,8146.64,1762.53,6384.11,2024-02-28
PAY000636,EMP00221,2024-03,8146.64,1411.58,6735.06,2024-03-28
PAY000637,EMP00222,2024-01,14162.06,2748.23,11413.83,2024-01-28
PAY000638,EMP00222,2024-02,14162.06,1813.88,12348.18,2024-02-28
PAY000639,EMP00222,2024-03,14162.06,1822.66,12339.4,2024-03-28
PAY000640,EMP00223,2024-01,17466.75,3390.72,14076.03,2024-01-28
PAY000641,EMP00223,2024-02,17466.75,3641.41,13825.34,2024-02-28
PAY000642,EMP00223,2024-03,17466.75,2153.33,15313.42,2024-03-28
PAY000643,EMP00224,2024-01,13013.76,2192.17,10821.59,2024-01-28
PAY000644,EMP00224,2024-02,13013.76,1989.44,11024.32,2024-02-28
PAY000645,EMP00224,2024-03,13013.76,2502.97,10510.79,2024-03-28
PAY000646,EMP00225,2024-01,14560.92,2334.83,12226.09,2024-01-28
PAY000647,EMP00225,2024-02,14560.92,2187.62,12373.3,2024-02-28
PAY000648,EMP00225,2024-03,14560.92,1739.26,12821.66,2024-03-28
PAY000649,EMP00226,2024-01,5595.31,965.52,4629.79,2024-01-28
PAY000650,EMP00226,2024-02,5595.31,1145.7,4449.61,2024-02-28
PAY000651,EMP00226,2024-03,5595.31,594.57,5000.74,2024-03-28
PAY000652,EMP00227,2024-01,9949.16,1438.11,8511.05,2024-01-28
PAY000653,EMP00227,2024-02,9949.16,2110.37,7838.79,2024-02-28
PAY000654,EMP00227,2024-03,9949.16,1844.26,8104.9,2024-03-28
PAY000655,EMP00228,2024-01,10496.6,1206.7,9289.9,2024-01-28
PAY000656,EMP00228,2024-02,10496.6,1155.31,9341.29,2024-02-28
PAY000657,EMP00228,2024-03,10496.6,1251.59,9245.01,2024-03-28
PAY000658,EMP00229,2024-01,9464.45,1529.48,7934.97,2024-01-28
PAY000659,EMP00229,2024-02,9464.45,1890.29,7574.16,2024-02-28
PAY000660,EMP00229,2024-03,9464.45,1050.61,8413.84,2024-03-28
PAY000661,EMP00230,2024-01,16612.83,3289.41,13323.42,2024-01-28
PAY000662,EMP00230,2024-02,16612.83,3424.83,13188.0,2024-02-28
PAY000663,EMP00230,2024-03,16612.83,3516.22,13096.61,2024-03-28
PAY000664,EMP00231,2024-01,8930.9,1317.97,7612.93,2024-01-28
PAY000665,EMP00231,2024-02,8930.9,1293.87,7637.03,2024-02-28
PAY000666,EMP00231,2024-03,8930.9,1306.95,7623.95,2024-03-28
PAY000667,EMP00232,2024-01,3764.88,477.93,3286.95,2024-01-28
PAY000668,EMP00232,2024-02,3764.88,520.47,3244.41,2024-02-28
PAY000669,EMP00232,2024-03,3764.88,421.25,3343.63,2024-03-28
PAY000670,EMP00233,2024-01,13577.92,1904.1,11673.82,2024-01-28
PAY000671,EMP00233,2024-02,13577.92,1595.76,11982.16,2024-02-28
PAY000672,EMP00233,2024-03,13577.92,1420.2,12157.72,2024-03-28
PAY000673,EMP00234,2024-01,16719.64,2619.88,14099.76,2024-01-28
PAY000674,EMP00234,2024-02,16719.64,3339.47,13380.17,2024-02-28
PAY000675,EMP00234,2024-03,16719.64,3194.47,13525.17,2024-03-28
PAY000676,EMP00235,2024-01,9771.21,1698.64,8072.57,2024-01-28
PAY000677,EMP00235,2024-02,9771.21,2039.28,7731.93,2024-02-28
PAY000678,EMP00235,2024-03,9771.21,999.4,8771.81,2024-03-28
PAY000679,EMP00236,2024-01,5842.65,689.1,5153.55,2024-01-28
PAY000680,EMP00236,2024-02,5842.65,1243.47,4599.18,2024-02-28
PAY000681,EMP00236,2024-03,5842.65,1011.16,4831.49,2024-03-28
PAY000682,EMP00237,2024-01,9060.45,1749.94,7310.51,2024-01-28
PAY000683,EMP00237,2024-02,9060.45,1164.42,7896.03,2024-02-28
PAY000684,EMP00237,2024-03,9060.45,1038.53,8021.92,2024-03-28
PAY000685,EMP00238,2024-01,6195.81,1094.64,5101.17,2024-01-28
PAY000686,EMP00238,2024-02,6195.81,1082.64,5113.17,2024-02-28
PAY000687,EMP00238,2024-03,6195.81,666.28,5529.53,2024-03-28
PAY000688,EMP00239,2024-01,15468.66,2474.67,12993.99,2024-01-28
PAY000689,EMP00239,2024-02,15468.66,2541.91,12926.75,2024-02-28
PAY000690,EMP00239,2024-03,15468.66,2719.93,12748.73,2024-03-28
PAY000691,EMP00240,2024-01,11413.24,2125.43,9287.81,2024-01-28
PAY000692,EMP00240,2024-02,11413.24,1540.25,9872.99,2024-02-28
PAY000693,EMP00240,2024-03,11413.24,1143.47,10269.77,2024-03-28
PAY000694,EMP00241,2024-01,7968.65,1342.56,6626.09,2024-01-28
PAY000695,EMP00241,2024-02,7968.65,975.98,6992.67,2024-02-28
PAY000696,EMP00241,2024-03,7968.65,1435.84,6532.81,2024-03-28
PAY000697,EMP00242,2024-01,10614.01,1520.7,9093.31,2024-01-28
PAY000698,EMP00242,2024-02,10614.01,2275.73,8338.28,2024-02-28
PAY000699,EMP00242,2024-03,10614.01,1754.39,8859.62,2024-03-28
PAY000700,EMP00243,2024-01,14689.39,2363.74,12325.65,2024-01-28
PAY000701,EMP00243,2024-02,14689.39,1504.78,13184.61,2024-02-28
PAY000702,EMP00243,2024-03,14689.39,3008.38,11681.01,2024-03-28
PAY000703,EMP00244,2024-01,3174.78,464.87,2709.91,2024-01-28
PAY000704,EMP00244,2024-02,3174.78,459.7,2715.08,2024-02-28
PAY000705,EMP00244,2024-03,3174.78,602.19,2572.59,2024-03-28
PAY000706,EMP00245,2024-01,8034.96,868.64,7166.32,2024-01-28
PAY000707,EMP00245,2024-02,8034.96,1035.99,6998.97,2024-02-28
PAY000708,EMP00245,2024-03,8034.96,1437.07,6597.89,2024-03-28
PAY000709,EMP00246,2024-01,4106.79,697.45,3409.34,2024-01-28
PAY000710,EMP00246,2024-02,4106.79,783.58,3323.21,2024-02-28
PAY000711,EMP00246,2024-03,4106.79,476.43,3630.36,2024-03-28
PAY000712,EMP00247,2024-01,7960.64,1119.47,6841.17,2024-01-28
PAY000713,EMP00247,2024-02,7960.64,1410.11,6550.53,2024-02-28
PAY000714,EMP00247,2024-03,7960.64,1589.31,6371.33,2024-03-28
PAY000715,EMP00248,2024-01,13112.58,2854.59,10257.99,2024-01-28
PAY000716,EMP00248,2024-02,13112.58,2064.23,11048.35,2024-02-28
PAY000717,EMP00248,2024-03,13112.58,1598.07,11514.51,2024-03-28
PAY000718,EMP00249,2024-01,4590.22,853.44,3736.78,2024-01-28
PAY000719,EMP00249,2024-02,4590.22,978.78,3611.44,2024-02-28
