invoice_id,po_id,vendor_id,invoice_date,due_date,amount,currency,payment_status
APINV000318,PO000428,VEND00046,2024-07-03,2024-08-17,12031.62,BRL,Paid
APINV000319,PO000431,VEND00101,2023-07-19,2023-09-02,23254.7,BRL,Paid
APINV000320,PO000432,VEND00012,2024-09-13,2024-10-28,8673.93,BRL,Paid
APINV000321,PO000433,VEND00008,2023-06-13,2023-07-28,1333.06,BRL,Paid
APINV000322,PO000434,VEND00073,2024-11-19,2025-01-03,3356.49,BRL,Overdue
APINV000323,PO000435,VEND00146,2024-03-02,2024-04-16,46646.0,BRL,Paid
APINV000324,PO000436,VEND00012,2024-02-19,2024-04-04,29942.51,BRL,Paid
APINV000325,PO000437,VEND00016,2023-01-25,2023-03-11,5299.97,BRL,Paid
APINV000326,PO000440,VEND00142,2023-02-14,2023-03-31,57462.28,BRL,Paid
APINV000327,PO000441,VEND00065,2024-08-10,2024-09-24,25539.94,BRL,Paid
APINV000328,PO000443,VEND00109,2023-11-24,2024-01-08,21614.77,BRL,Open
APINV000329,PO000444,VEND00047,2024-10-12,2024-11-26,20532.93,BRL,Paid
APINV000330,PO000445,VEND00134,2023-11-14,2023-12-29,59801.23,BRL,Open
APINV000331,PO000446,VEND00122,2024-05-16,2024-06-30,7768.6,BRL,Paid
APINV000332,PO000447,VEND00131,2023-09-23,2023-11-07,54365.29,BRL,Paid
APINV000333,PO000448,VEND00074,2024-11-16,2024-12-31,57574.91,BRL,Paid
APINV000334,PO000449,VEND00143,2023-11-08,2023-12-23,23500.98,BRL,Open
APINV000335,PO000450,VEND00085,2024-12-23,2025-02-06,23766.68,BRL,Paid
APINV000336,PO000453,VEND00130,2023-10-27,2023-12-11,2457.64,BRL,Paid
APINV000337,PO000458,VEND00093,2023-10-02,2023-11-16,31344.23,BRL,Paid
APINV000338,PO000459,VEND00023,2024-01-04,2024-02-18,3587.25,BRL,Open
APINV000339,PO000460,VEND00005,2024-10-13,2024-11-27,19898.45,BRL,Paid
APINV000340,PO000461,VEND00120,2023-05-09,2023-06-23,10876.29,BRL,Overdue
APINV000341,PO000462,VEND00097,2024-02-09,2024-03-25,37989.05,BRL,Paid
APINV000342,PO000463,VEND00118,2024-02-24,2024-04-09,52032.1,BRL,Paid
APINV000343,PO000466,VEND00023,2024-05-12,2024-06-26,13129.19,BRL,Open
APINV000344,PO000467,VEND00131,2024-08-06,2024-09-20,39147.11,BRL,Overdue
APINV000345,PO000468,VEND00079,2023-12-27,2024-02-10,2401.42,BRL,Paid
APINV000346,PO000469,VEND00033,2024-07-09,2024-08-23,6163.73,BRL,Paid
APINV000347,PO000470,VEND00035,2024-04-07,2024-05-22,33926.97,BRL,Paid
APINV000348,PO000471,VEND00042,2024-09-24,2024-11-08,54748.21,BRL,Paid
APINV000349,PO000472,VEND00109,2023-12-12,2024-01-26,38182.82,BRL,Paid
APINV000350,PO000473,VEND00053,2023-09-03,2023-10-18,23980.61,BRL,Paid
APINV000351,PO000474,VEND00009,2024-02-03,2024-03-19,38843.94,BRL,Paid
APINV000352,PO000475,VEND00086,2023-02-08,2023-03-25,42352.04,BRL,Paid
APINV000353,PO000476,VEND00092,2023-03-08,2023-04-22,18100.36,BRL,Paid
APINV000354,PO000479,VEND00086,2024-10-22,2024-12-06,17609.53,BRL,Overdue
APINV000355,PO000480,VEND00017,2024-04-13,2024-05-28,24311.68,BRL,Paid
APINV000356,PO000481,VEND00102,2023-07-28,2023-09-11,10223.08,BRL,Paid
APINV000357,PO000482,VEND00088,2024-07-24,2024-09-07,48009.46,BRL,Open
APINV000358,PO000483,VEND00025,2024-09-27,2024-11-11,57647.92,BRL,Paid
APINV000359,PO000484,VEND00106,2024-10-01,2024-11-15,57486.11,BRL,Paid
APINV000360,PO000487,VEND00138,2024-04-05,2024-05-20,8270.87,BRL,Paid
APINV000361,PO000488,VEND00017,2023-09-11,2023-10-26,32691.97,BRL,Overdue
APINV000362,PO000489,VEND00094,2024-07-18,2024-09-01,13393.12,BRL,Paid
APINV000363,PO000490,VEND00069,2024-08-28,2024-10-12,13492.48,BRL,Overdue
APINV000364,PO000491,VEND00100,2024-03-13,2024-04-27,10496.31,BRL,Paid
APINV000365,PO000492,VEND00055,2024-02-29,2024-04-14,12465.25,BRL,Paid
APINV000366,PO000493,VEND00006,2023-03-23,2023-05-07,51231.88,BRL,Overdue
APINV000367,PO000494,VEND00004,2023-06-24,2023-08-08,39035.8,BRL,Paid
APINV000368,PO000495,VEND00117,2023-12-04,2024-01-18,15790.57,BRL,Paid
APINV000369,PO000496,VEND00018,2024-07-05,2024-08-19,57140.85,BRL,Paid
APINV000370,PO000497,VEND00150,2023-04-21,2023-06-05,6902.66,BRL,Paid
APINV000371,PO000498,VEND00090,2024-04-20,2024-06-04,19749.37,BRL,Paid
APINV000372,PO000500,VEND00020,2023-04-05,2023-05-20,41914.03,BRL,Paid
APINV000373,PO000501,VEND00112,2024-04-25,2024-06-09,48654.29,BRL,Overdue
APINV000374,PO000502,VEND00056,2023-05-31,2023-07-15,1285.08,BRL,Paid
APINV000375,PO000503,VEND00081,2024-06-04,2024-07-19,43019.75,BRL,Paid
APINV000376,PO000505,VEND00043,2024-05-23,2024-07-07,50566.49,BRL,Paid
APINV000377,PO000506,VEND00063,2024-10-22,2024-12-06,52795.26,BRL,Paid
APINV000378,PO000507,VEND00027,2023-07-16,2023-08-30,46711.25,BRL,Paid
APINV000379,PO000508,VEND00106,2023-02-07,2023-03-24,11370.44,BRL,Paid
APINV000380,PO000509,VEND00128,2023-12-27,2024-02-10,51664.11,BRL,Paid
APINV000381,PO000512,VEND00015,2023-06-21,2023-08-05,16530.84,BRL,Open
APINV000382,PO000513,VEND00102,2024-06-04,2024-07-19,43918.1,BRL,Open
APINV000383,PO000514,VEND00103,2023-10-09,2023-11-23,48945.9,BRL,Paid
APINV000384,PO000515,VEND00128,2023-04-19,2023-06-03,54471.91,BRL,Paid
APINV000385,PO000516,VEND00002,2024-02-10,2024-03-26,39580.58,BRL,Paid
APINV000386,PO000517,VEND00068,2025-01-06,2025-02-20,14175.09,BRL,Open
APINV000387,PO000518,VEND00008,2024-07-27,2024-09-10,8898.99,BRL,Paid
APINV000388,PO000519,VEND00096,2023-06-04,2023-07-19,24410.32,BRL,Paid
APINV000389,PO000520,VEND00136,2024-02-29,2024-04-14,51030.93,BRL,Open
APINV000390,PO000521,VEND00029,2023-12-06,2024-01-20,45675.16,BRL,Paid
APINV000391,PO000522,VEND00119,2024-03-21,2024-05-05,11569.57,BRL,Overdue
APINV000392,PO000523,VEND00060,2023-07-03,2023-08-17,44419.27,BRL,Paid
APINV000393,PO000524,VEND00134,2023-11-10,2023-12-25,3384.77,BRL,Open
APINV000394,PO000525,VEND00082,2024-04-30,2024-06-14,4708.81,BRL,Paid
APINV000395,PO000526,VEND00012,2023-11-22,2024-01-06,40446.55,BRL,Paid
APINV000396,PO000527,VEND00050,2024-10-17,2024-12-01,23897.49,BRL,Overdue
APINV000397,PO000528,VEND00019,2023-07-23,2023-09-06,3354.38,BRL,Paid
APINV000398,PO000529,VEND00149,2023-04-24,2023-06-08,42520.44,BRL,Paid
APINV000399,PO000530,VEND00136,2023-08-16,2023-09-30,50257.46,BRL,Paid
APINV000400,PO000531,VEND00056,2023-06-28,2023-08-12,23222.91,BRL,Paid
APINV000401,PO000532,VEND00052,2024-11-18,2025-01-02,31483.11,BRL,Paid
APINV000402,PO000535,VEND00116,2024-03-22,2024-05-06,31465.94,BRL,Paid
APINV000403,PO000537,VEND00027,2023-10-24,2023-12-08,29724.83,BRL,Paid
APINV000404,PO000538,VEND00106,2023-03-31,2023-05-15,30608.38,BRL,Paid
APINV000405,PO000539,VEND00064,2024-07-21,2024-09-04,14569.46,BRL,Paid
APINV000406,PO000540,VEND00064,2024-09-05,2024-10-20,13479.51,BRL,Paid
APINV000407,PO000541,VEND00085,2023-04-12,2023-05-27,36519.2,BRL,Open
APINV000408,PO000542,VEND00118,2024-10-24,2024-12-08,25462.21,BRL,Paid
APINV000409,PO000543,VEND00097,2024-08-12,2024-09-26,29409.48,BRL,Paid
APINV000410,PO000544,VEND00023,2023-07-21,2023-09-04,35856.66,BRL,Paid
APINV000411,PO000545,VEND00121,2025-01-10,2025-02-24,2324.32,BRL,Paid
APINV000412,PO000546,VEND00127,2023-04-15,2023-05-30,8948.72,BRL,Paid
APINV000413,PO000547,VEND00003,2023-12-26,2024-02-09,4298.81,BRL,Paid
APINV000414,PO000548,VEND00080,2024-11-15,2024-12-30,31481.8,BRL,Paid
APINV000415,PO000549,VEND00111,2024-03-12,2024-04-26,52832.03,BRL,Paid
APINV000416,PO000550,VEND00130,2024-09-13,2024-10-28,56887.98,BRL,Paid
APINV000417,PO000551,VEND00026,2024-03-27,2024-05-11,52170.84,BRL,Paid
APINV000418,PO000552,VEND00028,2023-06-01,2023-07-16,36449.48,BRL,Open
APINV000419,PO000553,VEND00087,2024-02-20,2024-04-05,37769.49,BRL,Paid
APINV000420,PO000554,VEND00145,2023-07-19,2023-09-02,43727.02,BRL,Paid
APINV000421,PO000555,VEND00142,2024-05-22,2024-07-06,36195.47,BRL,Paid
APINV000422,PO000556,VEND00040,2024-12-02,2025-01-16,23742.25,BRL,Paid
APINV000423,PO000557,VEND00072,2024-09-14,2024-10-29,31839.97,BRL,Overdue
APINV000424,PO000558,VEND00082,2024-10-03,2024-11-17,49764.34,BRL,Paid
APINV000425,PO000559,VEND00053,2024-11-02,2024-12-17,29076.28,BRL,Paid
APINV000426,PO000560,VEND00041,2024-02-07,2024-03-23,52787.41,BRL,Paid
APINV000427,PO000561,VEND00027,2024-12-11,2025-01-25,6498.21,BRL,Paid
APINV000428,PO000562,VEND00100,2023-11-12,2023-12-27,53921.17,BRL,Open
APINV000429,PO000563,VEND00052,2023-01-26,2023-03-12,31800.61,BRL,Paid
APINV000430,PO000564,VEND00009,2024-03-17,2024-05-01,42160.93,BRL,Paid
APINV000431,PO000566,VEND00079,2023-10-29,2023-12-13,47583.78,BRL,Paid
APINV000432,PO000568,VEND00043,2024-03-16,2024-04-30,26103.87,BRL,Paid
APINV000433,PO000569,VEND00107,2023-05-12,2023-06-26,54695.04,BRL,Paid
APINV000434,PO000570,VEND00041,2023-01-24,2023-03-10,16210.49,BRL,Paid
APINV000435,PO000571,VEND00018,2024-09-10,2024-10-25,35101.24,BRL,Paid
APINV000436,PO000572,VEND00103,2024-04-05,2024-05-20,23126.76,BRL,Paid
APINV000437,PO000573,VEND00121,2023-12-04,2024-01-18,25121.86,BRL,Paid
APINV000438,PO000575,VEND00050,2024-02-28,2024-04-13,39442.98,BRL,Paid
APINV000439,PO000576,VEND00089,2024-01-14,2024-02-28,34315.54,BRL,Paid
APINV000440,PO000577,VEND00072,2023-07-18,2023-09-01,45543.34,BRL,Paid
APINV000441,PO000578,VEND00034,2024-02-17,2024-04-02,11544.46,BRL,Paid
APINV000442,PO000579,VEND00012,2023-12-19,2024-02-02,15972.88,BRL,Paid
APINV000443,PO000580,VEND00139,2024-09-23,2024-11-07,46677.47,BRL,Paid
APINV000444,PO000582,VEND00018,2023-02-12,2023-03-29,51444.94,BRL,Paid
APINV000445,PO000583,VEND00077,2024-04-06,2024-05-21,27349.1,BRL,Paid
APINV000446,PO000584,VEND00120,2024-01-21,2024-03-06,6916.44,BRL,Paid
APINV000447,PO000585,VEND00014,2023-09-23,2023-11-07,48250.37,BRL,Paid
APINV000448,PO000586,VEND00045,2025-01-06,2025-02-20,10483.54,BRL,Overdue
APINV000449,PO000587,VEND00022,2024-08-25,2024-10-09,48457.79,BRL,Open
APINV000450,PO000588,VEND00132,2023-07-19,2023-09-02,55625.85,BRL,Paid
APINV000451,PO000589,VEND00008,2024-01-08,2024-02-22,16522.43,BRL,Paid
APINV000452,PO000590,VEND00106,2024-04-08,2024-05-23,43745.19,BRL,Overdue
APINV000453,PO000591,VEND00146,2024-12-24,2025-02-07,37223.97,BRL,Paid
APINV000454,PO000592,VEND00047,2023-07-20,2023-09-03,56797.24,BRL,Open
APINV000455,PO000593,VEND00024,2023-09-11,2023-10-26,26899.35,BRL,Paid
APINV000456,PO000595,VEND00042,2024-10-05,2024-11-19,12490.04,BRL,Open
APINV000457,PO000596,VEND00041,2024-06-15,2024-07-30,37296.21,BRL,Paid
APINV000458,PO000597,VEND00045,2023-07-22,2023-09-05,15116.14,BRL,Paid
APINV000459,PO000598,VEND00084,2023-12-27,2024-02-10,6123.73,BRL,Paid
APINV000460,PO000599,VEND00147,2023-06-27,2023-08-11,21834.53,BRL,Paid
