document_number,line_item,gl_account,debit_credit_indicator,amount,cost_center,profit_center,order_id
JE0000542,2,500000,C,892.23,,PC004,ORD001404
JE0000543,1,110000,D,1594.41,,PC011,ORD001187
JE0000543,2,500000,C,1594.41,,PC011,ORD001187
JE0000544,1,110000,D,519.36,,PC003,ORD002235
JE0000544,2,500000,C,519.36,,PC003,ORD002235
JE0000545,1,110000,D,987.45,,PC005,ORD001224
JE0000545,2,500000,C,987.45,,PC005,ORD001224
JE0000546,1,110000,D,940.62,,PC006,ORD002096
JE0000546,2,500000,C,940.62,,PC006,ORD002096
JE0000547,1,110000,D,635.64,,PC002,ORD002608
JE0000547,2,500000,C,635.64,,PC002,ORD002608
JE0000548,1,110000,D,245.6,,PC007,ORD002083
JE0000548,2,500000,C,245.6,,PC007,ORD002083
JE0000549,1,110000,D,144.97,,PC014,ORD001919
JE0000549,2,500000,C,144.97,,PC014,ORD001919
JE0000550,1,110000,D,347.14,,PC011,ORD002175
JE0000550,2,500000,C,347.14,,PC011,ORD002175
JE0000551,1,110000,D,361.57,,PC015,ORD002915
JE0000551,2,500000,C,361.57,,PC015,ORD002915
JE0000552,1,110000,D,920.67,,PC013,ORD001142
JE0000552,2,500000,C,920.67,,PC013,ORD001142
JE0000553,1,110000,D,731.22,,PC015,ORD002630
JE0000553,2,500000,C,731.22,,PC015,ORD002630
JE0000554,1,110000,D,647.25,,PC002,ORD002966
JE0000554,2,500000,C,647.25,,PC002,ORD002966
JE0000555,1,110000,D,1897.71,,PC006,ORD002372
JE0000555,2,500000,C,1897.71,,PC006,ORD002372
JE0000556,1,110000,D,962.2,,PC009,ORD000276
JE0000556,2,500000,C,962.2,,PC009,ORD000276
JE0000557,1,110000,D,413.69,,PC011,ORD001297
JE0000557,2,500000,C,413.69,,PC011,ORD001297
JE0000558,1,110000,D,1668.01,,PC005,ORD002171
JE0000558,2,500000,C,1668.01,,PC005,ORD002171
JE0000559,1,110000,D,296.02,,PC001,ORD001562
JE0000559,2,500000,C,296.02,,PC001,ORD001562
JE0000560,1,110000,D,1653.66,,PC008,ORD001843
JE0000560,2,500000,C,1653.66,,PC008,ORD001843
JE0000561,1,110000,D,923.47,,PC001,ORD001408
JE0000561,2,500000,C,923.47,,PC001,ORD001408
JE0000562,1,110000,D,342.11,,PC004,ORD001645
JE0000562,2,500000,C,342.11,,PC004,ORD001645
JE0000563,1,110000,D,801.3,,PC012,ORD001971
JE0000563,2,500000,C,801.3,,PC012,ORD001971
JE0000564,1,110000,D,175.02,,PC014,ORD001593
JE0000564,2,500000,C,175.02,,PC014,ORD001593
JE0000565,1,110000,D,968.06,,PC001,ORD001370
JE0000565,2,500000,C,968.06,,PC001,ORD001370
JE0000566,1,110000,D,499.32,,PC003,ORD001323
JE0000566,2,500000,C,499.32,,PC003,ORD001323
JE0000567,1,110000,D,813.56,,PC007,ORD001605
JE0000567,2,500000,C,813.56,,PC007,ORD001605
JE0000568,1,110000,D,526.3,,PC003,ORD000867
JE0000568,2,500000,C,526.3,,PC003,ORD000867
JE0000569,1,110000,D,838.18,,PC008,ORD000946
JE0000569,2,500000,C,838.18,,PC008,ORD000946
JE0000570,1,110000,D,1462.31,,PC006,ORD001300
JE0000570,2,500000,C,1462.31,,PC006,ORD001300
JE0000571,1,110000,D,826.54,,PC009,ORD000980
JE0000571,2,500000,C,826.54,,PC009,ORD000980
JE0000572,1,110000,D,1649.92,,PC015,ORD001856
JE0000572,2,500000,C,1649.92,,PC015,ORD001856
JE0000573,1,110000,D,1281.46,,PC015,ORD000222
JE0000573,2,500000,C,1281.46,,PC015,ORD000222
JE0000574,1,110000,D,2497.02,,PC011,ORD001994
JE0000574,2,500000,C,2497.02,,PC011,ORD001994
JE0000575,1,110000,D,50.36,,PC014,ORD000922
JE0000575,2,500000,C,50.36,,PC014,ORD000922
JE0000576,1,110000,D,830.54,,PC008,ORD001433
JE0000576,2,500000,C,830.54,,PC008,ORD001433
JE0000577,1,110000,D,396.93,,PC002,ORD001074
JE0000577,2,500000,C,396.93,,PC002,ORD001074
JE0000578,1,110000,D,936.76,,PC003,ORD001895
JE0000578,2,500000,C,936.76,,PC003,ORD001895
JE0000579,1,110000,D,1199.97,,PC015,ORD002393
JE0000579,2,500000,C,1199.97,,PC015,ORD002393
JE0000580,1,110000,D,1063.15,,PC003,ORD000138
JE0000580,2,500000,C,1063.15,,PC003,ORD000138
JE0000581,1,110000,D,575.28,,PC001,ORD002578
JE0000581,2,500000,C,575.28,,PC001,ORD002578
JE0000582,1,110000,D,156.84,,PC010,ORD001364
JE0000582,2,500000,C,156.84,,PC010,ORD001364
JE0000583,1,110000,D,2551.37,,PC003,ORD002831
JE0000583,2,500000,C,2551.37,,PC003,ORD002831
JE0000584,1,110000,D,310.99,,PC004,ORD002504
JE0000584,2,500000,C,310.99,,PC004,ORD002504
JE0000585,1,110000,D,598.01,,PC005,ORD001029
JE0000585,2,500000,C,598.01,,PC005,ORD001029
JE0000586,1,110000,D,580.27,,PC006,ORD000603
JE0000586,2,500000,C,580.27,,PC006,ORD000603
JE0000587,1,110000,D,629.48,,PC013,ORD002701
JE0000587,2,500000,C,629.48,,PC013,ORD002701
JE0000588,1,110000,D,794.21,,PC002,ORD000837
JE0000588,2,500000,C,794.21,,PC002,ORD000837
JE0000589,1,110000,D,66.09,,PC011,ORD001837
JE0000589,2,500000,C,66.09,,PC011,ORD001837
JE0000590,1,110000,D,1202.43,,PC006,ORD001001
JE0000590,2,500000,C,1202.43,,PC006,ORD001001
JE0000591,1,110000,D,2234.94,,PC012,ORD001818
JE0000591,2,500000,C,2234.94,,PC012,ORD001818
JE0000592,1,110000,D,880.93,,PC003,ORD002100
JE0000592,2,500000,C,880.93,,PC003,ORD002100
JE0000593,1,110000,D,1254.54,,PC007,ORD002184
JE0000593,2,500000,C,1254.54,,PC007,ORD002184
JE0000594,1,110000,D,538.34,,PC012,ORD001040
JE0000594,2,500000,C,538.34,,PC012,ORD001040
JE0000595,1,110000,D,1328.38,,PC010,ORD000440
JE0000595,2,500000,C,1328.38,,PC010,ORD000440
JE0000596,1,110000,D,617.14,,PC004,ORD002496
JE0000596,2,500000,C,617.14,,PC004,ORD002496
JE0000597,1,110000,D,990.3,,PC010,ORD000095
JE0000597,2,500000,C,990.3,,PC010,ORD000095
JE0000598,1,110000,D,569.66,,PC013,ORD002743
JE0000598,2,500000,C,569.66,,PC013,ORD002743
JE0000599,1,110000,D,34.73,,PC008,ORD002000
JE0000599,2,500000,C,34.73,,PC008,ORD002000
JE0000600,1,110000,D,197.31,,PC007,ORD001179
JE0000600,2,500000,C,197.31,,PC007,ORD001179
JE0000601,1,110000,D,1000.7,,PC013,ORD000269
JE0000601,2,500000,C,1000.7,,PC013,ORD000269
JE0000602,1,110000,D,783.25,,PC007,ORD000033
JE0000602,2,500000,C,783.25,,PC007,ORD000033
JE0000603,1,110000,D,945.4,,PC003,ORD000200
JE0000603,2,500000,C,945.4,,PC003,ORD000200
JE0000604,1,110000,D,611.79,,PC012,ORD001489
JE0000604,2,500000,C,611.79,,PC012,ORD001489
JE0000605,1,110000,D,2246.62,,PC008,ORD000229
JE0000605,2,500000,C,2246.62,,PC008,ORD000229
JE0000606,1,110000,D,604.53,,PC012,ORD001139
JE0000606,2,500000,C,604.53,,PC012,ORD001139
JE0000607,1,110000,D,897.21,,PC015,ORD001610
JE0000607,2,500000,C,897.21,,PC015,ORD001610
JE0000608,1,110000,D,226.35,,PC008,ORD000303
JE0000608,2,500000,C,226.35,,PC008,ORD000303
JE0000609,1,110000,D,262.73,,PC007,ORD001550
JE0000609,2,500000,C,262.73,,PC007,ORD001550
JE0000610,1,110000,D,1670.35,,PC011,ORD001938
JE0000610,2,500000,C,1670.35,,PC011,ORD001938
JE0000611,1,110000,D,1455.38,,PC010,ORD002665
JE0000611,2,500000,C,1455.38,,PC010,ORD002665
JE0000612,1,110000,D,184.29,,PC005,ORD000135
JE0000612,2,500000,C,184.29,,PC005,ORD000135
JE0000613,1,110000,D,551.69,,PC001,ORD002799
JE0000613,2,500000,C,551.69,,PC001,ORD002799
JE0000614,1,110000,D,297.24,,PC003,ORD000809
JE0000614,2,500000,C,297.24,,PC003,ORD000809
JE0000615,1,110000,D,942.79,,PC001,ORD000680
JE0000615,2,500000,C,942.79,,PC001,ORD000680
JE0000616,1,110000,D,278.32,,PC005,ORD001957
JE0000616,2,500000,C,278.32,,PC005,ORD001957
JE0000617,1,110000,D,573.54,,PC011,ORD000841
JE0000617,2,500000,C,573.54,,PC011,ORD000841
JE0000618,1,110000,D,1640.85,,PC014,ORD000481
JE0000618,2,500000,C,1640.85,,PC014,ORD000481
JE0000619,1,110000,D,672.14,,PC008,ORD002379
JE0000619,2,500000,C,672.14,,PC008,ORD002379
JE0000620,1,110000,D,738.6,,PC006,ORD001708
JE0000620,2,500000,C,738.6,,PC006,ORD001708
JE0000621,1,110000,D,1383.19,,PC001,ORD002749
JE0000621,2,500000,C,1383.19,,PC001,ORD002749
JE0000622,1,110000,D,704.66,,PC002,ORD002544
JE0000622,2,500000,C,704.66,,PC002,ORD002544
JE0000623,1,110000,D,159.71,,PC014,ORD000689
JE0000623,2,500000,C,159.71,,PC014,ORD000689
JE0000624,1,110000,D,574.11,,PC015,ORD001604
JE0000624,2,500000,C,574.11,,PC015,ORD001604
JE0000625,1,110000,D,1628.49,,PC001,ORD000686
JE0000625,2,500000,C,1628.49,,PC001,ORD000686
JE0000626,1,110000,D,1424.18,,PC010,ORD001436
JE0000626,2,500000,C,1424.18,,PC010,ORD001436
JE0000627,1,110000,D,1440.47,,PC002,ORD000288
JE0000627,2,500000,C,1440.47,,PC002,ORD000288
JE0000628,1,110000,D,1276.79,,PC012,ORD000703
JE0000628,2,500000,C,1276.79,,PC012,ORD000703
JE0000629,1,110000,D,564.27,,PC012,ORD000502
JE0000629,2,500000,C,564.27,,PC012,ORD000502
JE0000630,1,110000,D,355.91,,PC003,ORD000120
JE0000630,2,500000,C,355.91,,PC003,ORD000120
JE0000631,1,110000,D,183.63,,PC013,ORD000365
JE0000631,2,500000,C,183.63,,PC013,ORD000365
JE0000632,1,110000,D,680.34,,PC009,ORD002435
JE0000632,2,500000,C,680.34,,PC009,ORD002435
JE0000633,1,110000,D,917.73,,PC003,ORD000558
JE0000633,2,500000,C,917.73,,PC003,ORD000558
JE0000634,1,110000,D,265.37,,PC015,ORD001317
JE0000634,2,500000,C,265.37,,PC015,ORD001317
JE0000635,1,110000,D,333.15,,PC013,ORD000562
JE0000635,2,500000,C,333.15,,PC013,ORD000562
JE0000636,1,110000,D,827.96,,PC010,ORD002143
JE0000636,2,500000,C,827.96,,PC010,ORD002143
JE0000637,1,110000,D,1419.66,,PC014,ORD001152
JE0000637,2,500000,C,1419.66,,PC014,ORD001152
JE0000638,1,110000,D,1069.57,,PC005,ORD001556
JE0000638,2,500000,C,1069.57,,PC005,ORD001556
JE0000639,1,110000,D,397.08,,PC003,ORD001978
JE0000639,2,500000,C,397.08,,PC003,ORD001978
JE0000640,1,110000,D,834.26,,PC012,ORD002599
JE0000640,2,500000,C,834.26,,PC012,ORD002599
JE0000641,1,110000,D,1589.74,,PC010,ORD002229
JE0000641,2,500000,C,1589.74,,PC010,ORD002229
JE0000642,1,110000,D,1655.38,,PC003,ORD002280
JE0000642,2,500000,C,1655.38,,PC003,ORD002280
JE0000643,1,110000,D,1124.31,,PC013,ORD002307
JE0000643,2,500000,C,1124.31,,PC013,ORD002307
JE0000644,1,110000,D,1190.61,,PC006,ORD000667
JE0000644,2,500000,C,1190.61,,PC006,ORD000667
JE0000645,1,110000,D,1614.65,,PC013,ORD002793
JE0000645,2,500000,C,1614.65,,PC013,ORD002793
JE0000646,1,110000,D,730.25,,PC001,ORD000725
JE0000646,2,500000,C,730.25,,PC001,ORD000725
JE0000647,1,110000,D,834.16,,PC014,ORD000574
JE0000647,2,500000,C,834.16,,PC014,ORD000574
JE0000648,1,110000,D,142.56,,PC003,ORD002806
JE0000648,2,500000,C,142.56,,PC003,ORD002806
JE0000649,1,110000,D,1059.49,,PC007,ORD001121
JE0000649,2,500000,C,1059.49,,PC007,ORD001121
JE0000650,1,110000,D,446.55,,PC011,ORD000234
JE0000650,2,500000,C,446.55,,PC011,ORD000234
JE0000651,1,110000,D,588.83,,PC011,ORD000907
JE0000651,2,500000,C,588.83,,PC011,ORD000907
JE0000652,1,110000,D,1341.39,,PC009,ORD000342
JE0000652,2,500000,C,1341.39,,PC009,ORD000342
JE0000653,1,110000,D,1134.99,,PC012,ORD001189
JE0000653,2,500000,C,1134.99,,PC012,ORD001189
JE0000654,1,110000,D,45.38,,PC013,ORD000083
JE0000654,2,500000,C,45.38,,PC013,ORD000083
JE0000655,1,110000,D,459.99,,PC009,ORD002777
JE0000655,2,500000,C,459.99,,PC009,ORD002777
JE0000656,1,110000,D,302.46,,PC006,ORD000189
JE0000656,2,500000,C,302.46,,PC006,ORD000189
JE0000657,1,110000,D,775.02,,PC013,ORD001672
JE0000657,2,500000,C,775.02,,PC013,ORD001672
JE0000658,1,110000,D,1148.36,,PC009,ORD000550
JE0000658,2,500000,C,1148.36,,PC009,ORD000550
JE0000659,1,110000,D,336.4,,PC014,ORD000805
JE0000659,2,500000,C,336.4,,PC014,ORD000805
JE0000660,1,110000,D,887.12,,PC014,ORD002397
JE0000660,2,500000,C,887.12,,PC014,ORD002397
JE0000661,1,110000,D,1737.57,,PC012,ORD002553
JE0000661,2,500000,C,1737.57,,PC012,ORD002553
JE0000662,1,110000,D,30.81,,PC001,ORD002203
JE0000662,2,500000,C,30.81,,PC001,ORD002203
JE0000663,1,110000,D,745.74,,PC010,ORD002792
JE0000663,2,500000,C,745.74,,PC010,ORD002792
JE0000664,1,110000,D,1751.38,,PC013,ORD000544
JE0000664,2,500000,C,1751.38,,PC013,ORD000544
JE0000665,1,110000,D,854.92,,PC004,ORD000478
JE0000665,2,500000,C,854.92,,PC004,ORD000478
JE0000666,1,110000,D,765.84,,PC007,ORD002304
JE0000666,2,500000,C,765.84,,PC007,ORD002304
JE0000667,1,110000,D,669.11,,PC002,ORD000817
JE0000667,2,500000,C,669.11,,PC002,ORD000817
JE0000668,1,110000,D,888.71,,PC009,ORD002753
JE0000668,2,500000,C,888.71,,PC009,ORD002753
JE0000669,1,110000,D,1808.95,,PC013,ORD000398
JE0000669,2,500000,C,1808.95,,PC013,ORD000398
JE0000670,1,110000,D,149.05,,PC006,ORD000935
JE0000670,2,500000,C,149.05,,PC006,ORD000935
JE0000671,1,110000,D,899.49,,PC012,ORD000655
JE0000671,2,500000,C,899.49,,PC012,ORD000655
JE0000672,1,110000,D,647.4,,PC008,ORD002269
JE0000672,2,500000,C,647.4,,PC008,ORD002269
JE0000673,1,110000,D,259.11,,PC007,ORD000708
JE0000673,2,500000,C,259.11,,PC007,ORD000708
JE0000674,1,110000,D,230.05,,PC003,ORD001010
JE0000674,2,500000,C,230.05,,PC003,ORD001010
JE0000675,1,110000,D,198.02,,PC003,ORD002018
JE0000675,2,500000,C,198.02,,PC003,ORD002018
JE0000676,1,110000,D,961.61,,PC013,ORD000251
JE0000676,2,500000,C,961.61,,PC013,ORD000251
JE0000677,1,110000,D,1695.82,,PC012,ORD000974
JE0000677,2,500000,C,1695.82,,PC012,ORD000974
JE0000678,1,110000,D,53.74,,PC015,ORD001225
JE0000678,2,500000,C,53.74,,PC015,ORD001225
JE0000679,1,110000,D,1140.11,,PC007,ORD000786
JE0000679,2,500000,C,1140.11,,PC007,ORD000786
JE0000680,1,110000,D,1170.92,,PC006,ORD000281
JE0000680,2,500000,C,1170.92,,PC006,ORD000281
JE0000681,1,110000,D,945.04,,PC005,ORD002857
JE0000681,2,500000,C,945.04,,PC005,ORD002857
JE0000682,1,110000,D,301.3,,PC013,ORD001478
JE0000682,2,500000,C,301.3,,PC013,ORD001478
JE0000683,1,110000,D,801.03,,PC015,ORD002974
JE0000683,2,500000,C,801.03,,PC015,ORD002974
JE0000684,1,110000,D,1060.18,,PC003,ORD000792
JE0000684,2,500000,C,1060.18,,PC003,ORD000792
JE0000685,1,110000,D,335.37,,PC002,ORD002346
JE0000685,2,500000,C,335.37,,PC002,ORD002346
JE0000686,1,110000,D,703.33,,PC014,ORD000778
JE0000686,2,500000,C,703.33,,PC014,ORD000778
JE0000687,1,110000,D,929.84,,PC012,ORD000675
JE0000687,2,500000,C,929.84,,PC012,ORD000675
JE0000688,1,110000,D,646.05,,PC010,ORD001790
JE0000688,2,500000,C,646.05,,PC010,ORD001790
JE0000689,1,110000,D,557.73,,PC009,ORD001218
JE0000689,2,500000,C,557.73,,PC009,ORD001218
JE0000690,1,110000,D,392.24,,PC009,ORD000938
JE0000690,2,500000,C,392.24,,PC009,ORD000938
JE0000691,1,110000,D,714.81,,PC012,ORD000430
JE0000691,2,500000,C,714.81,,PC012,ORD000430
JE0000692,1,110000,D,1165.3,,PC014,ORD001013
JE0000692,2,500000,C,1165.3,,PC014,ORD001013
JE0000693,1,110000,D,93.42,,PC013,ORD001654
JE0000693,2,500000,C,93.42,,PC013,ORD001654
JE0000694,1,110000,D,1677.51,,PC009,ORD001711
JE0000694,2,500000,C,1677.51,,PC009,ORD001711
JE0000695,1,110000,D,1317.22,,PC001,ORD000556
JE0000695,2,500000,C,1317.22,,PC001,ORD000556
JE0000696,1,110000,D,1522.04,,PC007,ORD000187
JE0000696,2,500000,C,1522.04,,PC007,ORD000187
JE0000697,1,110000,D,618.05,,PC012,ORD000167
JE0000697,2,500000,C,618.05,,PC012,ORD000167
JE0000698,1,110000,D,786.36,,PC011,ORD000995
JE0000698,2,500000,C,786.36,,PC011,ORD000995
JE0000699,1,110000,D,880.33,,PC001,ORD001237
JE0000699,2,500000,C,880.33,,PC001,ORD001237
JE0000700,1,110000,D,255.63,,PC013,ORD000477
JE0000700,2,500000,C,255.63,,PC013,ORD000477
JE0000701,1,110000,D,443.32,,PC014,ORD001027
JE0000701,2,500000,C,443.32,,PC014,ORD001027
JE0000702,1,110000,D,872.18,,PC011,ORD001761
JE0000702,2,500000,C,872.18,,PC011,ORD001761
JE0000703,1,110000,D,2037.52,,PC006,ORD001808
JE0000703,2,500000,C,2037.52,,PC006,ORD001808
JE0000704,1,110000,D,988.13,,PC015,ORD000057
JE0000704,2,500000,C,988.13,,PC015,ORD000057
JE0000705,1,110000,D,1241.05,,PC013,ORD000209
JE0000705,2,500000,C,1241.05,,PC013,ORD000209
JE0000706,1,110000,D,642.56,,PC005,ORD002511
JE0000706,2,500000,C,642.56,,PC005,ORD002511
JE0000707,1,110000,D,709.4,,PC014,ORD002380
JE0000707,2,500000,C,709.4,,PC014,ORD002380
JE0000708,1,110000,D,1022.85,,PC007,ORD002506
JE0000708,2,500000,C,1022.85,,PC007,ORD002506
JE0000709,1,110000,D,652.36,,PC005,ORD001498
JE0000709,2,500000,C,652.36,,PC005,ORD001498
JE0000710,1,110000,D,789.51,,PC010,ORD000426
JE0000710,2,500000,C,789.51,,PC010,ORD000426
JE0000711,1,110000,D,74.53,,PC015,ORD002645
JE0000711,2,500000,C,74.53,,PC015,ORD002645
JE0000712,1,110000,D,649.86,,PC003,ORD001559
JE0000712,2,500000,C,649.86,,PC003,ORD001559
JE0000713,1,110000,D,375.05,,PC006,ORD000242
JE0000713,2,500000,C,375.05,,PC006,ORD000242
JE0000714,1,110000,D,164.68,,PC002,ORD002757
JE0000714,2,500000,C,164.68,,PC002,ORD002757
JE0000715,1,110000,D,719.1,,PC004,ORD001570
JE0000715,2,500000,C,719.1,,PC004,ORD001570
JE0000716,1,110000,D,211.07,,PC015,ORD000570
JE0000716,2,500000,C,211.07,,PC015,ORD000570
JE0000717,1,110000,D,354.33,,PC006,ORD001267
JE0000717,2,500000,C,354.33,,PC006,ORD001267
JE0000718,1,110000,D,195.95,,PC006,ORD002194
JE0000718,2,500000,C,195.95,,PC006,ORD002194
JE0000719,1,110000,D,1317.15,,PC014,ORD002247
JE0000719,2,500000,C,1317.15,,PC014,ORD002247
JE0000720,1,110000,D,143.57,,PC009,ORD002048
JE0000720,2,500000,C,143.57,,PC009,ORD002048
JE0000721,1,110000,D,113.98,,PC013,ORD002881
JE0000721,2,500000,C,113.98,,PC013,ORD002881
JE0000722,1,110000,D,735.73,,PC013,ORD002532
JE0000722,2,500000,C,735.73,,PC013,ORD002532
JE0000723,1,110000,D,931.11,,PC013,ORD001174
JE0000723,2,500000,C,931.11,,PC013,ORD001174
JE0000724,1,110000,D,668.97,,PC005,ORD002283
JE0000724,2,500000,C,668.97,,PC005,ORD002283
JE0000725,1,110000,D,556.24,,PC013,ORD001557
JE0000725,2,500000,C,556.24,,PC013,ORD001557
JE0000726,1,110000,D,809.07,,PC007,ORD001178
JE0000726,2,500000,C,809.07,,PC007,ORD001178
JE0000727,1,110000,D,540.45,,PC003,ORD002619
JE0000727,2,500000,C,540.45,,PC003,ORD002619
JE0000728,1,110000,D,213.73,,PC002,ORD002654
JE0000728,2,500000,C,213.73,,PC002,ORD002654
JE0000729,1,110000,D,1743.93,,PC004,ORD001930
JE0000729,2,500000,C,1743.93,,PC004,ORD001930
JE0000730,1,110000,D,923.14,,PC003,ORD000651
JE0000730,2,500000,C,923.14,,PC003,ORD000651
JE0000731,1,110000,D,307.28,,PC004,ORD002634
JE0000731,2,500000,C,307.28,,PC004,ORD002634
JE0000732,1,110000,D,861.21,,PC013,ORD001518
JE0000732,2,500000,C,861.21,,PC013,ORD001518
JE0000733,1,110000,D,1553.37,,PC005,ORD001017
JE0000733,2,500000,C,1553.37,,PC005,ORD001017
JE0000734,1,110000,D,893.65,,PC010,ORD001501
JE0000734,2,500000,C,893.65,,PC010,ORD001501
JE0000735,1,110000,D,2049.16,,PC007,ORD001460
JE0000735,2,500000,C,2049.16,,PC007,ORD001460
JE0000736,1,110000,D,530.13,,PC003,ORD001231
JE0000736,2,500000,C,530.13,,PC003,ORD001231
JE0000737,1,110000,D,408.81,,PC006,ORD000560
JE0000737,2,500000,C,408.81,,PC006,ORD000560
JE0000738,1,110000,D,2152.13,,PC007,ORD001409
JE0000738,2,500000,C,2152.13,,PC007,ORD001409
JE0000739,1,110000,D,1865.12,,PC002,ORD001974
JE0000739,2,500000,C,1865.12,,PC002,ORD001974
JE0000740,1,110000,D,1534.48,,PC007,ORD000738
JE0000740,2,500000,C,1534.48,,PC007,ORD000738
JE0000741,1,110000,D,133.79,,PC007,ORD002564
JE0000741,2,500000,C,133.79,,PC007,ORD002564
JE0000742,1,110000,D,62.55,,PC011,ORD001745
JE0000742,2,500000,C,62.55,,PC011,ORD001745
JE0000743,1,110000,D,798.61,,PC009,ORD001295
JE0000743,2,500000,C,798.61,,PC009,ORD001295
JE0000744,1,110000,D,418.36,,PC011,ORD000826
JE0000744,2,500000,C,418.36,,PC011,ORD000826
JE0000745,1,110000,D,780.06,,PC003,ORD000624
JE0000745,2,500000,C,780.06,,PC003,ORD000624
JE0000746,1,110000,D,1659.5,,PC013,ORD000220
JE0000746,2,500000,C,1659.5,,PC013,ORD000220
JE0000747,1,110000,D,1375.4,,PC013,ORD000258
JE0000747,2,500000,C,1375.4,,PC013,ORD000258
JE0000748,1,110000,D,880.79,,PC015,ORD001282
JE0000748,2,500000,C,880.79,,PC015,ORD001282
JE0000749,1,110000,D,840.03,,PC007,ORD002775
JE0000749,2,500000,C,840.03,,PC007,ORD002775
JE0000750,1,110000,D,745.52,,PC009,ORD000926
JE0000750,2,500000,C,745.52,,PC009,ORD000926
JE0000751,1,110000,D,1557.14,,PC015,ORD000217
JE0000751,2,500000,C,1557.14,,PC015,ORD000217
JE0000752,1,110000,D,857.15,,PC007,ORD000511
JE0000752,2,500000,C,857.15,,PC007,ORD000511
JE0000753,1,110000,D,357.13,,PC008,ORD002367
JE0000753,2,500000,C,357.13,,PC008,ORD002367
JE0000754,1,110000,D,172.09,,PC014,ORD001588
JE0000754,2,500000,C,172.09,,PC014,ORD001588
JE0000755,1,110000,D,1313.07,,PC012,ORD000593
JE0000755,2,500000,C,1313.07,,PC012,ORD000593
JE0000756,1,110000,D,1112.59,,PC004,ORD000493
JE0000756,2,500000,C,1112.59,,PC004,ORD000493
JE0000757,1,110000,D,1425.02,,PC014,ORD000332
JE0000757,2,500000,C,1425.02,,PC014,ORD000332
JE0000758,1,110000,D,770.93,,PC015,ORD002829
JE0000758,2,500000,C,770.93,,PC015,ORD002829
JE0000759,1,110000,D,225.3,,PC011,ORD002216
JE0000759,2,500000,C,225.3,,PC011,ORD002216
JE0000760,1,110000,D,1062.98,,PC006,ORD000415
JE0000760,2,500000,C,1062.98,,PC006,ORD000415
JE0000761,1,110000,D,477.09,,PC014,ORD002132
JE0000761,2,500000,C,477.09,,PC014,ORD002132
JE0000762,1,110000,D,1188.98,,PC004,ORD001045
JE0000762,2,500000,C,1188.98,,PC004,ORD001045
JE0000763,1,110000,D,743.34,,PC012,ORD001908
JE0000763,2,500000,C,743.34,,PC012,ORD001908
JE0000764,1,110000,D,1762.28,,PC001,ORD000645
JE0000764,2,500000,C,1762.28,,PC001,ORD000645
JE0000765,1,110000,D,111.81,,PC011,ORD001823
JE0000765,2,500000,C,111.81,,PC011,ORD001823
JE0000766,1,110000,D,610.5,,PC015,ORD001039
JE0000766,2,500000,C,610.5,,PC015,ORD001039
JE0000767,1,110000,D,519.06,,PC008,ORD001508
JE0000767,2,500000,C,519.06,,PC008,ORD001508
JE0000768,1,110000,D,152.38,,PC012,ORD002271
JE0000768,2,500000,C,152.38,,PC012,ORD002271
JE0000769,1,110000,D,891.03,,PC010,ORD000639
JE0000769,2,500000,C,891.03,,PC010,ORD000639
JE0000770,1,110000,D,196.24,,PC007,ORD000944
JE0000770,2,500000,C,196.24,,PC007,ORD000944
JE0000771,1,110000,D,602.67,,PC008,ORD002615
JE0000771,2,500000,C,602.67,,PC008,ORD002615
JE0000772,1,110000,D,172.93,,PC015,ORD002585
JE0000772,2,500000,C,172.93,,PC015,ORD002585
JE0000773,1,110000,D,618.97,,PC015,ORD000195
JE0000773,2,500000,C,618.97,,PC015,ORD000195
JE0000774,1,110000,D,625.71,,PC001,ORD000575
JE0000774,2,500000,C,625.71,,PC001,ORD000575
JE0000775,1,110000,D,626.21,,PC014,ORD002362
JE0000775,2,500000,C,626.21,,PC014,ORD002362
JE0000776,1,110000,D,2073.58,,PC014,ORD000818
JE0000776,2,500000,C,2073.58,,PC014,ORD000818
JE0000777,1,110000,D,482.84,,PC014,ORD000958
JE0000777,2,500000,C,482.84,,PC014,ORD000958
JE0000778,1,110000,D,425.18,,PC010,ORD002765
JE0000778,2,500000,C,425.18,,PC010,ORD002765
JE0000779,1,110000,D,1630.21,,PC014,ORD002711
JE0000779,2,500000,C,1630.21,,PC014,ORD002711
JE0000780,1,110000,D,714.86,,PC002,ORD000897
JE0000780,2,500000,C,714.86,,PC002,ORD000897
JE0000781,1,110000,D,678.88,,PC010,ORD002772
JE0000781,2,500000,C,678.88,,PC010,ORD002772
JE0000782,1,110000,D,599.84,,PC014,ORD000840
JE0000782,2,500000,C,599.84,,PC014,ORD000840
JE0000783,1,110000,D,788.99,,PC012,ORD001396
JE0000783,2,500000,C,788.99,,PC012,ORD001396
JE0000784,1,110000,D,1327.77,,PC002,ORD001862
JE0000784,2,500000,C,1327.77,,PC002,ORD001862
JE0000785,1,110000,D,924.77,,PC006,ORD000636
JE0000785,2,500000,C,924.77,,PC006,ORD000636
JE0000786,1,110000,D,765.33,,PC007,ORD000721
JE0000786,2,500000,C,765.33,,PC007,ORD000721
JE0000787,1,110000,D,1367.9,,PC010,ORD000255
JE0000787,2,500000,C,1367.9,,PC010,ORD000255
JE0000788,1,110000,D,689.87,,PC007,ORD002118
JE0000788,2,500000,C,689.87,,PC007,ORD002118
