posting_id,cost_center,gl_account,fiscal_year,period,amount,posting_date
COP000465,CC0007,420000,2023,7,47293.54,2023-07-29
COP000466,CC0009,420000,2023,5,14827.63,2023-05-21
COP000467,CC0012,400000,2023,5,25120.57,2023-05-03
COP000468,CC0008,410000,2024,3,6894.69,2024-03-16
COP000469,CC0016,410000,2024,6,25262.99,2024-06-29
COP000470,CC0011,420000,2024,11,4067.74,2024-11-15
COP000471,CC0012,430000,2023,2,1427.71,2023-02-13
COP000472,CC0022,420000,2023,3,29000.08,2023-03-21
COP000473,CC0013,430000,2024,8,35620.2,2024-08-10
COP000474,CC0009,420000,2024,3,6201.08,2024-03-03
COP000475,CC0010,420000,2023,1,9007.72,2023-01-22
COP000476,CC0012,430000,2024,9,41685.28,2024-09-24
COP000477,CC0017,400000,2024,1,22117.23,2024-01-06
COP000478,CC0009,410000,2023,4,22065.99,2023-04-19
COP000479,CC0002,440000,2024,2,4393.03,2024-02-15
COP000480,CC0019,420000,2023,11,11467.82,2023-11-14
COP000481,CC0009,400000,2023,6,25768.92,2023-06-22
COP000482,CC0006,440000,2023,4,25742.63,2023-04-27
COP000483,CC0021,420000,2023,12,36505.27,2023-12-24
COP000484,CC0012,410000,2024,10,12195.31,2024-10-22
COP000485,CC0024,420000,2023,5,10264.95,2023-05-30
COP000486,CC0011,410000,2024,9,38130.66,2024-09-08
COP000487,CC0011,400000,2024,11,9268.73,2024-11-02
COP000488,CC0025,430000,2024,10,23465.68,2024-10-05
COP000489,CC0021,440000,2024,7,22720.81,2024-07-31
COP000490,CC0008,440000,2024,8,16498.81,2024-08-01
COP000491,CC0005,420000,2024,10,7972.39,2024-10-04
COP000492,CC0017,430000,2023,3,22389.3,2023-03-11
COP000493,CC0022,420000,2023,11,29775.28,2023-11-07
COP000494,CC0001,440000,2023,12,4172.44,2023-12-27
COP000495,CC0012,430000,2024,4,2361.56,2024-04-17
COP000496,CC0004,420000,2024,1,4298.18,2024-01-13
COP000497,CC0004,440000,2023,4,29906.95,2023-04-03
COP000498,CC0011,430000,2024,1,29226.31,2024-01-29
COP000499,CC0020,430000,2023,2,45497.97,2023-02-12
COP000500,CC0006,410000,2024,8,16415.57,2024-08-08
COP000501,CC0003,440000,2024,5,7967.62,2024-05-02
COP000502,CC0019,430000,2023,3,5623.34,2023-03-05
COP000503,CC0004,400000,2023,12,25475.18,2023-12-18
COP000504,CC0010,400000,2023,6,12763.31,2023-06-26
COP000505,CC0014,430000,2024,3,26441.39,2024-03-24
COP000506,CC0007,410000,2024,9,18512.95,2024-09-16
COP000507,CC0025,430000,2023,10,20734.09,2023-10-17
COP000508,CC0002,440000,2023,12,3092.09,2023-12-13
COP000509,CC0023,420000,2024,10,3762.64,2024-10-08
COP000510,CC0013,440000,2023,4,34079.78,2023-04-07
COP000511,CC0007,420000,2023,10,36324.82,2023-10-18
COP000512,CC0009,440000,2024,11,43727.34,2024-11-03
COP000513,CC0003,400000,2023,12,29345.61,2023-12-08
COP000514,CC0015,420000,2023,5,15856.47,2023-05-25
COP000515,CC0008,430000,2024,11,6883.11,2024-11-02
COP000516,CC0011,400000,2024,12,15824.3,2024-12-26
COP000517,CC0023,420000,2024,1,40752.65,2024-01-21
COP000518,CC0002,440000,2024,11,5125.92,2024-11-17
COP000519,CC0008,430000,2024,11,25670.18,2024-11-17
COP000520,CC0024,420000,2023,1,15788.87,2023-01-19
COP000521,CC0018,420000,2023,8,47409.58,2023-08-08
COP000522,CC0023,410000,2024,5,11713.88,2024-05-12
COP000523,CC0025,410000,2023,5,4319.67,2023-05-21
COP000524,CC0024,440000,2023,4,38658.3,2023-04-14
COP000525,CC0005,400000,2024,6,33265.5,2024-06-23
COP000526,CC0010,410000,2024,9,30063.7,2024-09-24
COP000527,CC0016,410000,2023,6,9451.88,2023-06-07
COP000528,CC0013,440000,2024,12,40547.66,2024-12-10
COP000529,CC0016,430000,2023,6,2662.78,2023-06-19
COP000530,CC0010,410000,2024,1,48494.64,2024-01-09
COP000531,CC0003,420000,2024,9,37743.36,2024-09-17
COP000532,CC0016,410000,2024,4,26933.55,2024-04-04
COP000533,CC0017,430000,2023,11,45246.73,2023-11-13
COP000534,CC0021,420000,2023,7,34076.19,2023-07-18
COP000535,CC0015,430000,2024,8,23353.16,2024-08-07
COP000536,CC0015,430000,2023,10,25393.88,2023-10-16
COP000537,CC0006,410000,2024,3,40936.12,2024-03-04
COP000538,CC0021,410000,2024,9,43713.6,2024-09-11
COP000539,CC0024,430000,2023,2,43768.79,2023-02-23
COP000540,CC0019,400000,2024,7,35714.35,2024-07-21
COP000541,CC0025,400000,2024,6,14610.62,2024-06-12
COP000542,CC0003,420000,2023,6,22741.3,2023-06-14
COP000543,CC0003,410000,2024,6,41636.81,2024-06-09
COP000544,CC0006,410000,2023,4,40926.81,2023-04-04
COP000545,CC0015,400000,2023,12,21037.4,2023-12-24
COP000546,CC0010,440000,2024,2,19011.09,2024-02-10
COP000547,CC0011,400000,2024,1,19058.18,2024-01-31
COP000548,CC0024,420000,2023,1,46575.88,2023-01-29
COP000549,CC0013,420000,2024,10,39673.34,2024-10-27
COP000550,CC0023,400000,2023,5,14700.53,2023-05-21
COP000551,CC0013,410000,2024,4,38062.64,2024-04-28
COP000552,CC0024,430000,2024,4,30959.74,2024-04-25
COP000553,CC0009,400000,2023,3,13168.23,2023-03-23
COP000554,CC0021,440000,2023,6,47041.18,2023-06-03
COP000555,CC0004,440000,2024,9,21451.11,2024-09-15
COP000556,CC0004,410000,2023,10,15406.98,2023-10-23
COP000557,CC0025,410000,2023,2,21281.36,2023-02-18
COP000558,CC0016,430000,2024,9,3608.95,2024-09-29
COP000559,CC0023,440000,2024,5,27034.66,2024-05-26
COP000560,CC0010,440000,2024,10,28964.85,2024-10-09
COP000561,CC0013,420000,2023,5,21747.33,2023-05-28
COP000562,CC0003,420000,2024,9,12407.93,2024-09-21
COP000563,CC0017,410000,2024,3,33386.38,2024-03-02
COP000564,CC0018,440000,2023,3,48745.4,2023-03-29
COP000565,CC0003,440000,2023,3,27432.06,2023-03-11
COP000566,CC0012,440000,2024,6,1506.55,2024-06-03
COP000567,CC0001,400000,2024,4,31965.7,2024-04-26
COP000568,CC0020,420000,2024,1,37492.17,2024-01-18
COP000569,CC0015,400000,2024,1,17567.72,2024-01-01
COP000570,CC0004,400000,2024,11,38689.32,2024-11-03
COP000571,CC0015,410000,2023,12,2694.62,2023-12-07
COP000572,CC0017,420000,2024,7,40768.69,2024-07-13
COP000573,CC0011,430000,2023,6,49050.55,2023-06-29
COP000574,CC0011,410000,2024,5,40669.14,2024-05-05
COP000575,CC0010,430000,2023,3,2330.7,2023-03-06
COP000576,CC0023,400000,2023,7,39659.91,2023-07-26
COP000577,CC0016,420000,2023,2,46701.86,2023-02-12
COP000578,CC0025,430000,2024,6,49461.57,2024-06-11
COP000579,CC0013,430000,2024,7,13039.03,2024-07-10
COP000580,CC0024,410000,2024,10,14662.49,2024-10-24
COP000581,CC0012,420000,2023,2,14024.22,2023-02-18
COP000582,CC0019,430000,2024,1,44529.58,2024-01-12
COP000583,CC0012,430000,2024,3,17282.31,2024-03-26
COP000584,CC0021,430000,2023,7,34757.39,2023-07-11
COP000585,CC0004,440000,2024,1,13702.67,2024-01-12
COP000586,CC0008,430000,2023,3,4406.89,2023-03-26
COP000587,CC0009,410000,2024,9,27500.98,2024-09-08
COP000588,CC0006,400000,2023,11,4463.41,2023-11-25
COP000589,CC0025,420000,2024,11,15671.54,2024-11-07
COP000590,CC0009,430000,2024,9,8748.92,2024-09-09
COP000591,CC0001,420000,2024,3,22632.92,2024-03-30
COP000592,CC0018,440000,2023,12,49908.45,2023-12-28
COP000593,CC0023,400000,2023,10,4214.54,2023-10-09
COP000594,CC0023,430000,2024,10,18483.9,2024-10-14
COP000595,CC0006,410000,2024,11,47663.08,2024-11-26
COP000596,CC0014,440000,2023,5,34065.4,2023-05-27
COP000597,CC0008,400000,2024,3,6748.39,2024-03-24
COP000598,CC0020,420000,2023,8,18426.45,2023-08-30
COP000599,CC0009,400000,2024,8,30452.19,2024-08-03
COP000600,CC0008,430000,2024,11,47466.76,2024-11-26
COP000601,CC0007,430000,2024,1,38272.68,2024-01-16
COP000602,CC0024,410000,2024,8,26708.26,2024-08-10
COP000603,CC0005,420000,2024,2,32653.26,2024-02-12
COP000604,CC0004,400000,2023,9,1782.71,2023-09-13
COP000605,CC0022,430000,2023,7,26128.39,2023-07-10
COP000606,CC0020,400000,2024,7,13457.95,2024-07-29
COP000607,CC0018,430000,2023,9,11121.24,2023-09-24
COP000608,CC0005,420000,2024,9,34852.04,2024-09-18
COP000609,CC0002,410000,2024,5,6570.55,2024-05-17
COP000610,CC0021,430000,2023,3,9046.49,2023-03-17
COP000611,CC0023,430000,2024,12,49864.49,2024-12-31
COP000612,CC0023,420000,2024,11,33558.07,2024-11-29
COP000613,CC0005,400000,2024,12,27724.86,2024-12-27
COP000614,CC0003,420000,2023,10,42642.42,2023-10-25
COP000615,CC0006,410000,2024,12,39787.97,2024-12-29
COP000616,CC0005,410000,2024,6,6507.44,2024-06-04
COP000617,CC0017,410000,2023,7,12218.44,2023-07-25
COP000618,CC0011,400000,2024,5,18364.38,2024-05-20
COP000619,CC0017,420000,2024,8,23636.59,2024-08-09
COP000620,CC0004,410000,2024,7,30791.44,2024-07-18
COP000621,CC0016,400000,2023,3,15809.89,2023-03-30
COP000622,CC0022,440000,2024,5,20834.36,2024-05-05
COP000623,CC0022,440000,2024,2,4150.66,2024-02-24
COP000624,CC0023,400000,2023,11,22773.74,2023-11-21
COP000625,CC0018,440000,2024,11,17553.48,2024-11-27
COP000626,CC0003,440000,2024,7,9507.18,2024-07-18
COP000627,CC0003,430000,2023,5,25391.76,2023-05-13
COP000628,CC0017,400000,2023,2,26146.06,2023-02-26
COP000629,CC0002,410000,2023,11,8517.36,2023-11-08
COP000630,CC0020,410000,2024,12,17628.14,2024-12-27
COP000631,CC0004,420000,2024,6,42373.72,2024-06-15
COP000632,CC0006,410000,2023,9,31935.33,2023-09-14
COP000633,CC0014,420000,2024,7,6695.93,2024-07-18
COP000634,CC0011,440000,2023,11,26907.16,2023-11-07
COP000635,CC0017,410000,2024,5,29794.52,2024-05-29
COP000636,CC0012,410000,2024,8,8974.43,2024-08-17
COP000637,CC0023,440000,2024,10,17212.17,2024-10-01
COP000638,CC0025,400000,2024,7,41349.2,2024-07-31
COP000639,CC0014,400000,2023,1,2750.36,2023-01-30
COP000640,CC0022,440000,2024,10,13600.47,2024-10-18
COP000641,CC0001,440000,2023,8,21121.05,2023-08-04
COP000642,CC0017,400000,2024,10,25152.88,2024-10-16
COP000643,CC0015,440000,2024,10,14838.75,2024-10-04
COP000644,CC0019,430000,2023,11,12621.46,2023-11-06
COP000645,CC0022,430000,2024,12,15222.98,2024-12-02
COP000646,CC0020,400000,2023,3,8324.98,2023-03-16
COP000647,CC0002,430000,2024,3,23489.89,2024-03-01
COP000648,CC0001,440000,2023,12,7611.6,2023-12-15
COP000649,CC0015,420000,2023,11,48781.02,2023-11-23
COP000650,CC0009,420000,2023,5,25991.52,2023-05-14
COP000651,CC0015,420000,2023,4,12466.02,2023-04-19
COP000652,CC0002,420000,2023,5,22755.0,2023-05-06
COP000653,CC0009,400000,2023,5,3004.96,2023-05-25
COP000654,CC0003,440000,2024,1,21197.67,2024-01-29
COP000655,CC0017,420000,2023,6,46720.7,2023-06-13
COP000656,CC0024,410000,2023,11,38274.51,2023-11-17
COP000657,CC0011,440000,2024,5,23607.35,2024-05-25
COP000658,CC0004,430000,2023,11,1647.23,2023-11-12
COP000659,CC0016,440000,2024,2,23132.92,2024-02-07
COP000660,CC0010,410000,2023,9,29375.53,2023-09-04
COP000661,CC0022,400000,2023,2,14427.14,2023-02-19
COP000662,CC0001,430000,2024,9,14644.54,2024-09-03
COP000663,CC0025,400000,2023,1,21830.92,2023-01-09
COP000664,CC0012,420000,2023,9,38310.91,2023-09-28
COP000665,CC0008,400000,2024,1,20328.79,2024-01-10
COP000666,CC0013,440000,2024,8,10135.44,2024-08-06
COP000667,CC0011,420000,2024,7,4139.82,2024-07-20
COP000668,CC0009,430000,2024,5,38338.0,2024-05-31
COP000669,CC0008,440000,2023,10,34179.73,2023-10-14
COP000670,CC0006,410000,2023,5,48766.6,2023-05-02
COP000671,CC0013,420000,2024,2,39847.41,2024-02-08
COP000672,CC0023,440000,2023,12,46977.95,2023-12-14
COP000673,CC0002,410000,2023,5,30321.92,2023-05-28
COP000674,CC0002,440000,2024,2,2492.62,2024-02-16
COP000675,CC0017,410000,2023,2,35822.8,2023-02-09
COP000676,CC0013,440000,2024,4,23120.93,2024-04-30
COP000677,CC0022,440000,2024,9,7419.16,2024-09-12
COP000678,CC0025,420000,2024,9,8543.85,2024-09-19
COP000679,CC0010,420000,2024,9,29889.37,2024-09-23
COP000680,CC0009,440000,2024,6,26850.82,2024-06-03
COP000681,CC0004,440000,2024,12,15339.63,2024-12-26
COP000682,CC0002,420000,2023,1,16896.36,2023-01-18
COP000683,CC0002,430000,2023,4,29393.26,2023-04-23
COP000684,CC0025,400000,2024,12,30047.03,2024-12-05
COP000685,CC0014,440000,2023,9,29092.9,2023-09-29
COP000686,CC0006,440000,2023,2,24282.21,2023-02-22
COP000687,CC0005,440000,2024,6,38843.0,2024-06-20
COP000688,CC0002,410000,2024,1,41172.23,2024-01-25
COP000689,CC0020,400000,2023,9,28842.23,2023-09-06
COP000690,CC0009,400000,2024,12,9943.82,2024-12-18
COP000691,CC0014,420000,2024,3,21229.62,2024-03-27
COP000692,CC0012,410000,2024,2,20813.68,2024-02-27
COP000693,CC0011,430000,2024,9,43704.48,2024-09-18
COP000694,CC0004,410000,2023,3,26174.82,2023-03-05
COP000695,CC0011,420000,2024,7,49907.08,2024-07-28
COP000696,CC0018,440000,2024,5,19152.83,2024-05-04
COP000697,CC0007,430000,2023,6,45650.15,2023-06-27
COP000698,CC0008,440000,2023,12,18037.21,2023-12-17
COP000699,CC0014,420000,2024,11,30698.79,2024-11-28
COP000700,CC0013,410000,2023,7,14310.82,2023-07-16
COP000701,CC0012,410000,2023,11,47103.53,2023-11-02
COP000702,CC0010,420000,2023,11,35392.6,2023-11-01
COP000703,CC0013,430000,2024,12,16193.52,2024-12-07
COP000704,CC0014,440000,2023,12,46718.17,2023-12-24
COP000705,CC0003,420000,2023,10,6532.77,2023-10-08
COP000706,CC0022,440000,2024,11,19294.86,2024-11-23
COP000707,CC0020,420000,2024,2,47753.14,2024-02-09
COP000708,CC0023,420000,2023,5,2582.29,2023-05-30
COP000709,CC0006,420000,2023,3,46238.48,2023-03-22
COP000710,CC0008,420000,2024,11,37493.26,2024-11-02
COP000711,CC0014,410000,2023,8,41483.61,2023-08-08
COP000712,CC0013,440000,2023,10,34960.48,2023-10-05
COP000713,CC0025,400000,2023,5,30976.01,2023-05-21
COP000714,CC0006,410000,2024,8,12501.67,2024-08-23
COP000715,CC0021,440000,2024,11,11670.75,2024-11-16
COP000716,CC0001,400000,2023,8,5459.8,2023-08-27
COP000717,CC0024,430000,2023,12,5476.97,2023-12-05
COP000718,CC0010,400000,2023,5,48243.68,2023-05-21
COP000719,CC0013,430000,2023,6,32818.19,2023-06-11
COP000720,CC0018,430000,2024,5,32701.67,2024-05-02
COP000721,CC0004,420000,2023,10,14628.06,2023-10-22
COP000722,CC0022,400000,2023,3,32788.79,2023-03-02
COP000723,CC0024,440000,2023,8,37064.98,2023-08-26
COP000724,CC0007,410000,2023,2,21185.31,2023-02-08
COP000725,CC0017,400000,2023,6,49860.0,2023-06-30
COP000726,CC0011,430000,2024,2,9722.43,2024-02-11
COP000727,CC0001,400000,2023,10,958.72,2023-10-24
COP000728,CC0023,440000,2024,8,5811.38,2024-08-04
COP000729,CC0012,420000,2023,12,22990.28,2023-12-10
COP000730,CC0023,440000,2024,10,26453.77,2024-10-18
COP000731,CC0019,440000,2023,5,23667.03,2023-05-18
COP000732,CC0012,400000,2023,7,16868.86,2023-07-17
COP000733,CC0016,420000,2024,4,36070.61,2024-04-14
COP000734,CC0015,420000,2023,1,39643.0,2023-01-15
COP000735,CC0004,410000,2024,8,9187.0,2024-08-04
COP000736,CC0001,430000,2024,10,41436.0,2024-10-16
COP000737,CC0018,420000,2024,6,4793.52,2024-06-11
COP000738,CC0015,400000,2024,11,9646.67,2024-11-16
COP000739,CC0006,430000,2023,5,16518.28,2023-05-24
COP000740,CC0004,400000,2023,9,13408.87,2023-09-12
COP000741,CC0010,430000,2023,8,37810.95,2023-08-30
COP000742,CC0002,420000,2023,12,29331.81,2023-12-04
COP000743,CC0025,400000,2024,8,13446.88,2024-08-09
COP000744,CC0019,410000,2024,1,3575.15,2024-01-04
COP000745,CC0013,430000,2023,5,15686.91,2023-05-02
COP000746,CC0006,440000,2024,2,46193.75,2024-02-20
COP000747,CC0009,420000,2024,12,34669.37,2024-12-21
COP000748,CC0013,420000,2024,10,18693.42,2024-10-16
COP000749,CC0016,410000,2023,8,47889.35,2023-08-15
COP000750,CC0024,410000,2024,5,23021.44,2024-05-04
COP000751,CC0006,420000,2024,9,21084.36,2024-09-12
COP000752,CC0021,430000,2024,7,37988.85,2024-07-16
COP000753,CC0019,410000,2024,11,38212.05,2024-11-11
COP000754,CC0022,440000,2024,11,43720.19,2024-11-27
COP000755,CC0016,440000,2023,3,22614.02,2023-03-25
COP000756,CC0020,420000,2024,12,4366.08,2024-12-21
COP000757,CC0023,400000,2024,7,3557.02,2024-07-31
COP000758,CC0024,440000,2024,7,10506.76,2024-07-14
COP000759,CC0001,410000,2024,7,8644.59,2024-07-03
COP000760,CC0019,430000,2024,6,6253.88,2024-06-16
COP000761,CC0007,440000,2023,7,24696.98,2023-07-30
COP000762,CC0021,430000,2024,6,40530.26,2024-06-06
COP000763,CC0005,410000,2024,4,25905.77,2024-04-09
COP000764,CC0014,440000,2024,4,3357.97,2024-04-12
COP000765,CC0003,420000,2024,4,36302.36,2024-04-18
COP000766,CC0019,420000,2024,2,40914.43,2024-02-10
COP000767,CC0014,440000,2023,8,4114.96,2023-08-12
COP000768,CC0005,420000,2024,3,35169.05,2024-03-09
COP000769,CC0006,400000,2024,7,46761.85,2024-07-08
COP000770,CC0008,430000,2023,3,2070.88,2023-03-12
COP000771,CC0004,410000,2024,2,38564.12,2024-02-23
COP000772,CC0019,430000,2024,10,19035.82,2024-10-18
COP000773,CC0016,430000,2024,1,43546.2,2024-01-27
COP000774,CC0019,430000,2024,1,4472.37,2024-01-22
COP000775,CC0012,440000,2024,11,7083.0,2024-11-08
COP000776,CC0002,400000,2023,12,9334.44,2023-12-23
COP000777,CC0007,430000,2024,7,26677.71,2024-07-04
COP000778,CC0022,400000,2023,8,37930.88,2023-08-17
COP000779,CC0025,430000,2023,11,33838.24,2023-11-02
COP000780,CC0023,430000,2024,7,26830.71,2024-07-11
COP000781,CC0017,410000,2023,8,23300.95,2023-08-24
COP000782,CC0021,420000,2023,6,9829.78,2023-06-08
COP000783,CC0021,400000,2023,4,40569.17,2023-04-26
COP000784,CC0007,440000,2024,3,38419.65,2024-03-05
COP000785,CC0022,410000,2023,1,10701.04,2023-01-17
COP000786,CC0005,440000,2023,4,2162.03,2023-04-14
COP000787,CC0006,400000,2024,9,12614.34,2024-09-04
COP000788,CC0007,430000,2023,2,22228.66,2023-02-15
COP000789,CC0021,410000,2024,7,37842.09,2024-07-06
COP000790,CC0019,410000,2023,2,25442.84,2023-02-27
COP000791,CC0016,410000,2023,10,40881.42,2023-10-24
COP000792,CC0014,420000,2024,8,29085.0,2024-08-12
COP000793,CC0023,420000,2024,11,12226.75,2024-11-19
COP000794,CC0005,440000,2023,5,11441.62,2023-05-27
COP000795,CC0016,420000,2023,11,3517.4,2023-11-04
COP000796,CC0012,410000,2024,8,31486.66,2024-08-28
COP000797,CC0011,440000,2024,3,25033.23,2024-03-13
COP000798,CC0016,430000,2023,12,39397.33,2023-12-19
COP000799,CC0008,430000,2023,11,20708.83,2023-11-23
COP000800,CC0008,430000,2023,11,9602.01,2023-11-04
COP000801,CC0013,430000,2024,7,12427.93,2024-07-04
COP000802,CC0012,420000,2023,8,42948.29,2023-08-19
COP000803,CC0003,430000,2023,5,45779.69,2023-05-28
COP000804,CC0001,430000,2024,7,48405.42,2024-07-29
COP000805,CC0007,440000,2024,7,7137.59,2024-07-24
COP000806,CC0003,420000,2023,9,10565.17,2023-09-06
COP000807,CC0005,400000,2024,10,46150.19,2024-10-24
COP000808,CC0004,400000,2024,1,27013.96,2024-01-15
COP000809,CC0010,400000,2023,7,13788.85,2023-07-15
COP000810,CC0003,440000,2024,11,30344.64,2024-11-20
COP000811,CC0003,410000,2023,3,40330.21,2023-03-16
COP000812,CC0005,440000,2024,8,11242.32,2024-08-24
COP000813,CC0013,420000,2023,8,15507.81,2023-08-02
COP000814,CC0007,410000,2023,1,46889.41,2023-01-16
COP000815,CC0025,430000,2023,5,45764.84,2023-05-01
COP000816,CC0013,440000,2024,12,35336.54,2024-12-13
COP000817,CC0022,410000,2024,2,27827.92,2024-02-11
COP000818,CC0001,430000,2023,10,23579.4,2023-10-17
COP000819,CC0001,420000,2024,10,15766.9,2024-10-26
COP000820,CC0022,440000,2024,1,44199.19,2024-01-04
COP000821,CC0010,400000,2024,4,40239.42,2024-04-22
COP000822,CC0001,420000,2024,4,45759.36,2024-04-25
COP000823,CC0007,420000,2024,1,20989.54,2024-01-15
COP000824,CC0002,410000,2024,7,37191.99,2024-07-30
COP000825,CC0007,420000,2023,1,27888.92,2023-01-17
COP000826,CC0025,440000,2024,8,36140.59,2024-08-21
COP000827,CC0007,410000,2023,10,10211.49,2023-10-30
COP000828,CC0019,430000,2023,8,28704.58,2023-08-24
COP000829,CC0020,430000,2023,9,27756.81,2023-09-09
COP000830,CC0013,420000,2024,12,13237.67,2024-12-02
COP000831,CC0018,430000,2024,5,23311.04,2024-05-15
COP000832,CC0020,410000,2023,12,7427.95,2023-12-27
COP000833,CC0020,430000,2024,7,9610.36,2024-07-13
COP000834,CC0003,400000,2024,7,26435.25,2024-07-09
COP000835,CC0015,400000,2023,3,38334.77,2023-03-18
COP000836,CC0019,410000,2024,2,42205.96,2024-02-27
COP000837,CC0001,400000,2023,8,35504.89,2023-08-25
COP000838,CC0005,410000,2023,1,25533.78,2023-01-10
COP000839,CC0013,400000,2024,1,31082.84,2024-01-18
COP000840,CC0022,440000,2024,11,45681.2,2024-11-13
COP000841,CC0016,430000,2024,11,1278.72,2024-11-06
COP000842,CC0007,440000,2024,6,20861.26,2024-06-28
COP000843,CC0020,440000,2023,1,36248.54,2023-01-18
COP000844,CC0009,420000,2024,7,1348.56,2024-07-02
COP000845,CC0003,430000,2024,12,40405.3,2024-12-15
COP000846,CC0022,400000,2023,7,45943.42,2023-07-03
COP000847,CC0009,410000,2024,6,12427.96,2024-06-20
COP000848,CC0020,440000,2024,9,12994.7,2024-09-26
COP000849,CC0024,420000,2023,12,39849.35,2023-12-29
COP000850,CC0016,420000,2023,3,47985.24,2023-03-22
COP000851,CC0008,440000,2024,4,12538.79,2024-04-15
COP000852,CC0017,410000,2024,12,15348.74,2024-12-14
COP000853,CC0010,400000,2023,3,5128.28,2023-03-24
COP000854,CC0013,430000,2024,1,27858.72,2024-01-24
COP000855,CC0005,400000,2023,2,35290.83,2023-02-27
COP000856,CC0008,430000,2023,3,42343.82,2023-03-26
COP000857,CC0012,420000,2024,10,28509.9,2024-10-22
COP000858,CC0023,440000,2023,4,45998.03,2023-04-08
COP000859,CC0014,410000,2023,8,45113.01,2023-08-24
COP000860,CC0014,440000,2024,12,24037.26,2024-12-09
COP000861,CC0020,400000,2023,2,34379.22,2023-02-17
COP000862,CC0002,440000,2023,10,28393.74,2023-10-15
COP000863,CC0001,410000,2023,2,46473.93,2023-02-03
COP000864,CC0019,400000,2023,11,48092.72,2023-11-19
COP000865,CC0022,410000,2024,8,37736.6,2024-08-24
COP000866,CC0019,430000,2024,12,46479.31,2024-12-30
COP000867,CC0008,410000,2023,11,28415.93,2023-11-03
COP000868,CC0020,430000,2024,8,34013.23,2024-08-03
COP000869,CC0015,420000,2024,7,19500.39,2024-07-07
COP000870,CC0021,400000,2023,5,25289.25,2023-05-24
COP000871,CC0019,400000,2023,12,5335.45,2023-12-21
COP000872,CC0016,400000,2023,8,17359.34,2023-08-26
COP000873,CC0025,440000,2024,9,20136.8,2024-09-20
COP000874,CC0025,400000,2023,12,31889.09,2023-12-01
COP000875,CC0001,430000,2024,4,11792.85,2024-04-06
COP000876,CC0001,430000,2024,7,21876.47,2024-07-20
COP000877,CC0012,440000,2024,11,33203.26,2024-11-27
COP000878,CC0001,440000,2023,3,15121.28,2023-03-29
COP000879,CC0014,400000,2023,9,4560.88,2023-09-10
COP000880,CC0014,430000,2023,6,35728.02,2023-06-07
COP000881,CC0014,410000,2024,10,37112.94,2024-10-11
COP000882,CC0004,420000,2023,11,5774.27,2023-11-21
COP000883,CC0007,420000,2023,1,22514.43,2023-01-06
COP000884,CC0014,400000,2023,10,7059.1,2023-10-04
COP000885,CC0016,430000,2023,7,22717.76,2023-07-11
COP000886,CC0006,440000,2024,7,20698.19,2024-07-22
COP000887,CC0006,400000,2023,1,18018.76,2023-01-27
COP000888,CC0010,440000,2023,4,30103.17,2023-04-06
COP000889,CC0017,430000,2023,11,1110.86,2023-11-29
COP000890,CC0023,430000,2024,2,39068.87,2024-02-28
COP000891,CC0017,410000,2024,7,28812.04,2024-07-26
COP000892,CC0011,430000,2023,6,8890.34,2023-06-23
COP000893,CC0004,420000,2023,10,13786.14,2023-10-03
COP000894,CC0012,400000,2023,5,8776.77,2023-05-30
COP000895,CC0007,430000,2023,10,15337.74,2023-10-10
COP000896,CC0021,420000,2023,3,12959.14,2023-03-20
COP000897,CC0012,430000,2023,9,29893.42,2023-09-10
COP000898,CC0008,430000,2023,7,5795.13,2023-07-20
COP000899,CC0010,400000,2023,11,47466.76,2023-11-08
COP000900,CC0015,440000,2023,12,19304.55,2023-12-07
COP000901,CC0007,430000,2023,12,17069.44,2023-12-04
COP000902,CC0006,440000,2024,10,7238.16,2024-10-28
COP000903,CC0023,440000,2023,11,47390.31,2023-11-25
COP000904,CC0005,430000,2023,7,16052.07,2023-07-25
COP000905,CC0003,420000,2024,2,14926.68,2024-02-12
COP000906,CC0015,430000,2024,12,48404.27,2024-12-12
COP000907,CC0009,420000,2023,9,19114.74,2023-09-06
COP000908,CC0018,420000,2024,2,6137.45,2024-02-07
COP000909,CC0014,410000,2024,7,29815.24,2024-07-31
COP000910,CC0020,410000,2024,7,34244.78,2024-07-12
COP000911,CC0003,400000,2024,7,47673.73,2024-07-17
COP000912,CC0020,410000,2024,4,22203.52,2024-04-17
COP000913,CC0014,400000,2023,10,41038.8,2023-10-26
COP000914,CC0003,430000,2024,2,7389.37,2024-02-23
COP000915,CC0001,410000,2023,11,13007.74,2023-11-07
COP000916,CC0001,430000,2023,6,39559.3,2023-06-07
COP000917,CC0019,430000,2023,3,49539.68,2023-03-17
COP000918,CC0013,440000,2024,5,20339.85,2024-05-05
COP000919,CC0003,430000,2024,6,27410.44,2024-06-02
COP000920,CC0020,440000,2024,1,29894.09,2024-01-04
COP000921,CC0006,400000,2023,3,38563.23,2023-03-29
COP000922,CC0019,420000,2024,11,8733.76,2024-11-04
COP000923,CC0001,400000,2024,9,28379.4,2024-09-19
COP000924,CC0021,430000,2024,10,48357.15,2024-10-22
COP000925,CC0018,430000,2023,12,5744.26,2023-12-06
COP000926,CC0007,420000,2023,4,11489.05,2023-04-11
COP000927,CC0006,440000,2024,6,29235.66,2024-06-15
COP000928,CC0012,410000,2024,8,22566.04,2024-08-12
COP000929,CC0006,430000,2024,2,38730.94,2024-02-05
