geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
90753,-21.614,-60.512476,arapiraca,AL
15530,-14.154634,-38.041763,caxias do sul,RS
40182,-15.271603,-64.900737,aracaju,SE
59271,-25.197978,-65.998709,imperatriz,MA
11296,-30.198216,-71.859332,santos,SP
48086,-16.264491,-49.009286,porto alegre,RS
15754,4.061752,-65.433331,manaus,AM
38697,0.644525,-45.684206,recife,PE
33401,-25.552473,-66.309058,fortaleza,CE
12751,-1.405062,-67.784746,goiania,GO
54352,2.572336,-61.40725,aracaju,SE
58804,-7.885469,-37.235853,brasilia,DF
18569,-28.497254,-39.456521,macapa,AP
35124,-12.762921,-46.614552,curitiba,PR
93380,-23.707114,-71.244583,caucaia,CE
80184,-21.821056,-67.354457,teresina,PI
92504,-2.766747,-39.831643,brasilia,DF
37425,-5.362655,-43.182722,campina grande,PB
31945,-13.672675,-44.450295,macapa,AP
75350,-13.28209,-66.198056,nossa senhora do socorro,SE
78875,-6.608632,-45.805305,araguaina,TO
45171,-10.914906,-48.751987,imperatriz,MA
37158,-24.658001,-65.285981,macapa,AP
38651,-21.372037,-39.229061,brasilia,DF
59034,-23.327889,-69.779161,maceio,AL
48672,-16.108798,-59.640152,manaus,AM
70981,-13.534041,-60.217789,maceio,AL
66689,-17.459795,-42.42883,dourados,MS
60118,-32.060709,-56.215837,caucaia,CE
57067,1.256082,-61.808323,goiania,GO
46231,2.211025,-69.260454,joao pessoa,PB
15017,-12.25101,-60.317202,juiz de fora,MG
42771,-21.496808,-42.008538,ji-parana,RO
34987,-6.18558,-35.076163,ji-parana,RO
11118,-3.737109,-62.28988,manaus,AM
63183,-1.76927,-44.203369,ananindeua,PA
95733,-13.519415,-44.0759,sorocaba,SP
39829,-24.376801,-44.532791,londrina,PR
77610,-10.693862,-52.00062,sao luis,MA
54650,-2.907234,-61.103156,dourados,MS
64747,-25.035779,-55.901066,feira de santana,BA
59112,-27.719891,-39.797492,natal,RN
75509,-2.204747,-41.296643,recife,PE
64938,-16.822665,-44.400205,fortaleza,CE
52739,-10.695707,-51.432058,manaus,AM
30144,4.135247,-35.21822,niteroi,RJ
59980,-25.240224,-58.155826,arapiraca,AL
34685,-14.958449,-60.504028,mossoro,RN
22221,-26.485901,-47.35435,dourados,MS
89084,-14.432694,-65.9057,florianopolis,SC
47200,-25.176093,-61.93799,contagem,MG
69593,-30.816779,-53.295796,joao pessoa,PB
63852,-18.138,-35.395385,joinville,SC
64842,-14.826457,-70.387006,maringa,PR
36958,-21.229227,-41.919948,salvador,BA
30811,-10.059041,-37.312138,ji-parana,RO
75860,-5.762662,-55.559655,maceio,AL
28702,-16.0622,-41.66586,salvador,BA
78925,-20.502124,-51.369295,teresina,PI
70646,-11.106955,-44.982953,imperatriz,MA
55453,-6.387971,-45.957379,jaboatao dos guararapes,PE
90350,-1.709675,-40.705932,jaboatao dos guararapes,PE
33537,1.198656,-45.13673,cuiaba,MT
96386,-26.029116,-51.39262,dourados,MS
15723,-23.89158,-39.919496,serra,ES
97380,1.819261,-46.474328,aparecida de goiania,GO
74682,-17.37143,-44.04929,rio branco,AC
20031,-4.294919,-53.832996,caxias do sul,RS
63752,-15.864433,-63.394869,manaus,AM
70577,-31.984721,-48.723068,joao pessoa,PB
59958,-19.941007,-57.82501,ji-parana,RO
14951,-32.59198,-68.642057,feira de santana,BA
97856,-4.550311,-54.579149,londrina,PR
81883,-8.033141,-45.883902,belo horizonte,MG
71707,-1.823786,-41.020624,campo grande,MS
89559,-29.180425,-61.822503,florianopolis,SC
32079,-30.051759,-43.983616,mossoro,RN
30119,-16.254996,-66.238271,ji-parana,RO
98479,-12.772645,-56.201791,palmas,TO
61199,-6.766825,-56.128506,rio de janeiro,RJ
16378,-3.648432,-43.849659,teresina,PI
41265,-25.400544,-72.390539,brasilia,DF
54186,-1.819991,-47.161538,sao paulo,SP
22661,-2.716882,-41.442875,uberlandia,MG
31895,-31.327525,-53.524996,blumenau,SC
52294,-11.641944,-65.797194,boa vista,RR
61781,2.679083,-68.409449,vitoria da conquista,BA
56737,-20.712023,-72.430206,salvador,BA
11570,-18.210907,-55.566515,nossa senhora do socorro,SE
95189,-9.291443,-71.33032,juiz de fora,MG
49522,-3.833285,-54.016111,feira de santana,BA
80278,-2.932129,-37.955491,pelotas,RS
43022,3.443319,-50.205048,maceio,AL
98853,2.133029,-43.686556,nossa senhora do socorro,SE
32980,-8.856569,-39.409253,londrina,PR
18849,-20.266002,-49.875734,caucaia,CE
60118,-13.581007,-44.811071,arapiraca,AL
40488,-32.193892,-44.160241,joao pessoa,PB
40984,-4.959295,-44.224662,caxias do sul,RS
17854,-27.772892,-54.048394,teresina,PI
59250,-25.233357,-71.559545,salvador,BA
53082,-27.897854,-60.933531,rio branco,AC
78271,-2.912369,-57.234051,macapa,AP
13105,-24.297619,-45.150821,boa vista,RR
36976,-12.506153,-38.547982,fortaleza,CE
39156,-9.893598,-58.503535,porto velho,RO
67981,-9.068265,-70.544559,fortaleza,CE
35226,-31.019939,-35.303522,sao luis,MA
22027,-26.400319,-52.14381,salvador,BA
40973,-13.717867,-56.802887,macapa,AP
31516,-5.576397,-63.692852,dourados,MS
42632,-21.482173,-51.09597,blumenau,SC
45633,-0.22783,-54.715513,aracaju,SE
59508,-26.624891,-56.227709,ananindeua,PA
30431,-1.855055,-42.844773,campina grande,PB
66019,-0.546396,-44.163384,sorocaba,SP
82463,-5.387367,-63.222915,recife,PE
69454,-22.237422,-51.6386,dourados,MS
53677,-27.807059,-55.168178,sao luis,MA
10547,-32.512298,-53.973407,curitiba,PR
74415,-17.6269,-57.198834,rio branco,AC
58908,-18.406578,-61.303189,serra,ES
63580,0.629984,-35.286046,maceio,AL
84135,-26.830229,-44.007867,caxias do sul,RS
76795,-6.053118,-48.87077,aparecida de goiania,GO
95315,-18.35734,-56.886467,belem,PA
72616,-31.688712,-42.101196,brasilia,DF
97251,-8.477326,-63.069433,aracaju,SE
43330,-23.598238,-51.023012,campo grande,MS
11617,-28.564236,-69.492379,porto velho,RO
62122,-6.169349,-35.982468,araguaina,TO
65436,-26.698703,-56.778884,uberlandia,MG
75620,3.77197,-47.97753,araguaina,TO
50367,-5.110529,-44.406434,serra,ES
24322,-8.825151,-43.485738,rio branco,AC
45261,-4.548257,-37.659359,belem,PA
50383,-32.756028,-66.60085,serra,ES
22697,-30.346023,-46.539965,sao luis,MA
95789,-22.04307,-56.623915,campina grande,PB
34431,-6.246207,-65.47522,joinville,SC
24449,-15.87489,-42.053923,blumenau,SC
17730,-4.503202,-42.251212,florianopolis,SC
63581,-16.252243,-38.307087,feira de santana,BA
31774,-29.967228,-69.743132,pelotas,RS
18423,-19.998227,-50.745437,caxias do sul,RS
98185,-4.099723,-72.63875,imperatriz,MA
97205,-10.867073,-35.470484,goiania,GO
78463,-2.912112,-58.724699,porto alegre,RS
73691,-15.017192,-60.192861,campina grande,PB
58599,-7.08932,-59.963057,varzea grande,MT
57344,-7.727025,-58.619443,fortaleza,CE
53287,-2.361732,-72.882783,duque de caxias,RJ
28201,-32.024144,-68.330008,araguaina,TO
42576,-18.999664,-49.502636,campina grande,PB
77490,-17.301189,-65.858472,ji-parana,RO
12179,-8.916463,-39.809489,nossa senhora do socorro,SE
98857,-16.116366,-49.943005,macapa,AP
90293,-2.829506,-59.76331,serra,ES
60444,-21.833207,-65.587076,sao luis,MA
84959,-3.175246,-45.766706,maringa,PR
75264,-2.720811,-61.548764,niteroi,RJ
32027,1.063526,-36.708054,ji-parana,RO
41897,-24.957649,-44.376404,sao luis,MA
23824,-16.474051,-45.800924,porto velho,RO
60264,-3.880265,-64.625711,joinville,SC
97897,-28.322272,-67.841256,aparecida de goiania,GO
21854,-2.769462,-60.353558,mossoro,RN
94408,-19.95742,-38.413649,brasilia,DF
95710,-8.600116,-51.647802,rio branco,AC
39301,-23.15443,-61.942893,cuiaba,MT
54595,-4.857914,-37.385995,porto alegre,RS
85083,-19.025993,-40.573448,rio branco,AC
10220,-21.189641,-50.577728,serra,ES
65535,-20.853566,-59.129094,feira de santana,BA
78124,-7.777774,-50.550513,porto velho,RO
11204,-12.544868,-55.497095,caxias do sul,RS
38692,-14.006359,-55.680188,londrina,PR
29119,-4.611723,-40.733156,parnaiba,PI
88496,-20.834704,-53.909636,boa vista,RR
45841,4.880247,-46.152154,palmas,TO
74883,-21.923186,-36.273163,sao luis,MA
30014,-1.540382,-64.996703,duque de caxias,RJ
16889,2.079998,-43.510528,rio branco,AC
49203,4.406803,-47.948488,imperatriz,MA
81819,-18.093148,-56.947376,florianopolis,SC
61296,-18.139602,-52.941911,imperatriz,MA
35571,-6.357871,-52.175619,jaboatao dos guararapes,PE
52391,-4.413874,-50.94542,porto alegre,RS
49855,-15.613765,-66.77961,macapa,AP
73234,-21.9389,-67.49673,londrina,PR
35644,-5.057882,-72.652964,vitoria da conquista,BA
98908,-3.151028,-40.379631,rio branco,AC
99056,-1.016917,-37.812557,vila velha,ES
72111,-26.173951,-71.00606,caxias do sul,RS
87777,-16.514785,-67.354404,campina grande,PB
42112,-31.708273,-63.847494,rio branco,AC
88139,3.273104,-48.193715,imperatriz,MA
97914,-7.976284,-43.446229,serra,ES
46073,-8.971326,-56.085505,boa vista,RR
25286,-29.859794,-54.409699,sao paulo,SP
13018,-10.699681,-35.480725,porto velho,RO
22393,-2.814939,-66.118329,imperatriz,MA
49107,-11.285922,-69.221232,imperatriz,MA
63127,-2.111018,-72.249637,uberlandia,MG
18379,-13.281758,-50.780582,mossoro,RN
37192,3.69588,-38.891113,palmas,TO
33584,-32.797688,-56.005151,blumenau,SC
15130,-28.104992,-65.163264,fortaleza,CE
83727,-23.243102,-44.383388,florianopolis,SC
76341,-21.654039,-36.281506,belo horizonte,MG
96266,-32.996749,-61.577201,joinville,SC
96397,-12.704109,-67.685508,campina grande,PB
78506,1.60976,-35.121708,imperatriz,MA
22977,-7.820554,-71.300049,teresina,PI
28568,-21.611049,-41.360143,niteroi,RJ
82361,-24.790481,-59.355524,maringa,PR
91567,-16.96343,-52.105753,maringa,PR
95166,1.339077,-57.797744,aparecida de goiania,GO
98673,-16.836952,-46.608416,juiz de fora,MG
19248,-9.076408,-62.762812,natal,RN
58777,-11.581598,-48.384698,aracaju,SE
65009,-1.780423,-60.978307,joao pessoa,PB
59668,-32.015425,-50.062925,macapa,AP
26334,-12.804134,-47.008789,juiz de fora,MG
53169,-8.673255,-59.21286,cuiaba,MT
29179,0.016504,-64.420912,caucaia,CE
59434,4.220438,-64.555428,sao paulo,SP
33033,-12.993924,-39.730547,porto alegre,RS
22522,-12.899515,-46.38269,arapiraca,AL
89621,-29.235486,-71.177395,jaboatao dos guararapes,PE
33681,-19.88343,-44.830709,caucaia,CE
72503,-10.492215,-63.155681,macapa,AP
96188,-28.198002,-58.605575,porto velho,RO
16929,1.900782,-48.710647,rio branco,AC
98895,-9.869286,-46.142103,belem,PA
56399,-2.658182,-53.915289,joinville,SC
78235,2.783726,-39.507267,aparecida de goiania,GO
50001,-8.845861,-69.696193,boa vista,RR
50991,-0.880667,-48.882286,jaboatao dos guararapes,PE
22272,-26.725701,-70.818362,uberlandia,MG
82634,2.324382,-42.282817,rio branco,AC
98740,-13.67007,-45.2297,sorocaba,SP
77503,-6.965369,-47.282582,imperatriz,MA
63145,-32.47179,-65.773008,natal,RN
65702,-6.301515,-44.512618,boa vista,RR
89609,-15.951222,-66.595771,brasilia,DF
32913,-30.14535,-41.10246,manaus,AM
16672,-16.936554,-58.594399,campina grande,PB
54296,1.733717,-63.508922,belem,PA
48019,-21.631236,-61.845288,natal,RN
92729,-11.384006,-64.736399,salvador,BA
70693,0.914769,-40.762632,recife,PE
10772,-9.609851,-60.515032,duque de caxias,RJ
10675,-19.710575,-45.547524,belem,PA
11161,-29.149164,-54.302247,vila velha,ES
63833,-28.293979,-54.478338,uberlandia,MG
42785,-24.408381,-57.976365,maringa,PR
66143,0.903349,-52.615759,jaboatao dos guararapes,PE
67484,-8.061374,-56.304445,goiania,GO
66880,-32.779212,-39.424102,londrina,PR
24505,-25.796451,-71.47026,palmas,TO
53412,1.237917,-66.908125,vila velha,ES
97194,4.351291,-68.485892,feira de santana,BA
99356,-5.855804,-60.654267,imperatriz,MA
75779,-5.412207,-44.808058,manaus,AM
27225,-28.830154,-68.900576,boa vista,RR
30387,-19.923419,-72.48134,campinas,SP
16820,-7.224208,-59.998642,porto velho,RO
66928,-14.752665,-62.275512,teresina,PI
42472,-9.5307,-45.288554,contagem,MG
46849,-3.864351,-40.161661,florianopolis,SC
97337,-1.816842,-65.460327,palmas,TO
75841,-9.778183,-65.830578,palmas,TO
40065,-28.422475,-57.75124,maceio,AL
29163,-16.800487,-49.57424,goiania,GO
59853,-17.522707,-61.355054,belo horizonte,MG
39068,-20.225242,-54.790581,aracaju,SE
94393,-31.037091,-68.817912,campina grande,PB
56009,-5.959747,-63.615192,ananindeua,PA
15359,-32.979635,-47.903631,niteroi,RJ
47397,-15.06179,-38.477685,fortaleza,CE
34227,-23.414004,-54.331119,caxias do sul,RS
24618,-29.318286,-72.48086,caucaia,CE
53412,-19.298389,-42.218661,natal,RN
41228,-8.290563,-65.018735,rio branco,AC
23941,-28.041555,-44.781677,vitoria,ES
86881,3.796547,-39.406428,porto alegre,RS
35287,-6.222918,-37.830976,boa vista,RR
49515,-5.436675,-35.393505,juiz de fora,MG
30142,-31.335178,-65.715144,vitoria da conquista,BA
83445,4.054794,-38.993305,mossoro,RN
67163,-30.427077,-57.077842,campo grande,MS
31880,-10.232161,-46.525163,joao pessoa,PB
15956,3.320511,-70.689851,londrina,PR
62100,-14.189016,-52.766146,palmas,TO
31694,-16.365692,-53.647422,joao pessoa,PB
62540,-9.925702,-65.136865,mossoro,RN
84959,-24.723307,-46.524574,campinas,SP
76036,-6.105347,-53.047218,macapa,AP
48844,-6.086321,-52.018265,recife,PE
15978,-12.7245,-61.909955,florianopolis,SC
46406,2.235422,-62.723475,aracaju,SE
94202,4.240899,-35.397622,macapa,AP
25228,-32.946801,-59.796448,vitoria da conquista,BA
52540,-29.836646,-46.192455,parnaiba,PI
27512,-17.48297,-49.763683,mossoro,RN
92045,-1.994958,-41.690592,fortaleza,CE
33165,-23.272486,-72.405737,brasilia,DF
60067,2.93494,-63.220884,porto velho,RO
67958,-24.615717,-62.785847,aracaju,SE
30400,-16.049876,-45.267148,arapiraca,AL
29442,1.282389,-69.43974,varzea grande,MT
34251,-2.007276,-66.307799,joinville,SC
33646,-8.392558,-72.200202,arapiraca,AL
61668,-6.880061,-65.861775,florianopolis,SC
65888,-23.680354,-38.45302,curitiba,PR
79045,-27.782931,-44.48312,vitoria,ES
23071,-18.640745,-72.212795,osasco,SP
94473,2.517754,-67.977196,boa vista,RR
45082,-27.579847,-49.159394,manaus,AM
23938,-12.389934,-41.906296,sao paulo,SP
36518,-27.709256,-44.132473,palmas,TO
50289,-20.39326,-67.128494,campo grande,MS
92245,-12.34271,-72.1941,duque de caxias,RJ
81387,-21.723937,-53.561388,rio de janeiro,RJ
28590,-32.954004,-64.476116,boa vista,RR
60512,-27.399693,-48.096145,brasilia,DF
24733,-14.310818,-35.350814,brasilia,DF
46937,-19.4223,-49.603523,brasilia,DF
21115,1.032287,-50.028757,caxias do sul,RS
79531,-20.275926,-66.108111,joinville,SC
97460,-6.887893,-49.259186,cuiaba,MT
23621,-22.698455,-54.02847,jaboatao dos guararapes,PE
20009,-3.023467,-40.254869,ananindeua,PA
29213,-20.830272,-58.157216,maringa,PR
18822,-28.699767,-56.75678,rio branco,AC
28961,-29.563013,-35.198676,rio branco,AC
56217,-20.866,-56.894381,joinville,SC
88871,-2.84694,-60.328324,araguaina,TO
60224,-17.090934,-54.110113,macapa,AP
79792,-12.623923,-64.255648,mossoro,RN
79067,-11.040695,-46.64704,contagem,MG
21436,-24.062663,-72.891088,rio branco,AC
83187,-14.990799,-67.923478,santos,SP
55789,-19.287376,-40.725493,porto alegre,RS
48626,-15.505241,-41.260411,manaus,AM
41784,-24.99198,-64.465687,mossoro,RN
25366,3.557975,-46.249411,rio branco,AC
13453,-6.547344,-56.861068,serra,ES
96867,-10.898931,-54.88059,rio de janeiro,RJ
13956,-27.418306,-67.631455,teresina,PI
11635,-11.37104,-42.078972,brasilia,DF
71573,-4.744798,-44.571929,curitiba,PR
71628,-17.362146,-60.181194,araguaina,TO
47587,-28.771867,-70.71997,macapa,AP
89190,-4.456949,-53.874774,aracaju,SE
65524,-7.163665,-39.712892,sorocaba,SP
84981,-13.928847,-46.044593,mossoro,RN
45628,3.978649,-53.18296,cuiaba,MT
37769,-17.784708,-70.872121,maringa,PR
83307,-10.006831,-70.066049,vitoria,ES
72575,-21.098793,-48.608148,araguaina,TO
31603,-30.922477,-58.883831,boa vista,RR
45378,-28.880766,-70.043274,cuiaba,MT
13676,-23.897863,-66.815105,parnaiba,PI
37775,-10.309791,-44.252185,porto alegre,RS
82311,-25.334415,-37.690327,recife,PE
21146,4.1132,-51.537721,brasilia,DF
15987,-31.174142,-69.457984,arapiraca,AL
56746,-4.436182,-36.567917,recife,PE
51218,-4.429994,-45.423851,joao pessoa,PB
98432,-29.299566,-57.523111,maringa,PR
75821,-2.315215,-67.292907,rio branco,AC
72515,-10.718388,-40.62297,arapiraca,AL
29862,-7.069789,-70.007391,recife,PE
40352,0.607279,-42.315911,aracaju,SE
31108,4.749832,-53.938443,aracaju,SE
68652,-3.156629,-60.117213,rio branco,AC
15244,0.845837,-43.58135,ananindeua,PA
37370,4.886361,-49.938672,vitoria,ES
92285,4.787372,-69.29857,maringa,PR
50572,-12.20883,-36.180009,campinas,SP
75393,-29.423668,-61.078689,macapa,AP
18934,-22.355542,-59.193526,recife,PE
33486,-5.995109,-55.491836,belo horizonte,MG
67939,-8.288901,-67.663005,imperatriz,MA
73997,-31.49548,-40.357876,pelotas,RS
91223,1.851324,-68.098599,vila velha,ES
58979,-29.827359,-57.298619,ananindeua,PA
99463,-31.378328,-35.857598,dourados,MS
83505,-32.698168,-40.583728,niteroi,RJ
30736,-11.334918,-40.554491,jaboatao dos guararapes,PE
70591,-7.572279,-59.740357,brasilia,DF
24302,-29.738743,-45.192431,dourados,MS
36145,-17.742222,-70.550082,vila velha,ES
37870,-6.312948,-54.90366,caucaia,CE
15017,-12.286914,-36.95572,aparecida de goiania,GO
37979,-20.832908,-71.809716,maringa,PR
18178,2.585467,-59.263275,parnaiba,PI
37973,-30.945054,-40.015217,varzea grande,MT
