order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD000646,1,debit_card,10,1822.49
ORD000647,1,boleto,10,712.54
ORD000648,1,credit_card,10,845.6
ORD000649,1,voucher,10,914.69
ORD000650,1,credit_card,1,1047.02
ORD000651,1,boleto,2,923.14
ORD000652,1,voucher,3,1004.41
ORD000653,1,credit_card,1,564.87
ORD000653,2,credit_card,1,250.23
ORD000654,1,debit_card,10,658.26
ORD000655,1,boleto,1,899.49
ORD000656,1,credit_card,1,819.84
ORD000656,2,credit_card,1,410.52
ORD000657,1,credit_card,2,1509.88
ORD000658,1,credit_card,10,487.4
ORD000659,1,credit_card,10,439.95
ORD000660,1,boleto,2,816.08
ORD000661,1,credit_card,6,1677.2
ORD000662,1,credit_card,6,219.42
ORD000663,1,credit_card,1,438.23
ORD000664,1,debit_card,6,1438.48
ORD000665,1,boleto,3,1769.62
ORD000666,1,credit_card,1,825.4
ORD000667,1,debit_card,3,1190.61
ORD000668,1,credit_card,6,2344.32
ORD000669,1,credit_card,2,835.97
ORD000670,1,credit_card,6,2192.99
ORD000671,1,credit_card,1,551.16
ORD000671,2,credit_card,1,905.14
ORD000672,1,debit_card,1,373.43
ORD000672,2,credit_card,1,261.11
ORD000673,1,boleto,6,586.13
ORD000673,2,voucher,3,293.35
ORD000674,1,boleto,10,676.89
ORD000675,1,voucher,1,929.84
ORD000676,1,voucher,1,367.73
ORD000676,2,credit_card,10,758.37
ORD000677,1,debit_card,1,2330.09
ORD000678,1,boleto,10,175.9
ORD000679,1,credit_card,6,139.18
ORD000680,1,credit_card,6,942.79
ORD000681,1,voucher,10,2228.85
ORD000682,1,credit_card,1,794.73
ORD000683,1,boleto,1,1503.69
ORD000684,1,credit_card,6,2110.65
ORD000685,1,boleto,3,818.06
ORD000686,1,credit_card,10,1055.99
ORD000686,2,credit_card,2,572.5
ORD000687,1,credit_card,10,1362.59
ORD000688,1,boleto,1,922.33
ORD000688,2,boleto,6,551.43
ORD000689,1,credit_card,10,159.71
ORD000690,1,credit_card,1,833.95
ORD000691,1,credit_card,6,1542.21
ORD000692,1,credit_card,2,1206.73
ORD000693,1,debit_card,6,541.86
ORD000694,1,credit_card,1,278.91
ORD000694,2,credit_card,1,207.39
ORD000695,1,boleto,6,324.2
ORD000696,1,boleto,3,881.41
ORD000696,2,debit_card,6,766.97
ORD000697,1,boleto,1,456.68
ORD000698,1,credit_card,2,564.48
ORD000699,1,credit_card,1,766.3
ORD000700,1,boleto,6,202.28
ORD000700,2,credit_card,3,271.92
ORD000701,1,boleto,10,1090.71
ORD000702,1,credit_card,6,297.72
ORD000703,1,credit_card,6,1276.79
ORD000704,1,credit_card,3,1365.37
ORD000704,2,credit_card,1,1448.41
ORD000705,1,boleto,1,249.21
ORD000705,2,credit_card,6,193.99
ORD000706,1,credit_card,10,166.88
ORD000707,1,credit_card,1,704.88
ORD000708,1,credit_card,2,259.11
ORD000709,1,credit_card,1,334.89
ORD000710,1,credit_card,1,593.74
ORD000711,1,debit_card,1,760.59
ORD000712,1,debit_card,1,108.7
ORD000712,2,boleto,2,253.59
ORD000713,1,boleto,2,108.74
ORD000714,1,credit_card,1,694.16
ORD000714,2,boleto,1,316.52
ORD000715,1,credit_card,10,622.02
ORD000716,1,boleto,10,281.3
ORD000716,2,boleto,3,322.54
ORD000717,1,credit_card,1,717.05
ORD000718,1,credit_card,1,702.21
ORD000719,1,boleto,1,337.05
ORD000720,1,credit_card,2,730.46
ORD000721,1,credit_card,6,765.33
ORD000722,1,credit_card,6,572.03
ORD000723,1,credit_card,10,422.14
ORD000724,1,boleto,2,66.48
ORD000724,2,voucher,1,87.74
ORD000725,1,credit_card,6,730.25
ORD000726,1,credit_card,3,516.74
ORD000726,2,credit_card,1,727.98
ORD000727,1,credit_card,2,565.09
ORD000728,1,credit_card,1,779.55
ORD000729,1,credit_card,10,793.96
ORD000730,1,boleto,6,1831.4
ORD000731,1,credit_card,10,240.34
ORD000732,1,boleto,6,186.23
ORD000732,2,credit_card,1,229.51
ORD000733,1,credit_card,6,887.14
ORD000734,1,credit_card,6,143.49
ORD000734,2,credit_card,2,162.61
ORD000735,1,credit_card,3,696.04
ORD000736,1,boleto,3,1153.5
ORD000737,1,debit_card,1,1658.3
ORD000738,1,credit_card,3,1534.48
ORD000739,1,boleto,6,294.95
ORD000740,1,credit_card,6,355.7
ORD000741,1,credit_card,3,1739.29
ORD000742,1,credit_card,2,1143.67
ORD000743,1,boleto,10,880.33
ORD000744,1,boleto,10,948.84
ORD000745,1,boleto,1,1050.89
ORD000746,1,boleto,3,1550.34
ORD000747,1,credit_card,3,1123.21
ORD000748,1,boleto,2,854.3
ORD000749,1,boleto,1,1103.83
ORD000750,1,credit_card,2,540.72
ORD000751,1,voucher,2,269.57
ORD000752,1,debit_card,1,84.16
ORD000752,2,credit_card,1,162.65
ORD000753,1,credit_card,10,375.6
ORD000754,1,boleto,6,892.93
ORD000755,1,credit_card,3,713.9
ORD000756,1,boleto,1,182.05
ORD000756,2,credit_card,3,281.03
ORD000757,1,credit_card,3,865.16
ORD000758,1,debit_card,2,630.11
ORD000759,1,credit_card,1,924.84
ORD000760,1,debit_card,10,126.88
ORD000760,2,boleto,1,215.49
ORD000761,1,credit_card,1,345.97
ORD000762,1,boleto,2,202.45
ORD000762,2,credit_card,1,357.27
ORD000763,1,credit_card,6,389.07
ORD000763,2,debit_card,10,421.82
ORD000764,1,voucher,2,834.68
ORD000765,1,credit_card,3,227.58
ORD000766,1,credit_card,1,722.95
ORD000767,1,boleto,2,377.74
ORD000767,2,credit_card,2,809.52
ORD000768,1,boleto,3,1373.62
ORD000769,1,credit_card,1,815.52
ORD000770,1,credit_card,6,914.41
ORD000771,1,debit_card,1,627.31
ORD000772,1,credit_card,1,1658.49
ORD000773,1,credit_card,3,515.07
ORD000774,1,credit_card,2,97.9
ORD000775,1,credit_card,1,2073.11
ORD000776,1,credit_card,3,828.65
ORD000777,1,boleto,1,670.68
ORD000778,1,credit_card,1,703.33
ORD000779,1,debit_card,2,1394.74
ORD000780,1,credit_card,10,264.44
ORD000781,1,credit_card,2,625.41
ORD000782,1,boleto,6,595.57
ORD000783,1,credit_card,1,1726.45
ORD000784,1,credit_card,6,538.47
ORD000785,1,boleto,3,1602.03
ORD000786,1,boleto,3,1140.11
ORD000787,1,boleto,1,648.67
ORD000788,1,boleto,3,807.17
ORD000789,1,voucher,6,655.73
ORD000790,1,boleto,1,906.98
ORD000791,1,voucher,1,2109.05
ORD000792,1,debit_card,1,1060.18
ORD000793,1,credit_card,10,408.29
ORD000793,2,credit_card,1,338.76
ORD000794,1,boleto,1,931.52
ORD000795,1,boleto,10,876.49
ORD000796,1,debit_card,10,830.11
ORD000797,1,credit_card,1,931.05
ORD000798,1,credit_card,6,767.3
ORD000799,1,credit_card,1,203.46
ORD000799,2,credit_card,1,171.87
ORD000800,1,credit_card,2,394.47
ORD000801,1,credit_card,1,914.66
ORD000802,1,credit_card,1,39.59
ORD000802,2,credit_card,1,60.69
ORD000803,1,credit_card,1,235.89
ORD000804,1,credit_card,10,382.77
ORD000804,2,debit_card,3,397.6
ORD000805,1,voucher,2,336.4
ORD000806,1,credit_card,3,570.19
ORD000807,1,voucher,1,474.73
ORD000808,1,credit_card,3,820.42
ORD000809,1,credit_card,1,297.24
ORD000810,1,credit_card,10,141.55
ORD000811,1,boleto,1,904.93
ORD000812,1,voucher,1,721.58
ORD000813,1,boleto,10,1092.3
ORD000814,1,debit_card,1,154.31
ORD000814,2,credit_card,1,114.69
ORD000815,1,credit_card,6,233.55
ORD000815,2,credit_card,1,368.98
ORD000816,1,credit_card,2,127.3
ORD000816,2,credit_card,1,189.0
ORD000817,1,credit_card,6,669.11
ORD000818,1,credit_card,10,1439.57
ORD000818,2,credit_card,3,634.01
ORD000819,1,credit_card,1,728.54
ORD000820,1,debit_card,2,506.95
ORD000821,1,credit_card,1,1226.83
ORD000822,1,credit_card,2,842.52
ORD000823,1,credit_card,1,491.99
ORD000824,1,credit_card,6,791.55
ORD000825,1,credit_card,1,657.05
ORD000826,1,credit_card,2,418.36
ORD000827,1,credit_card,1,1591.37
ORD000828,1,credit_card,1,232.36
ORD000829,1,credit_card,1,271.03
ORD000830,1,credit_card,1,262.55
ORD000831,1,boleto,1,623.58
ORD000832,1,credit_card,3,749.63
ORD000833,1,credit_card,1,895.84
ORD000834,1,credit_card,2,198.06
ORD000835,1,credit_card,10,245.42
ORD000835,2,credit_card,3,149.06
ORD000836,1,credit_card,1,543.33
ORD000837,1,boleto,3,794.21
ORD000838,1,credit_card,1,228.0
ORD000839,1,credit_card,2,413.01
ORD000840,1,credit_card,1,314.23
ORD000840,2,credit_card,1,285.61
ORD000841,1,credit_card,6,573.54
ORD000842,1,credit_card,3,231.69
ORD000843,1,credit_card,3,875.33
ORD000844,1,debit_card,1,50.91
ORD000844,2,debit_card,3,104.68
ORD000845,1,debit_card,2,891.47
ORD000845,2,credit_card,1,831.35
ORD000846,1,boleto,1,1025.53
ORD000847,1,debit_card,6,444.25
ORD000847,2,debit_card,1,353.92
ORD000848,1,credit_card,2,1326.14
ORD000849,1,credit_card,1,974.09
ORD000850,1,voucher,6,744.85
ORD000851,1,credit_card,1,442.18
ORD000852,1,debit_card,1,570.74
ORD000853,1,voucher,1,718.09
ORD000854,1,credit_card,10,430.38
ORD000855,1,boleto,1,1140.88
ORD000855,2,debit_card,1,723.24
ORD000856,1,boleto,10,1706.63
ORD000857,1,boleto,10,1976.23
ORD000858,1,debit_card,3,812.37
ORD000858,2,credit_card,3,1017.17
ORD000859,1,boleto,2,236.55
ORD000859,2,credit_card,3,187.7
ORD000860,1,boleto,3,474.2
ORD000860,2,boleto,1,757.15
ORD000861,1,debit_card,1,316.27
ORD000862,1,credit_card,1,567.56
ORD000863,1,credit_card,1,236.99
ORD000863,2,credit_card,1,134.86
ORD000864,1,boleto,10,799.47
ORD000865,1,debit_card,2,858.23
ORD000866,1,credit_card,1,822.04
ORD000867,1,credit_card,10,526.3
ORD000868,1,credit_card,10,123.35
ORD000869,1,credit_card,1,105.91
ORD000870,1,credit_card,1,741.96
ORD000871,1,boleto,3,727.59
ORD000872,1,credit_card,2,630.05
ORD000873,1,credit_card,2,519.37
ORD000874,1,debit_card,3,683.44
ORD000875,1,credit_card,10,393.83
ORD000876,1,credit_card,3,332.64
ORD000877,1,debit_card,1,1023.63
ORD000878,1,credit_card,10,825.45
ORD000878,2,boleto,1,1238.41
ORD000879,1,credit_card,1,380.01
ORD000880,1,credit_card,2,491.99
ORD000881,1,credit_card,1,203.82
ORD000882,1,credit_card,3,1368.42
ORD000883,1,boleto,1,648.11
ORD000884,1,debit_card,3,1282.18
ORD000885,1,credit_card,1,2094.33
ORD000886,1,credit_card,6,96.2
ORD000886,2,boleto,3,85.21
ORD000887,1,credit_card,1,851.51
ORD000888,1,credit_card,1,311.81
ORD000888,2,credit_card,6,658.78
ORD000889,1,boleto,10,161.15
ORD000890,1,credit_card,6,205.34
ORD000890,2,credit_card,2,221.01
ORD000891,1,debit_card,6,616.74
ORD000892,1,boleto,6,839.19
ORD000893,1,voucher,3,941.88
ORD000893,2,voucher,1,578.16
ORD000894,1,boleto,6,143.31
ORD000895,1,debit_card,1,569.23
ORD000895,2,credit_card,1,325.75
ORD000896,1,credit_card,1,209.17
ORD000896,2,credit_card,1,162.27
ORD000897,1,boleto,1,714.86
ORD000898,1,credit_card,2,716.81
ORD000899,1,credit_card,1,1337.86
ORD000900,1,boleto,6,739.8
ORD000901,1,boleto,6,437.01
ORD000902,1,credit_card,10,534.76
ORD000903,1,credit_card,3,970.61
ORD000904,1,credit_card,3,359.9
ORD000905,1,boleto,1,943.67
ORD000906,1,boleto,1,931.72
ORD000907,1,boleto,1,588.83
ORD000908,1,credit_card,2,636.58
ORD000909,1,credit_card,10,621.38
ORD000910,1,boleto,3,242.15
ORD000911,1,credit_card,2,78.31
ORD000912,1,credit_card,1,879.08
ORD000912,2,boleto,3,813.2
ORD000913,1,boleto,1,346.75
ORD000913,2,credit_card,1,268.4
ORD000914,1,credit_card,6,648.18
ORD000915,1,credit_card,1,400.05
ORD000915,2,debit_card,1,512.88
ORD000916,1,credit_card,2,1488.12
ORD000917,1,credit_card,10,1533.74
ORD000918,1,credit_card,1,1082.45
ORD000919,1,credit_card,3,1352.71
ORD000920,1,credit_card,2,232.35
ORD000920,2,credit_card,6,155.63
ORD000921,1,credit_card,1,1092.87
ORD000921,2,credit_card,3,1267.91
ORD000922,1,debit_card,10,50.36
ORD000923,1,credit_card,1,1123.09
ORD000924,1,boleto,6,1421.79
ORD000925,1,credit_card,1,1539.69
ORD000926,1,credit_card,1,745.52
ORD000927,1,credit_card,3,776.77
ORD000928,1,credit_card,2,494.65
ORD000929,1,credit_card,2,530.41
ORD000930,1,credit_card,3,113.93
ORD000931,1,credit_card,1,515.82
ORD000932,1,credit_card,1,327.8
ORD000933,1,credit_card,1,792.51
ORD000934,1,credit_card,1,940.22
ORD000935,1,credit_card,6,149.05
ORD000936,1,credit_card,1,109.88
ORD000937,1,credit_card,1,612.82
ORD000938,1,credit_card,2,392.24
ORD000939,1,credit_card,2,508.81
ORD000940,1,boleto,6,843.99
ORD000941,1,boleto,1,1376.0
ORD000942,1,credit_card,1,204.79
ORD000943,1,debit_card,10,775.51
ORD000944,1,credit_card,1,196.24
ORD000945,1,credit_card,2,512.69
ORD000946,1,boleto,1,288.06
ORD000946,2,debit_card,1,550.12
ORD000947,1,credit_card,3,129.87
ORD000947,2,credit_card,6,202.14
ORD000948,1,credit_card,1,628.78
ORD000949,1,credit_card,1,756.9
ORD000950,1,credit_card,3,694.1
ORD000951,1,boleto,6,779.38
ORD000952,1,credit_card,3,448.67
ORD000952,2,credit_card,1,229.64
ORD000953,1,boleto,1,729.58
ORD000954,1,boleto,3,323.88
ORD000955,1,credit_card,3,1847.68
ORD000956,1,voucher,1,776.03
ORD000957,1,credit_card,1,1434.44
ORD000958,1,credit_card,3,482.84
ORD000959,1,voucher,3,2108.82
ORD000960,1,credit_card,3,72.32
ORD000960,2,credit_card,2,87.32
ORD000961,1,debit_card,6,133.85
ORD000962,1,boleto,2,416.13
ORD000962,2,debit_card,10,245.16
ORD000963,1,debit_card,1,1864.64
ORD000964,1,credit_card,1,321.85
ORD000965,1,credit_card,1,1600.61
ORD000966,1,boleto,1,1461.04
ORD000967,1,boleto,3,842.14
ORD000968,1,credit_card,1,566.39
ORD000969,1,credit_card,2,141.24
ORD000970,1,credit_card,6,882.87
ORD000971,1,credit_card,1,335.48
ORD000971,2,credit_card,2,202.91
ORD000972,1,credit_card,10,205.44
ORD000973,1,credit_card,1,845.53
ORD000974,1,boleto,1,1695.82
ORD000975,1,credit_card,2,496.91
ORD000976,1,credit_card,10,770.63
ORD000977,1,credit_card,10,871.43
ORD000978,1,credit_card,3,694.66
ORD000979,1,debit_card,10,1554.89
ORD000980,1,voucher,3,826.54
ORD000981,1,credit_card,1,107.57
ORD000982,1,credit_card,6,222.96
ORD000983,1,boleto,3,170.94
ORD000984,1,credit_card,1,2027.79
ORD000985,1,boleto,6,502.93
ORD000986,1,credit_card,6,215.01
ORD000987,1,credit_card,1,215.1
ORD000988,1,credit_card,6,1863.25
ORD000989,1,credit_card,10,1041.69
ORD000990,1,credit_card,1,914.63
ORD000991,1,voucher,6,104.55
ORD000992,1,credit_card,1,217.42
ORD000993,1,debit_card,10,801.68
ORD000994,1,credit_card,1,536.18
ORD000995,1,credit_card,2,290.43
ORD000995,2,credit_card,10,495.93
ORD000996,1,boleto,1,307.27
ORD000997,1,credit_card,1,873.39
ORD000998,1,boleto,3,396.47
ORD000998,2,boleto,1,332.76
ORD000999,1,voucher,3,494.84
ORD000999,2,credit_card,1,682.67
ORD001000,1,boleto,1,992.92
ORD001001,1,credit_card,3,515.64
ORD001001,2,credit_card,1,686.79
ORD001002,1,credit_card,1,1763.56
ORD001003,1,boleto,3,138.89
ORD001004,1,boleto,1,798.85
ORD001005,1,credit_card,2,590.07
ORD001005,2,credit_card,1,959.72
ORD001006,1,credit_card,1,315.25
ORD001007,1,credit_card,1,118.59
ORD001008,1,credit_card,6,607.15
ORD001009,1,boleto,3,137.21
ORD001010,1,boleto,6,230.05
ORD001011,1,boleto,1,400.89
ORD001012,1,credit_card,3,242.52
ORD001013,1,boleto,1,1165.3
ORD001014,1,boleto,10,365.18
ORD001015,1,credit_card,3,1595.39
ORD001016,1,boleto,3,866.36
ORD001017,1,credit_card,1,1553.37
ORD001018,1,credit_card,1,868.57
ORD001019,1,credit_card,1,2076.0
ORD001020,1,credit_card,1,85.86
ORD001021,1,debit_card,1,1074.69
ORD001022,1,credit_card,1,1309.3
ORD001023,1,boleto,1,1733.35
ORD001024,1,credit_card,10,209.1
ORD001025,1,boleto,3,208.69
ORD001026,1,boleto,10,171.36
ORD001027,1,debit_card,6,443.32
ORD001028,1,credit_card,1,590.43
ORD001029,1,credit_card,1,598.01
ORD001030,1,credit_card,1,716.22
ORD001031,1,credit_card,1,927.95
ORD001032,1,voucher,6,1359.31
ORD001033,1,credit_card,1,1283.37
ORD001034,1,credit_card,10,558.65
ORD001035,1,credit_card,1,767.89
ORD001036,1,credit_card,1,896.19
ORD001037,1,debit_card,1,2141.75
ORD001038,1,credit_card,1,1021.62
ORD001039,1,debit_card,1,610.5
ORD001040,1,credit_card,1,538.34
ORD001041,1,boleto,1,94.77
ORD001041,2,credit_card,10,181.88
ORD001042,1,credit_card,10,794.85
ORD001043,1,credit_card,10,845.69
ORD001044,1,boleto,1,1413.09
ORD001045,1,boleto,10,1188.98
ORD001046,1,credit_card,2,754.34
ORD001047,1,credit_card,1,477.99
ORD001048,1,credit_card,1,985.23
ORD001049,1,credit_card,3,851.21
ORD001050,1,credit_card,6,986.48
ORD001051,1,boleto,6,215.51
ORD001052,1,credit_card,10,805.89
ORD001053,1,credit_card,2,898.17
ORD001054,1,credit_card,3,511.95
ORD001055,1,credit_card,1,2496.42
ORD001056,1,debit_card,3,2127.4
ORD001057,1,credit_card,10,77.25
ORD001058,1,credit_card,1,363.67
ORD001059,1,credit_card,6,254.28
ORD001059,2,credit_card,1,334.48
ORD001060,1,boleto,3,622.87
ORD001061,1,boleto,1,145.98
ORD001062,1,credit_card,2,282.35
ORD001063,1,credit_card,3,900.44
ORD001064,1,boleto,1,144.7
ORD001064,2,boleto,1,129.45
ORD001065,1,credit_card,6,181.06
ORD001065,2,credit_card,3,77.86
ORD001066,1,credit_card,2,69.39
ORD001066,2,credit_card,1,35.04
ORD001067,1,boleto,1,301.53
ORD001067,2,credit_card,1,602.9
ORD001068,1,credit_card,2,254.81
ORD001069,1,credit_card,10,603.57
ORD001070,1,credit_card,2,672.45
ORD001071,1,credit_card,1,931.7
ORD001072,1,credit_card,10,50.01
ORD001072,2,credit_card,2,109.4
ORD001073,1,credit_card,2,521.32
ORD001074,1,debit_card,1,396.93
ORD001075,1,boleto,1,770.07
ORD001076,1,credit_card,1,433.29
ORD001077,1,boleto,2,276.39
ORD001077,2,credit_card,10,577.34
ORD001078,1,credit_card,3,1373.52
ORD001079,1,credit_card,10,1574.18
ORD001080,1,credit_card,1,884.93
ORD001081,1,credit_card,1,2296.3
ORD001082,1,credit_card,2,1261.93
ORD001083,1,boleto,1,258.47
ORD001084,1,debit_card,10,805.15
ORD001085,1,credit_card,2,255.52
ORD001086,1,debit_card,3,1114.55
ORD001087,1,credit_card,3,488.99
ORD001087,2,credit_card,1,318.81
ORD001088,1,credit_card,1,291.93
ORD001088,2,debit_card,1,159.23
ORD001089,1,credit_card,10,352.3
ORD001090,1,boleto,1,104.82
ORD001091,1,voucher,3,698.64
ORD001092,1,credit_card,6,1401.64
ORD001093,1,boleto,3,282.36
ORD001093,2,credit_card,1,652.75
ORD001094,1,credit_card,3,1021.96
ORD001095,1,boleto,3,1092.02
ORD001095,2,credit_card,1,764.45
ORD001096,1,debit_card,6,763.33
ORD001097,1,credit_card,10,312.26
ORD001098,1,credit_card,6,590.74
ORD001099,1,credit_card,1,829.72
ORD001100,1,credit_card,1,879.8
ORD001101,1,debit_card,10,199.01
ORD001101,2,credit_card,1,146.97
ORD001102,1,credit_card,2,91.1
ORD001102,2,credit_card,6,155.99
ORD001103,1,credit_card,3,730.86
ORD001104,1,credit_card,1,92.72
ORD001105,1,debit_card,2,569.81
ORD001106,1,credit_card,1,945.51
ORD001107,1,debit_card,2,157.3
ORD001108,1,boleto,1,780.7
ORD001109,1,credit_card,3,1286.99
ORD001110,1,boleto,10,320.87
ORD001111,1,credit_card,6,669.41
ORD001111,2,credit_card,10,640.16
ORD001112,1,debit_card,3,533.33
ORD001113,1,credit_card,6,101.65
ORD001113,2,credit_card,1,228.73
ORD001114,1,boleto,10,455.73
ORD001115,1,credit_card,1,687.56
ORD001116,1,credit_card,3,698.87
ORD001116,2,boleto,1,443.57
ORD001117,1,boleto,10,2130.22
ORD001118,1,boleto,3,684.65
ORD001119,1,credit_card,10,2091.09
ORD001120,1,boleto,3,195.3
ORD001120,2,credit_card,2,113.52
ORD001121,1,credit_card,1,1059.49
ORD001122,1,credit_card,10,721.05
ORD001123,1,credit_card,2,309.99
ORD001124,1,credit_card,2,598.61
ORD001125,1,voucher,1,529.75
ORD001126,1,credit_card,1,1071.85
ORD001127,1,credit_card,1,159.92
ORD001128,1,credit_card,1,704.53
ORD001129,1,credit_card,1,463.03
ORD001130,1,credit_card,1,411.46
ORD001131,1,debit_card,3,473.15
ORD001131,2,debit_card,2,790.13
ORD001132,1,boleto,1,580.83
ORD001133,1,debit_card,1,1027.27
ORD001134,1,credit_card,3,849.77
ORD001134,2,credit_card,1,1069.7
ORD001135,1,boleto,1,345.83
ORD001135,2,credit_card,6,230.33
ORD001136,1,credit_card,1,995.38
ORD001137,1,voucher,3,263.92
ORD001137,2,credit_card,1,595.63
ORD001138,1,boleto,1,701.32
ORD001139,1,credit_card,1,604.53
ORD001140,1,credit_card,1,1192.38
ORD001141,1,boleto,2,212.71
ORD001142,1,credit_card,2,920.67
ORD001143,1,voucher,6,99.72
ORD001144,1,credit_card,1,178.31
ORD001145,1,credit_card,10,184.93
ORD001146,1,credit_card,1,216.86
ORD001147,1,boleto,3,228.15
ORD001148,1,boleto,10,909.52
ORD001149,1,credit_card,3,240.32
ORD001150,1,boleto,3,356.86
ORD001151,1,credit_card,2,476.38
ORD001152,1,credit_card,6,1419.66
ORD001153,1,credit_card,6,1280.83
ORD001154,1,credit_card,6,852.09
ORD001155,1,credit_card,2,481.52
ORD001156,1,credit_card,6,106.34
ORD001157,1,credit_card,1,206.09
ORD001157,2,credit_card,1,140.15
ORD001158,1,credit_card,1,776.46
ORD001159,1,debit_card,1,68.79
ORD001160,1,credit_card,1,664.7
ORD001161,1,credit_card,1,977.56
ORD001162,1,credit_card,1,501.96
ORD001163,1,credit_card,1,702.22
ORD001164,1,debit_card,6,1435.35
ORD001165,1,boleto,2,1303.13
ORD001166,1,debit_card,6,398.43
ORD001166,2,credit_card,10,687.65
ORD001167,1,debit_card,6,651.98
ORD001168,1,credit_card,2,478.91
ORD001169,1,credit_card,10,837.54
ORD001170,1,debit_card,2,1307.48
ORD001171,1,credit_card,6,2179.63
ORD001172,1,credit_card,2,167.9
ORD001172,2,boleto,1,280.6
ORD001173,1,credit_card,1,193.44
ORD001173,2,credit_card,3,382.96
ORD001174,1,boleto,6,931.11
ORD001175,1,credit_card,1,729.96
ORD001176,1,credit_card,6,2320.98
ORD001177,1,credit_card,3,367.99
ORD001177,2,credit_card,1,281.57
ORD001178,1,boleto,3,809.07
ORD001179,1,credit_card,1,197.31
ORD001180,1,credit_card,2,291.5
ORD001181,1,boleto,10,495.21
ORD001181,2,credit_card,1,222.62
ORD001182,1,credit_card,6,741.31
ORD001183,1,credit_card,2,534.96
ORD001184,1,credit_card,1,798.02
ORD001185,1,credit_card,2,292.46
ORD001185,2,credit_card,10,312.59
ORD001186,1,credit_card,2,688.91
ORD001187,1,boleto,1,1594.41
ORD001188,1,boleto,1,756.01
ORD001189,1,credit_card,2,1134.99
ORD001190,1,credit_card,3,2368.53
ORD001191,1,boleto,1,1679.42
ORD001192,1,credit_card,1,686.98
ORD001193,1,voucher,1,798.58
ORD001194,1,boleto,2,1090.14
ORD001195,1,boleto,10,959.3
ORD001196,1,credit_card,1,1771.69
ORD001197,1,credit_card,10,147.54
ORD001198,1,credit_card,1,402.28
ORD001199,1,debit_card,6,139.54
ORD001199,2,credit_card,1,114.11
ORD001200,1,boleto,6,157.89
ORD001201,1,credit_card,1,604.56
ORD001202,1,credit_card,1,262.47
ORD001202,2,credit_card,1,573.22
ORD001203,1,boleto,1,223.0
ORD001204,1,credit_card,3,1238.25
ORD001205,1,credit_card,6,546.98
ORD001206,1,credit_card,10,496.83
ORD001207,1,boleto,2,309.77
ORD001207,2,debit_card,1,271.39
ORD001208,1,boleto,3,610.37
ORD001209,1,credit_card,2,764.41
ORD001210,1,credit_card,3,302.18
ORD001211,1,credit_card,1,1995.1
ORD001212,1,boleto,1,1680.18
ORD001213,1,boleto,10,306.71
ORD001214,1,credit_card,1,500.75
ORD001214,2,credit_card,6,282.72
ORD001215,1,credit_card,1,778.87
ORD001216,1,credit_card,2,537.71
ORD001217,1,credit_card,3,396.7
ORD001218,1,boleto,10,557.73
ORD001219,1,credit_card,3,944.76
ORD001220,1,credit_card,3,241.6
ORD001221,1,credit_card,1,785.33
ORD001222,1,credit_card,1,1379.61
ORD001223,1,boleto,3,690.36
ORD001224,1,debit_card,1,987.45
ORD001225,1,debit_card,1,53.74
ORD001226,1,credit_card,10,566.01
ORD001227,1,boleto,3,754.12
ORD001227,2,credit_card,1,545.42
ORD001228,1,credit_card,1,92.05
ORD001229,1,credit_card,1,59.68
ORD001229,2,credit_card,1,39.58
ORD001230,1,boleto,1,791.31
ORD001231,1,boleto,3,530.13
ORD001232,1,credit_card,6,1036.54
ORD001233,1,credit_card,6,429.83
ORD001233,2,credit_card,1,774.73
ORD001234,1,credit_card,6,1125.34
ORD001235,1,credit_card,6,838.41
ORD001236,1,credit_card,1,1142.34
ORD001236,2,credit_card,3,689.61
ORD001237,1,debit_card,1,880.33
ORD001238,1,credit_card,1,425.33
ORD001238,2,credit_card,1,331.6
ORD001239,1,credit_card,6,615.53
ORD001240,1,boleto,1,110.01
ORD001241,1,credit_card,2,656.97
ORD001242,1,voucher,1,458.7
ORD001242,2,boleto,1,780.75
ORD001243,1,credit_card,10,2140.68
ORD001244,1,credit_card,1,195.36
ORD001245,1,credit_card,2,455.69
ORD001246,1,debit_card,1,733.49
ORD001247,1,boleto,1,1023.05
ORD001248,1,credit_card,3,926.69
ORD001249,1,credit_card,10,686.34
ORD001250,1,boleto,3,2274.42
ORD001251,1,debit_card,10,362.62
ORD001252,1,credit_card,3,472.49
ORD001253,1,debit_card,3,1088.99
ORD001254,1,debit_card,6,194.91
ORD001255,1,boleto,3,872.33
ORD001255,2,credit_card,1,647.26
ORD001256,1,credit_card,1,695.01
ORD001256,2,credit_card,1,407.03
ORD001257,1,boleto,1,853.28
ORD001258,1,credit_card,2,176.97
ORD001258,2,credit_card,3,142.74
ORD001259,1,credit_card,1,1554.68
ORD001260,1,boleto,6,512.06
ORD001260,2,credit_card,2,481.96
ORD001261,1,credit_card,2,372.45
ORD001262,1,credit_card,1,419.28
ORD001263,1,credit_card,3,557.92
ORD001264,1,credit_card,6,864.71
ORD001265,1,credit_card,2,1032.9
ORD001266,1,boleto,2,389.6
ORD001267,1,voucher,1,183.58
ORD001267,2,boleto,3,170.75
ORD001268,1,credit_card,2,422.13
ORD001269,1,credit_card,1,1258.25
ORD001270,1,boleto,6,325.32
ORD001271,1,credit_card,1,1243.43
ORD001272,1,credit_card,3,245.87
