order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD000549,2,PROD00231,SELL00048,2023-04-16 20:16:20,123.37,63.95
ORD000550,1,PROD00390,SELL00141,2024-02-21 01:32:50,239.06,61.04
ORD000550,2,PROD00160,SELL00096,2024-12-09 22:15:09,790.65,57.61
ORD000551,1,PROD00151,SELL00109,2024-07-19 08:35:44,105.45,7.86
ORD000552,1,PROD00315,SELL00091,2024-08-02 12:49:49,514.07,24.77
ORD000553,1,PROD00066,SELL00115,2023-12-07 18:15:32,372.49,49.3
ORD000554,1,PROD00114,SELL00033,2024-04-12 09:32:57,747.51,56.92
ORD000555,1,PROD00198,SELL00101,2024-12-01 22:30:33,397.5,46.81
ORD000556,1,PROD00324,SELL00100,2024-10-31 01:28:44,824.38,31.13
ORD000556,2,PROD00054,SELL00031,2023-10-08 02:50:46,446.09,15.62
ORD000557,1,PROD00073,SELL00047,2023-10-25 22:35:03,603.66,54.34
ORD000558,1,PROD00379,SELL00024,2024-03-29 15:41:42,837.97,79.76
ORD000559,1,PROD00153,SELL00124,2024-10-04 19:25:47,765.46,55.59
ORD000560,1,PROD00395,SELL00080,2023-03-29 21:51:57,374.52,34.29
ORD000561,1,PROD00292,SELL00128,2023-10-20 18:02:09,187.8,12.18
ORD000561,2,PROD00032,SELL00042,2024-02-15 04:29:42,138.0,78.53
ORD000562,1,PROD00356,SELL00084,2024-06-15 11:39:25,274.74,58.41
ORD000563,1,PROD00049,SELL00052,2024-12-03 14:06:19,27.68,77.46
ORD000564,1,PROD00345,SELL00094,2023-03-28 04:24:14,728.87,76.8
ORD000565,1,PROD00156,SELL00064,2024-07-07 14:31:40,357.45,62.65
ORD000565,2,PROD00229,SELL00144,2023-11-12 21:43:39,400.32,62.6
ORD000566,1,PROD00179,SELL00004,2024-07-15 21:38:41,254.01,75.59
ORD000567,1,PROD00202,SELL00144,2024-05-09 23:40:57,898.16,55.63
ORD000567,2,PROD00223,SELL00078,2024-01-23 05:43:50,55.69,34.69
ORD000567,3,PROD00390,SELL00129,2024-12-01 10:45:12,757.68,60.95
ORD000568,1,PROD00363,SELL00106,2024-05-24 04:48:39,70.67,32.29
ORD000569,1,PROD00220,SELL00130,2023-06-01 09:57:30,649.37,16.06
ORD000570,1,PROD00136,SELL00087,2024-02-04 01:13:56,194.72,16.35
ORD000571,1,PROD00020,SELL00083,2024-09-26 11:14:48,299.11,67.77
ORD000572,1,PROD00065,SELL00067,2023-04-21 13:10:43,792.53,38.95
ORD000572,2,PROD00216,SELL00109,2023-06-03 00:18:01,860.87,9.24
ORD000573,1,PROD00246,SELL00035,2023-12-05 07:15:11,818.75,72.28
ORD000573,2,PROD00337,SELL00026,2023-05-02 18:45:06,694.27,19.13
ORD000574,1,PROD00370,SELL00109,2024-09-19 22:42:26,827.91,6.25
ORD000575,1,PROD00110,SELL00094,2023-05-10 04:29:57,602.54,23.17
ORD000576,1,PROD00332,SELL00011,2024-08-15 09:51:43,90.4,16.02
ORD000577,1,PROD00390,SELL00094,2023-04-22 10:05:28,801.86,21.97
ORD000577,2,PROD00030,SELL00040,2023-03-18 10:13:56,819.26,53.05
ORD000577,3,PROD00319,SELL00073,2024-07-05 17:40:32,777.98,65.56
ORD000578,1,PROD00056,SELL00044,2023-07-21 23:07:33,249.74,73.02
ORD000579,1,PROD00220,SELL00128,2024-07-11 05:30:08,753.51,49.38
ORD000580,1,PROD00317,SELL00111,2023-04-09 04:10:41,283.81,61.72
ORD000580,2,PROD00391,SELL00069,2023-08-22 03:22:34,392.97,44.82
ORD000581,1,PROD00305,SELL00002,2024-11-28 18:49:30,566.1,47.44
ORD000582,1,PROD00237,SELL00058,2023-02-13 20:38:19,111.51,6.16
ORD000583,1,PROD00229,SELL00080,2024-02-23 12:31:03,777.44,17.2
ORD000584,1,PROD00378,SELL00114,2024-03-21 07:54:08,474.6,51.24
ORD000584,2,PROD00347,SELL00109,2024-04-29 16:26:39,616.17,32.12
ORD000584,3,PROD00315,SELL00004,2023-12-22 04:38:31,875.58,63.22
ORD000584,4,PROD00141,SELL00117,2023-11-04 18:17:13,384.06,62.54
ORD000585,1,PROD00332,SELL00113,2024-05-20 22:48:32,486.87,19.66
ORD000586,1,PROD00329,SELL00083,2023-05-12 23:16:46,290.07,61.09
ORD000587,1,PROD00218,SELL00048,2024-04-22 19:09:54,304.34,10.07
ORD000588,1,PROD00120,SELL00057,2023-12-06 01:40:37,685.15,46.52
ORD000588,2,PROD00021,SELL00031,2024-01-10 08:23:19,886.64,23.88
ORD000589,1,PROD00181,SELL00004,2024-04-28 05:46:59,481.63,43.31
ORD000590,1,PROD00243,SELL00139,2024-03-21 13:49:26,246.87,34.75
ORD000591,1,PROD00055,SELL00105,2024-07-07 19:52:42,642.1,44.92
ORD000591,2,PROD00394,SELL00076,2024-12-24 18:13:28,873.33,27.44
ORD000591,3,PROD00045,SELL00143,2023-05-13 02:01:29,410.37,59.22
ORD000592,1,PROD00002,SELL00137,2023-08-09 14:12:01,292.36,10.42
ORD000592,2,PROD00370,SELL00150,2023-04-16 13:31:22,506.57,50.31
ORD000593,1,PROD00087,SELL00088,2023-04-08 23:54:30,642.77,34.71
ORD000593,2,PROD00188,SELL00053,2023-10-30 02:59:34,594.53,41.06
ORD000594,1,PROD00202,SELL00012,2024-10-12 04:26:02,859.91,21.49
ORD000595,1,PROD00077,SELL00089,2023-10-21 12:56:32,358.11,25.8
ORD000596,1,PROD00302,SELL00029,2023-11-10 12:50:06,712.78,49.81
ORD000597,1,PROD00247,SELL00041,2023-08-07 02:31:00,291.02,74.87
ORD000597,2,PROD00038,SELL00018,2024-05-05 03:31:12,541.72,50.92
ORD000598,1,PROD00101,SELL00027,2023-08-21 08:50:55,619.92,32.18
ORD000598,2,PROD00194,SELL00003,2024-04-06 05:59:38,800.14,63.91
ORD000599,1,PROD00337,SELL00059,2023-04-05 00:54:56,760.17,40.06
ORD000599,2,PROD00230,SELL00145,2024-10-10 11:00:55,678.75,60.97
ORD000600,1,PROD00399,SELL00020,2024-01-09 19:45:37,281.85,49.97
ORD000601,1,PROD00197,SELL00026,2024-10-03 02:30:20,735.14,58.77
ORD000601,2,PROD00314,SELL00069,2023-04-05 17:20:11,664.29,44.26
ORD000602,1,PROD00256,SELL00035,2023-05-14 04:12:32,62.51,58.29
ORD000603,1,PROD00125,SELL00056,2023-09-19 07:54:48,537.83,42.44
ORD000604,1,PROD00085,SELL00033,2023-05-11 17:52:42,880.2,21.47
ORD000605,1,PROD00330,SELL00095,2023-08-04 07:48:20,531.28,8.38
ORD000605,2,PROD00243,SELL00139,2023-08-23 21:55:16,119.01,17.55
ORD000605,3,PROD00260,SELL00126,2024-03-25 00:30:06,299.52,46.76
ORD000606,1,PROD00189,SELL00016,2023-11-16 19:07:40,197.96,13.82
ORD000607,1,PROD00090,SELL00055,2024-04-15 17:10:13,365.76,39.75
ORD000608,1,PROD00387,SELL00032,2023-01-19 08:03:10,454.29,5.48
ORD000608,2,PROD00315,SELL00120,2023-12-28 14:38:39,371.38,35.83
ORD000609,1,PROD00379,SELL00057,2023-05-23 05:54:00,609.91,38.7
ORD000610,1,PROD00105,SELL00148,2023-07-05 23:29:03,501.42,16.6
ORD000610,2,PROD00015,SELL00114,2023-08-06 18:19:47,491.81,14.07
ORD000610,3,PROD00127,SELL00082,2023-06-18 17:30:14,382.57,76.88
ORD000611,1,PROD00383,SELL00127,2024-03-12 09:31:05,246.51,38.03
ORD000612,1,PROD00078,SELL00013,2023-01-12 10:53:58,205.71,20.45
ORD000612,2,PROD00161,SELL00150,2024-08-23 15:41:17,653.9,32.01
ORD000613,1,PROD00375,SELL00009,2024-02-16 14:35:45,601.1,7.75
ORD000614,1,PROD00396,SELL00061,2024-07-10 12:49:38,366.43,71.56
ORD000614,2,PROD00157,SELL00098,2023-07-27 09:11:19,889.86,12.09
ORD000615,1,PROD00098,SELL00036,2024-06-17 10:05:22,249.19,79.89
ORD000615,2,PROD00225,SELL00057,2023-04-04 04:05:41,526.78,79.97
ORD000616,1,PROD00189,SELL00058,2024-03-19 12:47:49,597.17,78.61
ORD000616,2,PROD00170,SELL00111,2023-07-05 04:18:32,101.8,77.52
ORD000616,3,PROD00086,SELL00009,2023-08-29 17:01:40,40.74,34.16
ORD000616,4,PROD00383,SELL00121,2024-12-25 00:41:27,508.24,11.63
ORD000617,1,PROD00213,SELL00145,2024-01-21 09:11:25,643.63,75.35
ORD000618,1,PROD00193,SELL00002,2024-02-25 12:18:28,483.19,11.24
ORD000618,2,PROD00051,SELL00055,2024-07-19 22:46:15,527.76,74.43
ORD000619,1,PROD00235,SELL00038,2023-03-17 22:40:13,521.85,24.35
ORD000619,2,PROD00312,SELL00079,2023-07-22 03:48:04,233.37,48.04
ORD000620,1,PROD00279,SELL00064,2024-12-06 14:20:26,770.06,19.51
ORD000621,1,PROD00247,SELL00006,2024-04-17 15:34:15,454.44,41.66
ORD000622,1,PROD00143,SELL00083,2023-08-03 13:08:21,436.47,32.46
ORD000623,1,PROD00357,SELL00090,2023-11-13 03:15:04,391.25,20.65
ORD000623,2,PROD00254,SELL00091,2023-03-16 21:17:34,444.69,79.88
ORD000624,1,PROD00041,SELL00096,2023-01-25 19:56:31,700.37,79.69
ORD000625,1,PROD00318,SELL00079,2024-05-18 04:44:35,722.51,18.44
ORD000625,2,PROD00003,SELL00037,2023-01-14 17:50:26,184.91,50.59
ORD000626,1,PROD00200,SELL00125,2023-02-03 03:25:17,116.76,69.94
ORD000626,2,PROD00116,SELL00127,2023-04-19 12:10:18,81.37,21.8
ORD000627,1,PROD00246,SELL00064,2023-07-07 07:14:18,870.81,28.09
ORD000628,1,PROD00231,SELL00114,2023-03-18 09:31:21,237.24,51.39
ORD000629,1,PROD00143,SELL00137,2024-06-21 14:20:13,549.28,11.53
ORD000629,2,PROD00170,SELL00066,2023-09-14 16:45:28,101.07,75.03
ORD000629,3,PROD00369,SELL00132,2024-10-05 23:58:53,638.07,6.39
ORD000629,4,PROD00234,SELL00149,2023-12-17 17:31:12,548.47,76.68
ORD000630,1,PROD00391,SELL00109,2024-04-10 22:19:19,600.41,7.01
ORD000631,1,PROD00158,SELL00111,2024-02-01 16:27:36,352.09,54.97
ORD000631,2,PROD00078,SELL00140,2024-11-22 14:21:35,175.63,7.74
ORD000631,3,PROD00264,SELL00069,2023-07-18 16:40:40,119.58,65.07
ORD000632,1,PROD00103,SELL00107,2023-02-28 13:14:48,285.41,55.6
ORD000633,1,PROD00043,SELL00009,2023-06-12 09:43:10,357.45,47.44
ORD000634,1,PROD00180,SELL00036,2024-11-11 23:30:20,564.1,40.17
ORD000634,2,PROD00042,SELL00010,2024-03-30 22:30:10,337.17,73.63
ORD000634,3,PROD00265,SELL00046,2024-05-15 16:59:58,187.99,62.62
ORD000635,1,PROD00212,SELL00034,2024-11-25 22:31:18,117.33,30.17
ORD000636,1,PROD00399,SELL00024,2023-07-30 22:46:05,869.08,55.69
ORD000637,1,PROD00395,SELL00034,2023-01-05 21:20:39,661.19,68.75
ORD000637,2,PROD00009,SELL00117,2024-06-04 20:05:28,390.25,30.52
ORD000638,1,PROD00228,SELL00132,2024-03-06 02:17:16,782.72,56.5
ORD000638,2,PROD00035,SELL00068,2023-12-18 22:01:32,45.92,61.71
ORD000639,1,PROD00204,SELL00105,2024-05-05 21:31:24,848.46,42.57
ORD000640,1,PROD00339,SELL00071,2023-07-19 14:57:14,203.1,57.26
ORD000641,1,PROD00141,SELL00060,2024-01-27 07:18:34,797.08,8.83
ORD000642,1,PROD00085,SELL00087,2024-03-10 12:46:00,365.12,41.96
ORD000643,1,PROD00186,SELL00053,2023-12-09 18:52:07,730.5,64.89
ORD000644,1,PROD00358,SELL00028,2023-09-23 21:14:23,671.15,33.88
ORD000645,1,PROD00070,SELL00135,2023-12-24 12:52:24,875.62,60.84
ORD000645,2,PROD00076,SELL00047,2023-09-02 10:00:54,760.13,65.69
ORD000646,1,PROD00206,SELL00140,2024-10-25 01:18:48,817.81,69.77
ORD000646,2,PROD00380,SELL00093,2023-01-25 13:16:21,649.46,14.73
ORD000646,3,PROD00133,SELL00066,2024-09-06 23:34:23,228.58,42.14
ORD000647,1,PROD00115,SELL00056,2024-06-20 22:15:03,656.6,55.94
ORD000648,1,PROD00133,SELL00026,2023-09-22 12:06:56,792.47,53.13
ORD000649,1,PROD00077,SELL00129,2023-12-24 10:10:55,224.77,65.35
ORD000649,2,PROD00199,SELL00012,2024-05-08 19:06:49,505.26,75.64
ORD000649,3,PROD00061,SELL00134,2023-08-10 07:14:06,21.45,22.22
ORD000650,1,PROD00231,SELL00078,2023-07-13 06:47:28,344.11,35.22
ORD000650,2,PROD00275,SELL00145,2024-02-21 21:52:32,653.63,14.06
ORD000651,1,PROD00335,SELL00092,2024-12-14 10:04:27,878.78,44.36
ORD000652,1,PROD00013,SELL00123,2023-08-03 02:00:56,40.82,21.61
ORD000652,2,PROD00074,SELL00104,2023-03-31 12:48:24,871.32,70.66
ORD000653,1,PROD00158,SELL00090,2024-12-24 09:22:39,793.72,21.38
ORD000654,1,PROD00275,SELL00057,2023-05-25 14:50:26,293.09,8.44
ORD000654,2,PROD00330,SELL00130,2024-06-29 16:27:18,334.45,22.28
ORD000655,1,PROD00056,SELL00125,2023-10-26 14:21:56,397.21,20.16
ORD000655,2,PROD00120,SELL00121,2023-09-30 14:20:54,428.54,53.58
ORD000656,1,PROD00099,SELL00071,2023-05-20 17:41:00,674.83,23.57
ORD000656,2,PROD00329,SELL00007,2024-09-26 17:16:38,188.96,63.78
ORD000656,3,PROD00168,SELL00087,2023-05-31 01:57:16,249.04,30.18
ORD000657,1,PROD00129,SELL00081,2023-03-13 01:56:35,685.75,26.28
ORD000657,2,PROD00190,SELL00018,2024-10-05 17:48:44,791.26,6.59
ORD000658,1,PROD00355,SELL00103,2024-11-29 21:42:41,442.4,45.0
ORD000659,1,PROD00265,SELL00124,2023-09-26 21:33:01,361.69,78.26
ORD000660,1,PROD00306,SELL00118,2023-07-27 18:52:23,436.06,52.54
ORD000660,2,PROD00378,SELL00069,2023-01-23 15:33:02,188.74,22.7
ORD000660,3,PROD00126,SELL00120,2023-11-26 16:16:53,92.17,23.87
ORD000661,1,PROD00019,SELL00001,2024-04-29 19:13:39,343.52,57.94
ORD000661,2,PROD00398,SELL00150,2023-01-24 12:31:20,537.19,69.13
ORD000661,3,PROD00398,SELL00111,2024-12-03 06:40:41,606.78,62.64
ORD000662,1,PROD00247,SELL00145,2024-02-18 19:13:07,179.37,40.05
ORD000663,1,PROD00257,SELL00089,2024-05-07 03:06:06,397.95,40.28
ORD000664,1,PROD00100,SELL00013,2023-05-03 05:49:21,824.16,45.63
ORD000664,2,PROD00151,SELL00104,2024-02-13 03:27:12,545.75,22.94
ORD000665,1,PROD00178,SELL00081,2024-05-18 16:48:38,519.44,14.55
ORD000665,2,PROD00400,SELL00047,2024-08-25 18:57:57,239.39,49.87
ORD000665,3,PROD00381,SELL00046,2023-04-15 07:32:25,869.37,77.0
ORD000666,1,PROD00373,SELL00059,2024-05-27 16:14:04,234.89,35.84
ORD000666,2,PROD00387,SELL00099,2024-06-01 00:25:34,22.95,73.75
ORD000666,3,PROD00099,SELL00143,2023-02-15 22:51:49,448.01,9.96
ORD000667,1,PROD00342,SELL00099,2023-05-02 01:05:27,372.95,53.09
ORD000667,2,PROD00085,SELL00139,2024-05-22 01:18:14,739.52,25.05
ORD000668,1,PROD00151,SELL00040,2024-11-28 23:30:05,482.02,62.1
ORD000668,2,PROD00199,SELL00110,2023-10-03 18:39:06,281.73,44.82
ORD000668,3,PROD00257,SELL00134,2023-08-22 09:15:32,872.55,65.41
ORD000668,4,PROD00121,SELL00058,2024-04-18 07:45:27,473.03,62.66
ORD000669,1,PROD00244,SELL00036,2024-12-07 00:15:48,781.47,54.5
ORD000670,1,PROD00071,SELL00007,2024-05-05 06:43:29,791.71,51.51
ORD000670,2,PROD00006,SELL00048,2023-07-13 04:17:05,469.95,51.08
ORD000670,3,PROD00390,SELL00045,2024-06-02 08:54:54,782.18,46.56
ORD000671,1,PROD00302,SELL00043,2023-09-20 08:56:44,710.5,65.27
ORD000671,2,PROD00068,SELL00004,2024-05-19 18:54:20,669.33,11.2
ORD000672,1,PROD00034,SELL00092,2023-09-25 09:43:36,567.39,67.15
ORD000673,1,PROD00035,SELL00117,2023-11-20 21:23:41,502.48,54.42
ORD000673,2,PROD00396,SELL00097,2023-07-10 22:46:40,205.82,19.99
ORD000673,3,PROD00144,SELL00057,2024-01-16 15:51:49,44.8,51.97
ORD000674,1,PROD00192,SELL00094,2024-03-09 22:32:54,646.22,30.67
ORD000675,1,PROD00171,SELL00054,2023-06-12 07:31:35,62.87,60.74
ORD000675,2,PROD00330,SELL00066,2023-05-14 22:06:07,752.56,53.67
ORD000676,1,PROD00363,SELL00039,2023-07-20 07:58:17,597.68,35.17
ORD000676,2,PROD00315,SELL00082,2023-06-19 08:57:08,33.88,50.03
ORD000676,3,PROD00244,SELL00126,2023-12-28 09:38:19,332.02,77.32
ORD000677,1,PROD00106,SELL00061,2024-09-03 23:23:55,880.95,7.2
ORD000677,2,PROD00277,SELL00057,2023-10-09 02:11:20,539.95,65.24
ORD000677,3,PROD00190,SELL00091,2023-08-02 05:56:50,726.81,56.2
ORD000677,4,PROD00056,SELL00039,2024-10-05 22:10:56,37.79,15.95
ORD000678,1,PROD00381,SELL00010,2023-12-01 00:09:33,97.67,78.23
ORD000679,1,PROD00115,SELL00055,2024-06-28 05:05:54,128.3,10.88
ORD000680,1,PROD00024,SELL00047,2024-01-29 18:49:47,685.89,56.97
ORD000680,2,PROD00025,SELL00069,2023-11-05 19:14:11,126.79,73.14
ORD000681,1,PROD00322,SELL00112,2023-09-01 02:02:08,706.86,7.44
ORD000681,2,PROD00139,SELL00143,2024-06-27 10:28:53,819.95,30.99
ORD000681,3,PROD00126,SELL00090,2024-06-12 13:04:03,642.3,21.31
ORD000682,1,PROD00181,SELL00126,2023-07-29 21:22:07,744.73,50.0
ORD000683,1,PROD00143,SELL00052,2023-12-04 23:13:55,847.94,16.28
ORD000683,2,PROD00267,SELL00004,2023-04-18 13:38:38,616.72,22.75
ORD000684,1,PROD00337,SELL00040,2024-11-25 06:50:14,489.17,41.45
ORD000684,2,PROD00399,SELL00109,2024-03-23 09:59:37,691.75,70.28
ORD000684,3,PROD00167,SELL00029,2023-04-11 18:21:58,768.98,49.02
ORD000685,1,PROD00068,SELL00062,2024-04-23 15:14:53,785.68,32.38
ORD000686,1,PROD00023,SELL00119,2023-03-23 12:15:11,708.35,54.6
ORD000686,2,PROD00277,SELL00005,2023-09-07 01:57:10,816.16,49.38
ORD000687,1,PROD00118,SELL00001,2024-09-27 11:57:16,124.68,36.74
ORD000687,2,PROD00227,SELL00009,2024-05-28 16:30:38,762.79,24.64
ORD000687,3,PROD00064,SELL00081,2023-12-13 00:32:32,358.1,55.64
ORD000688,1,PROD00276,SELL00096,2023-10-16 21:18:23,689.55,43.44
ORD000688,2,PROD00065,SELL00035,2023-11-30 01:06:31,669.41,71.36
ORD000689,1,PROD00108,SELL00035,2024-02-21 10:34:33,135.56,24.15
ORD000690,1,PROD00371,SELL00118,2024-02-27 21:41:14,826.94,7.01
ORD000691,1,PROD00057,SELL00132,2024-12-15 07:39:28,321.8,31.42
ORD000691,2,PROD00199,SELL00101,2024-06-07 02:49:57,340.92,29.95
ORD000691,3,PROD00171,SELL00033,2024-12-29 04:52:57,775.04,43.08
ORD000692,1,PROD00185,SELL00026,2023-11-04 16:16:32,410.27,63.2
ORD000692,2,PROD00123,SELL00006,2024-05-23 17:57:19,694.36,38.9
ORD000693,1,PROD00243,SELL00033,2023-10-18 04:16:37,523.37,18.49
ORD000694,1,PROD00387,SELL00099,2023-10-23 21:21:52,470.17,16.13
ORD000695,1,PROD00105,SELL00148,2024-09-22 01:24:11,234.76,49.71
ORD000695,2,PROD00372,SELL00089,2023-10-19 12:02:56,30.07,9.66
ORD000696,1,PROD00313,SELL00129,2023-11-14 20:43:24,545.86,26.32
ORD000696,2,PROD00369,SELL00021,2023-09-29 03:50:31,623.87,36.2
ORD000696,3,PROD00365,SELL00018,2024-11-25 20:31:17,401.19,14.94
ORD000697,1,PROD00168,SELL00026,2023-05-01 05:36:30,388.27,68.41
ORD000698,1,PROD00263,SELL00001,2023-01-31 06:08:39,533.72,30.76
ORD000699,1,PROD00116,SELL00063,2023-01-22 13:40:31,396.37,24.76
ORD000699,2,PROD00362,SELL00018,2023-06-06 17:52:12,281.5,63.67
ORD000700,1,PROD00153,SELL00085,2023-03-06 10:18:16,442.17,32.03
ORD000701,1,PROD00150,SELL00118,2023-07-26 10:03:35,854.37,57.01
ORD000701,2,PROD00080,SELL00005,2024-10-14 01:47:58,106.35,72.98
ORD000702,1,PROD00199,SELL00112,2024-07-23 08:45:43,265.38,32.34
ORD000703,1,PROD00072,SELL00024,2023-12-11 13:14:08,327.58,51.69
ORD000703,2,PROD00221,SELL00001,2023-05-06 15:26:09,832.41,65.11
ORD000704,1,PROD00304,SELL00020,2023-07-28 13:34:51,861.34,54.77
ORD000704,2,PROD00352,SELL00097,2024-05-10 15:05:44,717.98,74.58
ORD000704,3,PROD00020,SELL00033,2024-09-19 12:57:57,382.06,9.05
ORD000704,4,PROD00268,SELL00117,2024-08-17 03:20:13,686.39,27.61
ORD000705,1,PROD00396,SELL00146,2023-10-28 07:18:55,384.38,58.82
ORD000706,1,PROD00027,SELL00094,2024-11-27 17:10:06,93.58,73.3
ORD000707,1,PROD00034,SELL00006,2024-08-15 16:37:52,692.87,12.01
ORD000708,1,PROD00280,SELL00075,2023-02-17 22:25:48,212.41,46.7
ORD000709,1,PROD00139,SELL00121,2024-11-27 15:18:00,229.67,10.14
ORD000709,2,PROD00140,SELL00028,2024-06-14 18:25:46,46.9,48.18
ORD000710,1,PROD00170,SELL00112,2023-04-01 01:12:59,586.91,6.83
ORD000711,1,PROD00142,SELL00099,2024-09-03 02:51:00,714.2,46.39
ORD000712,1,PROD00091,SELL00100,2023-02-14 05:53:22,341.94,20.35
ORD000713,1,PROD00215,SELL00027,2023-07-14 08:38:31,57.91,50.83
ORD000714,1,PROD00163,SELL00095,2024-05-26 21:23:16,847.28,37.51
ORD000714,2,PROD00115,SELL00088,2024-11-12 08:35:59,52.67,73.22
ORD000715,1,PROD00299,SELL00052,2024-11-01 02:17:09,578.11,43.91
ORD000716,1,PROD00027,SELL00040,2023-10-18 16:22:35,559.22,44.62
ORD000717,1,PROD00152,SELL00001,2024-04-08 15:44:19,681.13,35.92
ORD000718,1,PROD00196,SELL00078,2023-05-19 00:17:15,676.74,25.47
ORD000719,1,PROD00310,SELL00100,2023-07-10 10:42:08,279.6,57.45
ORD000720,1,PROD00304,SELL00147,2024-05-07 10:07:30,692.84,37.62
ORD000721,1,PROD00108,SELL00001,2023-01-31 09:22:51,737.31,28.02
ORD000722,1,PROD00090,SELL00098,2023-06-20 18:01:08,509.54,62.49
ORD000723,1,PROD00196,SELL00045,2024-08-31 23:42:34,399.17,22.97
ORD000724,1,PROD00393,SELL00042,2024-04-30 16:09:07,97.24,56.98
ORD000725,1,PROD00106,SELL00132,2023-06-22 11:19:36,282.58,50.7
ORD000725,2,PROD00392,SELL00036,2023-04-01 11:08:22,358.53,38.44
ORD000726,1,PROD00144,SELL00049,2023-08-11 20:43:04,242.66,66.16
ORD000726,2,PROD00356,SELL00002,2023-04-05 11:54:25,560.69,30.12
ORD000726,3,PROD00150,SELL00112,2023-11-15 23:47:47,307.3,37.79
ORD000727,1,PROD00154,SELL00083,2023-06-06 22:48:50,559.32,5.77
ORD000728,1,PROD00332,SELL00009,2024-07-22 20:35:01,717.62,61.93
ORD000729,1,PROD00007,SELL00060,2024-02-02 14:13:00,252.42,76.64
ORD000729,2,PROD00106,SELL00077,2024-06-15 02:19:32,385.2,79.7
ORD000730,1,PROD00125,SELL00097,2023-07-06 05:03:52,122.74,78.98
ORD000730,2,PROD00294,SELL00104,2023-09-06 23:39:47,525.24,64.3
ORD000730,3,PROD00331,SELL00072,2023-05-20 09:41:43,572.68,71.08
ORD000730,4,PROD00307,SELL00098,2023-07-10 01:54:35,354.58,41.8
ORD000731,1,PROD00135,SELL00016,2024-07-25 09:49:28,198.89,41.45
ORD000732,1,PROD00136,SELL00058,2023-07-28 18:44:20,357.32,58.42
ORD000733,1,PROD00231,SELL00111,2024-06-17 11:53:51,829.13,58.01
ORD000734,1,PROD00036,SELL00137,2023-12-04 11:56:13,231.48,74.62
ORD000735,1,PROD00198,SELL00026,2023-11-30 16:21:37,622.54,73.5
ORD000736,1,PROD00035,SELL00029,2024-01-16 16:45:42,591.78,54.96
ORD000736,2,PROD00101,SELL00046,2023-01-03 01:58:12,459.64,47.12
ORD000737,1,PROD00040,SELL00080,2023-05-15 14:24:11,313.53,68.73
ORD000737,2,PROD00282,SELL00035,2024-03-10 09:30:27,578.92,40.92
ORD000737,3,PROD00356,SELL00137,2023-09-28 07:49:18,580.65,75.55
ORD000738,1,PROD00228,SELL00090,2023-02-07 13:23:07,825.21,17.42
ORD000738,2,PROD00067,SELL00073,2024-03-20 12:55:47,378.81,24.15
ORD000738,3,PROD00152,SELL00084,2023-09-17 06:27:54,185.7,23.85
ORD000738,4,PROD00299,SELL00089,2023-03-31 18:34:20,52.45,26.89
ORD000739,1,PROD00185,SELL00072,2024-01-13 04:59:54,236.3,58.65
ORD000740,1,PROD00248,SELL00020,2023-04-05 20:48:47,303.33,52.37
ORD000741,1,PROD00094,SELL00081,2023-01-23 12:23:27,322.63,75.8
ORD000741,2,PROD00063,SELL00058,2023-08-30 08:08:53,376.83,52.05
ORD000741,3,PROD00202,SELL00046,2023-11-24 01:48:29,295.19,68.92
ORD000741,4,PROD00321,SELL00101,2023-07-12 06:45:30,495.93,51.94
ORD000742,1,PROD00078,SELL00023,2024-05-02 15:24:44,642.97,42.55
ORD000742,2,PROD00054,SELL00056,2023-07-10 17:50:21,378.52,79.63
ORD000743,1,PROD00314,SELL00044,2023-10-13 04:41:29,627.28,8.57
ORD000743,2,PROD00223,SELL00089,2023-01-02 14:38:38,198.38,46.1
ORD000744,1,PROD00167,SELL00022,2024-09-22 02:49:07,883.81,65.03
ORD000745,1,PROD00063,SELL00103,2023-06-04 04:37:14,449.59,7.86
ORD000745,2,PROD00109,SELL00076,2023-12-24 16:42:58,548.78,44.66
ORD000746,1,PROD00244,SELL00011,2023-10-30 21:07:51,594.07,67.51
ORD000746,2,PROD00078,SELL00029,2024-09-24 21:47:39,751.22,35.48
ORD000746,3,PROD00303,SELL00104,2024-04-29 00:41:23,33.52,68.54
ORD000747,1,PROD00110,SELL00059,2023-04-08 04:06:59,325.94,51.53
ORD000747,2,PROD00071,SELL00037,2024-05-30 07:03:13,724.57,21.17
ORD000748,1,PROD00174,SELL00012,2024-05-10 17:26:41,848.83,5.47
ORD000749,1,PROD00081,SELL00079,2023-08-15 01:27:42,671.68,32.47
ORD000749,2,PROD00236,SELL00014,2023-06-06 05:05:41,393.87,5.81
ORD000750,1,PROD00320,SELL00059,2023-12-14 07:19:27,501.54,39.18
ORD000751,1,PROD00200,SELL00032,2023-09-02 05:38:35,112.55,79.88
ORD000751,2,PROD00388,SELL00108,2024-09-16 04:35:49,53.7,23.44
ORD000752,1,PROD00307,SELL00015,2024-02-28 15:28:23,235.29,11.52
ORD000753,1,PROD00211,SELL00149,2023-08-15 07:19:37,367.36,8.24
ORD000754,1,PROD00050,SELL00041,2023-12-14 18:34:31,815.33,77.6
ORD000755,1,PROD00351,SELL00082,2023-11-30 12:04:44,690.11,23.79
ORD000756,1,PROD00369,SELL00071,2023-02-25 08:48:33,387.57,75.51
