customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST000548,CUNQ000548,99277,dourados,MS
CUST000549,CUNQ000549,92210,arapiraca,AL
CUST000550,CUNQ000550,67640,fortaleza,CE
CUST000551,CUNQ000551,67961,contagem,MG
CUST000552,CUNQ000552,46002,nossa senhora do socorro,SE
CUST000553,CUNQ000553,56129,maceio,AL
CUST000554,CUNQ000554,50685,joao pessoa,PB
CUST000555,CUNQ000555,14929,dourados,MS
CUST000556,CUNQ000556,47627,duque de caxias,RJ
CUST000557,CUNQ000557,90610,belo horizonte,MG
CUST000558,CUNQ000558,70648,parnaiba,PI
CUST000559,CUNQ000559,68947,maceio,AL
CUST000560,CUNQ000560,52143,macapa,AP
CUST000561,CUNQ000561,75715,parnaiba,PI
CUST000562,CUNQ000562,69050,curitiba,PR
CUST000563,CUNQ000563,21053,caxias do sul,RS
CUST000564,CUNQ000564,15130,joao pessoa,PB
CUST000565,CUNQ000565,67595,brasilia,DF
CUST000566,CUNQ000566,57696,joao pessoa,PB
CUST000567,CUNQ000567,60779,ananindeua,PA
CUST000568,CUNQ000568,98984,varzea grande,MT
CUST000569,CUNQ000569,92691,teresina,PI
CUST000570,CUNQ000570,18639,nossa senhora do socorro,SE
CUST000571,CUNQ000571,83133,fortaleza,CE
CUST000572,CUNQ000572,47243,ji-parana,RO
CUST000573,CUNQ000573,53694,goiania,GO
CUST000574,CUNQ000574,55851,uberlandia,MG
CUST000575,CUNQ000575,26901,jaboatao dos guararapes,PE
CUST000576,CUNQ000576,50577,teresina,PI
CUST000577,CUNQ000577,94343,mossoro,RN
CUST000578,CUNQ000578,26750,macapa,AP
CUST000579,CUNQ000579,94675,porto velho,RO
CUST000580,CUNQ000580,76648,ji-parana,RO
CUST000581,CUNQ000581,57526,belem,PA
CUST000582,CUNQ000582,38074,recife,PE
CUST000583,CUNQ000583,35166,caucaia,CE
CUST000584,CUNQ000584,30308,brasilia,DF
CUST000585,CUNQ000585,23256,juiz de fora,MG
CUST000586,CUNQ000586,96760,joao pessoa,PB
CUST000587,CUNQ000587,88282,fortaleza,CE
CUST000588,CUNQ000588,31266,vitoria,ES
CUST000589,CUNQ000589,91885,blumenau,SC
CUST000590,CUNQ000590,67366,macapa,AP
CUST000591,CUNQ000591,57749,nova iguacu,RJ
CUST000592,CUNQ000592,68222,porto velho,RO
CUST000593,CUNQ000593,68841,parnaiba,PI
CUST000594,CUNQ000594,50562,brasilia,DF
CUST000595,CUNQ000595,35430,macapa,AP
CUST000596,CUNQ000596,70513,ananindeua,PA
CUST000597,CUNQ000597,60052,manaus,AM
CUST000598,CUNQ000598,31241,campina grande,PB
CUST000599,CUNQ000599,89254,boa vista,RR
CUST000600,CUNQ000600,16839,londrina,PR
CUST000601,CUNQ000601,58655,nossa senhora do socorro,SE
CUST000602,CUNQ000602,77621,natal,RN
CUST000603,CUNQ000603,20993,caxias do sul,RS
CUST000604,CUNQ000604,45755,manaus,AM
CUST000605,CUNQ000605,67340,campo grande,MS
CUST000606,CUNQ000606,69130,uberlandia,MG
CUST000607,CUNQ000607,64381,belem,PA
CUST000608,CUNQ000608,75799,nova iguacu,RJ
CUST000609,CUNQ000609,60615,belem,PA
CUST000610,CUNQ000610,39430,juiz de fora,MG
CUST000611,CUNQ000611,22987,santos,SP
CUST000612,CUNQ000612,29142,boa vista,RR
CUST000613,CUNQ000613,47601,curitiba,PR
CUST000614,CUNQ000614,28191,boa vista,RR
CUST000615,CUNQ000615,68799,manaus,AM
CUST000616,CUNQ000616,20384,teresina,PI
CUST000617,CUNQ000617,38266,santos,SP
CUST000618,CUNQ000618,81932,boa vista,RR
CUST000619,CUNQ000619,24573,rio branco,AC
CUST000620,CUNQ000620,41147,manaus,AM
CUST000621,CUNQ000621,16258,recife,PE
CUST000622,CUNQ000622,93748,brasilia,DF
CUST000623,CUNQ000623,18232,macapa,AP
CUST000624,CUNQ000624,88215,caxias do sul,RS
CUST000625,CUNQ000625,92831,natal,RN
CUST000626,CUNQ000626,28818,joao pessoa,PB
CUST000627,CUNQ000627,10205,jaboatao dos guararapes,PE
CUST000628,CUNQ000628,41531,parnaiba,PI
CUST000629,CUNQ000629,34551,arapiraca,AL
CUST000630,CUNQ000630,78614,porto velho,RO
CUST000631,CUNQ000631,78951,belem,PA
CUST000632,CUNQ000632,61177,natal,RN
CUST000633,CUNQ000633,93318,sao luis,MA
CUST000634,CUNQ000634,43246,vila velha,ES
CUST000635,CUNQ000635,56805,rio branco,AC
CUST000636,CUNQ000636,55193,macapa,AP
CUST000637,CUNQ000637,86271,brasilia,DF
CUST000638,CUNQ000638,27486,rio branco,AC
CUST000639,CUNQ000639,81567,duque de caxias,RJ
CUST000640,CUNQ000640,99742,fortaleza,CE
CUST000641,CUNQ000641,92802,dourados,MS
CUST000642,CUNQ000642,18270,florianopolis,SC
CUST000643,CUNQ000643,14847,araguaina,TO
CUST000644,CUNQ000644,15741,recife,PE
CUST000645,CUNQ000645,15492,macapa,AP
CUST000646,CUNQ000646,77552,caucaia,CE
CUST000647,CUNQ000647,72049,serra,ES
CUST000648,CUNQ000648,94790,goiania,GO
CUST000649,CUNQ000649,56789,feira de santana,BA
CUST000650,CUNQ000650,95948,manaus,AM
CUST000651,CUNQ000651,26315,caucaia,CE
CUST000652,CUNQ000652,67272,macapa,AP
CUST000653,CUNQ000653,67637,serra,ES
CUST000654,CUNQ000654,34486,vila velha,ES
CUST000655,CUNQ000655,58148,imperatriz,MA
CUST000656,CUNQ000656,20828,macapa,AP
CUST000657,CUNQ000657,20345,rio branco,AC
CUST000658,CUNQ000658,81496,cuiaba,MT
CUST000659,CUNQ000659,23447,jaboatao dos guararapes,PE
CUST000660,CUNQ000660,96628,juiz de fora,MG
CUST000661,CUNQ000661,68447,jaboatao dos guararapes,PE
CUST000662,CUNQ000662,31842,parnaiba,PI
CUST000663,CUNQ000663,56077,araguaina,TO
CUST000664,CUNQ000664,56210,campo grande,MS
CUST000665,CUNQ000665,45986,parnaiba,PI
CUST000666,CUNQ000666,19835,aracaju,SE
CUST000667,CUNQ000667,57619,ji-parana,RO
CUST000668,CUNQ000668,14081,joao pessoa,PB
CUST000669,CUNQ000669,98878,maringa,PR
CUST000670,CUNQ000670,14561,macapa,AP
CUST000671,CUNQ000671,40932,curitiba,PR
CUST000672,CUNQ000672,57467,manaus,AM
CUST000673,CUNQ000673,14244,serra,ES
CUST000674,CUNQ000674,99006,teresina,PI
CUST000675,CUNQ000675,58760,dourados,MS
CUST000676,CUNQ000676,85225,campo grande,MS
CUST000677,CUNQ000677,58096,maringa,PR
CUST000678,CUNQ000678,95139,vila velha,ES
CUST000679,CUNQ000679,24869,goiania,GO
CUST000680,CUNQ000680,75410,campinas,SP
CUST000681,CUNQ000681,83619,campina grande,PB
CUST000682,CUNQ000682,44116,caxias do sul,RS
CUST000683,CUNQ000683,38124,araguaina,TO
CUST000684,CUNQ000684,74382,parnaiba,PI
CUST000685,CUNQ000685,27790,salvador,BA
CUST000686,CUNQ000686,32630,contagem,MG
CUST000687,CUNQ000687,21506,araguaina,TO
CUST000688,CUNQ000688,97535,macapa,AP
CUST000689,CUNQ000689,82089,belem,PA
CUST000690,CUNQ000690,49315,mossoro,RN
CUST000691,CUNQ000691,93584,blumenau,SC
CUST000692,CUNQ000692,76683,joinville,SC
CUST000693,CUNQ000693,36342,brasilia,DF
CUST000694,CUNQ000694,41029,macapa,AP
CUST000695,CUNQ000695,13445,macapa,AP
CUST000696,CUNQ000696,71263,ananindeua,PA
CUST000697,CUNQ000697,90209,macapa,AP
CUST000698,CUNQ000698,50539,belo horizonte,MG
CUST000699,CUNQ000699,72739,serra,ES
CUST000700,CUNQ000700,63665,campina grande,PB
CUST000701,CUNQ000701,26426,boa vista,RR
CUST000702,CUNQ000702,68979,fortaleza,CE
CUST000703,CUNQ000703,26821,dourados,MS
CUST000704,CUNQ000704,26912,boa vista,RR
CUST000705,CUNQ000705,26274,cuiaba,MT
CUST000706,CUNQ000706,49862,joao pessoa,PB
CUST000707,CUNQ000707,52291,florianopolis,SC
CUST000708,CUNQ000708,55353,palmas,TO
CUST000709,CUNQ000709,20336,campina grande,PB
CUST000710,CUNQ000710,93238,goiania,GO
CUST000711,CUNQ000711,26406,mossoro,RN
CUST000712,CUNQ000712,90534,nossa senhora do socorro,SE
CUST000713,CUNQ000713,75873,natal,RN
CUST000714,CUNQ000714,87569,aracaju,SE
CUST000715,CUNQ000715,32439,maceio,AL
CUST000716,CUNQ000716,83874,ji-parana,RO
CUST000717,CUNQ000717,20646,rio de janeiro,RJ
CUST000718,CUNQ000718,95344,duque de caxias,RJ
CUST000719,CUNQ000719,64602,vitoria da conquista,BA
CUST000720,CUNQ000720,75278,teresina,PI
CUST000721,CUNQ000721,94136,nossa senhora do socorro,SE
CUST000722,CUNQ000722,42096,jaboatao dos guararapes,PE
CUST000723,CUNQ000723,48985,macapa,AP
CUST000724,CUNQ000724,17852,campo grande,MS
CUST000725,CUNQ000725,64476,joinville,SC
CUST000726,CUNQ000726,36741,imperatriz,MA
CUST000727,CUNQ000727,50970,fortaleza,CE
CUST000728,CUNQ000728,55268,araguaina,TO
CUST000729,CUNQ000729,58567,vitoria,ES
CUST000730,CUNQ000730,51827,joao pessoa,PB
CUST000731,CUNQ000731,26059,brasilia,DF
CUST000732,CUNQ000732,42495,aparecida de goiania,GO
CUST000733,CUNQ000733,16632,curitiba,PR
CUST000734,CUNQ000734,90658,jaboatao dos guararapes,PE
CUST000735,CUNQ000735,30932,cuiaba,MT
CUST000736,CUNQ000736,85718,boa vista,RR
CUST000737,CUNQ000737,34881,rio branco,AC
CUST000738,CUNQ000738,75308,manaus,AM
CUST000739,CUNQ000739,75373,campina grande,PB
CUST000740,CUNQ000740,13037,jaboatao dos guararapes,PE
CUST000741,CUNQ000741,76249,contagem,MG
CUST000742,CUNQ000742,38199,campo grande,MS
CUST000743,CUNQ000743,16377,arapiraca,AL
CUST000744,CUNQ000744,74866,duque de caxias,RJ
CUST000745,CUNQ000745,47453,parnaiba,PI
CUST000746,CUNQ000746,24089,natal,RN
CUST000747,CUNQ000747,44664,cuiaba,MT
CUST000748,CUNQ000748,62855,rio branco,AC
CUST000749,CUNQ000749,62505,belem,PA
CUST000750,CUNQ000750,57516,niteroi,RJ
CUST000751,CUNQ000751,19637,mossoro,RN
CUST000752,CUNQ000752,69028,serra,ES
CUST000753,CUNQ000753,91689,manaus,AM
CUST000754,CUNQ000754,26864,porto velho,RO
CUST000755,CUNQ000755,58915,caxias do sul,RS
CUST000756,CUNQ000756,83116,macapa,AP
CUST000757,CUNQ000757,36090,belem,PA
CUST000758,CUNQ000758,75546,parnaiba,PI
CUST000759,CUNQ000759,15100,rio de janeiro,RJ
CUST000760,CUNQ000760,53652,maringa,PR
CUST000761,CUNQ000761,78069,macapa,AP
CUST000762,CUNQ000762,89463,campo grande,MS
CUST000763,CUNQ000763,52987,joao pessoa,PB
CUST000764,CUNQ000764,31299,parnaiba,PI
CUST000765,CUNQ000765,49221,serra,ES
CUST000766,CUNQ000766,76494,arapiraca,AL
CUST000767,CUNQ000767,83783,boa vista,RR
CUST000768,CUNQ000768,12180,jaboatao dos guararapes,PE
CUST000769,CUNQ000769,98317,ananindeua,PA
CUST000770,CUNQ000770,86507,caxias do sul,RS
CUST000771,CUNQ000771,88238,recife,PE
CUST000772,CUNQ000772,95929,imperatriz,MA
CUST000773,CUNQ000773,16731,macapa,AP
CUST000774,CUNQ000774,32349,arapiraca,AL
CUST000775,CUNQ000775,29369,campina grande,PB
CUST000776,CUNQ000776,14138,boa vista,RR
CUST000777,CUNQ000777,35006,maceio,AL
CUST000778,CUNQ000778,51116,sorocaba,SP
CUST000779,CUNQ000779,64127,cuiaba,MT
CUST000780,CUNQ000780,63788,palmas,TO
CUST000781,CUNQ000781,18163,campina grande,PB
CUST000782,CUNQ000782,77984,palmas,TO
CUST000783,CUNQ000783,52604,vitoria da conquista,BA
CUST000784,CUNQ000784,78875,ji-parana,RO
CUST000785,CUNQ000785,32699,vila velha,ES
CUST000786,CUNQ000786,81601,dourados,MS
CUST000787,CUNQ000787,89963,ananindeua,PA
CUST000788,CUNQ000788,42311,sao luis,MA
CUST000789,CUNQ000789,39473,aparecida de goiania,GO
CUST000790,CUNQ000790,37168,jaboatao dos guararapes,PE
CUST000791,CUNQ000791,51555,araguaina,TO
CUST000792,CUNQ000792,83464,imperatriz,MA
CUST000793,CUNQ000793,47721,macapa,AP
CUST000794,CUNQ000794,98686,pelotas,RS
CUST000795,CUNQ000795,61712,mossoro,RN
CUST000796,CUNQ000796,29198,boa vista,RR
CUST000797,CUNQ000797,47700,recife,PE
CUST000798,CUNQ000798,55398,palmas,TO
CUST000799,CUNQ000799,72793,dourados,MS
CUST000800,CUNQ000800,80592,salvador,BA
CUST000801,CUNQ000801,27992,aparecida de goiania,GO
CUST000802,CUNQ000802,86917,pelotas,RS
CUST000803,CUNQ000803,16653,brasilia,DF
CUST000804,CUNQ000804,93616,porto velho,RO
CUST000805,CUNQ000805,23133,brasilia,DF
CUST000806,CUNQ000806,71918,varzea grande,MT
CUST000807,CUNQ000807,28018,pelotas,RS
CUST000808,CUNQ000808,30701,osasco,SP
CUST000809,CUNQ000809,72580,varzea grande,MT
CUST000810,CUNQ000810,47649,aracaju,SE
CUST000811,CUNQ000811,94659,caucaia,CE
CUST000812,CUNQ000812,95498,rio de janeiro,RJ
CUST000813,CUNQ000813,80143,maceio,AL
CUST000814,CUNQ000814,32946,rio branco,AC
CUST000815,CUNQ000815,14763,cuiaba,MT
CUST000816,CUNQ000816,74930,boa vista,RR
CUST000817,CUNQ000817,47941,blumenau,SC
CUST000818,CUNQ000818,49110,rio de janeiro,RJ
CUST000819,CUNQ000819,53914,maceio,AL
CUST000820,CUNQ000820,94058,jaboatao dos guararapes,PE
CUST000821,CUNQ000821,27589,mossoro,RN
CUST000822,CUNQ000822,45761,campina grande,PB
CUST000823,CUNQ000823,53343,salvador,BA
CUST000824,CUNQ000824,70150,blumenau,SC
CUST000825,CUNQ000825,34405,nossa senhora do socorro,SE
CUST000826,CUNQ000826,48669,santos,SP
CUST000827,CUNQ000827,33002,maceio,AL
CUST000828,CUNQ000828,66059,parnaiba,PI
CUST000829,CUNQ000829,21368,campina grande,PB
CUST000830,CUNQ000830,22502,serra,ES
CUST000831,CUNQ000831,72580,florianopolis,SC
CUST000832,CUNQ000832,10895,fortaleza,CE
CUST000833,CUNQ000833,40870,aparecida de goiania,GO
CUST000834,CUNQ000834,53204,dourados,MS
CUST000835,CUNQ000835,44282,recife,PE
CUST000836,CUNQ000836,40972,nossa senhora do socorro,SE
CUST000837,CUNQ000837,71000,rio de janeiro,RJ
CUST000838,CUNQ000838,63138,recife,PE
CUST000839,CUNQ000839,25389,ji-parana,RO
CUST000840,CUNQ000840,58174,nossa senhora do socorro,SE
CUST000841,CUNQ000841,38721,teresina,PI
CUST000842,CUNQ000842,30078,londrina,PR
CUST000843,CUNQ000843,64505,dourados,MS
CUST000844,CUNQ000844,80453,araguaina,TO
CUST000845,CUNQ000845,42435,macapa,AP
CUST000846,CUNQ000846,78879,porto velho,RO
CUST000847,CUNQ000847,20237,dourados,MS
CUST000848,CUNQ000848,18094,maceio,AL
CUST000849,CUNQ000849,85065,boa vista,RR
CUST000850,CUNQ000850,31566,natal,RN
CUST000851,CUNQ000851,25235,caucaia,CE
CUST000852,CUNQ000852,86434,porto velho,RO
CUST000853,CUNQ000853,76895,sao luis,MA
CUST000854,CUNQ000854,69432,campo grande,MS
CUST000855,CUNQ000855,64450,maringa,PR
CUST000856,CUNQ000856,83242,campo grande,MS
CUST000857,CUNQ000857,12853,dourados,MS
CUST000858,CUNQ000858,10395,vila velha,ES
CUST000859,CUNQ000859,85800,rio branco,AC
CUST000860,CUNQ000860,65534,belo horizonte,MG
CUST000861,CUNQ000861,80931,belem,PA
CUST000862,CUNQ000862,71875,rio de janeiro,RJ
CUST000863,CUNQ000863,63591,duque de caxias,RJ
CUST000864,CUNQ000864,94085,florianopolis,SC
CUST000865,CUNQ000865,59081,rio branco,AC
CUST000866,CUNQ000866,59479,vila velha,ES
CUST000867,CUNQ000867,99486,vitoria,ES
CUST000868,CUNQ000868,95660,porto velho,RO
CUST000869,CUNQ000869,33392,belem,PA
CUST000870,CUNQ000870,79316,mossoro,RN
CUST000871,CUNQ000871,39188,maringa,PR
CUST000872,CUNQ000872,12979,boa vista,RR
CUST000873,CUNQ000873,98276,jaboatao dos guararapes,PE
CUST000874,CUNQ000874,79721,rio branco,AC
CUST000875,CUNQ000875,42441,vitoria,ES
CUST000876,CUNQ000876,30332,dourados,MS
CUST000877,CUNQ000877,24790,goiania,GO
CUST000878,CUNQ000878,90599,nova iguacu,RJ
CUST000879,CUNQ000879,41544,manaus,AM
CUST000880,CUNQ000880,23224,salvador,BA
CUST000881,CUNQ000881,68515,teresina,PI
CUST000882,CUNQ000882,42077,teresina,PI
CUST000883,CUNQ000883,62725,rio branco,AC
CUST000884,CUNQ000884,80747,campo grande,MS
CUST000885,CUNQ000885,28367,salvador,BA
CUST000886,CUNQ000886,40692,campina grande,PB
CUST000887,CUNQ000887,85690,boa vista,RR
CUST000888,CUNQ000888,41051,parnaiba,PI
CUST000889,CUNQ000889,96535,recife,PE
CUST000890,CUNQ000890,64206,joao pessoa,PB
CUST000891,CUNQ000891,17989,jaboatao dos guararapes,PE
CUST000892,CUNQ000892,92050,natal,RN
CUST000893,CUNQ000893,82856,ji-parana,RO
CUST000894,CUNQ000894,55143,sao luis,MA
CUST000895,CUNQ000895,78742,nossa senhora do socorro,SE
CUST000896,CUNQ000896,63511,caucaia,CE
CUST000897,CUNQ000897,59343,londrina,PR
CUST000898,CUNQ000898,72065,blumenau,SC
CUST000899,CUNQ000899,49418,brasilia,DF
CUST000900,CUNQ000900,70689,palmas,TO
CUST000901,CUNQ000901,64592,nova iguacu,RJ
CUST000902,CUNQ000902,60910,natal,RN
CUST000903,CUNQ000903,36651,brasilia,DF
CUST000904,CUNQ000904,68954,fortaleza,CE
CUST000905,CUNQ000905,80206,belem,PA
CUST000906,CUNQ000906,16755,rio branco,AC
CUST000907,CUNQ000907,98299,aparecida de goiania,GO
CUST000908,CUNQ000908,19539,teresina,PI
CUST000909,CUNQ000909,98008,vitoria da conquista,BA
CUST000910,CUNQ000910,72835,natal,RN
CUST000911,CUNQ000911,49739,feira de santana,BA
CUST000912,CUNQ000912,34906,campinas,SP
CUST000913,CUNQ000913,72773,rio branco,AC
CUST000914,CUNQ000914,61987,brasilia,DF
CUST000915,CUNQ000915,47101,brasilia,DF
CUST000916,CUNQ000916,79946,vila velha,ES
CUST000917,CUNQ000917,50425,nossa senhora do socorro,SE
CUST000918,CUNQ000918,77215,aparecida de goiania,GO
CUST000919,CUNQ000919,22924,imperatriz,MA
CUST000920,CUNQ000920,51973,macapa,AP
CUST000921,CUNQ000921,51015,feira de santana,BA
CUST000922,CUNQ000922,83731,cuiaba,MT
CUST000923,CUNQ000923,12125,brasilia,DF
CUST000924,CUNQ000924,48691,aparecida de goiania,GO
CUST000925,CUNQ000925,53236,curitiba,PR
CUST000926,CUNQ000926,84683,brasilia,DF
CUST000927,CUNQ000927,75444,boa vista,RR
CUST000928,CUNQ000928,43728,mossoro,RN
CUST000929,CUNQ000929,94108,manaus,AM
CUST000930,CUNQ000930,70401,rio branco,AC
CUST000931,CUNQ000931,56160,blumenau,SC
CUST000932,CUNQ000932,81636,florianopolis,SC
CUST000933,CUNQ000933,81058,sao luis,MA
CUST000934,CUNQ000934,78674,aracaju,SE
CUST000935,CUNQ000935,97584,rio de janeiro,RJ
CUST000936,CUNQ000936,64053,rio de janeiro,RJ
CUST000937,CUNQ000937,40334,maringa,PR
CUST000938,CUNQ000938,11198,uberlandia,MG
CUST000939,CUNQ000939,69770,vitoria da conquista,BA
CUST000940,CUNQ000940,90980,belem,PA
CUST000941,CUNQ000941,96413,nossa senhora do socorro,SE
CUST000942,CUNQ000942,10866,sao luis,MA
CUST000943,CUNQ000943,11553,mossoro,RN
CUST000944,CUNQ000944,46010,osasco,SP
CUST000945,CUNQ000945,12246,mossoro,RN
CUST000946,CUNQ000946,33496,campina grande,PB
CUST000947,CUNQ000947,78732,porto alegre,RS
CUST000948,CUNQ000948,35156,curitiba,PR
CUST000949,CUNQ000949,56457,parnaiba,PI
CUST000950,CUNQ000950,20357,aparecida de goiania,GO
CUST000951,CUNQ000951,70161,ananindeua,PA
CUST000952,CUNQ000952,39603,maceio,AL
CUST000953,CUNQ000953,95686,recife,PE
CUST000954,CUNQ000954,22255,aracaju,SE
CUST000955,CUNQ000955,59436,vila velha,ES
CUST000956,CUNQ000956,17355,mossoro,RN
CUST000957,CUNQ000957,32463,aracaju,SE
CUST000958,CUNQ000958,66873,contagem,MG
CUST000959,CUNQ000959,84167,nossa senhora do socorro,SE
CUST000960,CUNQ000960,15577,pelotas,RS
CUST000961,CUNQ000961,84289,brasilia,DF
CUST000962,CUNQ000962,16102,imperatriz,MA
CUST000963,CUNQ000963,81176,juiz de fora,MG
CUST000964,CUNQ000964,33508,maceio,AL
CUST000965,CUNQ000965,37152,fortaleza,CE
CUST000966,CUNQ000966,62205,maceio,AL
CUST000967,CUNQ000967,31292,juiz de fora,MG
CUST000968,CUNQ000968,84277,maceio,AL
CUST000969,CUNQ000969,98740,boa vista,RR
CUST000970,CUNQ000970,60311,mossoro,RN
CUST000971,CUNQ000971,20279,manaus,AM
CUST000972,CUNQ000972,17038,campina grande,PB
CUST000973,CUNQ000973,40427,caxias do sul,RS
CUST000974,CUNQ000974,54642,boa vista,RR
CUST000975,CUNQ000975,52778,parnaiba,PI
CUST000976,CUNQ000976,69054,santos,SP
CUST000977,CUNQ000977,56636,sao luis,MA
CUST000978,CUNQ000978,66603,mossoro,RN
CUST000979,CUNQ000979,86791,blumenau,SC
CUST000980,CUNQ000980,21232,ji-parana,RO
CUST000981,CUNQ000981,42302,manaus,AM
CUST000982,CUNQ000982,20752,palmas,TO
CUST000983,CUNQ000983,59807,goiania,GO
CUST000984,CUNQ000984,61068,palmas,TO
CUST000985,CUNQ000985,23965,caucaia,CE
CUST000986,CUNQ000986,50405,belo horizonte,MG
CUST000987,CUNQ000987,45358,dourados,MS
CUST000988,CUNQ000988,21442,porto alegre,RS
CUST000989,CUNQ000989,68830,joinville,SC
CUST000990,CUNQ000990,23538,mossoro,RN
CUST000991,CUNQ000991,56388,sao paulo,SP
CUST000992,CUNQ000992,88240,natal,RN
CUST000993,CUNQ000993,60493,parnaiba,PI
CUST000994,CUNQ000994,64238,santos,SP
CUST000995,CUNQ000995,83339,vitoria,ES
CUST000996,CUNQ000996,99825,brasilia,DF
CUST000997,CUNQ000997,28198,vitoria,ES
CUST000998,CUNQ000998,45180,aparecida de goiania,GO
CUST000999,CUNQ000999,18292,sao luis,MA
CUST001000,CUNQ001000,46170,joinville,SC
CUST001001,CUNQ001001,73469,varzea grande,MT
CUST001002,CUNQ001002,57333,macapa,AP
CUST001003,CUNQ001003,91924,goiania,GO
CUST001004,CUNQ001004,70012,sao luis,MA
CUST001005,CUNQ001005,49932,porto alegre,RS
CUST001006,CUNQ001006,53544,sorocaba,SP
CUST001007,CUNQ001007,53193,boa vista,RR
CUST001008,CUNQ001008,66441,dourados,MS
CUST001009,CUNQ001009,49378,boa vista,RR
CUST001010,CUNQ001010,72784,fortaleza,CE
CUST001011,CUNQ001011,62198,fortaleza,CE
CUST001012,CUNQ001012,92955,caucaia,CE
CUST001013,CUNQ001013,52714,sao luis,MA
CUST001014,CUNQ001014,61502,vila velha,ES
CUST001015,CUNQ001015,83905,belem,PA
CUST001016,CUNQ001016,81516,vitoria da conquista,BA
CUST001017,CUNQ001017,82102,blumenau,SC
CUST001018,CUNQ001018,37479,sorocaba,SP
CUST001019,CUNQ001019,19064,dourados,MS
CUST001020,CUNQ001020,98208,boa vista,RR
CUST001021,CUNQ001021,93012,sao luis,MA
CUST001022,CUNQ001022,43119,recife,PE
CUST001023,CUNQ001023,65460,porto velho,RO
CUST001024,CUNQ001024,19694,macapa,AP
CUST001025,CUNQ001025,86315,dourados,MS
CUST001026,CUNQ001026,76402,serra,ES
CUST001027,CUNQ001027,81256,araguaina,TO
CUST001028,CUNQ001028,80373,duque de caxias,RJ
CUST001029,CUNQ001029,24335,teresina,PI
CUST001030,CUNQ001030,96193,manaus,AM
CUST001031,CUNQ001031,31802,ji-parana,RO
CUST001032,CUNQ001032,83822,aracaju,SE
CUST001033,CUNQ001033,53463,nossa senhora do socorro,SE
CUST001034,CUNQ001034,23886,macapa,AP
CUST001035,CUNQ001035,43913,sao paulo,SP
CUST001036,CUNQ001036,68429,brasilia,DF
CUST001037,CUNQ001037,70694,ananindeua,PA
CUST001038,CUNQ001038,55215,manaus,AM
CUST001039,CUNQ001039,23703,sorocaba,SP
CUST001040,CUNQ001040,21253,jaboatao dos guararapes,PE
CUST001041,CUNQ001041,28569,pelotas,RS
CUST001042,CUNQ001042,54966,ananindeua,PA
CUST001043,CUNQ001043,78303,campo grande,MS
CUST001044,CUNQ001044,72411,imperatriz,MA
CUST001045,CUNQ001045,69303,caxias do sul,RS
CUST001046,CUNQ001046,49356,fortaleza,CE
CUST001047,CUNQ001047,12960,rio de janeiro,RJ
CUST001048,CUNQ001048,98754,fortaleza,CE
CUST001049,CUNQ001049,41970,macapa,AP
CUST001050,CUNQ001050,82339,joao pessoa,PB
CUST001051,CUNQ001051,83380,joinville,SC
CUST001052,CUNQ001052,40389,varzea grande,MT
CUST001053,CUNQ001053,92543,macapa,AP
CUST001054,CUNQ001054,93948,florianopolis,SC
CUST001055,CUNQ001055,61849,ji-parana,RO
CUST001056,CUNQ001056,35863,osasco,SP
CUST001057,CUNQ001057,60965,dourados,MS
CUST001058,CUNQ001058,36972,campinas,SP
CUST001059,CUNQ001059,85674,goiania,GO
CUST001060,CUNQ001060,34505,pelotas,RS
CUST001061,CUNQ001061,35830,ananindeua,PA
CUST001062,CUNQ001062,44387,campo grande,MS
CUST001063,CUNQ001063,79168,ji-parana,RO
CUST001064,CUNQ001064,88246,nossa senhora do socorro,SE
CUST001065,CUNQ001065,61451,serra,ES
CUST001066,CUNQ001066,55603,maceio,AL
CUST001067,CUNQ001067,90918,ananindeua,PA
CUST001068,CUNQ001068,48986,blumenau,SC
CUST001069,CUNQ001069,98094,teresina,PI
CUST001070,CUNQ001070,25448,londrina,PR
CUST001071,CUNQ001071,25328,brasilia,DF
CUST001072,CUNQ001072,28528,joinville,SC
CUST001073,CUNQ001073,64819,campina grande,PB
CUST001074,CUNQ001074,85340,teresina,PI
CUST001075,CUNQ001075,34347,vila velha,ES
CUST001076,CUNQ001076,82733,sao luis,MA
CUST001077,CUNQ001077,47858,joinville,SC
CUST001078,CUNQ001078,51232,curitiba,PR
CUST001079,CUNQ001079,91187,boa vista,RR
CUST001080,CUNQ001080,11256,duque de caxias,RJ
CUST001081,CUNQ001081,35575,sao luis,MA
CUST001082,CUNQ001082,83607,boa vista,RR
CUST001083,CUNQ001083,63626,campina grande,PB
CUST001084,CUNQ001084,64477,ji-parana,RO
CUST001085,CUNQ001085,74054,araguaina,TO
CUST001086,CUNQ001086,84107,florianopolis,SC
CUST001087,CUNQ001087,48284,campinas,SP
CUST001088,CUNQ001088,39470,duque de caxias,RJ
CUST001089,CUNQ001089,32047,mossoro,RN
CUST001090,CUNQ001090,84140,manaus,AM
CUST001091,CUNQ001091,82053,rio branco,AC
CUST001092,CUNQ001092,85066,joao pessoa,PB
CUST001093,CUNQ001093,81186,caxias do sul,RS
CUST001094,CUNQ001094,81046,boa vista,RR
CUST001095,CUNQ001095,67850,boa vista,RR
CUST001096,CUNQ001096,65725,natal,RN
