movement_id,material_id,warehouse_id,movement_type,quantity,movement_date,reference_document
MOV000317,MAT00132,WH02,GR_101_Goods_Receipt,493,2025-01-02,GR000317
MOV000318,MAT00111,WH02,GR_101_Goods_Receipt,71,2025-01-06,GR000318
MOV000319,MAT00157,WH07,GR_101_Goods_Receipt,165,2024-01-22,GR000319
MOV000320,MAT00249,WH03,GR_101_Goods_Receipt,34,2024-01-31,GR000320
MOV000321,MAT00288,WH07,GR_101_Goods_Receipt,176,2024-12-11,GR000321
MOV000322,MAT00320,WH08,GR_101_Goods_Receipt,129,2024-11-29,GR000322
MOV000323,MAT00019,WH05,GR_101_Goods_Receipt,386,2024-11-21,GR000323
MOV000324,MAT00374,WH04,GR_101_Goods_Receipt,296,2024-08-21,GR000324
MOV000325,MAT00343,WH01,GR_101_Goods_Receipt,394,2024-08-03,GR000325
MOV000326,MAT00292,WH02,GR_101_Goods_Receipt,150,2024-08-12,GR000326
MOV000327,MAT00360,WH03,GR_101_Goods_Receipt,311,2024-07-08,GR000327
MOV000328,MAT00251,WH05,GR_101_Goods_Receipt,222,2024-07-24,GR000328
MOV000329,MAT00131,WH03,GR_101_Goods_Receipt,56,2023-10-17,GR000329
MOV000330,MAT00316,WH05,GR_101_Goods_Receipt,209,2023-02-08,GR000330
MOV000331,MAT00277,WH04,GR_101_Goods_Receipt,202,2023-02-06,GR000331
MOV000332,MAT00365,WH01,GR_101_Goods_Receipt,270,2024-09-22,GR000332
MOV000333,MAT00284,WH01,GR_101_Goods_Receipt,172,2024-09-24,GR000333
MOV000334,MAT00159,WH04,GR_101_Goods_Receipt,147,2024-03-16,GR000334
MOV000335,MAT00232,WH03,GR_101_Goods_Receipt,165,2024-08-11,GR000335
MOV000336,MAT00370,WH01,GR_101_Goods_Receipt,410,2024-02-08,GR000336
MOV000337,MAT00123,WH05,GR_101_Goods_Receipt,53,2023-01-15,GR000337
MOV000338,MAT00357,WH05,GR_101_Goods_Receipt,284,2023-01-29,GR000338
MOV000339,MAT00351,WH07,GR_101_Goods_Receipt,11,2023-01-24,GR000339
MOV000340,MAT00142,WH08,GR_101_Goods_Receipt,462,2023-08-21,GR000340
MOV000341,MAT00387,WH08,GR_101_Goods_Receipt,149,2023-08-20,GR000341
MOV000342,MAT00162,WH01,GR_101_Goods_Receipt,78,2024-09-13,GR000342
MOV000343,MAT00245,WH07,GR_101_Goods_Receipt,471,2024-09-18,GR000343
MOV000344,MAT00205,WH01,GR_101_Goods_Receipt,285,2024-09-30,GR000344
MOV000345,MAT00013,WH07,GR_101_Goods_Receipt,190,2024-12-07,GR000345
MOV000346,MAT00057,WH01,GR_101_Goods_Receipt,8,2023-07-18,GR000346
MOV000347,MAT00336,WH04,GR_101_Goods_Receipt,165,2023-07-30,GR000347
MOV000348,MAT00393,WH01,GR_101_Goods_Receipt,60,2023-07-18,GR000348
MOV000349,MAT00375,WH04,GR_101_Goods_Receipt,311,2024-09-18,GR000349
MOV000350,MAT00093,WH08,GR_101_Goods_Receipt,108,2024-06-26,GR000350
MOV000351,MAT00200,WH06,GR_101_Goods_Receipt,11,2024-07-14,GR000351
MOV000352,MAT00282,WH04,GR_101_Goods_Receipt,90,2024-04-08,GR000352
MOV000353,MAT00252,WH07,GR_101_Goods_Receipt,19,2024-04-05,GR000353
MOV000354,MAT00210,WH02,GR_101_Goods_Receipt,423,2023-08-19,GR000354
MOV000355,MAT00144,WH02,GR_101_Goods_Receipt,479,2023-07-31,GR000355
MOV000356,MAT00012,WH01,GR_101_Goods_Receipt,330,2023-07-27,GR000356
MOV000357,MAT00300,WH01,GR_101_Goods_Receipt,195,2024-09-08,GR000357
MOV000358,MAT00069,WH02,GR_101_Goods_Receipt,372,2024-10-01,GR000358
MOV000359,MAT00152,WH02,GR_101_Goods_Receipt,53,2024-10-10,GR000359
MOV000360,MAT00163,WH01,GR_101_Goods_Receipt,215,2023-03-25,GR000360
MOV000361,MAT00360,WH06,GR_101_Goods_Receipt,242,2023-03-25,GR000361
MOV000362,MAT00338,WH07,GR_101_Goods_Receipt,80,2024-10-05,GR000362
MOV000363,MAT00345,WH04,GR_101_Goods_Receipt,275,2023-11-21,GR000363
MOV000364,MAT00152,WH02,GR_101_Goods_Receipt,398,2024-06-20,GR000364
MOV000365,MAT00184,WH06,GR_101_Goods_Receipt,132,2024-06-26,GR000365
MOV000366,MAT00064,WH03,GR_101_Goods_Receipt,214,2024-06-20,GR000366
MOV000367,MAT00136,WH04,GR_101_Goods_Receipt,263,2023-04-24,GR000367
MOV000368,MAT00286,WH04,GR_101_Goods_Receipt,256,2024-05-10,GR000368
MOV000369,MAT00332,WH03,GR_101_Goods_Receipt,195,2024-03-01,GR000369
MOV000370,MAT00165,WH04,GR_101_Goods_Receipt,309,2023-11-10,GR000370
MOV000371,MAT00376,WH06,GR_101_Goods_Receipt,111,2023-11-07,GR000371
MOV000372,MAT00182,WH03,GR_101_Goods_Receipt,443,2023-11-04,GR000372
MOV000373,MAT00289,WH07,GR_101_Goods_Receipt,166,2023-05-11,GR000373
MOV000374,MAT00308,WH01,GR_101_Goods_Receipt,201,2023-08-04,GR000374
MOV000375,MAT00319,WH03,GR_101_Goods_Receipt,400,2023-07-29,GR000375
MOV000376,MAT00121,WH08,GR_101_Goods_Receipt,177,2023-08-11,GR000376
MOV000377,MAT00091,WH06,GR_101_Goods_Receipt,414,2023-08-13,GR000377
MOV000378,MAT00096,WH08,GR_101_Goods_Receipt,265,2023-08-15,GR000378
MOV000379,MAT00150,WH04,GR_101_Goods_Receipt,215,2024-06-20,GR000379
MOV000380,MAT00285,WH04,GR_101_Goods_Receipt,122,2024-06-12,GR000380
MOV000381,MAT00348,WH06,GR_101_Goods_Receipt,166,2024-06-08,GR000381
MOV000382,MAT00200,WH04,GR_101_Goods_Receipt,394,2023-10-09,GR000382
MOV000383,MAT00113,WH05,GR_101_Goods_Receipt,48,2024-04-04,GR000383
MOV000384,MAT00287,WH01,GR_101_Goods_Receipt,484,2024-04-07,GR000384
MOV000385,MAT00056,WH05,GR_101_Goods_Receipt,289,2024-04-10,GR000385
MOV000386,MAT00066,WH05,GR_101_Goods_Receipt,442,2023-12-04,GR000386
MOV000387,MAT00369,WH07,GR_101_Goods_Receipt,14,2023-11-23,GR000387
MOV000388,MAT00043,WH03,GR_101_Goods_Receipt,430,2023-12-04,GR000388
MOV000389,MAT00207,WH08,GR_101_Goods_Receipt,393,2024-02-27,GR000389
MOV000390,MAT00105,WH07,GR_101_Goods_Receipt,184,2024-03-01,GR000390
MOV000391,MAT00239,WH03,GR_101_Goods_Receipt,117,2024-03-07,GR000391
MOV000392,MAT00119,WH04,GR_101_Goods_Receipt,394,2024-09-05,GR000392
MOV000393,MAT00400,WH06,GR_101_Goods_Receipt,170,2024-09-14,GR000393
MOV000394,MAT00251,WH07,GR_101_Goods_Receipt,263,2024-10-23,GR000394
MOV000395,MAT00010,WH02,GR_101_Goods_Receipt,93,2024-10-23,GR000395
MOV000396,MAT00341,WH01,GR_101_Goods_Receipt,31,2024-10-31,GR000396
MOV000397,MAT00229,WH08,GR_101_Goods_Receipt,155,2023-07-25,GR000397
MOV000398,MAT00337,WH07,GR_101_Goods_Receipt,39,2023-07-18,GR000398
MOV000399,MAT00132,WH07,GR_101_Goods_Receipt,76,2024-02-25,GR000399
MOV000400,MAT00267,WH05,GR_101_Goods_Receipt,490,2024-05-15,GR000400
MOV000401,MAT00399,WH07,GR_101_Goods_Receipt,113,2024-05-10,GR000401
MOV000402,MAT00138,WH08,GR_101_Goods_Receipt,319,2024-05-25,GR000402
MOV000403,MAT00109,WH07,GR_101_Goods_Receipt,56,2024-05-09,GR000403
MOV000404,MAT00230,WH03,GR_101_Goods_Receipt,323,2024-04-29,GR000404
MOV000405,MAT00220,WH03,GR_101_Goods_Receipt,470,2024-05-09,GR000405
MOV000406,MAT00183,WH05,GR_101_Goods_Receipt,367,2024-12-30,GR000406
MOV000407,MAT00088,WH08,GR_101_Goods_Receipt,351,2025-01-13,GR000407
MOV000408,MAT00090,WH06,GR_101_Goods_Receipt,337,2023-03-18,GR000408
MOV000409,MAT00201,WH08,GR_101_Goods_Receipt,25,2024-02-23,GR000409
MOV000410,MAT00314,WH03,GR_101_Goods_Receipt,179,2024-02-23,GR000410
MOV000411,MAT00050,WH07,GR_101_Goods_Receipt,39,2024-05-21,GR000411
MOV000412,MAT00350,WH02,GR_101_Goods_Receipt,467,2023-07-13,GR000412
MOV000413,MAT00325,WH04,GR_101_Goods_Receipt,36,2024-02-11,GR000413
MOV000414,MAT00366,WH07,GR_101_Goods_Receipt,201,2024-02-15,GR000414
MOV000415,MAT00213,WH04,GR_101_Goods_Receipt,222,2023-07-07,GR000415
MOV000416,MAT00100,WH03,GR_101_Goods_Receipt,71,2024-07-18,GR000416
MOV000417,MAT00304,WH04,GR_101_Goods_Receipt,17,2024-07-26,GR000417
MOV000418,MAT00250,WH02,GR_101_Goods_Receipt,427,2024-05-08,GR000418
MOV000419,MAT00323,WH02,GR_101_Goods_Receipt,463,2024-05-01,GR000419
MOV000420,MAT00351,WH02,GR_101_Goods_Receipt,374,2024-05-09,GR000420
MOV000421,MAT00245,WH06,GR_101_Goods_Receipt,366,2024-10-06,GR000421
MOV000422,MAT00199,WH02,GR_101_Goods_Receipt,99,2024-10-06,GR000422
MOV000423,MAT00379,WH04,GR_101_Goods_Receipt,181,2024-10-02,GR000423
MOV000424,MAT00149,WH04,GR_101_Goods_Receipt,129,2024-06-30,GR000424
MOV000425,MAT00340,WH07,GR_101_Goods_Receipt,24,2024-03-31,GR000425
MOV000426,MAT00381,WH06,GR_101_Goods_Receipt,75,2024-03-29,GR000426
MOV000427,MAT00104,WH05,GR_101_Goods_Receipt,48,2024-04-11,GR000427
MOV000428,MAT00260,WH04,GR_101_Goods_Receipt,179,2023-02-05,GR000428
MOV000429,MAT00226,WH06,GR_101_Goods_Receipt,420,2023-02-25,GR000429
MOV000430,MAT00219,WH02,GR_101_Goods_Receipt,103,2023-02-02,GR000430
MOV000431,MAT00252,WH05,GR_101_Goods_Receipt,130,2024-09-19,GR000431
MOV000432,MAT00184,WH08,GR_101_Goods_Receipt,227,2023-07-02,GR000432
MOV000433,MAT00060,WH03,GR_101_Goods_Receipt,50,2024-10-31,GR000433
MOV000434,MAT00308,WH03,GR_101_Goods_Receipt,251,2024-11-05,GR000434
MOV000435,MAT00157,WH02,GR_101_Goods_Receipt,166,2023-07-19,GR000435
MOV000436,MAT00351,WH04,GR_101_Goods_Receipt,180,2023-07-20,GR000436
MOV000437,MAT00388,WH06,GR_101_Goods_Receipt,245,2023-08-18,GR000437
MOV000438,MAT00008,WH08,GR_101_Goods_Receipt,271,2023-08-05,GR000438
MOV000439,MAT00257,WH05,GR_101_Goods_Receipt,275,2025-01-14,GR000439
MOV000440,MAT00176,WH02,GR_101_Goods_Receipt,347,2025-01-04,GR000440
MOV000441,MAT00020,WH05,GR_101_Goods_Receipt,65,2025-01-08,GR000441
MOV000442,MAT00112,WH01,GR_101_Goods_Receipt,393,2025-01-08,GR000442
MOV000443,MAT00117,WH07,GR_101_Goods_Receipt,36,2023-07-21,GR000443
MOV000444,MAT00172,WH08,GR_101_Goods_Receipt,370,2023-07-14,GR000444
MOV000445,MAT00274,WH08,GR_101_Goods_Receipt,51,2024-08-16,GR000445
MOV000446,MAT00131,WH08,GR_101_Goods_Receipt,42,2023-04-24,GR000446
MOV000447,MAT00110,WH01,GR_101_Goods_Receipt,354,2023-04-05,GR000447
MOV000448,MAT00030,WH05,GR_101_Goods_Receipt,59,2024-12-15,GR000448
MOV000449,MAT00180,WH06,GR_101_Goods_Receipt,319,2024-05-30,GR000449
MOV000450,MAT00148,WH07,GR_101_Goods_Receipt,428,2024-05-31,GR000450
MOV000451,MAT00383,WH01,GR_101_Goods_Receipt,347,2024-02-04,GR000451
MOV000452,MAT00148,WH01,GR_101_Goods_Receipt,336,2024-01-30,GR000452
MOV000453,MAT00380,WH08,GR_101_Goods_Receipt,423,2024-02-09,GR000453
MOV000454,MAT00057,WH07,GR_101_Goods_Receipt,188,2024-03-05,GR000454
MOV000455,MAT00100,WH03,GR_101_Goods_Receipt,83,2023-11-20,GR000455
MOV000456,MAT00242,WH03,GR_101_Goods_Receipt,264,2023-11-14,GR000456
MOV000457,MAT00398,WH04,GR_101_Goods_Receipt,468,2023-11-06,GR000457
MOV000458,MAT00227,WH03,GR_101_Goods_Receipt,368,2023-08-23,GR000458
MOV000459,MAT00170,WH05,GR_101_Goods_Receipt,485,2023-08-23,GR000459
MOV000460,MAT00245,WH08,GR_101_Goods_Receipt,350,2023-09-01,GR000460
MOV000461,MAT00008,WH07,GR_101_Goods_Receipt,154,2023-04-28,GR000461
MOV000462,MAT00004,WH04,GR_101_Goods_Receipt,252,2023-05-04,GR000462
MOV000463,MAT00254,WH02,GR_101_Goods_Receipt,54,2023-09-02,GR000463
MOV000464,MAT00102,WH05,GR_101_Goods_Receipt,303,2023-09-01,GR000464
MOV000465,MAT00094,WH03,GR_101_Goods_Receipt,443,2023-03-25,GR000465
MOV000466,MAT00197,WH06,GR_101_Goods_Receipt,123,2024-06-24,GR000466
MOV000467,MAT00017,WH08,GR_101_Goods_Receipt,84,2024-07-03,GR000467
MOV000468,MAT00121,WH06,GR_101_Goods_Receipt,85,2024-06-25,GR000468
MOV000469,MAT00268,WH04,GR_101_Goods_Receipt,73,2023-12-13,GR000469
MOV000470,MAT00040,WH03,GR_101_Goods_Receipt,263,2023-12-02,GR000470
MOV000471,MAT00080,WH03,GR_101_Goods_Receipt,433,2023-12-11,GR000471
MOV000472,MAT00059,WH06,GR_101_Goods_Receipt,427,2024-05-27,GR000472
MOV000473,MAT00228,WH02,GR_101_Goods_Receipt,226,2024-06-02,GR000473
MOV000474,MAT00108,WH02,GR_101_Goods_Receipt,366,2024-07-24,GR000474
MOV000475,MAT00273,WH05,GR_101_Goods_Receipt,77,2024-07-24,GR000475
MOV000476,MAT00315,WH04,GR_101_Goods_Receipt,80,2024-05-04,GR000476
MOV000477,MAT00378,WH06,GR_101_Goods_Receipt,121,2024-04-24,GR000477
MOV000478,MAT00065,WH07,GR_101_Goods_Receipt,381,2024-04-22,GR000478
MOV000479,MAT00272,WH01,GR_101_Goods_Receipt,484,2024-03-30,GR000479
MOV000480,MAT00121,WH03,GR_101_Goods_Receipt,303,2024-06-25,GR000480
MOV000481,MAT00155,WH05,GR_101_Goods_Receipt,206,2024-07-03,GR000481
MOV000482,MAT00228,WH07,GR_101_Goods_Receipt,302,2024-06-21,GR000482
MOV000483,MAT00061,WH02,GR_101_Goods_Receipt,72,2023-01-30,GR000483
MOV000484,MAT00372,WH02,GR_101_Goods_Receipt,297,2023-02-04,GR000484
MOV000485,MAT00048,WH05,GR_101_Goods_Receipt,97,2024-06-29,GR000485
MOV000486,MAT00077,WH03,GR_101_Goods_Receipt,33,2024-06-26,GR000486
MOV000487,MAT00146,WH04,GR_101_Goods_Receipt,305,2024-06-19,GR000487
MOV000488,MAT00104,WH04,GR_101_Goods_Receipt,493,2023-07-06,GR000488
MOV000489,MAT00399,WH03,GR_101_Goods_Receipt,334,2023-03-27,GR000489
MOV000490,MAT00262,WH01,GR_101_Goods_Receipt,224,2023-04-01,GR000490
MOV000491,MAT00338,WH02,GR_101_Goods_Receipt,73,2024-10-09,GR000491
MOV000492,MAT00222,WH03,GR_101_Goods_Receipt,178,2024-09-28,GR000492
MOV000493,MAT00188,WH02,GR_101_Goods_Receipt,203,2023-09-01,GR000493
MOV000494,MAT00265,WH05,GR_101_Goods_Receipt,311,2023-07-21,GR000494
MOV000495,MAT00123,WH06,GR_101_Goods_Receipt,292,2023-07-08,GR000495
MOV000496,MAT00360,WH08,GR_101_Goods_Receipt,357,2024-02-28,GR000496
MOV000497,MAT00234,WH03,GR_101_Goods_Receipt,313,2024-02-09,GR000497
MOV000498,MAT00129,WH06,GR_101_Goods_Receipt,83,2024-03-02,GR000498
MOV000499,MAT00036,WH08,GR_101_Goods_Receipt,181,2025-01-15,GR000499
MOV000500,MAT00360,WH05,GR_101_Goods_Receipt,231,2025-01-13,GR000500
MOV000501,MAT00073,WH02,GR_101_Goods_Receipt,255,2025-01-08,GR000501
MOV000502,MAT00386,WH08,GR_101_Goods_Receipt,94,2023-03-29,GR000502
MOV000503,MAT00257,WH06,GR_101_Goods_Receipt,17,2024-07-30,GR000503
MOV000504,MAT00366,WH08,GR_101_Goods_Receipt,135,2024-07-25,GR000504
MOV000505,MAT00371,WH06,GR_101_Goods_Receipt,472,2023-06-30,GR000505
MOV000506,MAT00035,WH06,GR_101_Goods_Receipt,497,2023-07-13,GR000506
MOV000507,MAT00222,WH05,GR_101_Goods_Receipt,67,2023-07-18,GR000507
MOV000508,MAT00037,WH04,GR_101_Goods_Receipt,119,2023-12-01,GR000508
MOV000509,MAT00090,WH08,GR_101_Goods_Receipt,482,2023-11-28,GR000509
MOV000510,MAT00067,WH01,GR_101_Goods_Receipt,92,2024-10-13,GR000510
MOV000511,MAT00036,WH03,GR_101_Goods_Receipt,128,2024-01-02,GR000511
MOV000512,MAT00018,WH03,GR_101_Goods_Receipt,284,2024-01-20,GR000512
MOV000513,MAT00112,WH04,GR_101_Goods_Receipt,12,2023-06-20,GR000513
MOV000514,MAT00058,WH01,GR_101_Goods_Receipt,155,2023-06-12,GR000514
MOV000515,MAT00142,WH08,GR_101_Goods_Receipt,350,2023-06-25,GR000515
MOV000516,MAT00383,WH07,GR_101_Goods_Receipt,419,2023-06-26,GR000516
MOV000517,MAT00195,WH04,GR_101_Goods_Receipt,271,2023-09-26,GR000517
MOV000518,MAT00210,WH03,GR_101_Goods_Receipt,351,2023-09-22,GR000518
MOV000519,MAT00200,WH04,GR_101_Goods_Receipt,106,2023-10-05,GR000519
MOV000520,MAT00027,WH04,GR_101_Goods_Receipt,452,2023-02-08,GR000520
MOV000521,MAT00296,WH02,GR_101_Goods_Receipt,41,2023-09-12,GR000521
MOV000522,MAT00396,WH04,GR_101_Goods_Receipt,147,2023-09-04,GR000522
MOV000523,MAT00364,WH08,GR_101_Goods_Receipt,15,2023-12-22,GR000523
MOV000524,MAT00125,WH06,GR_101_Goods_Receipt,352,2024-01-02,GR000524
MOV000525,MAT00395,WH04,GR_101_Goods_Receipt,280,2024-01-20,GR000525
MOV000526,MAT00289,WH01,GR_101_Goods_Receipt,309,2024-01-14,GR000526
MOV000527,MAT00091,WH08,GR_101_Goods_Receipt,310,2024-02-01,GR000527
MOV000528,MAT00394,WH07,GR_101_Goods_Receipt,187,2025-01-17,GR000528
MOV000529,MAT00022,WH03,GR_101_Goods_Receipt,44,2025-01-19,GR000529
MOV000530,MAT00077,WH01,GR_101_Goods_Receipt,316,2025-01-07,GR000530
MOV000531,MAT00078,WH08,GR_101_Goods_Receipt,263,2025-01-02,GR000531
MOV000532,MAT00085,WH05,GR_101_Goods_Receipt,394,2025-01-05,GR000532
MOV000533,MAT00124,WH05,GR_101_Goods_Receipt,302,2023-08-30,GR000533
MOV000534,MAT00325,WH05,GR_101_Goods_Receipt,162,2023-11-16,GR000534
MOV000535,MAT00091,WH04,GR_101_Goods_Receipt,14,2023-11-20,GR000535
MOV000536,MAT00224,WH02,GR_101_Goods_Receipt,342,2023-08-30,GR000536
MOV000537,MAT00022,WH01,GR_101_Goods_Receipt,188,2025-01-16,GR000537
MOV000538,MAT00109,WH02,GR_101_Goods_Receipt,175,2025-01-20,GR000538
MOV000539,MAT00232,WH08,GR_101_Goods_Receipt,141,2024-12-31,GR000539
MOV000540,MAT00035,WH03,GR_101_Goods_Receipt,122,2024-12-19,GR000540
MOV000541,MAT00161,WH03,GR_101_Goods_Receipt,238,2025-01-04,GR000541
MOV000542,MAT00054,WH03,GR_101_Goods_Receipt,102,2024-08-12,GR000542
MOV000543,MAT00141,WH03,GR_101_Goods_Receipt,428,2024-08-30,GR000543
MOV000544,MAT00069,WH02,GR_101_Goods_Receipt,46,2024-08-28,GR000544
MOV000545,MAT00266,WH01,GR_101_Goods_Receipt,225,2023-05-05,GR000545
MOV000546,MAT00316,WH04,GR_101_Goods_Receipt,395,2023-05-15,GR000546
MOV000547,MAT00230,WH06,GR_101_Goods_Receipt,64,2023-05-18,GR000547
MOV000548,MAT00297,WH01,GR_101_Goods_Receipt,288,2024-05-30,GR000548
MOV000549,MAT00209,WH08,GR_101_Goods_Receipt,345,2024-04-08,GR000549
MOV000550,MAT00234,WH06,GR_101_Goods_Receipt,96,2024-03-27,GR000550
MOV000551,MAT00027,WH03,GR_101_Goods_Receipt,194,2023-03-28,GR000551
MOV000552,MAT00229,WH05,GR_101_Goods_Receipt,102,2024-03-25,GR000552
MOV000553,MAT00368,WH05,GR_101_Goods_Receipt,188,2024-03-29,GR000553
MOV000554,MAT00307,WH03,GR_101_Goods_Receipt,425,2024-04-13,GR000554
MOV000555,MAT00066,WH03,GR_101_Goods_Receipt,365,2023-12-19,GR000555
MOV000556,MAT00371,WH08,GR_101_Goods_Receipt,420,2023-12-08,GR000556
MOV000557,MAT00044,WH04,GR_101_Goods_Receipt,284,2024-07-25,GR000557
MOV000558,MAT00152,WH01,GR_101_Goods_Receipt,369,2024-07-22,GR000558
MOV000559,MAT00078,WH06,GR_101_Goods_Receipt,195,2024-07-14,GR000559
MOV000560,MAT00056,WH01,GR_101_Goods_Receipt,71,2024-01-28,GR000560
MOV000561,MAT00313,WH07,GR_101_Goods_Receipt,11,2024-05-12,GR000561
MOV000562,MAT00296,WH07,GR_101_Goods_Receipt,339,2023-06-27,GR000562
MOV000563,MAT00227,WH02,GR_101_Goods_Receipt,272,2023-07-05,GR000563
MOV000564,MAT00041,WH07,GR_101_Goods_Receipt,217,2024-05-15,GR000564
MOV000565,MAT00198,WH06,GR_101_Goods_Receipt,109,2024-05-13,GR000565
MOV000566,MAT00284,WH02,GR_101_Goods_Receipt,24,2024-05-13,GR000566
MOV000567,MAT00191,WH05,GR_101_Goods_Receipt,106,2023-08-31,GR000567
MOV000568,MAT00396,WH01,GR_101_Goods_Receipt,53,2023-08-31,GR000568
MOV000569,MAT00223,WH04,GR_101_Goods_Receipt,14,2023-03-23,GR000569
MOV000570,MAT00259,WH02,GR_101_Goods_Receipt,171,2023-03-20,GR000570
MOV000571,MAT00035,WH07,GR_101_Goods_Receipt,267,2024-01-05,GR000571
MOV000572,MAT00325,WH03,GR_101_Goods_Receipt,254,2023-12-13,GR000572
MOV000573,MAT00323,WH04,GR_101_Goods_Receipt,359,2024-01-01,GR000573
MOV000574,MAT00233,WH08,GR_101_Goods_Receipt,92,2024-12-21,GR000574
MOV000575,MAT00047,WH01,GR_101_Goods_Receipt,412,2024-12-15,GR000575
MOV000576,MAT00108,WH04,GR_101_Goods_Receipt,466,2024-12-25,GR000576
MOV000577,MAT00290,WH03,GR_101_Goods_Receipt,300,2024-10-07,GR000577
MOV000578,MAT00298,WH03,GR_101_Goods_Receipt,265,2023-11-30,GR000578
MOV000579,MAT00262,WH05,GR_101_Goods_Receipt,190,2023-03-24,GR000579
MOV000580,MAT00167,WH02,GR_101_Goods_Receipt,252,2023-04-10,GR000580
MOV000581,MAT00377,WH08,GR_101_Goods_Receipt,449,2024-08-24,GR000581
MOV000582,MAT00349,WH02,GR_101_Goods_Receipt,197,2024-08-31,GR000582
MOV000583,MAT00331,WH04,GR_101_Goods_Receipt,144,2024-12-25,GR000583
MOV000584,MAT00224,WH05,GR_101_Goods_Receipt,368,2024-12-04,GR000584
MOV000585,MAT00319,WH06,GR_101_Goods_Receipt,447,2024-02-06,GR000585
MOV000586,MAT00111,WH02,GR_101_Goods_Receipt,248,2024-02-11,GR000586
MOV000587,MAT00226,WH06,GR_101_Goods_Receipt,403,2023-07-21,GR000587
MOV000588,MAT00095,WH02,GR_101_Goods_Receipt,185,2023-07-27,GR000588
MOV000589,MAT00187,WH06,GR_101_Goods_Receipt,89,2023-10-23,GR000589
MOV000590,MAT00376,WH06,GR_101_Goods_Receipt,300,2023-11-06,GR000590
MOV000591,MAT00092,WH04,GR_101_Goods_Receipt,414,2023-11-02,GR000591
MOV000592,MAT00045,WH06,GR_101_Goods_Receipt,467,2024-03-14,GR000592
MOV000593,MAT00220,WH08,GR_101_Goods_Receipt,395,2024-03-19,GR000593
MOV000594,MAT00132,WH06,GR_101_Goods_Receipt,253,2024-04-07,GR000594
MOV000595,MAT00148,WH03,GR_101_Goods_Receipt,297,2025-01-03,GR000595
MOV000596,MAT00108,WH03,GR_101_Goods_Receipt,390,2023-12-26,GR000596
MOV000597,MAT00384,WH02,GR_101_Goods_Receipt,469,2023-12-09,GR000597
MOV000598,MAT00110,WH08,GR_101_Goods_Receipt,415,2023-12-16,GR000598
MOV000599,MAT00371,WH07,GR_101_Goods_Receipt,306,2023-05-21,GR000599
MOV000600,MAT00068,WH04,GR_101_Goods_Receipt,366,2023-05-22,GR000600
MOV000601,MAT00399,WH06,GR_101_Goods_Receipt,188,2023-05-20,GR000601
MOV000602,MAT00161,WH03,GR_101_Goods_Receipt,228,2024-03-25,GR000602
MOV000603,MAT00131,WH07,GR_101_Goods_Receipt,244,2024-03-07,GR000603
MOV000604,MAT00370,WH05,GR_101_Goods_Receipt,205,2024-03-25,GR000604
MOV000605,MAT00250,WH07,GR_101_Goods_Receipt,54,2024-12-27,GR000605
MOV000606,MAT00372,WH05,GR_101_Goods_Receipt,484,2023-05-12,GR000606
MOV000607,MAT00362,WH02,GR_101_Goods_Receipt,446,2023-05-02,GR000607
MOV000608,MAT00389,WH07,GR_101_Goods_Receipt,110,2023-04-28,GR000608
MOV000609,MAT00237,WH05,GR_101_Goods_Receipt,212,2024-11-09,GR000609
MOV000610,MAT00215,WH01,GR_101_Goods_Receipt,460,2024-11-06,GR000610
MOV000611,MAT00145,WH03,GR_101_Goods_Receipt,470,2024-10-28,GR000611
MOV000612,MAT00218,WH04,GR_101_Goods_Receipt,173,2024-02-06,GR000612
MOV000613,MAT00123,WH07,GR_101_Goods_Receipt,202,2024-01-30,GR000613
MOV000614,MAT00216,WH03,GR_101_Goods_Receipt,30,2024-02-07,GR000614
MOV000615,MAT00209,WH05,GR_101_Goods_Receipt,420,2024-04-03,GR000615
MOV000616,MAT00354,WH02,GR_101_Goods_Receipt,438,2024-04-07,GR000616
MOV000617,MAT00298,WH01,GR_101_Goods_Receipt,23,2024-04-18,GR000617
MOV000618,MAT00156,WH08,GR_101_Goods_Receipt,302,2024-10-23,GR000618
MOV000619,MAT00196,WH04,GR_101_Goods_Receipt,105,2024-10-24,GR000619
MOV000620,MAT00119,WH01,GR_101_Goods_Receipt,381,2024-11-12,GR000620
MOV000621,MAT00044,WH02,GR_101_Goods_Receipt,72,2023-05-09,GR000621
MOV000622,MAT00358,WH02,GR_101_Goods_Receipt,49,2023-05-13,GR000622
MOV000623,MAT00233,WH02,GR_101_Goods_Receipt,261,2023-05-15,GR000623
MOV000624,MAT00320,WH05,GR_101_Goods_Receipt,465,2023-08-24,GR000624
MOV000625,MAT00044,WH02,GR_101_Goods_Receipt,15,2023-08-30,GR000625
MOV000626,MAT00053,WH07,GR_101_Goods_Receipt,482,2024-06-03,GR000626
MOV000627,MAT00169,WH03,GR_101_Goods_Receipt,62,2024-06-22,GR000627
MOV000628,MAT00239,WH08,GR_101_Goods_Receipt,112,2023-05-07,GR000628
MOV000629,MAT00381,WH05,GR_101_Goods_Receipt,95,2023-05-15,GR000629
MOV000630,MAT00257,WH06,GR_101_Goods_Receipt,158,2024-09-27,GR000630
MOV000631,MAT00275,WH06,GR_101_Goods_Receipt,79,2024-09-28,GR000631
MOV000632,MAT00259,WH06,GR_101_Goods_Receipt,41,2024-09-18,GR000632
MOV000633,MAT00056,WH04,GR_101_Goods_Receipt,470,2023-08-16,GR000633
