warehouse_id,material_id,quantity_on_hand,as_of_date
WH05,MAT00068,0,2024-12-31
WH05,MAT00069,0,2024-12-31
WH05,MAT00070,58,2024-12-31
WH05,MAT00071,0,2024-12-31
WH05,MAT00075,316,2024-12-31
WH05,MAT00079,0,2024-12-31
WH05,MAT00080,335,2024-12-31
WH05,MAT00083,39,2024-12-31
WH05,MAT00085,394,2024-12-31
WH05,MAT00086,0,2024-12-31
WH05,MAT00087,0,2024-12-31
WH05,MAT00088,288,2024-12-31
WH05,MAT00092,0,2024-12-31
WH05,MAT00093,0,2024-12-31
WH05,MAT00095,81,2024-12-31
WH05,MAT00101,0,2024-12-31
WH05,MAT00102,396,2024-12-31
WH05,MAT00103,0,2024-12-31
WH05,MAT00104,48,2024-12-31
WH05,MAT00105,0,2024-12-31
WH05,MAT00106,223,2024-12-31
WH05,MAT00112,165,2024-12-31
WH05,MAT00113,0,2024-12-31
WH05,MAT00114,37,2024-12-31
WH05,MAT00116,0,2024-12-31
WH05,MAT00123,53,2024-12-31
WH05,MAT00124,657,2024-12-31
WH05,MAT00129,0,2024-12-31
WH05,MAT00130,0,2024-12-31
WH05,MAT00131,0,2024-12-31
WH05,MAT00134,0,2024-12-31
WH05,MAT00135,0,2024-12-31
WH05,MAT00137,0,2024-12-31
WH05,MAT00146,0,2024-12-31
WH05,MAT00147,0,2024-12-31
WH05,MAT00150,225,2024-12-31
WH05,MAT00155,206,2024-12-31
WH05,MAT00159,0,2024-12-31
WH05,MAT00164,0,2024-12-31
WH05,MAT00168,0,2024-12-31
WH05,MAT00170,485,2024-12-31
WH05,MAT00174,0,2024-12-31
WH05,MAT00176,0,2024-12-31
WH05,MAT00177,269,2024-12-31
WH05,MAT00181,84,2024-12-31
WH05,MAT00182,93,2024-12-31
WH05,MAT00183,367,2024-12-31
WH05,MAT00186,419,2024-12-31
WH05,MAT00187,0,2024-12-31
WH05,MAT00188,0,2024-12-31
WH05,MAT00190,0,2024-12-31
WH05,MAT00191,106,2024-12-31
WH05,MAT00192,447,2024-12-31
WH05,MAT00194,0,2024-12-31
WH05,MAT00195,82,2024-12-31
WH05,MAT00199,0,2024-12-31
WH05,MAT00200,705,2024-12-31
WH05,MAT00201,170,2024-12-31
WH05,MAT00202,0,2024-12-31
WH05,MAT00204,0,2024-12-31
WH05,MAT00209,420,2024-12-31
WH05,MAT00219,43,2024-12-31
WH05,MAT00222,67,2024-12-31
WH05,MAT00223,0,2024-12-31
WH05,MAT00224,368,2024-12-31
WH05,MAT00229,57,2024-12-31
WH05,MAT00233,98,2024-12-31
WH05,MAT00235,260,2024-12-31
WH05,MAT00237,212,2024-12-31
WH05,MAT00241,0,2024-12-31
WH05,MAT00245,287,2024-12-31
WH05,MAT00246,0,2024-12-31
WH05,MAT00249,59,2024-12-31
WH05,MAT00250,0,2024-12-31
WH05,MAT00251,222,2024-12-31
WH05,MAT00252,664,2024-12-31
WH05,MAT00257,275,2024-12-31
WH05,MAT00258,371,2024-12-31
WH05,MAT00259,0,2024-12-31
WH05,MAT00261,0,2024-12-31
WH05,MAT00262,467,2024-12-31
WH05,MAT00263,0,2024-12-31
WH05,MAT00264,0,2024-12-31
WH05,MAT00265,311,2024-12-31
WH05,MAT00267,989,2024-12-31
WH05,MAT00268,133,2024-12-31
WH05,MAT00269,330,2024-12-31
WH05,MAT00270,177,2024-12-31
WH05,MAT00273,444,2024-12-31
WH05,MAT00274,0,2024-12-31
WH05,MAT00276,0,2024-12-31
WH05,MAT00277,382,2024-12-31
WH05,MAT00279,0,2024-12-31
WH05,MAT00280,198,2024-12-31
WH05,MAT00281,398,2024-12-31
WH05,MAT00284,0,2024-12-31
WH05,MAT00287,0,2024-12-31
WH05,MAT00288,93,2024-12-31
WH05,MAT00289,125,2024-12-31
WH05,MAT00290,0,2024-12-31
WH05,MAT00292,0,2024-12-31
WH05,MAT00299,0,2024-12-31
WH05,MAT00301,155,2024-12-31
WH05,MAT00302,0,2024-12-31
WH05,MAT00306,0,2024-12-31
WH05,MAT00315,0,2024-12-31
WH05,MAT00316,209,2024-12-31
WH05,MAT00317,0,2024-12-31
WH05,MAT00319,95,2024-12-31
WH05,MAT00320,465,2024-12-31
WH05,MAT00324,345,2024-12-31
WH05,MAT00325,162,2024-12-31
WH05,MAT00326,462,2024-12-31
WH05,MAT00331,123,2024-12-31
WH05,MAT00332,0,2024-12-31
WH05,MAT00334,0,2024-12-31
WH05,MAT00335,0,2024-12-31
WH05,MAT00336,50,2024-12-31
WH05,MAT00337,0,2024-12-31
WH05,MAT00338,0,2024-12-31
WH05,MAT00339,0,2024-12-31
WH05,MAT00342,0,2024-12-31
WH05,MAT00343,473,2024-12-31
WH05,MAT00346,0,2024-12-31
WH05,MAT00348,91,2024-12-31
WH05,MAT00352,39,2024-12-31
WH05,MAT00357,239,2024-12-31
WH05,MAT00359,0,2024-12-31
WH05,MAT00360,231,2024-12-31
WH05,MAT00361,0,2024-12-31
WH05,MAT00368,188,2024-12-31
WH05,MAT00370,205,2024-12-31
WH05,MAT00371,0,2024-12-31
WH05,MAT00372,484,2024-12-31
WH05,MAT00374,0,2024-12-31
WH05,MAT00376,67,2024-12-31
WH05,MAT00377,0,2024-12-31
WH05,MAT00381,95,2024-12-31
WH05,MAT00386,0,2024-12-31
WH05,MAT00387,0,2024-12-31
WH05,MAT00388,0,2024-12-31
WH05,MAT00389,209,2024-12-31
WH05,MAT00391,0,2024-12-31
WH05,MAT00394,113,2024-12-31
WH05,MAT00396,276,2024-12-31
WH05,MAT00399,0,2024-12-31
WH06,MAT00001,235,2024-12-31
WH06,MAT00003,0,2024-12-31
WH06,MAT00009,148,2024-12-31
WH06,MAT00011,0,2024-12-31
WH06,MAT00017,106,2024-12-31
WH06,MAT00023,40,2024-12-31
WH06,MAT00024,0,2024-12-31
WH06,MAT00028,380,2024-12-31
WH06,MAT00034,360,2024-12-31
WH06,MAT00035,703,2024-12-31
WH06,MAT00042,436,2024-12-31
WH06,MAT00043,479,2024-12-31
WH06,MAT00045,467,2024-12-31
WH06,MAT00047,0,2024-12-31
WH06,MAT00052,11,2024-12-31
WH06,MAT00053,0,2024-12-31
WH06,MAT00056,481,2024-12-31
WH06,MAT00059,403,2024-12-31
WH06,MAT00060,275,2024-12-31
WH06,MAT00061,451,2024-12-31
WH06,MAT00064,0,2024-12-31
WH06,MAT00065,188,2024-12-31
WH06,MAT00069,0,2024-12-31
WH06,MAT00071,216,2024-12-31
WH06,MAT00073,188,2024-12-31
WH06,MAT00074,44,2024-12-31
WH06,MAT00075,61,2024-12-31
WH06,MAT00078,195,2024-12-31
WH06,MAT00079,0,2024-12-31
WH06,MAT00080,0,2024-12-31
WH06,MAT00082,0,2024-12-31
WH06,MAT00087,0,2024-12-31
WH06,MAT00088,12,2024-12-31
WH06,MAT00089,0,2024-12-31
WH06,MAT00090,517,2024-12-31
WH06,MAT00091,414,2024-12-31
WH06,MAT00094,0,2024-12-31
WH06,MAT00098,0,2024-12-31
WH06,MAT00099,0,2024-12-31
WH06,MAT00104,0,2024-12-31
WH06,MAT00106,0,2024-12-31
WH06,MAT00108,61,2024-12-31
WH06,MAT00111,186,2024-12-31
WH06,MAT00112,393,2024-12-31
WH06,MAT00113,42,2024-12-31
WH06,MAT00114,0,2024-12-31
WH06,MAT00119,381,2024-12-31
WH06,MAT00121,46,2024-12-31
WH06,MAT00123,292,2024-12-31
WH06,MAT00125,352,2024-12-31
WH06,MAT00129,442,2024-12-31
WH06,MAT00132,253,2024-12-31
WH06,MAT00134,438,2024-12-31
WH06,MAT00136,0,2024-12-31
WH06,MAT00141,0,2024-12-31
WH06,MAT00142,0,2024-12-31
WH06,MAT00144,163,2024-12-31
WH06,MAT00147,0,2024-12-31
WH06,MAT00148,0,2024-12-31
WH06,MAT00150,0,2024-12-31
WH06,MAT00154,0,2024-12-31
WH06,MAT00158,0,2024-12-31
WH06,MAT00159,20,2024-12-31
WH06,MAT00160,136,2024-12-31
WH06,MAT00162,0,2024-12-31
WH06,MAT00165,0,2024-12-31
WH06,MAT00166,0,2024-12-31
WH06,MAT00167,0,2024-12-31
WH06,MAT00169,222,2024-12-31
WH06,MAT00178,0,2024-12-31
WH06,MAT00180,319,2024-12-31
WH06,MAT00181,0,2024-12-31
WH06,MAT00182,0,2024-12-31
WH06,MAT00184,132,2024-12-31
WH06,MAT00187,0,2024-12-31
WH06,MAT00188,428,2024-12-31
WH06,MAT00189,77,2024-12-31
WH06,MAT00192,0,2024-12-31
WH06,MAT00195,0,2024-12-31
WH06,MAT00196,0,2024-12-31
WH06,MAT00197,123,2024-12-31
WH06,MAT00198,151,2024-12-31
WH06,MAT00199,0,2024-12-31
WH06,MAT00200,241,2024-12-31
WH06,MAT00202,53,2024-12-31
WH06,MAT00203,119,2024-12-31
WH06,MAT00204,0,2024-12-31
WH06,MAT00205,0,2024-12-31
WH06,MAT00210,257,2024-12-31
WH06,MAT00213,3,2024-12-31
WH06,MAT00215,0,2024-12-31
WH06,MAT00218,0,2024-12-31
WH06,MAT00220,0,2024-12-31
WH06,MAT00221,0,2024-12-31
WH06,MAT00222,0,2024-12-31
WH06,MAT00223,0,2024-12-31
WH06,MAT00226,823,2024-12-31
WH06,MAT00228,160,2024-12-31
WH06,MAT00230,64,2024-12-31
WH06,MAT00231,278,2024-12-31
WH06,MAT00234,96,2024-12-31
WH06,MAT00239,0,2024-12-31
WH06,MAT00240,0,2024-12-31
WH06,MAT00241,0,2024-12-31
WH06,MAT00244,0,2024-12-31
WH06,MAT00245,366,2024-12-31
WH06,MAT00247,82,2024-12-31
WH06,MAT00248,423,2024-12-31
WH06,MAT00250,0,2024-12-31
WH06,MAT00254,0,2024-12-31
WH06,MAT00255,438,2024-12-31
WH06,MAT00256,0,2024-12-31
WH06,MAT00257,141,2024-12-31
WH06,MAT00259,16,2024-12-31
WH06,MAT00260,0,2024-12-31
WH06,MAT00262,0,2024-12-31
WH06,MAT00264,0,2024-12-31
WH06,MAT00266,126,2024-12-31
WH06,MAT00267,475,2024-12-31
WH06,MAT00271,0,2024-12-31
WH06,MAT00275,79,2024-12-31
WH06,MAT00277,725,2024-12-31
WH06,MAT00278,357,2024-12-31
WH06,MAT00279,0,2024-12-31
WH06,MAT00280,0,2024-12-31
WH06,MAT00285,177,2024-12-31
WH06,MAT00293,82,2024-12-31
WH06,MAT00294,0,2024-12-31
WH06,MAT00298,0,2024-12-31
WH06,MAT00300,487,2024-12-31
WH06,MAT00301,0,2024-12-31
WH06,MAT00311,0,2024-12-31
WH06,MAT00312,0,2024-12-31
WH06,MAT00313,314,2024-12-31
WH06,MAT00314,0,2024-12-31
WH06,MAT00315,532,2024-12-31
WH06,MAT00319,447,2024-12-31
WH06,MAT00320,276,2024-12-31
WH06,MAT00326,0,2024-12-31
WH06,MAT00340,0,2024-12-31
WH06,MAT00342,0,2024-12-31
WH06,MAT00346,313,2024-12-31
WH06,MAT00348,166,2024-12-31
WH06,MAT00349,364,2024-12-31
WH06,MAT00350,0,2024-12-31
WH06,MAT00351,46,2024-12-31
WH06,MAT00353,16,2024-12-31
WH06,MAT00356,174,2024-12-31
WH06,MAT00358,0,2024-12-31
WH06,MAT00359,384,2024-12-31
WH06,MAT00360,242,2024-12-31
WH06,MAT00362,0,2024-12-31
WH06,MAT00363,172,2024-12-31
WH06,MAT00364,13,2024-12-31
WH06,MAT00367,0,2024-12-31
WH06,MAT00369,0,2024-12-31
WH06,MAT00371,472,2024-12-31
WH06,MAT00372,205,2024-12-31
WH06,MAT00373,0,2024-12-31
WH06,MAT00376,411,2024-12-31
WH06,MAT00378,121,2024-12-31
WH06,MAT00379,257,2024-12-31
WH06,MAT00381,30,2024-12-31
WH06,MAT00382,0,2024-12-31
WH06,MAT00384,0,2024-12-31
WH06,MAT00387,0,2024-12-31
WH06,MAT00388,245,2024-12-31
WH06,MAT00390,0,2024-12-31
WH06,MAT00392,0,2024-12-31
WH06,MAT00393,0,2024-12-31
WH06,MAT00395,125,2024-12-31
WH06,MAT00396,0,2024-12-31
WH06,MAT00397,172,2024-12-31
WH06,MAT00399,183,2024-12-31
WH06,MAT00400,111,2024-12-31
WH07,MAT00001,296,2024-12-31
WH07,MAT00003,105,2024-12-31
WH07,MAT00005,0,2024-12-31
WH07,MAT00006,577,2024-12-31
WH07,MAT00008,109,2024-12-31
WH07,MAT00011,392,2024-12-31
WH07,MAT00012,0,2024-12-31
WH07,MAT00013,190,2024-12-31
WH07,MAT00014,0,2024-12-31
WH07,MAT00016,0,2024-12-31
WH07,MAT00019,0,2024-12-31
WH07,MAT00023,196,2024-12-31
WH07,MAT00026,0,2024-12-31
WH07,MAT00028,0,2024-12-31
WH07,MAT00029,175,2024-12-31
WH07,MAT00032,0,2024-12-31
WH07,MAT00035,267,2024-12-31
WH07,MAT00036,0,2024-12-31
WH07,MAT00041,35,2024-12-31
WH07,MAT00048,0,2024-12-31
WH07,MAT00049,49,2024-12-31
WH07,MAT00050,39,2024-12-31
WH07,MAT00051,0,2024-12-31
WH07,MAT00053,482,2024-12-31
WH07,MAT00056,0,2024-12-31
WH07,MAT00057,139,2024-12-31
WH07,MAT00060,0,2024-12-31
WH07,MAT00061,294,2024-12-31
WH07,MAT00064,139,2024-12-31
WH07,MAT00065,345,2024-12-31
WH07,MAT00066,16,2024-12-31
WH07,MAT00067,0,2024-12-31
WH07,MAT00069,137,2024-12-31
WH07,MAT00071,498,2024-12-31
WH07,MAT00073,0,2024-12-31
WH07,MAT00074,0,2024-12-31
WH07,MAT00075,0,2024-12-31
WH07,MAT00076,168,2024-12-31
WH07,MAT00078,589,2024-12-31
WH07,MAT00080,0,2024-12-31
WH07,MAT00084,0,2024-12-31
WH07,MAT00088,587,2024-12-31
WH07,MAT00091,0,2024-12-31
WH07,MAT00092,429,2024-12-31
WH07,MAT00105,184,2024-12-31
WH07,MAT00106,0,2024-12-31
WH07,MAT00107,409,2024-12-31
WH07,MAT00108,0,2024-12-31
WH07,MAT00109,56,2024-12-31
WH07,MAT00110,0,2024-12-31
WH07,MAT00116,0,2024-12-31
WH07,MAT00117,91,2024-12-31
WH07,MAT00123,159,2024-12-31
WH07,MAT00125,0,2024-12-31
WH07,MAT00129,302,2024-12-31
WH07,MAT00131,244,2024-12-31
WH07,MAT00132,76,2024-12-31
WH07,MAT00134,0,2024-12-31
WH07,MAT00135,0,2024-12-31
WH07,MAT00136,0,2024-12-31
WH07,MAT00138,606,2024-12-31
WH07,MAT00144,0,2024-12-31
WH07,MAT00148,428,2024-12-31
WH07,MAT00150,0,2024-12-31
WH07,MAT00157,165,2024-12-31
WH07,MAT00160,381,2024-12-31
WH07,MAT00161,319,2024-12-31
WH07,MAT00162,70,2024-12-31
WH07,MAT00163,0,2024-12-31
WH07,MAT00165,0,2024-12-31
WH07,MAT00171,0,2024-12-31
WH07,MAT00175,27,2024-12-31
WH07,MAT00177,0,2024-12-31
WH07,MAT00178,0,2024-12-31
WH07,MAT00180,0,2024-12-31
WH07,MAT00181,345,2024-12-31
WH07,MAT00184,62,2024-12-31
WH07,MAT00185,0,2024-12-31
WH07,MAT00186,9,2024-12-31
WH07,MAT00187,284,2024-12-31
WH07,MAT00188,0,2024-12-31
WH07,MAT00192,0,2024-12-31
WH07,MAT00194,0,2024-12-31
WH07,MAT00197,471,2024-12-31
WH07,MAT00201,496,2024-12-31
WH07,MAT00202,459,2024-12-31
WH07,MAT00205,0,2024-12-31
WH07,MAT00211,0,2024-12-31
WH07,MAT00215,152,2024-12-31
WH07,MAT00218,0,2024-12-31
WH07,MAT00219,58,2024-12-31
WH07,MAT00220,397,2024-12-31
WH07,MAT00221,0,2024-12-31
WH07,MAT00222,43,2024-12-31
WH07,MAT00226,0,2024-12-31
WH07,MAT00227,0,2024-12-31
WH07,MAT00228,264,2024-12-31
WH07,MAT00229,577,2024-12-31
WH07,MAT00231,0,2024-12-31
WH07,MAT00236,729,2024-12-31
WH07,MAT00238,0,2024-12-31
WH07,MAT00243,392,2024-12-31
WH07,MAT00245,753,2024-12-31
WH07,MAT00246,0,2024-12-31
WH07,MAT00249,577,2024-12-31
WH07,MAT00250,5,2024-12-31
WH07,MAT00251,263,2024-12-31
WH07,MAT00252,239,2024-12-31
WH07,MAT00253,0,2024-12-31
WH07,MAT00256,0,2024-12-31
WH07,MAT00258,0,2024-12-31
WH07,MAT00259,0,2024-12-31
WH07,MAT00260,308,2024-12-31
WH07,MAT00265,411,2024-12-31
WH07,MAT00266,0,2024-12-31
WH07,MAT00272,0,2024-12-31
WH07,MAT00273,0,2024-12-31
WH07,MAT00275,415,2024-12-31
WH07,MAT00283,170,2024-12-31
WH07,MAT00285,25,2024-12-31
WH07,MAT00288,619,2024-12-31
WH07,MAT00289,166,2024-12-31
WH07,MAT00291,0,2024-12-31
WH07,MAT00292,0,2024-12-31
WH07,MAT00295,0,2024-12-31
WH07,MAT00296,339,2024-12-31
WH07,MAT00302,0,2024-12-31
WH07,MAT00305,0,2024-12-31
WH07,MAT00313,11,2024-12-31
WH07,MAT00315,0,2024-12-31
WH07,MAT00319,0,2024-12-31
WH07,MAT00320,0,2024-12-31
WH07,MAT00322,321,2024-12-31
WH07,MAT00326,0,2024-12-31
WH07,MAT00336,0,2024-12-31
WH07,MAT00337,39,2024-12-31
WH07,MAT00338,80,2024-12-31
WH07,MAT00340,24,2024-12-31
WH07,MAT00344,456,2024-12-31
WH07,MAT00345,0,2024-12-31
WH07,MAT00346,0,2024-12-31
WH07,MAT00351,2,2024-12-31
WH07,MAT00354,0,2024-12-31
WH07,MAT00355,0,2024-12-31
WH07,MAT00364,253,2024-12-31
WH07,MAT00366,201,2024-12-31
WH07,MAT00369,14,2024-12-31
WH07,MAT00370,2,2024-12-31
WH07,MAT00371,306,2024-12-31
WH07,MAT00373,0,2024-12-31
WH07,MAT00375,0,2024-12-31
WH07,MAT00376,397,2024-12-31
WH07,MAT00378,439,2024-12-31
WH07,MAT00381,84,2024-12-31
WH07,MAT00383,419,2024-12-31
WH07,MAT00387,649,2024-12-31
WH07,MAT00388,0,2024-12-31
WH07,MAT00389,110,2024-12-31
WH07,MAT00390,162,2024-12-31
WH07,MAT00394,144,2024-12-31
WH07,MAT00395,0,2024-12-31
WH07,MAT00399,113,2024-12-31
WH08,MAT00001,283,2024-12-31
WH08,MAT00002,158,2024-12-31
WH08,MAT00005,30,2024-12-31
WH08,MAT00008,314,2024-12-31
WH08,MAT00010,0,2024-12-31
WH08,MAT00013,0,2024-12-31
WH08,MAT00014,277,2024-12-31
WH08,MAT00017,48,2024-12-31
WH08,MAT00026,0,2024-12-31
WH08,MAT00032,0,2024-12-31
WH08,MAT00033,286,2024-12-31
WH08,MAT00035,43,2024-12-31
WH08,MAT00036,304,2024-12-31
WH08,MAT00037,334,2024-12-31
WH08,MAT00042,551,2024-12-31
WH08,MAT00044,431,2024-12-31
WH08,MAT00047,0,2024-12-31
WH08,MAT00048,223,2024-12-31
WH08,MAT00049,0,2024-12-31
WH08,MAT00050,0,2024-12-31
WH08,MAT00052,101,2024-12-31
WH08,MAT00057,207,2024-12-31
WH08,MAT00064,723,2024-12-31
WH08,MAT00066,0,2024-12-31
WH08,MAT00071,0,2024-12-31
WH08,MAT00076,351,2024-12-31
WH08,MAT00078,231,2024-12-31
WH08,MAT00080,207,2024-12-31
WH08,MAT00088,351,2024-12-31
WH08,MAT00090,482,2024-12-31
WH08,MAT00091,310,2024-12-31
WH08,MAT00093,108,2024-12-31
WH08,MAT00095,182,2024-12-31
WH08,MAT00096,175,2024-12-31
WH08,MAT00099,26,2024-12-31
WH08,MAT00104,0,2024-12-31
WH08,MAT00105,271,2024-12-31
WH08,MAT00109,0,2024-12-31
WH08,MAT00110,415,2024-12-31
WH08,MAT00111,0,2024-12-31
WH08,MAT00113,0,2024-12-31
WH08,MAT00114,376,2024-12-31
WH08,MAT00118,16,2024-12-31
WH08,MAT00119,0,2024-12-31
WH08,MAT00121,155,2024-12-31
WH08,MAT00124,0,2024-12-31
WH08,MAT00129,0,2024-12-31
WH08,MAT00131,36,2024-12-31
WH08,MAT00136,270,2024-12-31
WH08,MAT00137,34,2024-12-31
WH08,MAT00138,292,2024-12-31
WH08,MAT00141,56,2024-12-31
WH08,MAT00142,812,2024-12-31
WH08,MAT00143,0,2024-12-31
WH08,MAT00144,494,2024-12-31
WH08,MAT00146,36,2024-12-31
WH08,MAT00147,0,2024-12-31
WH08,MAT00152,0,2024-12-31
WH08,MAT00153,17,2024-12-31
WH08,MAT00155,203,2024-12-31
WH08,MAT00156,302,2024-12-31
WH08,MAT00157,0,2024-12-31
WH08,MAT00162,0,2024-12-31
WH08,MAT00167,0,2024-12-31
WH08,MAT00169,0,2024-12-31
WH08,MAT00170,0,2024-12-31
WH08,MAT00172,771,2024-12-31
WH08,MAT00174,0,2024-12-31
WH08,MAT00176,129,2024-12-31
WH08,MAT00178,468,2024-12-31
WH08,MAT00180,0,2024-12-31
WH08,MAT00181,169,2024-12-31
WH08,MAT00182,0,2024-12-31
WH08,MAT00184,227,2024-12-31
WH08,MAT00188,0,2024-12-31
WH08,MAT00192,0,2024-12-31
WH08,MAT00194,279,2024-12-31
WH08,MAT00201,149,2024-12-31
WH08,MAT00203,79,2024-12-31
WH08,MAT00204,0,2024-12-31
WH08,MAT00205,0,2024-12-31
WH08,MAT00207,393,2024-12-31
WH08,MAT00209,345,2024-12-31
WH08,MAT00210,0,2024-12-31
WH08,MAT00214,0,2024-12-31
WH08,MAT00218,277,2024-12-31
WH08,MAT00219,0,2024-12-31
WH08,MAT00220,61,2024-12-31
WH08,MAT00226,548,2024-12-31
WH08,MAT00229,118,2024-12-31
WH08,MAT00232,141,2024-12-31
WH08,MAT00233,92,2024-12-31
WH08,MAT00239,0,2024-12-31
WH08,MAT00243,304,2024-12-31
WH08,MAT00244,468,2024-12-31
WH08,MAT00245,366,2024-12-31
WH08,MAT00246,0,2024-12-31
WH08,MAT00247,50,2024-12-31
WH08,MAT00248,0,2024-12-31
WH08,MAT00249,142,2024-12-31
WH08,MAT00250,0,2024-12-31
WH08,MAT00251,111,2024-12-31
WH08,MAT00252,62,2024-12-31
WH08,MAT00253,0,2024-12-31
WH08,MAT00255,0,2024-12-31
WH08,MAT00257,0,2024-12-31
WH08,MAT00259,0,2024-12-31
WH08,MAT00260,0,2024-12-31
WH08,MAT00262,694,2024-12-31
WH08,MAT00263,0,2024-12-31
WH08,MAT00266,0,2024-12-31
WH08,MAT00268,0,2024-12-31
WH08,MAT00269,159,2024-12-31
WH08,MAT00271,0,2024-12-31
WH08,MAT00272,0,2024-12-31
WH08,MAT00273,244,2024-12-31
WH08,MAT00274,51,2024-12-31
WH08,MAT00277,0,2024-12-31
WH08,MAT00282,30,2024-12-31
WH08,MAT00289,163,2024-12-31
WH08,MAT00291,0,2024-12-31
WH08,MAT00293,0,2024-12-31
WH08,MAT00294,236,2024-12-31
WH08,MAT00295,368,2024-12-31
WH08,MAT00296,0,2024-12-31
WH08,MAT00307,341,2024-12-31
WH08,MAT00312,0,2024-12-31
WH08,MAT00313,292,2024-12-31
WH08,MAT00317,199,2024-12-31
WH08,MAT00318,0,2024-12-31
WH08,MAT00320,129,2024-12-31
WH08,MAT00321,312,2024-12-31
WH08,MAT00322,0,2024-12-31
WH08,MAT00323,287,2024-12-31
WH08,MAT00327,172,2024-12-31
WH08,MAT00331,0,2024-12-31
WH08,MAT00335,0,2024-12-31
WH08,MAT00337,0,2024-12-31
WH08,MAT00339,341,2024-12-31
WH08,MAT00340,72,2024-12-31
WH08,MAT00347,459,2024-12-31
WH08,MAT00348,0,2024-12-31
WH08,MAT00350,86,2024-12-31
WH08,MAT00351,99,2024-12-31
WH08,MAT00352,0,2024-12-31
WH08,MAT00359,0,2024-12-31
WH08,MAT00360,357,2024-12-31
WH08,MAT00362,348,2024-12-31
WH08,MAT00363,213,2024-12-31
WH08,MAT00364,15,2024-12-31
WH08,MAT00366,135,2024-12-31
WH08,MAT00368,165,2024-12-31
WH08,MAT00369,0,2024-12-31
WH08,MAT00370,0,2024-12-31
WH08,MAT00371,420,2024-12-31
WH08,MAT00372,0,2024-12-31
WH08,MAT00373,449,2024-12-31
WH08,MAT00374,59,2024-12-31
WH08,MAT00377,449,2024-12-31
WH08,MAT00378,0,2024-12-31
WH08,MAT00380,220,2024-12-31
WH08,MAT00381,248,2024-12-31
WH08,MAT00386,94,2024-12-31
WH08,MAT00387,149,2024-12-31
WH08,MAT00389,0,2024-12-31
WH08,MAT00394,0,2024-12-31
WH08,MAT00395,0,2024-12-31
WH08,MAT00396,0,2024-12-31
WH08,MAT00399,0,2024-12-31
